year,team,win_total_line,actual_wins,target_pyth_wins,beat_margin,qb_tier,new_coach,coach_tenure,coach_tenure_bucket,schedule_delta_pyth,prior_pyth_wins,prior_actual_wins,prior_beat_margin,trailing_beat_margin_2yr,prior_turnover_diff_per_game,prior_fumble_recovery_rate,prior_agl
2022,ARI,8.5,4,5.8,-4.5,2,0,4,Yr4+,0.3965294117647069,10.52,11,2.5,1.5,0.7059,0.7778,87.3
2022,ATL,4.5,7,7.94,2.5,4,0,2,Yr2-3,0.26094117647058823,4.89,7,-0.5,-2.0,-0.3529,0.4211,45.1
2022,BAL,10.5,10,9.56,-0.5,2,0,9,Yr4+,-0.33694117647058874,8.37,8,-2.5,-1.5,-0.6471,0.4286,180.2
2022,BUF,12.0,13,12.01,1.0,1,0,6,Yr4+,0.6042352941176476,13.12,11,-0.5,1.75,0.4706,0.6471,34.8
2022,CAR,6.5,7,7.75,0.5,3,0,3,Yr2-3,-0.1491764705882357,5.74,5,-2.5,-1.5,-0.7647,0.4667,76.7
2022,CHI,5.5,3,5.16,-2.5,4,1,1,Yr1,-0.15682352941176525,5.88,6,-1.5,-0.75,-0.7647,0.4706,71.6
2022,CIN,9.5,12,10.4,2.5,1,0,4,Yr4+,0.8389999999999986,10.49,10,3.5,1.0,0.0,0.5333,60.2
2022,CLE,8.0,7,7.96,-1.0,,0,3,Yr2-3,-0.058999999999999275,7.89,8,-2.5,0.0,-0.1765,0.4286,66.9
2022,DAL,10.0,12,11.5,2.0,2,0,3,Yr2-3,0.18964705882352817,12.19,12,3.0,-0.5,0.8235,0.4706,62.7
2022,DEN,10.0,5,6.3,-5.0,2,1,1,Yr1,0.8038823529411747,8.9,7,-2.0,-2.25,0.0588,0.4,108.1
2022,DET,6.5,9,9.09,2.5,3,0,2,Yr2-3,-0.43911764705882383,5.06,3,-1.5,-1.75,-0.2353,0.4706,120.4
2022,GB,11.0,8,8.47,-3.0,1,0,4,Yr4+,0.20376470588235485,10.41,13,2.5,3.5,0.7647,0.5714,75.1
2022,HOU,4.5,3,4.96,-1.5,4,1,1,Yr1,-0.05223529411764716,4.14,4,0.0,-1.75,0.1765,0.5333,61.3
2022,IND,10.0,4,4.83,-6.0,2,0,5,Yr4+,-0.04752941176470671,10.59,9,0.0,0.75,0.8235,0.56,89.5
2022,JAX,6.5,9,9.93,2.5,3,1,1,Yr1,-0.48664705882352877,3.36,3,-3.5,-3.5,-1.1765,0.1429,73.2
2022,KC,10.5,14,11.36,3.5,1,0,9,Yr4+,0.35564705882352854,11.19,12,-0.5,1.0,0.2353,0.5385,35.6
2022,LAC,10.5,10,8.68,-0.5,1,0,2,Yr2-3,-0.06076470588235239,8.82,9,-0.5,-0.75,-0.0588,0.5882,60.2
2022,LAR,10.5,5,6.3,-5.5,2,0,6,Yr4+,0.5408235294117656,10.59,12,1.5,1.5,0.1176,0.5455,51.3
2022,LV,8.5,6,7.93,-2.5,2,1,1,Yr1,0.21317647058823574,6.91,10,2.5,1.5,-0.5294,0.4737,99.6
2022,MIA,9.0,9,8.45,0.0,4,1,1,Yr1,0.357823529411764,7.6,9,0.0,2.0,0.0,0.5,48.9
2022,MIN,9.5,13,8.43,3.5,3,1,1,Yr1,-0.03858823529411737,8.48,8,-1.0,-1.5,0.6471,0.5714,83.8
2022,NE,8.5,8,8.98,-0.5,3,0,9,Yr4+,0.5454117647058823,12.43,10,0.5,-0.75,0.4118,0.4118,71.6
2022,NO,9.0,7,8.05,-2.0,,1,1,Yr1,-0.15111764705882358,9.33,9,0.0,0.75,0.4118,0.5833,99.0
2022,NYG,7.0,9,8.34,2.0,4,1,1,Yr1,-0.4714705882352934,4.14,4,-3.0,-1.75,-0.4706,0.4118,102.2
2022,NYJ,5.5,7,7.84,1.5,4,0,2,Yr2-3,-0.402058823529412,4.08,4,-2.0,-3.25,-0.7647,0.5,147.5
2022,PHI,10.0,14,11.64,4.0,3,0,2,Yr2-3,0.2890000000000006,9.92,9,2.5,-1.5,0.0,0.4,67.0
2022,PIT,7.5,9,7.34,1.5,,0,9,Yr4+,-0.07170588235294062,7.02,9,0.5,1.5,0.1176,0.5,82.8
2022,SEA,5.5,9,8.65,3.5,5,0,9,Yr4+,0.2783529411764718,9.27,7,-2.5,0.0,0.2941,0.5385,52.2
2022,SF,10.0,13,12.91,3.0,3,0,6,Yr4+,-0.15600000000000058,10.06,10,-0.5,-2.5,-0.2353,0.5238,119.5
2022,TB,11.0,8,7.16,-3.0,1,1,1,Yr1,0.29870588235294093,12.0,13,1.0,1.25,0.5882,0.6316,78.3
2022,TEN,9.0,7,6.65,-2.0,3,0,5,Yr4+,0.41794117647058826,10.18,12,2.5,2.5,-0.1765,0.3529,73.4
2022,WAS,7.5,8,7.83,0.5,,0,3,Yr2-3,-0.8287058823529403,5.97,7,-1.5,0.25,-0.2941,0.4706,101.4
2023,ARI,4.5,4,5.41,-0.5,3,1,1,Yr1,0.0039999999999995595,5.8,4,-4.5,-1.0,-0.2941,0.5294,113.9
2023,ATL,8.5,7,7.0,-1.5,4,0,3,Yr2-3,-0.41199999999999903,7.94,7,2.5,1.0,-0.2353,0.3684,59.1
2023,BAL,10.0,13,13.34,3.0,2,0,10,Yr4+,0.19658823529411684,9.56,10,-0.5,-1.5,0.2353,0.5789,102.6
2023,BUF,10.5,11,12.02,0.5,1,0,7,Yr4+,0.7032499999999988,12.01,13,1.0,0.25,0.0,0.4348,68.0
2023,CAR,7.5,2,3.52,-5.5,,1,1,Yr1,0.03247058823529336,7.75,7,0.5,-1.0,-0.2353,0.4667,54.0
2023,CHI,7.5,7,7.98,-0.5,3,0,2,Yr2-3,-0.934176470588234,5.16,3,-2.5,-2.0,-0.1176,0.4737,75.1
2023,CIN,11.0,9,8.02,-2.0,1,0,5,Yr4+,0.2134999999999998,10.4,12,2.5,3.0,0.375,0.6471,56.4
2023,CLE,9.0,11,9.4,2.0,,0,4,Yr4+,0.13270588235294234,7.96,7,-1.0,-1.75,-0.0588,0.5,77.9
2023,DAL,10.0,12,12.87,2.0,2,0,4,Yr4+,0.5001764705882348,11.5,12,2.0,2.5,0.5882,0.7727,79.8
2023,DEN,8.5,8,7.05,-0.5,3,1,1,Yr1,0.3458235294117653,6.3,5,-5.0,-3.5,-0.0588,0.4706,148.6
2023,DET,9.5,12,10.04,2.5,3,0,3,Yr2-3,-0.20841176470588074,9.09,9,2.5,0.5,0.4118,0.5556,108.7
2023,GB,7.5,9,9.4,1.5,4,0,5,Yr4+,-0.03247058823529514,8.47,8,-3.0,-0.25,0.1176,0.4118,51.9
2023,HOU,6.5,10,9.16,3.5,,1,1,Yr1,0.11911764705882355,4.96,3,-1.5,-0.75,-0.0588,0.55,70.2
2023,IND,6.5,9,8.03,2.5,4,1,1,Yr1,-0.20023529411764684,4.83,4,-6.0,-3.0,-0.7647,0.44,53.0
2023,JAX,9.5,9,8.66,-0.5,2,0,2,Yr2-3,0.6794117647058826,9.93,9,2.5,-0.5,0.2941,0.5,39.8
2023,KC,11.5,11,10.79,-0.5,1,0,10,Yr4+,0.9161176470588241,11.36,14,3.5,1.5,-0.1765,0.45,48.1
2023,LAC,9.5,5,7.1,-4.5,1,0,3,Yr2-3,0.8788823529411758,8.68,10,-0.5,-0.5,0.2941,0.5263,74.9
2023,LAR,6.5,10,9.2,3.5,2,0,7,Yr4+,-0.2865294117647057,6.3,5,-5.5,-2.0,-0.0588,0.4286,146.6
2023,LV,6.5,8,8.53,1.5,,0,2,Yr2-3,0.877470588235294,7.93,6,-2.5,0.0,-0.4706,0.6364,88.0
2023,MIA,9.5,11,10.83,1.5,3,0,2,Yr2-3,0.05200000000000138,8.45,9,0.0,0.0,-0.4118,0.5,89.7
2023,MIN,8.5,7,7.99,-1.5,2,0,2,Yr2-3,0.5469411764705878,8.43,13,3.5,1.25,0.1176,0.5556,50.5
2023,NE,7.5,4,4.44,-3.5,3,0,10,Yr4+,0.8193529411764704,8.98,8,-0.5,0.0,0.4118,0.55,56.5
2023,NO,9.5,9,10.54,-0.5,3,0,2,Yr2-3,-0.8304117647058833,8.05,7,-2.0,-1.0,-0.6471,0.3889,89.8
2023,NYG,7.5,6,4.55,-1.5,,0,2,Yr2-3,0.12188235294117611,8.34,9,2.0,-0.5,0.1765,0.5652,102.8
2023,NYJ,9.5,7,5.77,-2.5,,0,3,Yr2-3,0.019470588235293462,7.84,7,1.5,-0.25,-0.4118,0.3077,86.0
2023,PHI,11.5,11,8.62,-0.5,2,0,3,Yr2-3,0.4677058823529405,11.64,14,4.0,3.25,0.4706,0.5,42.4
2023,PIT,9.0,10,7.86,1.0,4,0,10,Yr4+,-0.34858823529411964,7.34,9,1.5,1.0,0.2353,0.375,32.0
2023,SEA,9.0,9,7.5,0.0,3,0,10,Yr4+,0.14964705882352902,8.65,9,3.5,0.5,0.1176,0.5,53.0
2023,SF,11.0,12,13.01,1.0,4,0,7,Yr4+,0.6111176470588227,12.91,13,3.0,1.25,0.7647,0.5556,93.9
2023,TB,6.0,9,9.19,3.0,4,0,2,Yr2-3,-0.04299999999999926,7.16,8,-3.0,-1.0,-0.1176,0.4545,113.9
2023,TEN,7.5,6,6.67,-1.5,,0,6,Yr4+,-0.023705882352940577,6.65,7,-2.0,0.25,-0.1765,0.3333,122.9
2023,WAS,6.5,4,4.32,-2.5,4,0,4,Yr4+,0.07123529411764729,7.83,8,0.5,-0.5,-0.2941,0.5625,88.8
2024,ARI,7.0,8,9.04,1.0,3,0,2,Yr2-3,-0.4139411764705887,5.41,4,-0.5,-2.5,-0.0588,0.5,100.1
2024,ATL,9.5,8,7.66,-1.5,2,1,1,Yr1,-0.054941176470588715,7.0,7,-1.5,0.5,-0.7059,0.4211,36.3
2024,BAL,10.5,12,11.93,1.5,2,0,11,Yr4+,0.04876470588235371,13.34,13,3.0,1.25,0.7059,0.52,71.3
2024,BUF,10.0,13,11.88,3.0,1,0,8,Yr4+,0.9542352941176464,12.02,11,0.5,0.75,0.1176,0.5455,57.1
2024,CAR,5.5,5,4.36,-0.5,4,1,1,Yr1,-0.6818823529411766,3.52,2,-5.5,-2.5,-0.5294,0.2308,120.6
2024,CHI,8.5,5,6.74,-3.5,,0,3,Yr2-3,0.017411764705881794,7.98,7,-0.5,-1.5,0.1765,0.375,50.5
2024,CIN,10.5,9,9.34,-1.5,1,0,6,Yr4+,-1.3615882352941178,8.02,9,-2.0,0.25,0.5882,0.8182,28.9
2024,CLE,8.5,3,3.82,-5.5,,0,5,Yr4+,0.18399999999999928,9.4,11,2.0,0.5,-0.5294,0.4167,108.0
2024,DAL,10.0,7,5.68,-3.0,,0,5,Yr4+,1.3044705882352936,12.87,12,2.0,2.0,0.5882,0.6,51.8
2024,DEN,5.5,10,11.51,4.5,,0,2,Yr2-3,0.1652352941176467,7.05,8,-0.5,-2.75,0.2353,0.5357,57.7
2024,DET,10.5,15,13.02,4.5,2,0,4,Yr4+,-0.1868823529411756,10.04,12,2.5,2.5,0.0,0.3889,66.7
2024,GB,10.0,11,11.47,1.0,2,0,6,Yr4+,0.5385882352941191,9.4,9,1.5,-0.75,0.0,0.6111,81.1
2024,HOU,9.5,10,8.5,0.5,2,0,2,Yr2-3,0.8632352941176471,9.16,10,3.5,1.0,0.5882,0.625,159.1
2024,IND,8.5,8,7.25,-0.5,4,0,2,Yr2-3,-0.08947058823529375,8.03,9,2.5,-1.75,0.1176,0.4286,84.6
2024,JAX,8.5,4,5.54,-4.5,3,0,3,Yr2-3,-0.49429411764705833,8.66,9,-0.5,1.0,-0.1765,0.4074,49.8
2024,KC,11.5,15,10.15,3.5,1,0,11,Yr4+,0.08088235294117752,10.79,11,-0.5,1.5,-0.6471,0.45,38.1
2024,LAC,9.0,11,11.31,2.0,2,1,1,Yr1,-1.2701176470588242,7.1,5,-4.5,-2.5,0.0,0.48,76.3
2024,LAR,8.5,10,7.99,1.5,2,0,8,Yr4+,-0.16435294117647103,9.2,10,3.5,-1.0,-0.1765,0.5,26.4
2024,LV,6.5,4,5.25,-2.5,4,1,1,Yr1,0.45388235294117685,8.53,8,1.5,-0.5,-0.1176,0.6,26.8
2024,MIA,10.0,8,7.96,-2.0,3,0,3,Yr2-3,0.5108823529411772,10.83,11,1.5,0.75,0.1176,0.5455,76.0
2024,MIN,6.5,14,11.07,7.5,4,0,3,Yr2-3,0.16376470588235392,7.99,7,-1.5,1.0,-0.7059,0.4231,60.4
2024,NE,4.5,4,5.02,-0.5,,1,1,Yr1,0.4115294117647057,4.44,4,-3.5,-2.0,-0.6471,0.5,128.0
2024,NO,7.5,5,6.87,-2.5,3,0,3,Yr2-3,0.73329411764706,10.54,9,-0.5,-1.25,0.6471,0.6111,45.6
2024,NYG,6.5,3,4.6,-3.5,4,0,3,Yr2-3,-0.2507647058823519,4.55,6,-1.5,0.25,0.7059,0.65,84.4
2024,NYJ,9.5,5,6.73,-4.5,2,0,4,Yr4+,-0.4398235294117647,5.77,7,-2.5,-0.5,-0.3529,0.3571,98.8
2024,PHI,10.5,14,12.44,3.5,2,0,4,Yr4+,0.05147058823529527,8.62,11,-0.5,1.75,-0.5882,0.4286,77.1
2024,PIT,8.0,10,9.41,2.0,3,0,11,Yr4+,0.05747058823529372,7.86,10,1.0,1.25,0.6471,0.6111,61.3
2024,SEA,7.5,10,8.69,2.5,3,1,1,Yr1,0.03194117647058903,7.5,9,0.0,1.75,0.1176,0.6154,66.6
2024,SF,11.5,6,7.36,-5.5,2,0,8,Yr4+,0.3211764705882363,13.01,12,1.0,2.0,0.5882,0.5,34.5
2024,TB,7.5,10,11.09,2.5,3,0,3,Yr2-3,-0.011941176470587678,9.19,9,3.0,0.0,0.4706,0.619,51.5
2024,TEN,6.5,3,4.82,-3.5,4,1,1,Yr1,0.1467647058823527,6.67,6,-1.5,-1.75,-0.3529,0.4706,75.7
2024,WAS,6.5,12,10.62,5.5,,1,1,Yr1,0.0710000000000015,4.32,4,-2.5,-1.0,-0.8235,0.4762,54.4
2025,ARI,8.5,3,5.44,-5.5,,0,3,Yr2-3,-0.22117647058823486,9.04,8,1.0,0.25,-0.1765,0.4706,104.7
2025,ATL,8.5,8,7.23,-0.5,4,0,2,Yr2-3,-0.3451764705882354,7.66,8,-1.5,-1.5,-0.3529,0.5455,44.2
2025,BAL,11.5,8,9.14,-3.5,1,0,12,Yr4+,0.07811764705882496,11.93,12,1.5,2.25,0.3529,0.4167,16.3
2025,BUF,12.5,12,11.18,-0.5,1,0,9,Yr4+,0.3997058823529409,11.88,13,3.0,1.75,1.4118,0.8889,56.1
2025,CAR,6.5,8,6.52,1.5,3,0,2,Yr2-3,-0.3191764705882356,4.36,5,-0.5,-3.0,-0.2941,0.5333,115.0
2025,CHI,8.5,11,9.11,2.5,3,1,1,Yr1,0.011235294117646788,6.74,5,-3.5,-2.0,0.4706,0.5909,40.3
2025,CIN,9.5,6,6.79,-3.5,1,0,7,Yr4+,0.730294117647059,9.34,9,-1.5,-1.75,0.1765,0.4348,71.6
2025,CLE,4.5,5,5.54,0.5,,0,6,Yr4+,0.18894117647058906,3.82,3,-5.5,-1.75,-1.2941,0.4211,106.6
2025,DAL,7.5,7,7.68,-0.5,2,1,1,Yr1,0.1071176470588231,5.68,7,-3.0,-0.5,-0.3529,0.3913,84.7
2025,DEN,9.5,14,10.99,4.5,3,0,3,Yr2-3,0.34917647058823675,11.51,10,4.5,2.0,0.3529,0.5882,45.9
2025,DET,10.5,9,10.02,-1.5,2,0,5,Yr4+,0.5352352941176477,13.02,15,4.5,3.5,0.5294,0.7273,96.6
2025,GB,10.5,9,9.33,-1.5,2,0,7,Yr4+,0.0810588235294123,11.47,11,1.0,1.25,0.7059,0.6364,46.1
2025,HOU,9.5,12,11.53,2.5,2,0,3,Yr2-3,0.8018235294117648,8.5,10,0.5,2.0,0.5882,0.5882,88.9
2025,IND,7.5,8,9.73,0.5,4,0,3,Yr2-3,0.4925294117647052,7.25,8,-0.5,1.0,-0.2353,0.4737,89.8
2025,JAX,7.5,13,11.79,5.5,3,1,1,Yr1,0.40923529411764825,5.54,4,-4.5,-2.5,-0.8824,0.25,57.3
2025,KC,11.5,6,9.49,-5.5,1,0,12,Yr4+,0.12594117647058667,10.15,15,3.5,1.5,0.3529,0.7,70.4
2025,LAC,9.5,11,9.29,1.5,2,0,2,Yr2-3,0.4895882352941161,11.31,11,2.0,-1.25,0.7059,0.5,64.2
2025,LAR,9.5,12,12.28,2.5,1,0,9,Yr4+,-0.007941176470588118,7.99,10,1.5,2.5,0.3529,0.5833,90.8
2025,LV,6.5,3,3.41,-3.5,3,1,1,Yr1,-0.259882352941176,5.25,4,-2.5,-0.5,-0.9412,0.1875,118.8
2025,MIA,7.5,7,6.52,-0.5,3,0,4,Yr4+,1.0300000000000002,7.96,8,-2.0,-0.25,-0.2941,0.3529,111.0
2025,MIN,9.5,9,8.83,-0.5,4,0,4,Yr4+,0.756058823529413,11.07,14,7.5,3.0,0.7059,0.5,63.3
2025,NE,8.5,14,12.46,5.5,3,1,1,Yr1,-0.3068235294117647,5.02,4,-0.5,-2.0,-0.6471,0.2941,93.2
2025,NO,4.5,6,6.29,1.5,,1,1,Yr1,0.026352941176471134,6.87,5,-2.5,-1.5,-0.1176,0.3,114.6
2025,NYG,5.5,5,7.09,-0.5,,0,4,Yr4+,0.4430588235294106,4.6,3,-3.5,-2.5,-0.4706,0.5,70.3
2025,NYJ,6.5,3,3.86,-3.5,4,1,1,Yr1,0.2117647058823522,6.73,5,-4.5,-3.5,-0.1176,0.5556,84.9
2025,PHI,11.5,11,10.03,-0.5,2,0,5,Yr4+,1.2486470588235292,12.44,14,3.5,1.5,0.6471,0.5909,33.7
2025,PIT,8.5,10,8.76,1.5,3,0,12,Yr4+,0.4188823529411767,9.41,10,2.0,1.5,0.9412,0.5926,76.9
2025,SEA,8.5,14,13.04,5.5,3,0,2,Yr2-3,-0.11411764705882277,8.69,10,2.5,1.25,-0.3529,0.3846,72.4
2025,SF,10.5,12,10.13,1.5,2,0,9,Yr4+,-1.2208823529411754,7.36,6,-5.5,-2.25,-0.5882,0.3529,141.2
2025,TB,9.5,8,7.71,-1.5,2,0,4,Yr4+,0.04964705882352938,11.09,10,2.5,2.75,-0.2941,0.6111,75.8
2025,TEN,6.5,3,3.83,-3.5,,0,2,Yr2-3,-0.4255882352941178,4.82,3,-3.5,-2.5,-0.9412,0.35,69.8
2025,WAS,9.5,5,6.18,-4.5,,0,2,Yr2-3,1.11635294117647,10.62,12,5.5,1.5,0.0588,0.5882,45.5
