year,player,team,stat,line,line_low,line_high,odds_low,odds_high,book,proj,source,snapshot
2024,Rhamondre Stevenson,NE,rush_yds,750.5,750.5,750.5,-115,-115,,959.9,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,D'Andre Swift,CHI,rush_yds,750.5,700.5,800.5,-112,-130,,840.2,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,De'Von Achane,MIA,rush_yds,738,700.5,775.5,-115,-112,,868.3,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Tony Pollard,TEN,rush_yds,738,675.5,800.5,-115,-140,,787.8,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Devin Singletary,NYG,rush_yds,725.5,700.5,750.5,-115,-110,,877.1,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Aaron Jones,MIN,rush_yds,725.5,700.5,750.5,-115,-110,,792.4,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,James Conner,ARI,rush_yds,713,700.5,725.5,-115,-112,,824.0,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Lamar Jackson,BAL,rush_yds,688,650.5,725.5,-115,-112,,797.8,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Raheem Mostert,MIA,rush_yds,663,625.5,700.5,-112,-110,,856.1,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Alvin Kamara,NO,rush_yds,638,625.5,650.5,-110,-112,,628.4,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Jaylen Warren,PIT,rush_yds,595.5,590.5,600.5,-115,-112,,632.2,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Ezekiel Elliott,DAL,rush_yds,575.5,575.5,575.5,-112,-112,,530.6,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Trey Benson,ARI,rush_yds,550.5,550.5,550.5,-115,-115,,627.7,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Jalen Hurts,PHI,rush_yds,538,525.5,550.5,-115,-110,,616.3,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Anthony Richardson,IND,rush_yds,538,525.5,550.5,-112,-105,,544.0,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Jayden Daniels,WAS,rush_yds,525.5,500.5,550.5,-130,-110,,649.9,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Blake Corum,LAR,rush_yds,500.5,500.5,500.5,-115,-115,,672.4,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Josh Allen,BUF,rush_yds,490.5,480.5,500.5,-105,-115,,591.6,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,Kyler Murray,ARI,rush_yds,488,475.5,500.5,-112,-115,,473.4,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2024,MarShawn Lloyd,,rush_yds,480.5,480.5,480.5,-115,-115,,526.3,fantasypoints,https://web.archive.org/web/20240628170709id_/https://www.fantasypoints.com/nfl/articles/2024/nfl-rushing-yard-props
2025,Derrick Henry,BAL,rush_td,13.5,13.5,13.5,-105,-110,,13.7,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Jalen Hurts,PHI,rush_td,11.5,10.5,12.5,-130,-110,,11.8,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Saquon Barkley,PHI,rush_td,11,10.5,11.5,-115,-110,,11.6,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Kyren Williams,LAR,rush_td,11,10.5,11.5,-105,+100,,10.1,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Josh Allen,BUF,rush_td,10.5,10.5,10.5,+110,-110,,9.0,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Joe Mixon,HOU,rush_td,10.5,10.5,10.5,+125,-120,,8.0,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Jahmyr Gibbs,DET,rush_td,10,9.5,10.5,-135,-110,,12.7,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Bijan Robinson,ATL,rush_td,10,9.5,10.5,-150,-120,,12.1,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Josh Jacobs,GB,rush_td,9.5,9.5,9.5,+100,-110,,11.2,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Jonathan Taylor,IND,rush_td,9.5,9.5,9.5,+100,-105,,10.2,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,James Cook,BUF,rush_td,9,8.5,9.5,-130,-110,,9.9,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,James Conner,ARI,rush_td,7.5,7.5,7.5,+105,-125,,8.2,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Ashton Jeanty,LV,rush_td,7,6.5,7.5,-115,-145,,9.5,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Bucky Irving,TB,rush_td,7,6.5,7.5,-115,-110,,8.4,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Chuba Hubbard,CAR,rush_td,6.5,6.5,6.5,+125,-150,,9.0,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Omarion Hampton,LAC,rush_td,6,5.5,6.5,-125,-130,,8.5,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Chase Brown,CIN,rush_td,5.5,5.5,5.5,+100,-115,,8.3,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Jayden Daniels,WAS,rush_td,5.5,5.5,5.5,-115,-105,,5.5,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Lamar Jackson,BAL,rush_td,4,3.5,4.5,-135,-135,,3.1,fantasypoints,https://web.archive.org/web/20250804194343id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-touchdowns-props
2025,Saquon Barkley,PHI,rush_yds,1463,1400.5,1525.5,-115,-130,,1632.9,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Derrick Henry,BAL,rush_yds,1313,1250.5,1375.5,-130,-110,,1713.9,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Jonathan Taylor,IND,rush_yds,1225.5,1200.5,1250.5,+100,-105,,1247.0,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Bijan Robinson,ATL,rush_yds,1175.5,1150.5,1200.5,-110,-114,,1368.0,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Josh Jacobs,GB,rush_yds,1038,1000.5,1075.5,-125,-114,,1131.1,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Ashton Jeanty,LV,rush_yds,1037.5,999.5,1075.5,-130,-114,,1251.0,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Jahmyr Gibbs,DET,rush_yds,1025.5,975.5,1075.5,-135,-110,,1213.6,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Bucky Irving,TB,rush_yds,1013,975.5,1050.5,-115,-110,,1225.0,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Kyren Williams,LAR,rush_yds,988,950.5,1025.5,-125,-130,,1178.5,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Christian McCaffrey,SF,rush_yds,950.5,925.5,975.5,-114,-110,,949.3,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,James Cook,BUF,rush_yds,925.5,900.5,950.5,-125,-110,,1043.0,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Chuba Hubbard,CAR,rush_yds,925.5,900.5,950.5,-110,-115,,987.8,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Joe Mixon,HOU,rush_yds,915.5,875.5,955.5,-130,-110,,1051.2,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Breece Hall,NYJ,rush_yds,913,900.5,925.5,-110,-115,,1019.3,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Kenneth Walker,SEA,rush_yds,863,850.5,875.5,-110,-114,,928.5,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,James Conner,ARI,rush_yds,850.5,800.5,900.5,-110,-115,,1021.3,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Tony Pollard,TEN,rush_yds,850.5,850.5,850.5,-114,-114,,1012.9,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,D'Andre Swift,CHI,rush_yds,850.5,850.5,850.5,-110,-110,,743.7,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Chase Brown,CIN,rush_yds,838,825.5,850.5,-115,-110,,996.2,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Aaron Jones,MIN,rush_yds,813,725.5,900.5,-115,-110,,863.3,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,De'Von Achane,MIA,rush_yds,800.5,800.5,800.5,-110,-110,,890.4,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Alvin Kamara,NO,rush_yds,788,725.5,850.5,-115,-110,,827.7,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Omarion Hampton,LAC,rush_yds,775.5,750.5,800.5,-115,-110,,970.4,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Brian Robinson,WAS,rush_yds,763,725.5,800.5,-115,-110,,778.3,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Lamar Jackson,BAL,rush_yds,750.5,725.5,775.5,-115,-110,,855.0,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Jayden Daniels,WAS,rush_yds,700.5,675.5,725.5,-110,-110,,852.0,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Quinshon Judkins,CLE,rush_yds,600.5,575.5,625.5,-135,-110,,944.2,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Jalen Hurts,PHI,rush_yds,588,575.5,600.5,-115,-110,,639.0,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Kyler Murray,ARI,rush_yds,488,475.5,500.5,-110,-110,,443.0,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
2025,Josh Allen,BUF,rush_yds,475.5,450.5,500.5,-130,-110,,543.0,fantasypoints,https://web.archive.org/web/20250610031125id_/https://www.fantasypoints.com/nfl/articles/2025/nfl-rushing-yards-props
