year,player_id,player,team,team_start,traded,position,games,targets,receptions,receiving_yards,receiving_tds,receiving_air_yards,target_share
2023,00-0035973,Patrick Taylor,GB,GB,,RB,11,17,11,49,0,-8,0.0303
2023,00-0036297,Darrynton Evans,MIA,CHI,yes,RB,6,12,7,49,0,-14,0.0252
2023,00-0038720,Julian Hill,MIA,MIA,,TE,10,9,6,48,0,29,0.0164
2023,00-0035567,Craig Reynolds,DET,DET,,RB,12,5,5,47,0,-12,0.0087
2023,00-0036569,Gary Brightwell,NYG,NYG,,RB,4,7,5,47,0,-6,0.0144
2023,00-0038098,Pierre Strong,CLE,CLE,,RB,16,8,5,47,0,-5,0.0134
2023,00-0032144,Melvin Gordon,BAL,BAL,,RB,4,3,3,46,0,18,0.0063
2023,00-0036482,Mike Strachan,CAR,CAR,,WR,2,3,1,45,0,73,0.0056
2023,00-0037429,Raheem Blackshear,CAR,CAR,,RB,9,7,6,45,0,13,0.0131
2023,00-0038389,Israel Abanikanda,NYJ,NYJ,,RB,6,11,7,43,0,6,0.0195
2023,00-0037132,Britain Covey,PHI,PHI,,WR,15,6,4,42,0,52,0.0114
2023,00-0032200,Ty Montgomery,NE,NE,,WR,11,12,5,40,0,90,0.0222
2023,00-0034208,Mike Boone,HOU,HOU,,RB,9,9,7,40,0,9,0.0159
2023,00-0038622,Deuce Vaughn,DAL,DAL,,RB,6,7,7,40,0,-6,0.0116
2023,00-0027696,Jimmy Graham,NO,NO,,TE,6,7,6,39,4,42,0.0121
2023,00-0028002,Randall Cobb,NYJ,NYJ,,WR,9,17,5,39,1,165,0.0302
2023,00-0031763,DeAndre Carter,LV,LV,,WR,17,7,4,39,0,4,0.0132
2023,00-0037086,Grant Calcaterra,PHI,PHI,,TE,3,4,4,39,0,7,0.0076
2023,00-0030578,Cordarrelle Patterson,ATL,ATL,,RB,12,12,9,38,1,10,0.0236
2023,00-0036741,Jack Stoll,PHI,PHI,,TE,6,8,5,38,0,25,0.0152
2023,00-0037569,Peyton Hendershot,DAL,DAL,,TE,8,7,4,38,0,27,0.0116
2023,00-0038667,Elijah Cooks,JAX,JAX,,WR,4,4,3,38,0,33,0.0066
2023,00-0034317,Keith Kirkwood,NO,NO,,WR,7,9,5,37,1,91,0.0155
2023,00-0035860,Tony Jones,ARI,NO,yes,RB,6,10,7,37,0,-18,0.0173
2023,00-0036145,Lawrence Cager,NYG,NYG,,TE,5,5,4,36,1,21,0.0103
2023,00-0029293,Marvin Jones,DET,DET,,WR,4,10,5,35,0,80,0.0174
2023,00-0038935,Brenton Strange,JAX,JAX,,TE,7,9,5,35,1,68,0.0148
2023,00-0037120,Tyler Goodson,IND,IND,,RB,6,9,6,34,0,-4,0.0165
2023,00-0038045,Isaiah Spiller,LAC,LAC,,RB,9,6,6,34,0,-5,0.0098
2023,00-0030968,Keith Smith,ATL,ATL,,FB,11,3,3,33,0,18,0.0059
2023,00-0035120,Keelan Doss,LAC,LAC,,WR,2,13,6,33,0,97,0.0212
2023,00-0036269,La'Mical Perine,KC,KC,,RB,2,5,3,33,0,2,0.0083
2023,00-0037277,Teagan Quitoriano,HOU,HOU,,TE,3,3,2,33,0,15,0.0053
2023,00-0036370,Joshua Kelley,LAC,LAC,,RB,17,12,8,32,0,15,0.0195
2023,00-0036429,Charlie Woerner,SF,SF,,TE,10,3,3,32,0,12,0.0064
2023,00-0033118,Kenyan Drake,GB,BAL,yes,RB,2,3,2,31,0,-4,0.0063
2023,00-0036124,Khalil Dorsey,DET,DET,,CB,11,1,1,31,0,22,0.0017
2023,00-0037525,Jordan Mason,SF,SF,,RB,16,4,3,31,0,12,0.0085
2023,00-0024243,Marcedes Lewis,CHI,CHI,,TE,6,5,4,29,1,9,0.0105
2023,00-0036841,Austin Trammell,LAR,LAR,,WR,15,7,4,29,0,25,0.0126
2023,00-0037291,Jalen Nailor,MIN,MIN,,WR,3,6,3,29,0,54,0.0099
2023,00-0036510,Kenny Yeboah,NYJ,NYJ,,TE,3,4,2,28,0,19,0.0071
2023,00-0037282,James Mitchell,DET,DET,,TE,2,2,2,28,0,16,0.0035
2023,00-0032062,Blake Bell,KC,KC,,TE,7,9,5,26,1,30,0.015
2023,00-0036425,DeeJay Dallas,SEA,SEA,,RB,17,9,6,26,0,-15,0.0165
2023,00-0036590,Quintin Morris,BUF,BUF,,TE,2,3,2,26,1,33,0.0055
2023,00-0037299,Keaontay Ingram,ARI,ARI,,RB,7,4,4,26,0,-5,0.0074
2023,00-0032918,C.J. Ham,MIN,MIN,,FB,9,9,7,25,0,10,0.0149
2023,00-0034928,Steven Sims,HOU,HOU,,WR,3,3,3,25,0,-2,0.0053
2023,00-0037252,Greg Dulcich,DEN,DEN,,TE,2,4,3,25,0,23,0.0084
2023,00-0038797,Emanuel Wilson,GB,GB,,RB,5,5,4,23,0,-4,0.0089
2023,00-0037317,Nick Muse,MIN,MIN,,TE,1,1,1,22,0,12,0.0017
2023,00-0037557,Ronnie Rivers,LAR,LAR,,RB,9,5,5,22,0,-19,0.009
2023,00-0038396,Eric Gray,NYG,NYG,,RB,10,7,6,22,0,-8,0.0144
2023,00-0038783,Nate Adkins,DEN,DEN,,TE,5,5,4,22,0,-5,0.0105
2023,00-0034433,Nick Bawden,NYJ,NYJ,,RB,6,3,3,21,0,-1,0.0053
2023,00-0034791,Nick Chubb,CLE,CLE,,RB,2,4,4,21,0,1,0.0067
2023,00-0035259,Trevon Wesco,TEN,TEN,,TE,6,3,1,21,0,13,0.0063
2023,00-0038809,Ben Sims,GB,GB,,TE,6,6,4,21,1,30,0.0107
2023,00-0037745,Velus Jones Jr.,CHI,CHI,,WR,13,7,4,20,0,87,0.0147
2023,00-0033251,Zach Pascal,ARI,ARI,,WR,10,15,4,19,0,160,0.0278
2023,00-0038608,Kayshon Boutte,NE,NE,,WR,3,7,2,19,0,125,0.0129
2023,00-0033854,Dare Ogunbowale,HOU,HOU,,RB,9,7,2,18,0,31,0.0124
2023,00-0036331,Devin Duvernay,BAL,BAL,,WR,13,9,4,18,0,81,0.0189
2023,00-0036504,Brandin Echols,NYJ,NYJ,,CB,6,1,1,18,0,10,0.0018
2023,00-0038738,Hunter Luepke,DAL,DAL,,RB,10,4,3,18,0,-2,0.0066
2023,00-0035703,Miles Boykin,PIT,PIT,,WR,8,4,3,17,0,19,0.0083
2023,00-0031484,Chris Manhertz,DEN,DEN,,TE,7,4,2,16,0,12,0.0084
2023,00-0032951,Laquon Treadwell,BAL,BAL,,WR,3,3,1,16,0,36,0.0063
2023,00-0035657,Damien Harris,BUF,BUF,,RB,6,2,2,16,0,0,0.0037
2023,00-0036158,J.K. Dobbins,BAL,BAL,,RB,1,3,2,15,0,3,0.0063
2023,00-0030663,Willie Snead,SF,SF,,WR,2,3,2,14,0,18,0.0064
2023,00-0036493,Deon Jackson,NYG,IND,yes,RB,2,6,5,14,0,-6,0.011
2023,00-0036567,Elijah Mitchell,SF,SF,,RB,11,8,6,14,0,-22,0.017
2023,00-0033296,Alex Armah,WAS,WAS,,RB,4,3,3,13,0,-14,0.005
2023,00-0034838,Royce Freeman,LAR,LAR,,RB,11,2,1,13,0,0,0.0036
2023,00-0035480,Malik Taylor,NYJ,NYJ,,WR,2,4,2,13,0,89,0.0071
2023,00-0036984,Trey Sermon,IND,IND,,RB,8,6,3,13,0,11,0.011
2023,00-0038862,Elijah Dotson,LAC,LAC,,RB,1,2,2,13,0,-1,0.0033
2023,00-0030874,Damien Williams,ARI,ARI,,RB,3,2,2,12,0,1,0.0037
2023,00-0033576,Eric Saubert,HOU,HOU,,TE,3,3,3,12,0,6,0.0053
2023,00-0034073,Ross Dwelley,SF,SF,,TE,2,2,1,12,0,17,0.0042
2023,00-0035726,Jakob Johnson,LV,LV,,RB,8,2,1,12,0,6,0.0038
2023,00-0036727,Adam Prentice,NO,NO,,FB,6,3,2,12,0,11,0.0052
2023,00-0036860,Jake Funk,IND,IND,,RB,1,1,1,12,0,0,0.0018
2023,00-0037306,John FitzPatrick,ATL,ATL,,TE,3,1,1,12,0,2,0.002
2023,00-0037410,Jashaun Corbin,NYG,NYG,,RB,3,3,3,12,0,-1,0.0062
2023,00-0038611,Chris Rodriguez Jr.,WAS,WAS,,RB,9,2,2,12,0,-7,0.0033
2023,00-0036254,Collin Johnson,CHI,CHI,,WR,1,1,1,11,0,7,0.0021
2023,00-0036336,Anthony McFarland,PIT,PIT,,RB,3,2,2,11,0,4,0.0041
2023,00-0036630,Tylan Wallace,BAL,BAL,,WR,6,2,1,11,0,23,0.0042
2023,00-0035164,Cody Thompson,SEA,SEA,,WR,2,1,1,10,0,6,0.0018
2023,00-0035291,Trayveon Williams,CIN,CIN,,RB,16,9,7,10,0,-28,0.0152
2023,00-0036355,Justin Herbert,LAC,LAC,,QB,13,1,1,10,0,-7,0.0016
2023,00-0035934,Trishton Jackson,MIN,MIN,,WR,2,4,2,9,0,16,0.0066
2023,00-0036646,Simi Fehoko,LAC,LAC,,WR,2,2,1,9,1,18,0.0033
2023,00-0037654,Tucker Fisk,ATL,ATL,,TE,2,1,1,9,0,3,0.002
2023,00-0038951,Sean Tucker,TB,TB,,RB,3,2,2,9,0,-3,0.0036
2023,00-0031595,Michael Burton,DEN,DEN,,FB,11,3,3,8,0,2,0.0063
2023,00-0035184,Devine Ozigbo,DET,DET,,RB,1,1,1,8,0,3,0.0017
2023,00-0036427,Tyler Johnson,LAR,LAR,,WR,1,3,2,8,1,16,0.0054
2023,00-0037157,Bam Knight,DET,DET,,RB,2,1,1,8,0,-5,0.0017
2023,00-0034193,Kevin Rader,TEN,TEN,,TE,7,3,1,6,0,32,0.0063
2023,00-0036176,Mason Kinsey,TEN,TEN,,WR,6,1,1,6,0,-2,0.0021
2023,00-0037289,Malcolm Rodriguez,DET,DET,,LB,11,1,1,6,0,6,0.0017
2023,00-0037506,Cole Fotheringham,LV,LV,,TE,1,1,1,6,0,1,0.0019
2023,00-0038397,Evan Hull,IND,IND,,RB,1,1,1,6,0,3,0.0018
2023,00-0038555,Tank Bigsby,JAX,JAX,,RB,13,4,1,6,0,6,0.0066
2023,00-0034750,Rashaad Penny,PHI,PHI,,RB,3,1,1,5,0,-1,0.0019
2023,00-0033863,Dan Skipper,DET,DET,,OT,2,1,1,4,0,-1,0.0017
2023,00-0035562,Jesper Horsted,LV,LV,,TE,5,1,1,4,0,2,0.0019
2023,00-0037077,Sam Howell,WAS,WAS,,QB,17,1,1,4,0,1,0.0017
2023,00-0032394,Nick Vannett,LAC,LAC,,TE,1,1,1,3,0,3,0.0016
2023,00-0036187,Reggie Gilliam,BUF,BUF,,RB,5,1,1,3,0,1,0.0018
2023,00-0038632,Colton Dowell,TEN,TEN,,WR,4,2,1,3,0,40,0.0042
2023,00-0035099,Khari Blasingame,CHI,CHI,,FB,8,6,3,2,0,11,0.0126
2023,00-0035643,Jeffery Simmons,TEN,TEN,,DT,12,1,1,2,1,2,0.0021
2023,00-0035956,Giovanni Ricci,CAR,CAR,,TE,2,1,1,2,0,-1,0.0019
2023,00-0036450,Ke'Shawn Vaughn,TB,TB,,RB,5,5,2,2,0,-2,0.0091
2023,00-0037311,Ko Kieft,TB,TB,,TE,10,5,1,2,1,61,0.0091
2023,00-0037420,Kwamie Lassiter II,CIN,CIN,,WR,1,1,1,2,0,-1,0.0017
2023,00-0038627,Antoine Green,DET,DET,,WR,2,2,1,2,0,11,0.0035
2023,00-0029701,Ryan Tannehill,TEN,TEN,,QB,9,1,0,0,0,-1,0.0021
2023,00-0031868,Damiere Byrd,ATL,ATL,,WR,1,2,0,0,0,45,0.0039
2023,00-0032208,Phillip Dorsett,DEN,DEN,,WR,2,3,0,0,0,78,0.0063
2023,00-0032217,Donovan Smith,KC,KC,,OT,4,1,1,0,0,0,0.0017
2023,00-0032975,Jonathan Williams,WAS,WAS,,RB,1,1,0,0,0,-1,0.0017
2023,00-0033292,Trent Taylor,CHI,CHI,,WR,15,2,0,0,0,0,0.0042
2023,00-0035593,Juwann Winfree,IND,IND,,WR,1,1,0,0,0,26,0.0018
2023,00-0035594,Travis Homer,CHI,CHI,,RB,7,1,0,0,0,-5,0.0021
2023,00-0035645,Gunner Olszewski,NYG,PIT,yes,WR,12,1,1,0,0,-1,0.0021
2023,00-0035806,JaMycal Hasty,JAX,JAX,,RB,1,2,0,0,0,24,0.0033
2023,00-0036032,Sean McKeon,DAL,DAL,,TE,8,2,0,0,0,13,0.0033
2023,00-0036132,Ben Bredeson,NYG,NYG,,G,4,1,1,0,0,-2,0.0021
2023,00-0036133,James Proche,CLE,CLE,,WR,10,5,0,0,0,86,0.0084
2023,00-0036423,Albert Okwuegbunam,PHI,PHI,,TE,1,1,0,0,0,10,0.0019
2023,00-0036620,Dee Eskridge,SEA,SEA,,WR,4,1,0,0,0,17,0.0018
2023,00-0036991,Amari Rodgers,IND,IND,,WR,1,2,0,0,0,30,0.0037
2023,00-0037156,Irvin Charles,NYJ,NYJ,,WR,6,1,0,0,0,4,0.0018
2023,00-0037451,Rod Williams,PIT,PIT,,TE,6,2,0,0,0,8,0.0041
2023,00-0038092,Erik Ezukanma,MIA,MIA,,WR,2,1,0,0,0,8,0.0018
2023,00-0038678,Jordan Mims,NO,NO,,RB,2,2,0,0,0,10,0.0035
2023,00-0038891,Shedrick Jackson,CIN,CIN,,WR,2,1,0,0,0,30,0.0017
2023,00-0039163,C.J. Stroud,HOU,HOU,,QB,15,1,1,0,0,-1,0.0018
2023,00-0036857,Chris Evans,CIN,CIN,,RB,3,1,1,-1,0,-1,0.0017
2023,00-0030565,Geno Smith,SEA,SEA,,QB,15,1,1,-2,0,-8,0.0018
2023,00-0035831,James Robinson,GB,GB,,RB,1,1,1,-2,0,-3,0.0018
2023,00-0038122,Desmond Ridder,ATL,ATL,,QB,15,1,1,-6,0,-6,0.002
2023,00-0035100,Jake Browning,CIN,CIN,,QB,9,1,1,-7,0,-7,0.0017
2023,00-0034575,David Wells,TB,TB,,TE,1,2,2,-10,0,0,0.0036
2024,00-0036900,Ja'Marr Chase,CIN,CIN,,WR,17,175,127,1708,17,1526,0.2787
2024,00-0036322,Justin Jefferson,MIN,MIN,,WR,17,154,103,1533,10,1682,0.2979
2024,00-0039893,Brian Thomas Jr.,JAX,JAX,,WR,17,133,87,1282,10,1542,0.2548
2024,00-0037238,Drake London,ATL,ATL,,WR,17,158,100,1271,9,1723,0.2931
2024,00-0036963,Amon-Ra St. Brown,DET,DET,,WR,17,141,115,1263,12,1081,0.2701
2024,00-0036407,Jerry Jeudy,CLE,CLE,,WR,17,145,90,1229,4,1611,0.2287
2024,00-0039337,Malik Nabers,NYG,NYG,,WR,15,170,109,1204,7,1609,0.3069
2024,00-0036358,CeeDee Lamb,DAL,DAL,,WR,15,152,101,1194,6,1190,0.2444
2024,00-0039338,Brock Bowers,LV,LV,,TE,17,153,112,1194,5,923,0.2584
2024,00-0039915,Ladd McConkey,LAC,LAC,,WR,16,112,82,1149,7,1114,0.2281
2024,00-0037744,Trey McBride,ARI,ARI,,TE,16,147,111,1146,2,902,0.2811
2024,00-0038543,Jaxon Smith-Njigba,SEA,SEA,,WR,17,137,100,1130,6,1186,0.2408
2024,00-0033288,George Kittle,SF,SF,,TE,15,94,78,1106,8,800,0.1832
2024,00-0037740,Garrett Wilson,NYJ,NYJ,,WR,17,154,101,1104,7,1408,0.2615
2024,00-0035659,Terry McLaurin,WAS,WAS,,WR,17,117,82,1096,13,1561,0.2321
2024,00-0034348,Courtland Sutton,DEN,DEN,,WR,16,135,81,1081,8,1787,0.2459
2024,00-0035676,A.J. Brown,PHI,PHI,,WR,13,97,67,1079,7,1168,0.2321
2024,00-0031381,Davante Adams,NYJ,LV,yes,WR,14,141,85,1063,8,1172,0.2382
2024,00-0039064,Zay Flowers,BAL,BAL,,WR,17,116,74,1059,4,1207,0.2538
2024,00-0034960,Jakobi Meyers,LV,LV,,WR,15,129,87,1027,4,1281,0.2179
2024,00-0034837,Calvin Ridley,TEN,TEN,,WR,17,120,64,1017,4,1883,0.2367
2024,00-0036554,Nico Collins,HOU,HOU,,WR,12,99,68,1006,7,1083,0.181
2024,00-0031408,Mike Evans,TB,TB,,WR,14,110,74,1004,11,1274,0.1954
2024,00-0037240,Jameson Williams,DET,DET,,WR,15,91,58,1001,7,1037,0.1743
2024,00-0035640,DK Metcalf,SEA,SEA,,WR,15,108,66,992,5,1481,0.1898
2024,00-0036309,Darnell Mooney,ATL,ATL,,WR,16,106,64,992,5,1294,0.1967
2024,00-0039075,Puka Nacua,LAR,LAR,,WR,11,106,79,990,3,839,0.1959
2024,00-0036259,Jauan Jennings,SF,SF,,WR,15,113,77,975,6,1119,0.2203
2024,00-0034827,DJ Moore,CHI,CHI,,WR,17,140,98,966,6,1049,0.2662
2024,00-0033040,Tyreek Hill,MIA,MIA,,WR,17,123,81,959,6,1397,0.2165
2024,00-0036410,Tee Higgins,CIN,CIN,,WR,12,109,73,911,10,1067,0.1736
2024,00-0037247,George Pickens,PIT,PIT,,WR,14,103,59,900,3,1411,0.2239
2024,00-0039849,Marvin Harrison Jr.,ARI,ARI,,WR,17,116,62,885,8,1566,0.2218
2024,00-0033858,Jonnu Smith,MIA,MIA,,TE,17,111,88,884,8,542,0.1954
2024,00-0038994,Jordan Addison,MIN,MIN,,WR,15,99,63,875,9,1284,0.1915
2024,00-0039146,Jayden Reed,GB,GB,,WR,17,75,55,857,6,680,0.1616
2024,00-0036912,DeVonta Smith,PHI,PHI,,WR,13,89,68,833,8,809,0.2129
2024,00-0037664,Alec Pierce,IND,IND,,WR,16,69,37,824,7,1500,0.1402
2024,00-0030506,Travis Kelce,KC,KC,,TE,16,133,97,823,3,883,0.2325
2024,00-0037261,Khalil Shakir,BUF,BUF,,WR,15,100,76,821,4,548,0.202
2024,00-0036252,Michael Pittman,IND,IND,,WR,16,111,69,808,3,1234,0.2256
2024,00-0038997,Josh Downs,IND,IND,,WR,14,107,72,803,5,734,0.2175
2024,00-0036550,Rashod Bateman,BAL,BAL,,WR,16,72,45,756,9,973,0.1575
2024,00-0030279,Keenan Allen,CHI,CHI,,WR,15,121,70,744,7,1115,0.23
2024,00-0036613,Jaylen Waddle,MIA,MIA,,WR,15,83,58,744,2,827,0.1461
2024,00-0039919,Rome Odunze,CHI,CHI,,WR,17,101,54,734,3,1398,0.192
2024,00-0039065,Sam LaPorta,DET,DET,,TE,16,83,60,726,7,580,0.159
2024,00-0038544,Quentin Johnston,LAC,LAC,,WR,15,91,55,711,8,986,0.1853
2024,00-0033908,Cooper Kupp,LAR,LAR,,WR,12,100,67,710,6,758,0.1848
2024,00-0038996,Tucker Kraft,GB,GB,,TE,17,70,50,707,7,374,0.1509
2024,00-0038117,Wan'Dale Robinson,NYG,NYG,,WR,17,140,93,699,3,656,0.2527
2024,00-0034407,Ray-Ray McCloud,ATL,ATL,,WR,17,87,62,686,1,589,0.1614
2024,00-0033090,Hunter Henry,NE,NE,,TE,16,97,66,674,2,682,0.194
2024,00-0034753,Mark Andrews,BAL,BAL,,TE,17,69,55,673,11,731,0.151
2024,00-0035719,Deebo Samuel Sr.,SF,SF,,WR,15,81,51,670,3,551,0.1579
2024,00-0038977,Tank Dell,HOU,HOU,,WR,14,81,51,667,3,1016,0.1481
2024,00-0034829,Mike Gesicki,CIN,CIN,,TE,16,83,65,665,2,615,0.1322
2024,00-0030061,Zach Ertz,WAS,WAS,,TE,17,91,66,654,7,686,0.1806
2024,00-0036894,Pat Freiermuth,PIT,PIT,,TE,17,78,65,653,7,477,0.1696
2024,00-0039894,Xavier Worthy,KC,KC,,WR,16,98,59,638,6,904,0.1713
2024,00-0038621,DeMario Douglas,NE,NE,,WR,16,87,66,621,3,524,0.174
2024,00-0038124,Christian Watson,GB,GB,,WR,14,53,29,620,2,944,0.1142
2024,00-0030035,Adam Thielen,CAR,CAR,,WR,10,62,48,615,5,692,0.1197
2024,00-0030564,DeAndre Hopkins,KC,TEN,yes,WR,16,80,56,610,5,896,0.1578
2024,00-0037666,Jalen Tolbert,DAL,DAL,,WR,17,79,49,610,7,906,0.127
2024,00-0036970,Kyle Pitts,ATL,ATL,,TE,17,74,47,602,4,623,0.1373
2024,00-0037816,Romeo Doubs,GB,GB,,WR,13,72,46,601,4,886,0.1552
2024,00-0032211,Tyler Lockett,SEA,SEA,,WR,17,74,49,600,2,783,0.1301
2024,00-0038129,Cade Otton,TB,TB,,TE,14,87,59,600,4,471,0.1545
2024,00-0039040,De'Von Achane,MIA,MIA,,RB,17,87,78,592,6,-35,0.1532
2024,00-0038608,Kayshon Boutte,NE,NE,,WR,15,68,43,589,3,1011,0.136
2024,00-0036988,Josh Palmer,LAC,LAC,,WR,15,65,39,584,1,991,0.1324
2024,00-0033921,Chris Godwin Jr.,TB,TB,,WR,7,62,50,576,5,356,0.1101
2024,00-0035535,Darius Slayton,NYG,NYG,,WR,16,71,39,573,2,928,0.1282
2024,00-0036849,Tutu Atwell,LAR,LAR,,WR,15,62,42,562,0,741,0.1146
2024,00-0039901,Keon Coleman,BUF,BUF,,WR,13,57,29,556,4,864,0.1152
2024,00-0036040,Juwan Johnson,NO,NO,,TE,15,66,50,548,3,547,0.1277
2024,00-0037837,Calvin Austin III,PIT,PIT,,WR,17,58,36,548,4,718,0.1261
2024,00-0038559,Michael Wilson,ARI,ARI,,WR,16,71,47,548,4,805,0.1358
2024,00-0031544,Amari Cooper,BUF,CLE,yes,WR,13,85,44,547,4,1161,0.1341
2024,00-0033906,Alvin Kamara,NO,NO,,RB,14,89,68,543,2,79,0.1721
2024,00-0038563,Tre Tucker,LV,LV,,WR,17,81,47,539,3,1017,0.1368
2024,00-0036980,Elijah Moore,CLE,CLE,,WR,17,102,61,538,1,950,0.1609
2024,00-0034383,Dalton Schultz,HOU,HOU,,TE,17,85,53,532,2,684,0.1554
2024,00-0034521,Allen Lazard,NYJ,NYJ,,WR,12,60,37,530,6,664,0.1019
2024,00-0039139,Jahmyr Gibbs,DET,DET,,RB,17,63,52,517,4,-11,0.1207
2024,00-0035208,Olamide Zaccheaus,WAS,WAS,,WR,16,64,45,506,3,406,0.127
2024,00-0032775,Demarcus Robinson,LAR,LAR,,WR,17,64,31,505,7,983,0.1183
2024,00-0033885,David Njoku,CLE,CLE,,TE,11,97,64,505,5,510,0.153
2024,00-0038976,Marvin Mims Jr.,DEN,DEN,,WR,17,52,39,503,6,384,0.0947
2024,00-0035644,Noah Fant,SEA,SEA,,TE,14,64,48,500,1,339,0.1125
2024,00-0036182,Nick Westbrook-Ikhine,TEN,TEN,,WR,14,60,32,497,9,700,0.1183
2024,00-0039342,Xavier Legette,CAR,CAR,,WR,15,84,49,497,4,1030,0.1622
2024,00-0031588,Stefon Diggs,HOU,HOU,,WR,8,64,47,496,3,556,0.117
2024,00-0034351,Dallas Goedert,PHI,PHI,,TE,10,52,42,496,2,343,0.1244
2024,00-0038041,Jake Ferguson,DAL,DAL,,TE,14,86,59,494,0,360,0.1383
2024,00-0038120,Breece Hall,NYJ,NYJ,,RB,16,76,57,483,3,19,0.129
2024,00-0034159,Will Dissly,LAC,LAC,,TE,15,64,50,481,2,295,0.1303
2024,00-0037809,Chig Okonkwo,TEN,TEN,,TE,16,70,52,479,2,415,0.1381
2024,00-0038619,Andrei Iosivas,CIN,CIN,,WR,17,61,36,479,6,692,0.0971
2024,00-0039491,Jalen Coker,CAR,CAR,,WR,11,46,32,478,2,516,0.0888
2024,00-0037838,Isaiah Likely,BAL,BAL,,TE,15,58,42,477,6,467,0.1269
2024,00-0032392,Austin Hooper,NE,NE,,TE,17,59,45,476,3,386,0.118
2024,00-0039424,Devaughn Vele,DEN,DEN,,WR,13,55,41,475,3,461,0.1002
2024,00-0036290,Cole Kmet,CHI,CHI,,TE,16,55,47,474,4,393,0.1046
2024,00-0039855,Jalen McMillan,TB,TB,,WR,13,58,37,461,8,704,0.103
2024,00-0035229,T.J. Hockenson,MIN,MIN,,TE,10,62,41,455,0,520,0.1199
2024,00-0033591,Noah Brown,WAS,WAS,,WR,11,56,35,453,1,637,0.1111
2024,00-0034270,Tyler Conklin,NYJ,NYJ,,TE,16,72,51,449,4,358,0.1222
2024,00-0038933,Dalton Kincaid,BUF,BUF,,TE,13,75,44,448,2,573,0.1515
2024,00-0036637,Noah Gray,KC,KC,,TE,16,49,40,437,5,309,0.0857
2024,00-0038542,Bijan Robinson,ATL,ATL,,RB,17,72,61,431,1,-21,0.1336
2024,00-0037801,KaVontae Turpin,DAL,DAL,,WR,17,52,31,420,2,439,0.0836
2024,00-0038393,Dontayvion Wicks,GB,GB,,WR,17,76,39,415,5,880,0.1638
2024,00-0033553,James Conner,ARI,ARI,,RB,16,55,47,414,1,-103,0.1052
2024,00-0037291,Jalen Nailor,MIN,MIN,,WR,15,42,28,414,6,487,0.0812
2024,00-0034981,Foster Moreau,NO,NO,,TE,16,43,32,413,5,397,0.0832
2024,00-0034272,Marquez Valdes-Scantling,NO,BUF,yes,WR,13,44,19,411,4,765,0.0889
2024,00-0038935,Brenton Strange,JAX,JAX,,TE,14,53,40,411,2,341,0.1015
2024,00-0033293,Aaron Jones,MIN,MIN,,RB,17,62,51,408,2,54,0.1199
2024,00-0037239,Chris Olave,NO,NO,,WR,8,44,32,400,1,455,0.0851
2024,00-0039916,Ricky Pearsall,SF,SF,,WR,11,46,31,400,3,528,0.0897
2024,00-0033375,Tim Patrick,DET,DET,,WR,15,44,33,394,3,439,0.0843
2024,00-0037256,Rachaad White,TB,TB,,RB,15,57,51,393,6,-109,0.1012
2024,00-0039361,Bucky Irving,TB,TB,,RB,17,52,47,392,0,-159,0.0924
2024,00-0033009,Tyler Boyd,TEN,TEN,,WR,15,57,39,390,0,420,0.1124
2024,00-0034364,Jordan Akins,CLE,CLE,,TE,16,58,40,390,2,349,0.0915
2024,00-0038606,Parker Washington,JAX,JAX,,WR,14,51,32,390,3,601,0.0977
2024,00-0036275,D'Andre Swift,CHI,CHI,,RB,17,52,42,386,0,2,0.0989
2024,00-0034975,Justice Hill,BAL,BAL,,RB,15,51,42,383,3,-34,0.1116
2024,00-0034775,Christian Kirk,JAX,JAX,,WR,8,47,27,379,1,644,0.09
2024,00-0033555,Mack Hollins,BUF,BUF,,WR,17,50,31,378,5,649,0.101
2024,00-0035216,Diontae Johnson,HOU,CAR,yes,WR,11,67,33,375,3,731,0.1293
2024,00-0036261,Brandon Aiyuk,SF,SF,,WR,7,47,25,374,0,556,0.0916
2024,00-0033699,Austin Ekeler,WAS,WAS,,RB,12,41,35,366,0,-59,0.0813
2024,00-0033881,Evan Engram,JAX,JAX,,TE,9,64,47,365,1,360,0.1226
2024,00-0038597,Chase Brown,CIN,CIN,,RB,16,65,54,360,4,53,0.1035
2024,00-0033589,David Moore,CAR,CAR,,WR,15,57,32,351,3,631,0.11
2024,00-0037545,Rashid Shaheed,NO,NO,,WR,6,41,20,349,3,721,0.0793
2024,00-0036997,Javonte Williams,DEN,DEN,,RB,17,70,52,346,0,-29,0.1275
2024,00-0035500,Greg Dortch,ARI,ARI,,WR,17,50,37,342,3,207,0.0956
2024,00-0035700,Josh Jacobs,GB,GB,,RB,17,43,36,342,1,-41,0.0927
2024,00-0039356,Ja'Tavion Sanders,CAR,CAR,,TE,15,43,33,342,1,268,0.083
2024,00-0035685,David Montgomery,DET,DET,,RB,14,38,36,341,0,-18,0.0728
2024,00-0039165,Zach Charbonnet,SEA,SEA,,RB,17,52,42,340,1,-54,0.0914
2024,00-0038979,Cedric Tillman,CLE,CLE,,WR,9,49,29,339,3,552,0.0773
2024,00-0032385,Sterling Shepard,TB,TB,,WR,13,51,32,334,1,473,0.0906
2024,00-0039847,Theo Johnson,NYG,NYG,,TE,11,43,29,331,1,288,0.0776
