game_id,season_type,week,posteam,field_goal_result,kick_distance,extra_point_result,extra_point_attempt,field_goal_attempt,kicker_player_name,kicker_player_id
2022_01_BAL_NYJ,REG,1,BAL,made,24.0,,0.0,1.0,J.Tucker,00-0029597
2022_01_BAL_NYJ,REG,1,NYJ,missed,45.0,,0.0,1.0,G.Zuerlein,00-0029621
2022_01_BAL_NYJ,REG,1,BAL,,33.0,good,1.0,0.0,J.Tucker,00-0029597
2022_01_BAL_NYJ,REG,1,NYJ,made,45.0,,0.0,1.0,G.Zuerlein,00-0029621
2022_01_BAL_NYJ,REG,1,BAL,,33.0,good,1.0,0.0,J.Tucker,00-0029597
2022_01_BAL_NYJ,REG,1,BAL,,33.0,good,1.0,0.0,J.Tucker,00-0029597
2022_01_BAL_NYJ,REG,1,NYJ,,33.0,failed,1.0,0.0,G.Zuerlein,00-0029621
2022_01_BUF_LA,REG,1,BUF,,33.0,good,1.0,0.0,T.Bass,00-0036162
2022_01_BUF_LA,REG,1,BUF,made,41.0,,0.0,1.0,T.Bass,00-0036162
2022_01_BUF_LA,REG,1,LAR,,33.0,good,1.0,0.0,M.Gay,00-0035269
2022_01_BUF_LA,REG,1,LAR,made,57.0,,0.0,1.0,M.Gay,00-0035269
2022_01_BUF_LA,REG,1,BUF,,33.0,good,1.0,0.0,T.Bass,00-0036162
2022_01_BUF_LA,REG,1,BUF,,33.0,good,1.0,0.0,T.Bass,00-0036162
2022_01_BUF_LA,REG,1,BUF,,33.0,good,1.0,0.0,T.Bass,00-0036162
2022_01_CLE_CAR,REG,1,CLE,,33.0,good,1.0,0.0,C.York,00-0038097
2022_01_CLE_CAR,REG,1,CLE,,33.0,good,1.0,0.0,C.York,00-0038097
2022_01_CLE_CAR,REG,1,CAR,,33.0,good,1.0,0.0,E.Pineiro,00-0034173
2022_01_CLE_CAR,REG,1,CLE,made,26.0,,0.0,1.0,C.York,00-0038097
2022_01_CLE_CAR,REG,1,CLE,made,34.0,,0.0,1.0,C.York,00-0038097
2022_01_CLE_CAR,REG,1,CAR,,33.0,good,1.0,0.0,E.Pineiro,00-0034173
2022_01_CLE_CAR,REG,1,CLE,made,36.0,,0.0,1.0,C.York,00-0038097
2022_01_CLE_CAR,REG,1,CAR,,33.0,good,1.0,0.0,E.Pineiro,00-0034173
2022_01_CLE_CAR,REG,1,CAR,made,34.0,,0.0,1.0,E.Pineiro,00-0034173
2022_01_CLE_CAR,REG,1,CLE,made,58.0,,0.0,1.0,C.York,00-0038097
2022_01_DEN_SEA,REG,1,SEA,,33.0,good,1.0,0.0,J.Myers,00-0031492
2022_01_DEN_SEA,REG,1,DEN,made,30.0,,0.0,1.0,B.McManus,00-0029822
2022_01_DEN_SEA,REG,1,SEA,made,49.0,,0.0,1.0,J.Myers,00-0031492
2022_01_DEN_SEA,REG,1,DEN,,33.0,good,1.0,0.0,B.McManus,00-0029822
2022_01_DEN_SEA,REG,1,SEA,,33.0,good,1.0,0.0,J.Myers,00-0031492
2022_01_DEN_SEA,REG,1,DEN,made,40.0,,0.0,1.0,B.McManus,00-0029822
2022_01_DEN_SEA,REG,1,DEN,made,26.0,,0.0,1.0,B.McManus,00-0029822
2022_01_DEN_SEA,REG,1,DEN,missed,64.0,,0.0,1.0,B.McManus,00-0029822
2022_01_GB_MIN,REG,1,MIN,,33.0,good,1.0,0.0,G.Joseph,00-0034450
2022_01_GB_MIN,REG,1,MIN,made,28.0,,0.0,1.0,G.Joseph,00-0034450
2022_01_GB_MIN,REG,1,MIN,,33.0,good,1.0,0.0,G.Joseph,00-0034450
2022_01_GB_MIN,REG,1,MIN,made,56.0,,0.0,1.0,G.Joseph,00-0034450
2022_01_GB_MIN,REG,1,GB,,33.0,good,1.0,0.0,M.Crosby,00-0025580
2022_01_GB_MIN,REG,1,MIN,made,29.0,,0.0,1.0,G.Joseph,00-0034450
2022_01_IND_HOU,REG,1,IND,made,45.0,,0.0,1.0,R.Blankenship,00-0035849
2022_01_IND_HOU,REG,1,HOU,made,45.0,,0.0,1.0,K.Fairbairn,00-0032726
2022_01_IND_HOU,REG,1,HOU,,33.0,good,1.0,0.0,K.Fairbairn,00-0032726
2022_01_IND_HOU,REG,1,HOU,made,43.0,,0.0,1.0,K.Fairbairn,00-0032726
2022_01_IND_HOU,REG,1,HOU,,33.0,good,1.0,0.0,K.Fairbairn,00-0032726
2022_01_IND_HOU,REG,1,IND,made,27.0,,0.0,1.0,R.Blankenship,00-0035849
2022_01_IND_HOU,REG,1,IND,,33.0,good,1.0,0.0,R.Blankenship,00-0035849
2022_01_IND_HOU,REG,1,IND,,33.0,good,1.0,0.0,R.Blankenship,00-0035849
2022_01_IND_HOU,REG,1,IND,missed,42.0,,0.0,1.0,R.Blankenship,00-0035849
2022_01_JAX_WAS,REG,1,JAX,made,33.0,,0.0,1.0,R.Patterson,00-0036816
2022_01_JAX_WAS,REG,1,WAS,,33.0,good,1.0,0.0,J.Slye,00-0035192
2022_01_JAX_WAS,REG,1,WAS,,33.0,good,1.0,0.0,J.Slye,00-0035192
2022_01_JAX_WAS,REG,1,JAX,missed,37.0,,0.0,1.0,R.Patterson,00-0036816
2022_01_JAX_WAS,REG,1,JAX,made,43.0,,0.0,1.0,R.Patterson,00-0036816
2022_01_JAX_WAS,REG,1,JAX,made,45.0,,0.0,1.0,R.Patterson,00-0036816
2022_01_JAX_WAS,REG,1,JAX,,33.0,good,1.0,0.0,R.Patterson,00-0036816
2022_01_KC_ARI,REG,1,KC,,33.0,good,1.0,0.0,H.Butker,00-0033303
2022_01_KC_ARI,REG,1,KC,,33.0,good,1.0,0.0,J.Reid,00-0034361
2022_01_KC_ARI,REG,1,ARI,,33.0,good,1.0,0.0,M.Prater,00-0023853
2022_01_KC_ARI,REG,1,KC,,33.0,failed,1.0,0.0,J.Reid,00-0034361
2022_01_KC_ARI,REG,1,KC,made,54.0,,0.0,1.0,H.Butker,00-0033303
2022_01_KC_ARI,REG,1,KC,,33.0,good,1.0,0.0,H.Butker,00-0033303
2022_01_KC_ARI,REG,1,KC,,33.0,good,1.0,0.0,H.Butker,00-0033303
2022_01_KC_ARI,REG,1,KC,,33.0,good,1.0,0.0,H.Butker,00-0033303
2022_01_LV_LAC,REG,1,LAC,made,43.0,,0.0,1.0,D.Hopkins,00-0030098
2022_01_LV_LAC,REG,1,LV,made,23.0,,0.0,1.0,D.Carlson,00-0034161
2022_01_LV_LAC,REG,1,LAC,,33.0,good,1.0,0.0,D.Hopkins,00-0030098
2022_01_LV_LAC,REG,1,LAC,,33.0,good,1.0,0.0,D.Hopkins,00-0030098
2022_01_LV_LAC,REG,1,LV,,33.0,good,1.0,0.0,D.Carlson,00-0034161
2022_01_LV_LAC,REG,1,LAC,,33.0,good,1.0,0.0,D.Hopkins,00-0030098
2022_01_LV_LAC,REG,1,LV,made,55.0,,0.0,1.0,D.Carlson,00-0034161
2022_01_LV_LAC,REG,1,LAC,missed,49.0,,0.0,1.0,D.Hopkins,00-0030098
