game_id,season_type,week,posteam,field_goal_result,kick_distance,extra_point_result,extra_point_attempt,field_goal_attempt,kicker_player_name,kicker_player_id
2024_01_ARI_BUF,REG,1,ARI,,33.0,good,1.0,0.0,M.Prater,00-0023853
2024_01_ARI_BUF,REG,1,ARI,made,29.0,,0.0,1.0,M.Prater,00-0023853
2024_01_ARI_BUF,REG,1,BUF,made,37.0,,0.0,1.0,T.Bass,00-0036162
2024_01_ARI_BUF,REG,1,ARI,,33.0,good,1.0,0.0,M.Prater,00-0023853
2024_01_ARI_BUF,REG,1,BUF,,33.0,good,1.0,0.0,T.Bass,00-0036162
2024_01_ARI_BUF,REG,1,BUF,,33.0,good,1.0,0.0,T.Bass,00-0036162
2024_01_ARI_BUF,REG,1,BUF,,33.0,good,1.0,0.0,T.Bass,00-0036162
2024_01_ARI_BUF,REG,1,ARI,made,31.0,,0.0,1.0,M.Prater,00-0023853
2024_01_ARI_BUF,REG,1,BUF,,33.0,good,1.0,0.0,T.Bass,00-0036162
2024_01_ARI_BUF,REG,1,BUF,made,39.0,,0.0,1.0,T.Bass,00-0036162
2024_01_BAL_KC,REG,1,BAL,,33.0,good,1.0,0.0,J.Tucker,00-0029597
2024_01_BAL_KC,REG,1,KC,,33.0,good,1.0,0.0,H.Butker,00-0033303
2024_01_BAL_KC,REG,1,KC,made,32.0,,0.0,1.0,H.Butker,00-0033303
2024_01_BAL_KC,REG,1,KC,made,31.0,,0.0,1.0,H.Butker,00-0033303
2024_01_BAL_KC,REG,1,BAL,missed,53.0,,0.0,1.0,J.Tucker,00-0029597
2024_01_BAL_KC,REG,1,BAL,made,25.0,,0.0,1.0,J.Tucker,00-0029597
2024_01_BAL_KC,REG,1,KC,,33.0,good,1.0,0.0,H.Butker,00-0033303
2024_01_BAL_KC,REG,1,BAL,,33.0,good,1.0,0.0,J.Tucker,00-0029597
2024_01_BAL_KC,REG,1,KC,,33.0,good,1.0,0.0,H.Butker,00-0033303
2024_01_BAL_KC,REG,1,BAL,made,32.0,,0.0,1.0,J.Tucker,00-0029597
2024_01_CAR_NO,REG,1,NO,,33.0,good,1.0,0.0,B.Grupe,00-0038905
2024_01_CAR_NO,REG,1,NO,made,57.0,,0.0,1.0,B.Grupe,00-0038905
2024_01_CAR_NO,REG,1,NO,,33.0,good,1.0,0.0,B.Grupe,00-0038905
2024_01_CAR_NO,REG,1,NO,made,44.0,,0.0,1.0,B.Grupe,00-0038905
2024_01_CAR_NO,REG,1,NO,made,52.0,,0.0,1.0,B.Grupe,00-0038905
2024_01_CAR_NO,REG,1,NO,,33.0,good,1.0,0.0,B.Grupe,00-0038905
2024_01_CAR_NO,REG,1,CAR,made,43.0,,0.0,1.0,E.Pineiro,00-0034173
2024_01_CAR_NO,REG,1,NO,,33.0,good,1.0,0.0,B.Grupe,00-0038905
2024_01_CAR_NO,REG,1,CAR,,33.0,good,1.0,0.0,E.Pineiro,00-0034173
2024_01_CAR_NO,REG,1,NO,made,39.0,,0.0,1.0,B.Grupe,00-0038905
2024_01_CAR_NO,REG,1,NO,,33.0,good,1.0,0.0,B.Grupe,00-0038905
2024_01_DAL_CLE,REG,1,CLE,made,51.0,,0.0,1.0,D.Hopkins,00-0030098
2024_01_DAL_CLE,REG,1,DAL,,33.0,good,1.0,0.0,B.Aubrey,00-0037692
2024_01_DAL_CLE,REG,1,DAL,,33.0,good,1.0,0.0,B.Aubrey,00-0037692
2024_01_DAL_CLE,REG,1,DAL,made,57.0,,0.0,1.0,B.Aubrey,00-0037692
2024_01_DAL_CLE,REG,1,DAL,made,40.0,,0.0,1.0,B.Aubrey,00-0037692
2024_01_DAL_CLE,REG,1,DAL,,33.0,good,1.0,0.0,B.Aubrey,00-0037692
2024_01_DAL_CLE,REG,1,CLE,,33.0,good,1.0,0.0,D.Hopkins,00-0030098
2024_01_DAL_CLE,REG,1,DAL,made,50.0,,0.0,1.0,B.Aubrey,00-0037692
2024_01_DAL_CLE,REG,1,DAL,made,46.0,,0.0,1.0,B.Aubrey,00-0037692
2024_01_DAL_CLE,REG,1,CLE,,28.0,good,1.0,0.0,D.Hopkins,00-0030098
2024_01_DEN_SEA,REG,1,DEN,made,35.0,,0.0,1.0,W.Lutz,00-0032569
2024_01_DEN_SEA,REG,1,SEA,made,50.0,,0.0,1.0,J.Myers,00-0031492
2024_01_DEN_SEA,REG,1,DEN,made,30.0,,0.0,1.0,W.Lutz,00-0032569
2024_01_DEN_SEA,REG,1,DEN,made,45.0,,0.0,1.0,W.Lutz,00-0032569
2024_01_DEN_SEA,REG,1,SEA,,33.0,good,1.0,0.0,J.Myers,00-0031492
2024_01_DEN_SEA,REG,1,SEA,made,28.0,,0.0,1.0,J.Myers,00-0031492
