game_id,season_type,week,posteam,field_goal_result,kick_distance,extra_point_result,extra_point_attempt,field_goal_attempt,kicker_player_name,kicker_player_id
2023_01_ARI_WAS,REG,1,WAS,,33.0,good,1.0,0.0,J.Slye,00-0035192
2023_01_ARI_WAS,REG,1,ARI,made,28.0,,0.0,1.0,M.Prater,00-0023853
2023_01_ARI_WAS,REG,1,ARI,made,54.0,,0.0,1.0,M.Prater,00-0023853
2023_01_ARI_WAS,REG,1,ARI,,33.0,good,1.0,0.0,M.Prater,00-0023853
2023_01_ARI_WAS,REG,1,WAS,made,30.0,,0.0,1.0,J.Slye,00-0035192
2023_01_ARI_WAS,REG,1,ARI,made,37.0,,0.0,1.0,M.Prater,00-0023853
2023_01_ARI_WAS,REG,1,WAS,,33.0,good,1.0,0.0,J.Slye,00-0035192
2023_01_ARI_WAS,REG,1,WAS,made,33.0,,0.0,1.0,J.Slye,00-0035192
2023_01_BUF_NYJ,REG,1,BUF,made,40.0,,0.0,1.0,T.Bass,00-0036162
2023_01_BUF_NYJ,REG,1,NYJ,made,26.0,,0.0,1.0,G.Zuerlein,00-0029621
2023_01_BUF_NYJ,REG,1,BUF,,33.0,good,1.0,0.0,T.Bass,00-0036162
2023_01_BUF_NYJ,REG,1,BUF,made,34.0,,0.0,1.0,T.Bass,00-0036162
2023_01_BUF_NYJ,REG,1,NYJ,made,43.0,,0.0,1.0,G.Zuerlein,00-0029621
2023_01_BUF_NYJ,REG,1,NYJ,,38.0,good,1.0,0.0,G.Zuerlein,00-0029621
2023_01_BUF_NYJ,REG,1,NYJ,made,30.0,,0.0,1.0,G.Zuerlein,00-0029621
2023_01_BUF_NYJ,REG,1,BUF,made,50.0,,0.0,1.0,T.Bass,00-0036162
2023_01_CAR_ATL,REG,1,ATL,,33.0,good,1.0,0.0,Y.Koo,00-0033702
2023_01_CAR_ATL,REG,1,CAR,,33.0,good,1.0,0.0,E.Pineiro,00-0034173
2023_01_CAR_ATL,REG,1,CAR,made,43.0,,0.0,1.0,E.Pineiro,00-0034173
2023_01_CAR_ATL,REG,1,ATL,made,49.0,,0.0,1.0,Y.Koo,00-0033702
2023_01_CAR_ATL,REG,1,ATL,,33.0,good,1.0,0.0,Y.Koo,00-0033702
2023_01_CAR_ATL,REG,1,ATL,,33.0,good,1.0,0.0,Y.Koo,00-0033702
2023_01_CIN_CLE,REG,1,CLE,made,42.0,,0.0,1.0,D.Hopkins,00-0030098
2023_01_CIN_CLE,REG,1,CLE,,33.0,good,1.0,0.0,D.Hopkins,00-0030098
2023_01_CIN_CLE,REG,1,CIN,made,42.0,,0.0,1.0,E.McPherson,00-0036854
2023_01_CIN_CLE,REG,1,CIN,missed,51.0,,0.0,1.0,E.McPherson,00-0036854
2023_01_CIN_CLE,REG,1,CLE,made,34.0,,0.0,1.0,D.Hopkins,00-0030098
2023_01_CIN_CLE,REG,1,CLE,made,43.0,,0.0,1.0,D.Hopkins,00-0030098
2023_01_DAL_NYG,REG,1,NYG,blocked,45.0,,0.0,1.0,G.Gano,00-0026858
2023_01_DAL_NYG,REG,1,DAL,,33.0,failed,1.0,0.0,B.Aubrey,00-0037692
2023_01_DAL_NYG,REG,1,DAL,made,21.0,,0.0,1.0,B.Aubrey,00-0037692
2023_01_DAL_NYG,REG,1,DAL,,33.0,good,1.0,0.0,B.Aubrey,00-0037692
2023_01_DAL_NYG,REG,1,DAL,made,38.0,,0.0,1.0,B.Aubrey,00-0037692
2023_01_DAL_NYG,REG,1,DAL,,33.0,good,1.0,0.0,B.Aubrey,00-0037692
2023_01_DAL_NYG,REG,1,NYG,missed,36.0,,0.0,1.0,G.Gano,00-0026858
2023_01_DAL_NYG,REG,1,DAL,,33.0,good,1.0,0.0,B.Aubrey,00-0037692
2023_01_DAL_NYG,REG,1,DAL,,33.0,good,1.0,0.0,B.Aubrey,00-0037692
2023_01_DET_KC,REG,1,DET,,33.0,good,1.0,0.0,R.Patterson,00-0036816
2023_01_DET_KC,REG,1,KC,,33.0,good,1.0,0.0,H.Butker,00-0033303
2023_01_DET_KC,REG,1,KC,,33.0,good,1.0,0.0,H.Butker,00-0033303
2023_01_DET_KC,REG,1,DET,,33.0,good,1.0,0.0,R.Patterson,00-0036816
2023_01_DET_KC,REG,1,KC,made,35.0,,0.0,1.0,H.Butker,00-0033303
2023_01_DET_KC,REG,1,KC,made,39.0,,0.0,1.0,H.Butker,00-0033303
2023_01_DET_KC,REG,1,DET,,33.0,good,1.0,0.0,R.Patterson,00-0036816
2023_01_GB_CHI,REG,1,GB,,33.0,good,1.0,0.0,A.Carlson,00-0038402
2023_01_GB_CHI,REG,1,CHI,made,47.0,,0.0,1.0,C.Santos,00-0031203
2023_01_GB_CHI,REG,1,CHI,made,29.0,,0.0,1.0,C.Santos,00-0031203
2023_01_GB_CHI,REG,1,GB,made,52.0,,0.0,1.0,A.Carlson,00-0038402
2023_01_GB_CHI,REG,1,GB,,33.0,good,1.0,0.0,A.Carlson,00-0038402
2023_01_GB_CHI,REG,1,GB,,33.0,good,1.0,0.0,A.Carlson,00-0038402
2023_01_GB_CHI,REG,1,GB,,33.0,good,1.0,0.0,A.Carlson,00-0038402
2023_01_GB_CHI,REG,1,GB,,33.0,good,1.0,0.0,A.Carlson,00-0038402
2023_01_HOU_BAL,REG,1,BAL,,33.0,good,1.0,0.0,J.Tucker,00-0029597
2023_01_HOU_BAL,REG,1,HOU,made,35.0,,0.0,1.0,K.Fairbairn,00-0032726
2023_01_HOU_BAL,REG,1,HOU,made,38.0,,0.0,1.0,K.Fairbairn,00-0032726
2023_01_HOU_BAL,REG,1,BAL,,33.0,good,1.0,0.0,J.Tucker,00-0029597
2023_01_HOU_BAL,REG,1,HOU,made,36.0,,0.0,1.0,K.Fairbairn,00-0032726
2023_01_HOU_BAL,REG,1,BAL,made,39.0,,0.0,1.0,J.Tucker,00-0029597
2023_01_JAX_IND,REG,1,JAX,,33.0,good,1.0,0.0,B.McManus,00-0029822
2023_01_JAX_IND,REG,1,IND,,33.0,good,1.0,0.0,M.Gay,00-0035269
