year,team,win_total_line,actual_wins,beat_margin,new_coach,sos_this_year_line,prior_year_under,prior_beat_margin,prior_actual_wins,prior_avg_point_diff,prior_pyth_wins,prior_luck,sos_prior_year_wins,adp_top100_count,adp_linear_weight,target_pyth_wins,target_avg_point_diff,target_luck
2021,NYG,7.0,4,-3.0,0,8.794,1,-0.5,6,-4.812,5.76,0.24,7.529,2,82,4.14,-9.294,-0.13999999999999968
2021,NYJ,6.0,4,-2.0,1,8.647,1,-4.5,2,-13.375,2.93,-0.93,7.765,1,7,4.08,-11.412,-0.08000000000000007
2021,PHI,6.5,9,2.5,1,8.5,1,-5.5,4,-5.25,5.92,-1.92,6.882,3,117,9.92,3.471,-0.9199999999999999
2021,PIT,8.5,9,0.5,0,9.147,0,2.5,12,6.5,10.63,1.37,9.118,4,157,7.02,-3.235,1.9800000000000004
2021,SEA,9.5,7,-2.5,0,8.559,0,2.5,12,5.5,9.98,2.02,8.176,4,252,9.27,1.706,-2.2699999999999996
2021,SF,10.5,10,-0.5,0,8.118,1,-4.5,6,-0.875,7.65,-1.65,7.765,5,157,10.06,3.647,-0.0600000000000005
2021,TB,12.0,13,1.0,0,8.353,0,1.5,11,8.562,10.95,0.05,7.412,5,189,12.0,9.294,1.0
2021,TEN,9.5,12,2.5,0,8.471,0,2.5,11,3.25,9.06,1.94,8.118,4,270,10.18,3.824,1.8200000000000003
2021,WAS,8.5,7,-1.5,0,8.882,0,2.0,7,0.375,8.17,-1.17,8.0,4,182,5.97,-5.824,1.0300000000000002
2022,ARI,8.5,4,-4.5,0,8.853,0,2.5,11,4.882,10.52,0.48,9.235,4,162,5.8,-6.412,-1.7999999999999998
2022,ATL,4.5,7,2.5,0,8.618,1,-0.5,7,-8.588,4.89,2.11,8.882,1,55,7.94,-1.235,-0.9400000000000004
2022,BAL,10.5,10,-0.5,0,8.206,1,-2.5,8,-0.294,8.37,-0.37,8.0,3,201,9.56,2.059,0.4399999999999995
2022,BUF,12.0,13,1.0,0,8.406,1,-0.5,11,11.412,13.12,-2.12,8.562,4,201,12.01,10.562,0.9900000000000002
2022,CAR,6.5,7,0.5,0,8.382,1,-2.5,5,-5.882,5.74,-0.74,8.647,2,126,7.75,-1.588,-0.75
2022,CHI,5.5,3,-2.5,1,8.382,1,-1.5,6,-5.647,5.88,0.12,7.941,3,98,5.16,-8.059,-2.16
2022,CIN,9.5,12,2.5,0,8.469,0,3.5,10,4.941,10.49,-0.49,8.938,4,306,10.4,6.0,1.5999999999999996
2022,CLE,8.0,7,-1.0,0,8.441,1,-2.5,8,-1.294,7.89,0.11,8.353,3,84,7.96,-1.176,-0.96
2022,DAL,10.0,12,2.0,0,8.382,0,3.0,12,10.118,12.19,-0.19,7.824,5,245,11.5,7.353,0.5
2022,DEN,10.0,5,-5.0,1,8.588,1,-2.0,7,0.765,8.9,-1.9,8.647,4,209,6.3,-4.235,-1.2999999999999998
2022,DET,6.5,9,2.5,0,8.235,1,-1.5,3,-8.353,5.06,-2.06,7.941,3,107,9.09,1.529,-0.08999999999999986
2022,GB,11.0,8,-3.0,0,8.412,0,2.5,13,4.647,10.41,2.59,8.059,3,178,8.47,-0.059,-0.47000000000000064
2022,HOU,4.5,3,-1.5,1,8.676,0.5,0.0,4,-10.118,4.14,-0.14,8.294,2,33,4.96,-7.706,-1.96
2022,IND,10.0,4,-6.0,0,8.206,0.5,0.0,9,5.059,10.59,-1.59,7.941,3,206,4.83,-8.118,-0.8300000000000001
2022,JAX,6.5,9,2.5,1,8.441,1,-3.5,3,-12.0,3.36,-0.36,7.941,2,97,9.93,3.176,-0.9299999999999997
2022,KC,10.5,14,3.5,0,9.118,1,-0.5,12,6.824,11.19,0.81,9.059,4,206,11.36,7.471,2.6400000000000006
2022,LAC,10.5,10,-0.5,0,8.471,1,-0.5,9,0.882,8.82,0.18,8.824,4,296,8.68,0.412,1.3200000000000003
2022,LAR,10.5,5,-5.5,0,8.912,0,1.5,12,5.176,10.59,1.41,9.647,4,237,6.3,-4.529,-1.2999999999999998
2022,LV,8.5,6,-2.5,1,8.912,0,2.5,10,-3.824,6.91,3.09,8.941,5,221,7.93,-1.353,-1.9299999999999997
2022,MIA,9.0,9,0.0,1,8.529,0.5,0.0,9,-1.882,7.6,1.4,8.118,4,157,8.45,-0.118,0.5500000000000007
2022,MIN,9.5,13,3.5,1,8.412,1,-1.0,8,-0.059,8.48,-0.48,8.176,4,263,8.43,-0.176,4.57
2022,NE,8.5,8,-0.5,0,8.706,0,0.5,10,9.353,12.43,-2.43,8.412,3,20,8.98,1.0,-0.9800000000000004
2022,NO,9.0,7,-2.0,1,8.353,0.5,0.0,9,1.706,9.33,-0.33,8.941,3,147,8.05,-0.882,-1.0500000000000007
2022,NYG,7.0,9,2.0,1,8.235,1,-3.0,4,-9.294,4.14,-0.14,7.882,2,86,8.34,-0.353,0.6600000000000001
2022,NYJ,5.5,7,1.5,0,8.765,1,-2.0,4,-11.412,4.08,-0.08,8.353,1,42,7.84,-1.176,-0.8399999999999999
2022,PHI,10.0,14,4.0,0,8.029,0,2.5,9,3.471,9.92,-0.92,7.824,3,163,11.64,7.824,2.3599999999999994
2022,PIT,7.5,9,1.5,0,8.853,0,0.5,9,-3.235,7.02,1.98,8.706,2,122,7.34,-2.235,1.6600000000000001
2022,SEA,5.5,9,3.5,0,8.676,1,-2.5,7,1.706,9.27,-2.27,8.765,2,60,8.65,0.353,0.34999999999999964
2022,SF,10.0,13,3.0,0,8.324,1,-0.5,10,3.647,10.06,-0.06,9.059,4,220,12.91,10.176,0.08999999999999986
2022,TB,11.0,8,-3.0,1,8.324,0,1.0,13,9.294,12.0,1.0,9.059,5,327,7.16,-2.647,0.8399999999999999
2022,TEN,9.0,7,-2.0,0,8.735,0,2.5,12,3.824,10.18,1.82,8.0,2,111,6.65,-3.588,0.34999999999999964
2022,WAS,7.5,8,0.5,0,8.176,1,-1.5,7,-5.824,5.97,1.03,7.824,2,64,7.83,-1.294,0.16999999999999993
2023,ARI,4.5,4,-0.5,1,8.824,1,-4.5,4,-6.412,5.8,-1.8,8.706,3,77,5.41,-7.353,-1.4100000000000001
2023,ATL,8.5,7,-1.5,0,7.618,0,2.5,7,-1.235,7.94,-0.94,7.0,3,127,7.0,-3.059,0.0
2023,BAL,10.0,13,3.0,0,8.676,1,-0.5,10,2.059,9.56,0.44,8.118,3,196,13.34,11.941,-0.33999999999999986
2023,BUF,10.5,11,0.5,0,8.882,0,1.0,13,10.562,12.01,0.99,9.118,3,198,12.02,8.235,-1.0199999999999996
2023,CAR,7.5,2,-5.5,1,8.206,0,0.5,7,-1.588,7.75,-0.75,7.647,1,42,3.52,-10.588,-1.52
2023,CHI,7.5,7,-0.5,0,8.147,1,-2.5,3,-8.059,5.16,-2.16,8.412,2,129,7.98,-1.118,-0.9800000000000004
2023,CIN,11.0,9,-2.0,0,8.676,0,2.5,12,6.0,10.4,1.6,8.588,4,317,8.02,-1.059,0.9800000000000004
2023,CLE,9.0,11,2.0,0,8.618,1,-1.0,7,-1.176,7.96,-0.96,7.706,3,202,9.4,2.0,1.5999999999999996
2023,DAL,10.0,12,2.0,0,8.559,0,2.0,12,7.353,11.5,0.5,9.176,4,233,12.87,11.412,-0.8699999999999992
2023,DEN,8.5,8,-0.5,1,8.647,1,-5.0,5,-4.235,6.3,-1.3,8.706,4,111,7.05,-3.294,0.9500000000000002
2023,DET,9.5,12,2.5,0,8.441,0,2.5,9,1.529,9.09,-0.09,8.412,4,199,10.04,3.882,1.9600000000000009
2023,GB,7.5,9,1.5,0,8.324,1,-3.0,8,-0.059,8.47,-0.47,8.059,3,75,9.4,1.941,-0.40000000000000036
2023,HOU,6.5,10,3.5,1,8.235,1,-1.5,3,-7.706,4.96,-1.96,7.235,1,48,9.16,1.412,0.8399999999999999
2023,IND,6.5,9,2.5,1,8.118,1,-6.0,4,-8.118,4.83,-0.83,7.294,2,74,8.03,-1.118,0.9700000000000006
2023,JAX,9.5,9,-0.5,0,8.5,0,2.5,9,3.176,9.93,-0.93,7.941,4,211,8.66,0.353,0.33999999999999986
2023,KC,11.5,11,-0.5,0,8.882,0,3.5,14,7.471,11.36,2.64,8.647,3,211,10.79,4.529,0.21000000000000085
2023,LAC,9.5,5,-4.5,0,8.853,1,-0.5,10,0.412,8.68,1.32,8.765,4,255,7.1,-3.059,-2.0999999999999996
2023,LAR,6.5,10,3.5,0,8.647,1,-5.5,5,-4.529,6.3,-1.3,8.941,3,139,9.2,1.588,0.8000000000000007
2023,LV,6.5,8,1.5,0,8.941,1,-2.5,6,-1.353,7.93,-1.93,8.824,2,149,8.53,0.059,-0.5299999999999994
2023,MIA,9.5,11,1.5,0,8.912,0.5,0.0,9,-0.118,8.45,0.55,9.294,3,227,10.83,6.176,0.16999999999999993
2023,MIN,8.5,7,-1.5,0,8.824,0,3.5,13,-0.176,8.43,4.57,8.412,4,252,7.99,-1.059,-0.9900000000000002
2023,NE,7.5,4,-3.5,0,9.147,1,-0.5,8,1.0,8.98,-0.98,9.176,1,62,4.44,-7.647,-0.4400000000000004
2023,NO,9.5,9,-0.5,0,7.559,1,-2.0,7,-0.882,8.05,-1.05,7.176,4,137,10.54,4.412,-1.5399999999999991
2023,NYG,7.5,6,-1.5,0,8.676,0,2.0,9,-0.353,8.34,0.66,9.235,3,168,4.55,-8.294,1.4500000000000002
2023,NYJ,9.5,7,-2.5,0,8.853,0,1.5,7,-1.176,7.84,-0.84,9.118,4,221,5.77,-5.118,1.2300000000000004
2023,PHI,11.5,11,-0.5,0,8.353,0,4.0,14,7.824,11.64,2.36,9.471,6,287,8.62,0.294,2.380000000000001
2023,PIT,9.0,10,1.0,0,8.382,0,1.5,9,-2.235,7.34,1.66,7.882,3,106,7.86,-1.176,2.1399999999999997
2023,SEA,9.0,9,0.0,0,8.412,0,3.5,9,0.353,8.65,0.35,8.706,4,158,7.5,-2.235,1.5
2023,SF,11.0,12,1.0,0,8.147,0,3.0,13,10.176,12.91,0.09,8.647,4,207,13.01,11.353,-1.0099999999999998
2023,TB,6.0,9,3.0,0,8.647,1,-3.0,8,-2.647,7.16,0.84,8.118,3,87,9.19,1.353,-0.1899999999999995
2023,TEN,7.5,6,-1.5,0,8.441,1,-2.0,7,-3.588,6.65,0.35,7.471,2,111,6.67,-3.647,-0.6699999999999999
2023,WAS,6.5,4,-2.5,0,8.853,0,0.5,8,-1.294,7.83,0.17,9.0,3,34,4.32,-11.118,-0.3200000000000003
2024,ARI,7.0,8,1.0,0,8.559,1,-0.5,4,-7.353,5.41,-1.41,8.294,4,193,9.04,1.235,-1.0399999999999991
2024,ATL,9.5,8,-1.5,1,7.588,1,-1.5,7,-3.059,7.0,0.0,7.706,4,226,7.66,-2.0,0.33999999999999986
2024,BAL,10.5,12,1.5,0,8.647,0,3.0,13,11.941,13.34,-0.34,9.118,4,224,11.93,9.235,0.07000000000000028
2024,BUF,10.0,13,3.0,0,8.706,0,0.5,11,8.235,12.02,-1.02,8.765,3,168,11.88,9.235,1.1199999999999992
2024,CAR,5.5,5,-0.5,1,8.294,1,-5.5,2,-10.588,3.52,-1.52,7.941,2,3,4.36,-11.353,0.6399999999999997
2024,CHI,8.5,5,-3.5,0,8.118,1,-0.5,7,-1.118,7.98,-0.98,7.941,4,170,6.74,-3.529,-1.7400000000000002
2024,CIN,10.5,9,-1.5,0,8.029,1,-2.0,9,-1.059,8.02,0.98,8.529,3,187,9.34,2.235,-0.33999999999999986
2024,CLE,8.5,3,-5.5,0,8.824,0,2.0,11,2.0,9.4,1.6,9.294,3,143,3.82,-10.412,-0.8199999999999998
2024,DAL,10.0,7,-3.0,0,8.588,0,2.0,12,11.412,12.87,-0.87,8.588,2,179,5.68,-6.941,1.3200000000000003
2024,DEN,5.5,10,4.5,0,8.647,1,-0.5,8,-3.294,7.05,0.95,8.412,0,0,11.51,6.706,-1.5099999999999998
2024,DET,10.5,15,4.5,0,8.529,0,2.5,12,3.882,10.04,1.96,8.647,4,237,13.02,13.059,1.9800000000000004
2024,GB,10.0,11,1.0,0,8.618,0,1.5,9,1.941,9.4,-0.4,8.941,3,102,11.47,7.176,-0.47000000000000064
2024,HOU,9.5,10,0.5,0,8.735,0,3.5,10,1.412,9.16,0.84,8.941,4,249,8.5,0.0,1.5
2024,IND,8.5,8,-0.5,0,8.147,0,2.5,9,-1.118,8.03,0.97,8.353,3,211,7.25,-2.941,0.75
2024,JAX,8.5,4,-4.5,0,8.471,1,-0.5,9,0.353,8.66,0.34,8.706,3,114,5.54,-6.765,-1.54
2024,KC,11.5,15,3.5,0,8.265,1,-0.5,11,4.529,10.79,0.21,8.529,6,245,10.15,3.471,4.85
2024,LAC,9.0,11,2.0,1,7.794,1,-4.5,5,-3.059,7.1,-2.1,8.118,2,88,11.31,5.941,-0.3100000000000005
2024,LAR,8.5,10,1.5,0,8.588,0,3.5,10,1.588,9.2,0.8,8.588,4,282,7.99,-1.118,2.01
2024,LV,6.5,4,-2.5,1,8.618,0,1.5,8,0.059,8.53,-0.53,8.706,2,72,5.25,-7.353,-1.25
2024,MIA,10.0,8,-2.0,0,8.265,0,1.5,11,6.176,10.83,0.17,8.294,5,316,7.96,-1.118,0.040000000000000036
2024,MIN,6.5,14,7.5,0,8.882,1,-1.5,7,-1.059,7.99,-0.99,8.529,2,122,11.07,5.882,2.9299999999999997
2024,NE,4.5,4,-0.5,1,9.088,1,-3.5,4,-7.647,4.44,-0.44,8.706,1,23,5.02,-7.529,-1.0199999999999996
2024,NO,7.5,5,-2.5,0,8.118,1,-0.5,9,4.412,10.54,-1.54,7.706,3,106,6.87,-3.529,-1.87
2024,NYG,6.5,3,-3.5,0,8.471,1,-1.5,6,-8.294,4.55,1.45,8.765,2,50,4.6,-8.353,-1.5999999999999996
2024,NYJ,9.5,5,-4.5,0,8.029,1,-2.5,7,-5.118,5.77,1.23,8.588,3,236,6.73,-3.882,-1.7300000000000004
2024,PHI,10.5,14,3.5,0,8.265,1,-0.5,11,0.294,8.62,2.38,8.353,4,299,12.44,9.412,1.5600000000000005
2024,PIT,8.0,10,2.0,0,8.971,0,1.0,10,-1.176,7.86,2.14,9.059,4,89,9.41,1.941,0.5899999999999999
2024,SEA,7.5,10,2.5,1,8.529,0.5,0.0,9,-2.235,7.5,1.5,8.294,3,155,8.69,0.412,1.3100000000000005
2024,SF,11.5,6,-5.5,0,8.5,0,1.0,12,11.353,13.01,-1.01,8.588,4,212,7.36,-2.765,-1.3600000000000003
2024,TB,7.5,10,2.5,0,8.441,0,3.0,9,1.353,9.19,-0.19,8.118,4,186,11.09,6.882,-1.0899999999999999
2024,TEN,6.5,3,-3.5,1,8.735,1,-1.5,6,-3.647,6.67,-0.67,8.353,3,72,4.82,-8.765,-1.8200000000000003
2024,WAS,6.5,12,5.5,1,8.441,1,-2.5,4,-11.118,4.32,-0.32,8.529,2,91,10.62,5.529,1.3800000000000008
2025,ARI,8.5,3,-5.5,0,8.5,0,1.0,8,1.235,9.04,-1.04,7.765,4,208,5.44,-7.824,-2.4400000000000004
2025,ATL,8.5,8,-0.5,0,8.206,1,-1.5,8,-2.0,7.66,0.34,8.118,3,176,7.23,-2.824,0.7699999999999996
2025,BAL,11.5,8,-3.5,0,8.794,0,1.5,12,9.235,11.93,0.07,9.059,4,224,9.14,1.529,-1.1400000000000006
2025,BUF,12.5,12,-0.5,0,8.265,0,3.0,13,9.235,11.88,1.12,7.941,2,164,11.18,6.824,0.8200000000000003
2025,CAR,6.5,8,1.5,0,8.382,1,-0.5,5,-11.353,4.36,0.64,7.765,3,103,6.52,-4.059,1.4800000000000004
2025,CHI,8.5,11,2.5,1,8.853,1,-3.5,5,-3.529,6.74,-1.74,9.706,4,130,9.11,1.529,1.8900000000000006
2025,CIN,9.5,6,-3.5,0,8.735,1,-1.5,9,2.235,9.34,-0.34,8.647,4,323,6.79,-4.588,-0.79
2025,CLE,4.5,5,0.5,0,9.206,1,-5.5,3,-10.412,3.82,-0.82,8.824,1,18,5.54,-5.882,-0.54
2025,DAL,7.5,7,-0.5,1,8.853,1,-3.0,7,-6.941,5.68,1.32,9.471,3,185,7.68,-2.353,-0.6799999999999997
2025,DEN,9.5,14,4.5,0,8.618,0,4.5,10,6.706,11.51,-1.51,8.588,3,150,10.99,5.294,3.01
2025,DET,10.5,9,-1.5,0,9.147,0,4.5,15,13.059,13.02,1.98,9.706,6,317,10.02,4.0,-1.0199999999999996
2025,GB,10.5,9,-1.5,0,8.794,0,1.0,11,7.176,11.47,-0.47,9.471,3,147,9.33,1.824,-0.33000000000000007
2025,HOU,9.5,12,2.5,0,8.853,0,0.5,10,0.0,8.5,1.5,8.176,2,124,11.53,6.412,0.47000000000000064
2025,IND,7.5,8,0.5,0,8.559,1,-0.5,8,-2.941,7.25,0.75,7.882,1,88,9.73,3.176,-1.7300000000000004
2025,JAX,7.5,13,5.5,1,8.441,1,-4.5,4,-6.765,5.54,-1.54,7.941,3,131,11.79,8.118,1.2100000000000009
2025,KC,11.5,6,-5.5,0,8.853,0,3.5,15,3.471,10.15,4.85,8.882,4,162,9.49,2.0,-3.49
2025,LAC,9.5,11,1.5,0,8.559,0,2.0,11,5.941,11.31,-0.31,8.882,3,178,9.29,1.647,1.7100000000000009
2025,LAR,9.5,12,2.5,0,8.735,0,1.5,10,-1.118,7.99,2.01,8.353,4,230,12.28,10.118,-0.27999999999999936
2025,LV,6.5,3,-3.5,1,8.676,1,-2.5,4,-7.353,5.25,-1.25,8.529,3,154,3.41,-11.235,-0.41000000000000014
2025,MIA,7.5,7,-0.5,0,8.5,1,-2.0,8,-1.118,7.96,0.04,8.059,4,173,6.52,-4.529,0.4800000000000004
2025,MIN,9.5,9,-0.5,0,9.029,0,7.5,14,5.882,11.07,2.93,9.471,5,181,8.83,0.647,0.16999999999999993
2025,NE,8.5,14,5.5,1,7.912,1,-0.5,4,-7.529,5.02,-1.02,7.294,2,101,12.46,10.0,1.5399999999999991
2025,NO,4.5,6,1.5,1,8.324,1,-2.5,5,-3.529,6.87,-1.87,7.118,2,54,6.29,-4.529,-0.29000000000000004
2025,NYG,5.5,5,-0.5,0,9.206,1,-3.5,3,-8.353,4.6,-1.6,9.765,2,90,7.09,-3.412,-2.09
2025,NYJ,6.5,3,-3.5,1,8.5,1,-4.5,5,-3.882,6.73,-1.73,7.824,3,133,3.86,-11.941,-0.8599999999999999
2025,PHI,11.5,11,-0.5,0,8.971,0,3.5,14,9.412,12.44,1.56,9.529,4,293,10.03,3.176,0.9700000000000006
2025,PIT,8.5,10,1.5,0,8.853,0,2.0,10,1.941,9.41,0.59,8.941,3,70,8.76,0.588,1.2400000000000002
2025,SEA,8.5,14,5.5,0,8.5,0,2.5,10,0.412,8.69,1.31,8.059,3,89,13.04,11.235,0.9600000000000009
2025,SF,10.5,12,1.5,0,7.735,1,-5.5,6,-2.765,7.36,-1.36,7.059,4,216,10.13,3.882,1.8699999999999992
2025,TB,9.5,8,-1.5,0,8.382,0,2.5,10,6.882,11.09,-1.09,8.176,3,223,7.71,-1.824,0.29000000000000004
2025,TEN,6.5,3,-3.5,0,8.265,1,-3.5,3,-8.765,4.82,-1.82,7.647,2,55,3.83,-11.412,-0.8300000000000001
2025,WAS,9.5,5,-4.5,0,8.794,0,5.5,12,5.529,10.62,1.38,9.353,3,160,6.18,-5.588,-1.1799999999999997
