player_id,player_display_name,position,recent_team,games,targets,receptions,receiving_yards,receiving_tds,receiving_air_yards,target_share
00-0032398,Chris Moore,WR,TEN,15,35,22,424,0,641,0.0732217573221757
00-0032464,Kalif Raymond,WR,DET,17,44,35,489,1,388,0.0766550522648084
00-0032543,Alex Erickson,WR,LAC,8,29,16,232,1,295,0.0472312703583062
00-0032688,Robbie Chosen,WR,MIA,6,6,4,126,1,141,0.0109289617486339
00-0032764,Derrick Henry,RB,TEN,17,36,28,214,0,-100,0.0753138075313808
00-0032765,Michael Thomas,WR,NO,10,64,39,448,1,650,0.110535405872193
00-0032775,Demarcus Robinson,WR,LA,8,39,26,371,4,478,0.0702702702702703
00-0032918,C.J. Ham,FB,MIN,9,9,7,25,0,10,0.0148514851485149
00-0032951,Laquon Treadwell,WR,BAL,3,3,1,16,0,36,0.0063025210084033
00-0032975,Jonathan Williams,RB,WAS,1,1,0,0,0,-1,0.0016638935108153
00-0033009,Tyler Boyd,WR,CIN,17,98,67,667,2,629,0.165540540540541
00-0033040,Tyreek Hill,WR,MIA,16,171,119,1799,13,1847,0.311475409836066
00-0033045,Ezekiel Elliott,RB,NE,17,65,51,313,2,-42,0.120147874306839
00-0033090,Hunter Henry,TE,NE,13,61,42,419,6,538,0.11275415896488
00-0033110,Tyler Higbee,TE,LA,15,70,47,495,2,406,0.126126126126126
00-0033118,Kenyan Drake,RB,GB,2,3,2,31,0,-4,0.0063025210084033
00-0033217,Mo Alie-Cox,TE,IND,14,22,13,161,3,222,0.0402930402930403
00-0033246,Johnny Mundt,TE,MIN,10,23,17,172,1,114,0.037953795379538
00-0033251,Zach Pascal,WR,ARI,10,15,4,19,0,160,0.0277777777777778
00-0033280,Christian McCaffrey,RB,SF,16,83,67,564,7,153,0.176220806794055
00-0033282,Curtis Samuel,WR,WAS,16,91,62,613,4,598,0.151414309484193
00-0033288,George Kittle,TE,SF,16,90,65,1020,6,852,0.191082802547771
00-0033292,Trent Taylor,WR,CHI,15,2,0,0,0,0,0.0041928721174004
00-0033293,Aaron Jones,RB,GB,11,43,30,233,1,-48,0.0766488413547237
00-0033296,Alex Armah,RB,WAS,4,3,3,13,0,-14,0.0049916805324459
00-0033307,Kendrick Bourne,WR,NE,8,55,37,406,4,574,0.101663585951941
00-0033308,Matt Breida,RB,NYG,15,21,17,88,0,1,0.0432989690721649
00-0033357,Taysom Hill,TE,NO,16,40,33,291,2,209,0.0690846286701209
00-0033376,Patrick Ricard,RB,BAL,7,7,5,52,1,19,0.0147058823529412
00-0033439,Pharaoh Brown,TE,NE,11,15,13,208,1,104,0.0277264325323475
00-0033466,Isaiah McKenzie,WR,IND,13,14,11,82,0,35,0.0256410256410256
00-0033526,Samaje Perine,RB,DEN,17,56,50,455,0,-10,0.117400419287212
00-0033536,Mike Williams,WR,LAC,3,26,19,249,1,307,0.0423452768729642
00-0033553,James Conner,RB,ARI,13,33,27,165,2,-23,0.0611111111111111
00-0033555,Mack Hollins,WR,ATL,12,30,18,251,0,375,0.0590551181102362
00-0033572,Jamal Agnew,WR,JAX,11,21,14,225,1,253,0.0345963756177924
00-0033576,Eric Saubert,TE,HOU,3,3,3,12,0,6,0.0053003533568904
00-0033589,David Moore,WR,TB,6,7,5,94,1,49,0.0127272727272727
00-0033591,Noah Brown,WR,HOU,10,55,33,567,2,658,0.0971731448763251
00-0033699,Austin Ekeler,RB,LAC,14,74,51,436,1,-82,0.120521172638437
00-0033757,Robert Tonyan,TE,CHI,12,17,11,112,0,145,0.0356394129979036
00-0033854,Dare Ogunbowale,RB,HOU,9,7,2,18,0,31,0.0123674911660777
00-0033857,JuJu Smith-Schuster,WR,NE,11,47,29,260,1,338,0.0868761552680222
00-0033858,Jonnu Smith,TE,ATL,17,70,50,582,3,458,0.137795275590551
00-0033863,Dan Skipper,OT,DET,2,1,1,4,0,-1,0.0017421602787456
00-0033881,Evan Engram,TE,JAX,17,143,114,963,4,716,0.235584843492587
00-0033885,David Njoku,TE,CLE,16,123,81,882,6,566,0.206030150753769
00-0033891,Zay Jones,WR,JAX,9,64,34,321,2,871,0.105436573311367
00-0033893,Dalvin Cook,RB,NYJ,14,20,15,78,0,-23,0.0355239786856128
00-0033895,Gerald Everett,TE,LAC,15,70,51,411,3,282,0.11400651465798
00-0033897,Joe Mixon,RB,CIN,17,64,52,376,3,-114,0.108108108108108
00-0033906,Alvin Kamara,RB,NO,13,86,75,466,1,5,0.14853195164076
00-0033908,Cooper Kupp,WR,LA,12,95,59,737,5,781,0.171171171171171
00-0033921,Chris Godwin Jr.,WR,TB,17,130,83,1024,2,1180,0.236363636363636
00-0033923,Kareem Hunt,RB,CLE,15,21,15,84,0,-6,0.0351758793969849
00-0033925,D'Onta Foreman,RB,CHI,9,16,11,77,1,21,0.0335429769392034
00-0033943,Josh Reynolds,WR,DET,16,64,40,608,5,645,0.111498257839721
00-0033948,Jamaal Williams,RB,NO,13,20,18,62,0,-27,0.0345423143350605
00-0034054,River Cracraft,WR,MIA,6,12,9,121,1,92,0.0218579234972678
00-0034073,Ross Dwelley,TE,SF,2,2,1,12,0,17,0.0042462845010615
00-0034115,Jeff Wilson,RB,MIA,9,17,14,85,0,46,0.0309653916211293
00-0034159,Will Dissly,TE,SEA,13,22,17,172,1,62,0.0402193784277879
00-0034184,Gus Edwards,RB,BAL,17,13,12,180,0,32,0.0273109243697479
00-0034193,Kevin Rader,TE,TEN,7,3,1,6,0,32,0.006276150627615
00-0034208,Mike Boone,RB,HOU,9,9,7,40,0,9,0.0159010600706714
00-0034270,Tyler Conklin,TE,NYJ,17,87,61,621,0,595,0.154529307282416
00-0034272,Marquez Valdes-Scantling,WR,KC,16,42,21,315,1,742,0.0701168614357262
00-0034279,Equanimeous St. Brown,WR,CHI,5,6,5,62,0,53,0.0125786163522013
00-0034286,Richie James,WR,KC,9,14,10,114,0,129,0.0233722871452421
00-0034297,Byron Pringle,WR,WAS,13,22,14,161,0,297,0.0366056572379368
00-0034317,Keith Kirkwood,WR,NO,7,9,5,37,1,91,0.0155440414507772
00-0034348,Courtland Sutton,WR,DEN,16,90,59,772,10,1060,0.188679245283019
00-0034351,Dallas Goedert,TE,PHI,14,83,59,592,3,445,0.158095238095238
00-0034364,Jordan Akins,TE,CLE,13,23,15,132,0,109,0.0385259631490787
00-0034365,Ian Thomas,TE,CAR,8,9,5,56,0,78,0.0168539325842697
00-0034383,Dalton Schultz,TE,HOU,15,88,59,635,5,669,0.15547703180212
00-0034386,Justin Watson,WR,KC,15,53,27,460,3,928,0.0884808013355593
00-0034407,Ray-Ray McCloud,WR,SF,12,15,12,135,0,94,0.0318471337579618
00-0034414,Boston Scott,RB,PHI,12,6,4,52,0,31,0.0114285714285714
00-0034418,Cedrick Wilson Jr.,WR,MIA,11,38,22,296,3,429,0.0692167577413479
00-0034419,Braxton Berrios,WR,MIA,16,33,27,238,1,229,0.0601092896174863
00-0034433,Nick Bawden,RB,NYJ,6,3,3,21,0,-1,0.0053285968028419
00-0034487,Trent Sherfield,WR,BUF,11,22,11,86,1,190,0.0403669724770642
00-0034521,Allen Lazard,WR,NYJ,14,49,23,311,1,597,0.0870337477797513
00-0034575,David Wells,TE,TB,1,2,2,-10,0,0,0.0036363636363636
00-0034613,Tanner Hudson,TE,CIN,12,50,39,352,1,269,0.0844594594594595
00-0034646,Brandon Powell,WR,MIN,17,44,29,324,1,332,0.0726072607260726
00-0034681,Chase Edmonds,RB,TB,13,17,14,81,0,-25,0.0309090909090909
00-0034750,Rashaad Penny,RB,PHI,3,1,1,5,0,-1,0.0019047619047619
00-0034753,Mark Andrews,TE,BAL,10,61,45,544,6,443,0.128151260504202
00-0034764,Michael Gallup,WR,DAL,16,57,34,418,2,624,0.0942148760330578
00-0034775,Christian Kirk,WR,JAX,12,85,57,787,3,842,0.14003294892916
00-0034777,DJ Chark,WR,CAR,14,66,35,525,5,1016,0.123595505617978
00-0034791,Nick Chubb,RB,CLE,2,4,4,21,0,1,0.0067001675041876
00-0034798,Durham Smythe,TE,MIA,13,43,35,366,0,284,0.0783242258652095
00-0034827,DJ Moore,WR,CHI,17,136,96,1364,8,1476,0.285115303983229
00-0034829,Mike Gesicki,TE,NE,15,45,29,244,2,383,0.0831792975970425
00-0034830,Hayden Hurst,TE,CAR,9,32,18,184,1,242,0.0599250936329588
00-0034837,Calvin Ridley,WR,JAX,17,136,76,1016,8,1771,0.224052718286656
00-0034838,Royce Freeman,RB,LA,11,2,1,13,0,0,0.0036036036036036
00-0034844,Saquon Barkley,RB,NYG,14,60,41,280,4,134,0.123711340206186
00-0034854,KhaDarel Hodge,WR,ATL,14,23,14,232,0,330,0.0452755905511811
00-0034928,Steven Sims,WR,HOU,3,3,3,25,0,-2,0.0053003533568904
00-0034959,Andrew Beck,FB,HOU,12,13,11,55,2,22,0.0229681978798587
00-0034960,Jakobi Meyers,WR,LV,16,106,71,807,8,1028,0.199623352165725
00-0034970,Irv Smith,TE,CIN,10,26,18,115,1,105,0.0439189189189189
00-0034972,Alexander Mattison,RB,MIN,16,44,30,192,3,24,0.0726072607260726
00-0034975,Justice Hill,RB,BAL,16,39,28,206,1,23,0.0819327731092437
00-0034981,Foster Moreau,TE,NO,13,25,21,193,1,122,0.0431778929188256
00-0034983,Hunter Renfrow,WR,LV,14,37,25,255,0,207,0.0696798493408663
00-0035045,D.J. Montgomery,WR,IND,2,8,3,56,1,97,0.0146520146520147
00-0035099,Khari Blasingame,FB,CHI,8,6,3,2,0,11,0.0125786163522013
00-0035100,Jake Browning,QB,CIN,9,1,1,-7,0,-7,0.0016891891891891
00-0035120,Keelan Doss,WR,LAC,2,13,6,33,0,97,0.0211726384364821
00-0035125,Alec Ingold,FB,MIA,11,16,13,119,0,30,0.029143897996357
00-0035140,Mecole Hardman,WR,KC,7,24,15,124,0,137,0.0426287744227353
00-0035164,Cody Thompson,WR,SEA,2,1,1,10,0,6,0.0018281535648994
00-0035184,Devine Ozigbo,RB,DET,1,1,1,8,0,3,0.0017421602787456
00-0035208,Olamide Zaccheaus,WR,PHI,11,20,10,164,2,207,0.0380952380952381
00-0035215,Deonte Harty,WR,BUF,16,21,15,150,1,227,0.0385321100917431
00-0035216,Diontae Johnson,WR,PIT,13,87,51,717,5,1106,0.179752066115703
00-0035229,T.J. Hockenson,TE,MIN,15,127,95,960,5,976,0.20957095709571
00-0035243,Miles Sanders,RB,CAR,16,41,27,154,0,23,0.0767790262172285
00-0035249,Josh Oliver,TE,MIN,13,28,22,213,2,72,0.0462046204620462
00-0035250,Devin Singletary,RB,HOU,17,38,30,193,0,5,0.0671378091872792
00-0035259,Trevon Wesco,TE,TEN,6,3,1,21,0,13,0.006276150627615
00-0035261,Tony Pollard,RB,DAL,17,67,55,311,0,27,0.110743801652893
00-0035291,Trayveon Williams,RB,CIN,16,9,7,10,0,-28,0.0152027027027027
00-0035298,Scott Miller,WR,ATL,11,16,11,161,2,195,0.031496062992126
00-0035329,Donald Parham,TE,LAC,14,41,27,285,4,306,0.0667752442996743
00-0035341,Trenton Irwin,WR,CIN,12,32,25,316,1,337,0.0540540540540541
00-0035406,Lil'Jordan Humphrey,WR,DEN,11,19,13,162,3,186,0.039832285115304
00-0035414,Jalen Guyton,WR,LAC,7,21,10,89,1,218,0.0342019543973941
00-0035480,Malik Taylor,WR,NYJ,2,4,2,13,0,89,0.0071047957371225
00-0035500,Greg Dortch,WR,ARI,16,41,24,280,2,383,0.0759259259259259
00-0035535,Darius Slayton,WR,NYG,17,79,50,770,4,967,0.162886597938144
00-0035537,Ty Johnson,RB,BUF,9,7,7,62,1,2,0.0128440366972477
00-0035562,Jesper Horsted,TE,LV,5,1,1,4,0,2,0.0018832391713747
00-0035567,Craig Reynolds,RB,DET,12,5,5,47,0,-12,0.0087108013937282
00-0035593,Juwann Winfree,WR,IND,1,1,0,0,0,26,0.0018315018315018
00-0035594,Travis Homer,RB,CHI,7,1,0,0,0,-5,0.0020964360587002
00-0035628,D'Ernest Johnson,RB,JAX,16,12,10,140,0,10,0.0197693574958814
00-0035631,Drew Sample,TE,CIN,14,27,22,163,2,29,0.0456081081081081
00-0035639,Parris Campbell,WR,NYG,10,27,20,104,0,91,0.0556701030927835
00-0035640,DK Metcalf,WR,SEA,16,119,66,1114,8,1529,0.217550274223035
00-0035643,Jeffery Simmons,DT,TEN,12,1,1,2,1,2,0.002092050209205
00-0035644,Noah Fant,TE,SEA,15,43,32,414,0,298,0.0786106032906764
00-0035645,Gunner Olszewski,WR,NYG,12,1,1,0,0,-1,0.0020661157024793
00-0035657,Damien Harris,RB,BUF,6,2,2,16,0,0,0.0036697247706422
00-0035659,Terry McLaurin,WR,WAS,17,132,79,1002,4,1514,0.219633943427621
00-0035662,Marquise Brown,WR,ARI,13,101,51,574,4,1186,0.187037037037037
00-0035664,Darrell Henderson,RB,LA,4,14,10,103,0,-9,0.0252252252252252
00-0035676,A.J. Brown,WR,PHI,17,158,106,1456,7,1853,0.300952380952381
00-0035685,David Montgomery,RB,DET,14,24,16,117,0,-19,0.0418118466898955
00-0035689,Dawson Knox,TE,BUF,10,36,22,186,2,253,0.0660550458715596
00-0035700,Josh Jacobs,RB,LV,13,54,37,296,0,38,0.101694915254237
00-0035703,Miles Boykin,WR,PIT,8,4,3,17,0,19,0.0082644628099173
00-0035719,Deebo Samuel Sr.,WR,SF,15,89,60,892,7,586,0.18895966029724
00-0035726,Jakob Johnson,RB,LV,8,2,1,12,0,6,0.0037664783427495
00-0035771,Mitchell Wilcox,TE,CIN,12,12,9,56,0,12,0.0202702702702703
00-0035806,JaMycal Hasty,RB,JAX,1,2,0,0,0,24,0.0032948929159802
00-0035831,James Robinson,RB,GB,1,1,1,-2,0,-3,0.0017825311942959
00-0035860,Tony Jones,RB,ARI,6,10,7,37,0,-18,0.0172711571675302
00-0035934,Trishton Jackson,WR,MIN,2,4,2,9,0,16,0.0066006600660066
00-0035956,Giovanni Ricci,TE,CAR,2,1,1,2,0,-1,0.0018726591760299
00-0035973,Patrick Taylor,RB,GB,11,17,11,49,0,-8,0.0303030303030303
00-0036020,Salvon Ahmed,RB,MIA,7,23,16,88,1,14,0.0418943533697632
00-0036032,Sean McKeon,TE,DAL,8,2,0,0,0,13,0.0033057851239669
00-0036040,Juwan Johnson,TE,NO,13,59,37,368,4,444,0.101899827288428
00-0036124,Khalil Dorsey,CB,DET,11,1,1,31,0,22,0.0017421602787456
00-0036132,Ben Bredeson,G,NYG,4,1,1,0,0,-2,0.002061855670103
00-0036133,James Proche,WR,CLE,10,5,0,0,0,86,0.0083752093802345
00-0036139,Rico Dowdle,RB,DAL,16,22,17,144,2,-11,0.0363636363636364
00-0036145,Lawrence Cager,TE,NYG,5,5,4,36,1,21,0.0103092783505155
00-0036158,J.K. Dobbins,RB,BAL,1,3,2,15,0,3,0.0063025210084033
00-0036165,Isaiah Hodgins,WR,NYG,14,33,21,230,3,269,0.0680412371134021
00-0036176,Mason Kinsey,WR,TEN,6,1,1,6,0,-2,0.002092050209205
00-0036182,Nick Westbrook-Ikhine,WR,TEN,13,45,28,370,3,552,0.0941422594142259
00-0036187,Reggie Gilliam,RB,BUF,5,1,1,3,0,1,0.0018348623853211
00-0036196,Gabe Davis,WR,BUF,16,81,45,746,7,1223,0.148623853211009
00-0036223,Jonathan Taylor,RB,IND,10,23,19,153,1,-21,0.0421245421245421
00-0036232,Harrison Bryant,TE,CLE,14,20,13,81,3,81,0.033500837520938
00-0036233,Donovan Peoples-Jones,WR,DET,14,25,13,155,0,273,0.0418760469011725
00-0036244,Colby Parkinson,TE,SEA,15,34,25,247,2,218,0.0621572212065814
00-0036251,Zack Moss,RB,IND,14,37,27,192,2,-14,0.0677655677655678
00-0036252,Michael Pittman,WR,IND,16,156,109,1152,4,1227,0.285714285714286
00-0036254,Collin Johnson,WR,CHI,1,1,1,11,0,7,0.0020964360587002
00-0036259,Jauan Jennings,WR,SF,13,33,19,265,1,340,0.0700636942675159
00-0036261,Brandon Aiyuk,WR,SF,16,105,75,1342,7,1467,0.222929936305732
00-0036265,AJ Dillon,RB,GB,15,28,22,223,0,1,0.0499108734402852
00-0036268,Laviska Shenault Jr.,WR,CAR,8,10,10,60,0,-25,0.0187265917602996
00-0036269,La'Mical Perine,RB,KC,2,5,3,33,0,2,0.008347245409015
00-0036271,Quez Watkins,WR,PHI,5,21,15,142,1,245,0.04
00-0036275,D'Andre Swift,RB,PHI,16,49,39,214,1,27,0.0933333333333333
00-0036290,Cole Kmet,TE,CHI,16,90,73,719,6,557,0.188679245283019
00-0036297,Darrynton Evans,RB,MIA,6,12,7,49,0,-14,0.0251572327044025
00-0036309,Darnell Mooney,WR,CHI,14,61,31,414,1,630,0.127882599580713
00-0036322,Justin Jefferson,WR,MIN,10,100,68,1074,5,1258,0.165016501650165
00-0036326,Chase Claypool,WR,MIA,11,21,8,77,1,230,0.0440251572327044
00-0036328,Antonio Gibson,RB,WAS,16,59,48,389,2,-2,0.0981697171381032
00-0036331,Devin Duvernay,WR,BAL,13,9,4,18,0,81,0.0189075630252101
00-0036332,Josiah Deguara,TE,GB,9,8,8,65,0,26,0.0142602495543672
00-0036336,Anthony McFarland,RB,PIT,3,2,2,11,0,4,0.0041322314049586
00-0036345,K.J. Osborn,WR,MIN,15,75,48,540,3,659,0.123762376237624
00-0036355,Justin Herbert,QB,LAC,13,1,1,10,0,-7,0.001628664495114
00-0036358,CeeDee Lamb,WR,DAL,17,181,135,1749,12,1722,0.299173553719008
00-0036360,Clyde Edwards-Helaire,RB,KC,15,22,17,188,1,-54,0.0367278797996661
00-0036364,Lynn Bowden,WR,NO,8,16,11,83,0,80,0.0276338514680484
00-0036370,Joshua Kelley,RB,LAC,17,12,8,32,0,15,0.0195439739413681
00-0036387,Jalen Reagor,WR,NE,9,23,7,138,0,359,0.0425138632162662
00-0036407,Jerry Jeudy,WR,DEN,16,87,54,758,2,1109,0.182389937106918
00-0036410,Tee Higgins,WR,CIN,12,76,42,656,5,973,0.128378378378378
00-0036414,Cam Akers,RB,MIN,7,12,11,70,0,-13,0.0216216216216216
00-0036415,Van Jefferson,WR,ATL,14,43,20,209,0,686,0.0774774774774775
00-0036422,Adam Trautman,TE,DEN,16,35,22,204,3,226,0.0733752620545073
00-0036423,Albert Okwuegbunam,TE,PHI,1,1,0,0,0,10,0.0019047619047619
00-0036424,Brycen Hopkins,TE,LA,5,7,5,78,0,66,0.0126126126126126
00-0036425,DeeJay Dallas,RB,SEA,17,9,6,26,0,-15,0.0164533820840951
00-0036427,Tyler Johnson,WR,LA,1,3,2,8,1,16,0.0054054054054054
00-0036429,Charlie Woerner,TE,SF,10,3,3,32,0,12,0.0063694267515923
00-0036438,Stephen Sullivan,TE,CAR,10,24,12,125,0,255,0.0449438202247191
00-0036450,Ke'Shawn Vaughn,RB,TB,5,5,2,2,0,-2,0.009090909090909
00-0036482,Mike Strachan,WR,CAR,2,3,1,45,0,73,0.0056179775280898
00-0036493,Deon Jackson,RB,NYG,2,6,5,14,0,-6,0.010989010989011
00-0036497,Tim Jones,WR,JAX,10,18,11,83,0,152,0.0296540362438221
00-0036504,Brandin Echols,CB,NYJ,6,1,1,18,0,10,0.0017761989342806
00-0036510,Kenny Yeboah,TE,NYJ,3,4,2,28,0,19,0.0071047957371225
00-0036550,Rashod Bateman,WR,BAL,15,56,32,367,1,811,0.117647058823529
00-0036554,Nico Collins,WR,HOU,15,109,80,1297,8,1186,0.192579505300353
00-0036555,Chuba Hubbard,RB,CAR,17,44,39,233,0,-34,0.0823970037453183
00-0036556,Brevin Jordan,TE,HOU,10,21,17,219,2,115,0.0371024734982332
00-0036567,Elijah Mitchell,RB,SF,11,8,6,14,0,-22,0.0169851380042463
00-0036569,Gary Brightwell,RB,NYG,4,7,5,47,0,-6,0.0144329896907217
00-0036590,Quintin Morris,TE,BUF,2,3,2,26,1,33,0.0055045871559633
00-0036613,Jaylen Waddle,WR,MIA,14,104,72,1014,4,1051,0.189435336976321
00-0036620,Dee Eskridge,WR,SEA,4,1,0,0,0,17,0.0018281535648994
00-0036626,Dyami Brown,WR,WAS,16,23,12,168,1,387,0.0382695507487521
00-0036628,John Bates,TE,WAS,15,28,19,151,0,175,0.0465890183028286
00-0036630,Tylan Wallace,WR,BAL,6,2,1,11,0,23,0.0042016806722689
00-0036635,Ihmir Smith-Marsette,WR,CAR,17,10,8,51,0,9,0.0187265917602996
00-0036637,Noah Gray,TE,KC,16,41,28,305,2,270,0.0684474123539232
00-0036646,Simi Fehoko,WR,LAC,2,2,1,9,1,18,0.003257328990228
00-0036727,Adam Prentice,FB,NO,6,3,2,12,0,11,0.005181347150259
00-0036741,Jack Stoll,TE,PHI,6,8,5,38,0,25,0.0152380952380952
00-0036754,Brock Wright,TE,DET,9,14,13,91,1,40,0.024390243902439
00-0036841,Austin Trammell,WR,LA,15,7,4,29,0,25,0.0126126126126126
00-0036849,Tutu Atwell,WR,LA,14,67,39,483,3,767,0.120720720720721
00-0036857,Chris Evans,RB,CIN,3,1,1,-1,0,-1,0.0016891891891891
00-0036860,Jake Funk,RB,IND,1,1,1,12,0,0,0.0018315018315018
00-0036862,Ben Skowronek,WR,LA,13,12,8,66,1,88,0.0216216216216216
00-0036875,Rhamondre Stevenson,RB,NE,12,51,38,238,0,13,0.0942698706099815
00-0036876,Kylen Granson,TE,IND,15,50,30,368,1,402,0.0915750915750916
00-0036887,Luke Farrell,TE,JAX,10,15,13,155,0,71,0.0247116968698517
00-0036893,Najee Harris,RB,PIT,17,38,29,170,0,9,0.0785123966942149
00-0036894,Pat Freiermuth,TE,PIT,11,47,32,308,2,311,0.0971074380165289
00-0036900,Ja'Marr Chase,WR,CIN,16,145,100,1216,7,1254,0.244932432432432
00-0036906,Khalil Herbert,RB,CHI,12,31,20,134,1,17,0.0649895178197065
00-0036912,DeVonta Smith,WR,PHI,16,112,81,1066,7,1350,0.213333333333333
00-0036913,Kadarius Toney,WR,KC,13,38,27,169,1,112,0.0634390651085142
00-0036919,Kenny Gainwell,RB,PHI,16,37,30,183,0,71,0.0704761904761905
00-0036924,Michael Carter,RB,ARI,15,31,24,101,1,34,0.0550621669626998
00-0036936,Rondale Moore,WR,ARI,17,62,40,352,1,322,0.114814814814815
00-0036955,Terrace Marshall Jr.,WR,CAR,8,33,19,139,0,238,0.0617977528089888
00-0036963,Amon-Ra St. Brown,WR,DET,16,164,119,1515,10,1271,0.285714285714286
00-0036970,Kyle Pitts,TE,ATL,17,90,53,667,3,1029,0.177165354330709
00-0036973,Travis Etienne,RB,JAX,17,73,58,476,1,-67,0.120263591433278
00-0036980,Elijah Moore,WR,CLE,16,104,59,640,2,1155,0.174204355108878
00-0036984,Trey Sermon,RB,IND,8,6,3,13,0,11,0.010989010989011
00-0036988,Josh Palmer,WR,LAC,10,61,38,581,2,693,0.0993485342019544
00-0036991,Amari Rodgers,WR,IND,1,2,0,0,0,30,0.0036630036630036
00-0036997,Javonte Williams,RB,DEN,16,58,47,228,2,-99,0.121593291404612
00-0037005,Tommy Tremble,TE,CAR,15,32,23,194,3,204,0.0599250936329588
00-0037077,Sam Howell,QB,WAS,17,1,1,4,0,1,0.0016638935108153
00-0037078,Cole Turner,TE,WAS,8,15,11,120,0,102,0.0249584026622296
