player_id,team_start
00-0029664,KC
00-0029669,NE
00-0029672,CIN
00-0029679,PHI
00-0029681,TEN
00-0029685,NYJ
00-0029692,DAL
00-0029701,TEN
00-0029709,DAL
00-0029714,MIN
00-0029738,DET
00-0029747,ARI
00-0029764,NE
00-0029794,ATL
00-0029799,JAX
00-0029822,DEN
00-0029869,LV
00-0029890,DEN
00-0029892,SF
00-0029895,TB
00-0029901,CAR
00-0029955,NYJ
00-0029959,LV
00-0030010,ATL
00-0030035,MIN
00-0030041,DET
00-0030046,NO
00-0030061,PHI
00-0030062,PHI
00-0030063,LV
00-0030064,WAS
00-0030067,NO
00-0030068,CHI
00-0030070,MIA
00-0030076,CLE
00-0030083,LAC
00-0030085,NO
00-0030090,BUF
00-0030092,DEN
00-0030097,TEN
00-0030098,WAS
00-0030108,NYJ
00-0030114,BUF
00-0030140,WAS
00-0030148,LV
00-0030155,ARI
00-0030161,TEN
00-0030181,IND
00-0030196,NO
00-0030228,CAR
00-0030273,HOU
00-0030279,LAC
00-0030288,HOU
00-0030294,SF
00-0030312,IND
00-0030332,NO
00-0030380,SEA
00-0030382,TB
00-0030383,ATL
00-0030386,TB
00-0030387,ATL
00-0030402,WAS
00-0030411,NYG
00-0030421,DET
00-0030431,LA
00-0030442,TEN
00-0030449,CHI
00-0030455,BUF
00-0030456,TB
00-0030459,KC
00-0030463,BUF
00-0030465,TB
00-0030471,ATL
00-0030496,BAL
00-0030500,DET
00-0030503,KC
00-0030506,KC
00-0030511,BAL
00-0030513,BAL
00-0030520,NYG
00-0030525,JAX
00-0030527,CHI
00-0030528,ARI
00-0030561,PHI
00-0030562,NO
00-0030564,ARI
00-0030565,SEA
00-0030573,MIN
00-0030575,IND
00-0030578,ATL
00-0030584,IND
00-0030585,ARI
00-0030648,BAL
00-0030663,LV
00-0030665,KC
00-0030669,MIA
00-0030694,NO
00-0030706,ATL
00-0030725,WAS
00-0030757,ATL
00-0030761,HOU
00-0030781,CIN
00-0030827,JAX
00-0030829,TB
00-0030850,NO
00-0030874,CHI
00-0030883,ARI
00-0030946,SEA
00-0030968,ATL
00-0030986,NO
00-0031016,TB
00-0031019,LAC
00-0031022,NYJ
00-0031039,NE
00-0031040,CHI
00-0031041,DEN
00-0031045,JAX
00-0031051,DEN
00-0031052,MIN
00-0031054,CAR
00-0031061,SF
00-0031062,NE
00-0031067,DEN
00-0031079,CHI
00-0031095,WAS
00-0031097,HOU
00-0031101,TB
00-0031105,SF
00-0031122,JAX
00-0031130,CHI
00-0031136,PIT
00-0031142,LAC
00-0031175,CHI
00-0031176,JAX
00-0031177,DAL
00-0031181,CIN
00-0031203,CHI
00-0031235,CLE
00-0031236,HOU
00-0031237,DEN
00-0031241,ARI
00-0031242,DEN
00-0031253,SF
00-0031254,TEN
00-0031256,MIN
00-0031258,CHI
00-0031260,WAS
00-0031264,HOU
00-0031269,IND
00-0031270,DEN
00-0031273,TB
00-0031279,ATL
00-0031280,LV
00-0031282,HOU
00-0031285,BAL
00-0031296,NYJ
00-0031297,SF
00-0031298,SF
00-0031308,HOU
00-0031319,DEN
00-0031325,BAL
00-0031330,NYJ
00-0031331,TB
00-0031334,SF
00-0031338,HOU
00-0031345,SF
00-0031346,BAL
00-0031348,KC
00-0031349,CAR
00-0031353,LAC
00-0031357,DAL
00-0031360,NE
00-0031361,HOU
00-0031362,PIT
00-0031363,MIA
00-0031364,CLE
00-0031367,SEA
00-0031369,JAX
00-0031372,NO
00-0031376,KC
00-0031380,NYG
00-0031381,GB
00-0031382,CLE
00-0031384,PHI
00-0031387,PIT
00-0031388,LA
00-0031389,NYJ
00-0031395,WAS
00-0031402,DAL
00-0031404,NE
00-0031408,TB
00-0031411,DAL
00-0031426,CLE
00-0031428,CHI
00-0031433,GB
00-0031442,TEN
00-0031484,JAX
00-0031492,SEA
00-0031500,BUF
00-0031502,MIN
00-0031503,NO
00-0031534,DAL
00-0031543,LAC
00-0031544,DAL
00-0031545,NO
00-0031546,CIN
00-0031547,MIA
00-0031549,NE
00-0031550,CAR
00-0031551,CHI
00-0031553,NYG
00-0031554,MIN
00-0031555,MIA
00-0031556,WAS
00-0031557,ARI
00-0031558,ARI
00-0031559,BAL
00-0031565,MIN
00-0031566,DET
00-0031567,BUF
00-0031576,GB
00-0031580,NE
00-0031581,IND
00-0031583,ATL
00-0031584,GB
00-0031585,TEN
00-0031587,WAS
00-0031588,BUF
00-0031595,KC
00-0031596,WAS
00-0031597,MIN
00-0031598,BAL
00-0031608,SEA
00-0031610,LV
00-0031615,NO
00-0031619,LAC
00-0031622,TEN
00-0031624,SEA
00-0031628,WAS
00-0031636,DAL
00-0031687,SF
00-0031690,BAL
00-0031713,HOU
00-0031734,IND
00-0031740,HOU
00-0031763,WAS
00-0031785,CLE
00-0031787,BUF
00-0031795,DEN
00-0031796,MIA
00-0031799,PHI
00-0031800,WAS
00-0031806,MIA
00-0031838,ATL
00-0031844,WAS
00-0031852,NE
00-0031856,NE
00-0031868,CHI
00-0031870,DET
00-0031893,MIA
00-0031898,PHI
00-0031904,DEN
00-0031911,PHI
00-0031921,TEN
00-0031923,MIA
00-0031933,NYG
00-0031934,JAX
00-0031935,GB
00-0031936,BUF
00-0031938,NE
00-0031941,NYJ
00-0031947,ATL
00-0031951,JAX
00-0031957,TB
00-0031958,MIA
00-0031961,SF
00-0032009,WAS
00-0032043,CIN
00-0032052,ATL
00-0032053,WAS
00-0032054,TB
00-0032057,SF
00-0032058,NYJ
00-0032059,NO
00-0032062,KC
00-0032063,ATL
00-0032065,TB
00-0032071,NE
00-0032081,TEN
00-0032087,JAX
00-0032094,SF
00-0032098,NYJ
00-0032103,LV
00-0032104,MIN
00-0032107,CHI
00-0032109,NO
00-0032116,LV
00-0032127,ARI
00-0032128,HOU
00-0032129,ARI
00-0032132,ARI
00-0032134,CIN
00-0032135,CHI
00-0032141,TEN
00-0032143,NYG
00-0032144,DEN
00-0032145,CAR
00-0032146,TEN
00-0032149,CAR
00-0032150,PHI
00-0032151,BUF
00-0032156,NO
00-0032160,DET
00-0032162,MIN
00-0032164,SF
00-0032187,HOU
00-0032195,DEN
00-0032197,DAL
00-0032200,NO
00-0032208,JAX
00-0032210,KC
00-0032211,SEA
00-0032214,NYJ
00-0032215,JAX
00-0032217,TB
00-0032222,ARI
00-0032228,NE
00-0032234,SF
00-0032239,MIA
00-0032242,LA
00-0032243,TB
00-0032245,MIN
00-0032257,MIA
00-0032259,WAS
00-0032261,JAX
00-0032262,WAS
00-0032265,CHI
00-0032268,LV
00-0032269,NE
00-0032320,ATL
00-0032353,MIA
00-0032355,TEN
00-0032366,BUF
00-0032378,IND
00-0032379,CIN
00-0032380,HOU
00-0032381,DET
00-0032382,DAL
00-0032383,IND
00-0032384,CHI
00-0032385,NYG
00-0032387,KC
00-0032388,ATL
00-0032389,MIN
00-0032391,KC
00-0032392,CLE
00-0032394,NO
00-0032395,DEN
00-0032398,HOU
00-0032399,PIT
00-0032401,GB
00-0032402,PHI
00-0032403,CAR
00-0032408,NYG
00-0032410,TB
00-0032412,GB
00-0032413,NYJ
00-0032415,NE
00-0032416,LV
00-0032419,PIT
00-0032420,SEA
00-0032424,CIN
00-0032426,SEA
00-0032432,WAS
00-0032434,CIN
00-0032437,HOU
00-0032438,DAL
00-0032442,MIA
00-0032445,NE
00-0032448,MIN
00-0032449,CAR
00-0032450,NO
00-0032454,DAL
00-0032463,TEN
00-0032464,DET
00-0032466,NYJ
00-0032496,TEN
00-0032497,BUF
00-0032518,BUF
00-0032520,MIN
00-0032521,CIN
00-0032525,NYJ
00-0032528,ARI
00-0032543,CAR
00-0032560,ARI
00-0032573,LV
00-0032574,MIN
00-0032575,NYG
00-0032578,NYG
00-0032580,NE
00-0032592,NYJ
00-0032602,WAS
00-0032626,DET
00-0032637,TB
00-0032641,LA
00-0032655,DET
00-0032660,BUF
00-0032667,JAX
00-0032671,CAR
00-0032677,LV
00-0032688,CAR
00-0032725,LAC
00-0032726,HOU
00-0032734,MIA
00-0032741,LV
00-0032758,HOU
00-0032759,NYJ
00-0032761,SEA
00-0032762,KC
00-0032763,NYG
00-0032764,TEN
00-0032766,ATL
00-0032768,CHI
00-0032770,BAL
00-0032771,DET
00-0032772,LAC
00-0032773,LV
00-0032774,CHI
00-0032775,KC
00-0032778,ATL
00-0032780,PHI
00-0032781,WAS
00-0032782,WAS
00-0032785,DET
00-0032786,CHI
00-0032790,CHI
00-0032791,MIA
00-0032803,NE
00-0032807,MIA
00-0032809,ARI
00-0032813,NYG
00-0032848,ARI
00-0032870,NO
00-0032871,IND
00-0032875,NO
00-0032881,MIA
00-0032888,PIT
00-0032889,LA
00-0032890,NYG
00-0032891,DET
00-0032892,MIN
00-0032897,PIT
00-0032918,MIN
00-0032933,ARI
00-0032939,CIN
00-0032942,BAL
00-0032943,NYG
00-0032950,IND
00-0032951,JAX
00-0032952,CIN
00-0032954,PHI
00-0032955,LAC
00-0032956,CLE
00-0032958,NYJ
00-0032967,BUF
00-0032968,JAX
00-0032969,LV
00-0032970,HOU
00-0032971,DEN
00-0032972,NYG
00-0032975,WAS
00-0032977,CLE
00-0032980,TEN
00-0032986,CHI
00-0032998,WAS
00-0033006,TB
00-0033009,CIN
00-0033010,CLE
00-0033011,NYJ
00-0033025,LV
00-0033038,HOU
00-0033040,KC
00-0033045,DAL
00-0033046,JAX
00-0033047,DAL
00-0033050,MIA
00-0033051,NO
00-0033052,DAL
00-0033055,LA
00-0033057,CLE
00-0033058,NYG
00-0033059,ATL
00-0033064,JAX
00-0033066,CLE
00-0033072,LA
00-0033073,MIA
00-0033077,DAL
00-0033082,GB
00-0033083,DAL
00-0033084,WAS
00-0033090,NE
00-0033091,NO
00-0033093,ATL
00-0033094,ATL
00-0033095,NO
00-0033096,NYJ
00-0033103,CHI
00-0033106,DET
00-0033107,WAS
00-0033109,PHI
00-0033110,LA
00-0033111,NYG
00-0033114,CIN
00-0033118,LV
00-0033119,MIA
00-0033120,GB
00-0033123,LV
00-0033125,PIT
00-0033127,MIA
00-0033129,LV
00-0033131,HOU
00-0033132,TEN
00-0033156,LAC
00-0033161,NYJ
00-0033196,TB
00-0033215,TB
00-0033217,IND
00-0033221,SF
00-0033246,LA
00-0033251,IND
00-0033258,ARI
00-0033260,NYJ
00-0033266,CLE
00-0033269,IND
00-0033275,CAR
00-0033280,CAR
00-0033281,BAL
00-0033282,WAS
00-0033283,BAL
00-0033284,CAR
00-0033288,SF
00-0033289,WAS
00-0033292,CIN
00-0033293,GB
00-0033294,BAL
00-0033296,NO
00-0033297,SF
00-0033300,NYJ
00-0033302,NYJ
00-0033303,KC
00-0033307,NE
00-0033308,BUF
00-0033319,CLE
00-0033324,NE
00-0033336,PHI
00-0033338,MIA
00-0033344,HOU
00-0033347,CIN
00-0033357,NO
00-0033367,NYG
00-0033375,DEN
00-0033376,BAL
00-0033381,MIA
00-0033386,TEN
00-0033387,JAX
00-0033392,NE
00-0033393,IND
00-0033400,BUF
00-0033403,PHI
00-0033405,WAS
00-0033421,HOU
00-0033430,TEN
00-0033435,TEN
00-0033439,HOU
00-0033452,CIN
00-0033455,TEN
00-0033460,NYG
00-0033466,BUF
00-0033469,HOU
00-0033471,MIA
00-0033481,KC
00-0033503,PIT
00-0033511,ARI
00-0033512,DAL
00-0033523,WAS
00-0033524,GB
00-0033526,CIN
00-0033528,DAL
00-0033529,WAS
00-0033536,LAC
00-0033538,DEN
00-0033539,NYJ
00-0033540,CLE
00-0033541,PIT
00-0033543,SEA
00-0033545,CHI
00-0033546,MIN
00-0033547,HOU
00-0033548,CIN
00-0033549,MIA
00-0033550,BUF
00-0033551,GB
00-0033553,ARI
00-0033555,MIA
00-0033557,DET
00-0033560,IND
00-0033563,DAL
00-0033566,HOU
00-0033567,SF
00-0033568,DEN
00-0033570,CLE
00-0033571,BUF
00-0033572,JAX
00-0033576,DEN
00-0033579,MIN
00-0033580,ARI
00-0033588,IND
00-0033589,DEN
00-0033591,DAL
00-0033592,SEA
00-0033594,SEA
00-0033595,TB
00-0033598,TEN
00-0033611,WAS
00-0033649,NYJ
00-0033658,DAL
00-0033659,TEN
00-0033662,DAL
00-0033681,NYJ
00-0033697,LAC
00-0033699,LAC
00-0033702,ATL
00-0033716,NE
00-0033720,CAR
00-0033725,DAL
00-0033729,HOU
00-0033733,PHI
00-0033734,MIA
00-0033752,LAC
00-0033757,GB
00-0033765,TEN
00-0033770,NYJ
00-0033779,CHI
00-0033782,HOU
00-0033783,PIT
00-0033784,CHI
00-0033787,PHI
00-0033790,CIN
00-0033791,CIN
00-0033792,JAX
00-0033831,KC
00-0033839,MIN
00-0033854,JAX
00-0033856,TB
00-0033857,PIT
00-0033858,NE
00-0033860,NE
00-0033862,CAR
00-0033868,CLE
00-0033869,BUF
00-0033870,LV
00-0033871,NYJ
00-0033872,SEA
00-0033873,KC
00-0033874,NO
00-0033875,CAR
00-0033876,PHI
00-0033877,DAL
00-0033878,NYG
00-0033879,TB
00-0033880,DET
00-0033881,NYG
00-0033883,NYG
00-0033884,BUF
00-0033885,CLE
00-0033886,PIT
00-0033889,JAX
00-0033890,ARI
00-0033891,LV
00-0033892,NYJ
00-0033893,MIN
00-0033894,NO
00-0033895,SEA
00-0033896,MIA
00-0033897,CIN
00-0033901,SEA
00-0033902,NO
00-0033903,IND
00-0033904,BUF
00-0033905,CIN
00-0033906,NO
00-0033907,JAX
00-0033908,LA
00-0033909,CAR
00-0033912,SF
00-0033913,PIT
00-0033914,DET
00-0033917,DAL
00-0033918,ATL
00-0033920,HOU
00-0033921,TB
00-0033923,CLE
00-0033925,TEN
00-0033926,JAX
00-0033927,CLE
00-0033928,DAL
00-0033929,NO
00-0033930,PIT
00-0033932,NYG
00-0033935,CIN
00-0033936,JAX
00-0033939,MIA
00-0033940,HOU
00-0033941,JAX
00-0033943,TEN
00-0033945,SF
00-0033947,NE
00-0033948,DET
00-0033950,ATL
00-0033951,IND
00-0033952,IND
00-0033954,TEN
00-0033955,TEN
00-0033956,LV
00-0033957,CHI
00-0033958,LV
00-0033964,IND
00-0033969,CLE
00-0033973,CLE
00-0033995,CLE
00-0034011,CAR
00-0034019,CLE
00-0034051,PIT
00-0034052,CAR
00-0034054,SF
00-0034067,DET
00-0034071,WAS
00-0034073,SF
00-0034084,TEN
00-0034088,BAL
00-0034091,IND
00-0034096,SF
00-0034104,WAS
00-0034109,HOU
00-0034111,LAC
00-0034112,DEN
00-0034115,SF
00-0034116,NO
00-0034131,GB
00-0034132,ATL
00-0034139,ATL
00-0034145,KC
00-0034154,ATL
00-0034158,MIN
00-0034159,SEA
00-0034160,SEA
00-0034161,LV
00-0034162,JAX
00-0034163,HOU
00-0034164,BAL
00-0034165,ATL
00-0034171,DET
00-0034173,NYJ
00-0034177,DET
00-0034185,GB
00-0034193,PIT
00-0034198,LV
00-0034203,LA
00-0034204,TEN
00-0034208,DEN
00-0034234,SEA
00-0034248,MIA
00-0034251,NE
00-0034253,TEN
00-0034261,LA
00-0034264,NO
00-0034265,BAL
00-0034266,LA
00-0034270,MIN
00-0034272,GB
00-0034274,MIN
00-0034275,NYJ
00-0034277,BAL
00-0034278,HOU
00-0034279,GB
00-0034281,BAL
00-0034285,MIA
00-0034296,KC
00-0034297,KC
00-0034301,KC
00-0034302,CAR
00-0034311,CLE
00-0034317,CAR
00-0034318,PIT
00-0034319,TB
00-0034320,SF
00-0034325,IND
00-0034331,HOU
00-0034333,WAS
00-0034334,WAS
00-0034335,PIT
00-0034342,IND
00-0034343,ATL
00-0034344,NO
00-0034346,NYG
00-0034347,CHI
00-0034348,DEN
00-0034350,LAC
00-0034351,PHI
00-0034352,DAL
00-0034353,HOU
00-0034354,IND
00-0034355,CLE
00-0034356,CAR
00-0034357,ATL
00-0034359,IND
00-0034360,NYG
00-0034361,HOU
00-0034364,HOU
00-0034365,CAR
00-0034366,IND
00-0034367,IND
00-0034368,DEN
00-0034371,DET
00-0034372,CHI
00-0034373,DAL
00-0034374,TB
00-0034375,LAC
00-0034376,BUF
00-0034377,PHI
00-0034378,DAL
00-0034380,JAX
00-0034381,PHI
00-0034382,CAR
00-0034383,DAL
00-0034384,SEA
00-0034385,NE
00-0034387,CHI
00-0034388,LAC
00-0034389,TEN
00-0034391,BUF
00-0034392,LAC
00-0034394,LAC
00-0034395,KC
00-0034396,CAR
00-0034397,WAS
00-0034399,CLE
00-0034400,IND
00-0034401,NYJ
00-0034404,ARI
00-0034407,PIT
00-0034411,ATL
00-0034413,ATL
00-0034414,PHI
00-0034417,IND
00-0034418,DAL
00-0034419,NYJ
00-0034424,IND
00-0034429,PHI
00-0034430,BUF
00-0034431,IND
00-0034433,NYJ
00-0034435,NYG
00-0034436,NO
00-0034437,JAX
00-0034438,TEN
00-0034440,LAC
00-0034446,CIN
00-0034449,LA
00-0034450,MIN
00-0034461,DET
00-0034465,WAS
00-0034468,GB
00-0034473,ARI
00-0034485,HOU
00-0034487,SF
00-0034488,HOU
00-0034490,ARI
00-0034495,DET
00-0034496,CAR
00-0034505,BUF
00-0034514,BUF
00-0034515,TB
00-0034516,JAX
00-0034521,GB
00-0034522,JAX
00-0034527,SEA
00-0034533,CIN
00-0034545,LV
00-0034571,CAR
00-0034573,KC
00-0034577,WAS
00-0034578,CAR
00-0034587,GB
00-0034588,NYG
00-0034590,CAR
00-0034591,NE
00-0034594,HOU
00-0034597,CHI
00-0034602,WAS
00-0034606,CAR
00-0034612,KC
00-0034614,DET
00-0034623,PHI
00-0034631,NYJ
00-0034639,DEN
00-0034641,TEN
00-0034646,LA
00-0034648,CAR
00-0034652,TEN
00-0034659,NO
00-0034668,TB
00-0034669,HOU
00-0034672,NO
00-0034673,BUF
00-0034674,DAL
00-0034675,CIN
00-0034676,PIT
00-0034677,LAC
00-0034680,KC
00-0034681,ARI
00-0034682,PHI
00-0034683,CIN
00-0034684,TEN
00-0034686,CIN
00-0034720,PIT
00-0034721,GB
00-0034723,ATL
00-0034726,LV
00-0034728,GB
00-0034729,SEA
00-0034730,SF
00-0034731,BAL
00-0034735,TB
00-0034736,NYG
00-0034743,TEN
00-0034745,DET
00-0034746,SF
00-0034750,SEA
00-0034751,KC
00-0034752,KC
00-0034753,BAL
00-0034754,GB
00-0034756,SEA
00-0034759,LV
00-0034760,NYJ
00-0034762,NYG
00-0034763,LV
00-0034764,DAL
00-0034765,NO
00-0034766,MIN
00-0034768,PIT
00-0034771,PIT
00-0034773,TB
00-0034775,ARI
00-0034777,JAX
00-0034778,TB
00-0034779,CLE
00-0034780,GB
00-0034781,KC
00-0034782,BUF
00-0034785,MIN
00-0034787,BAL
00-0034789,PIT
00-0034790,LAC
00-0034791,CLE
00-0034794,MIA
00-0034796,BAL
00-0034797,MIA
00-0034798,MIA
00-0034799,PIT
00-0034800,CIN
00-0034801,DET
00-0034804,LA
00-0034805,NYJ
00-0034806,DEN
00-0034807,LA
00-0034808,CLE
00-0034810,LA
00-0034812,LA
00-0034813,LA
00-0034815,SF
00-0034816,TB
00-0034817,HOU
00-0034818,KC
00-0034825,SF
00-0034827,CAR
00-0034828,TEN
00-0034829,MIA
00-0034830,ATL
00-0034831,SEA
00-0034832,DEN
00-0034833,NE
00-0034834,CIN
00-0034836,IND
00-0034837,ATL
00-0034838,CAR
00-0034839,NYG
00-0034842,JAX
00-0034843,KC
00-0034844,NYG
00-0034845,LA
00-0034846,IND
00-0034847,SF
00-0034854,DET
00-0034855,CLE
00-0034856,CLE
00-0034857,BUF
00-0034858,PIT
00-0034860,NYG
00-0034867,DAL
00-0034869,CAR
00-0034874,CHI
00-0034887,DEN
00-0034899,LA
00-0034902,MIA
00-0034903,LAC
00-0034909,LAC
00-0034913,WAS
00-0034921,KC
00-0034930,DET
00-0034937,PIT
00-0034941,SF
00-0034944,NO
00-0034954,DEN
00-0034955,DEN
00-0034956,HOU
00-0034959,DEN
00-0034960,NE
00-0034966,NE
00-0034967,GB
00-0034968,GB
00-0034969,IND
00-0034972,MIN
00-0034973,LV
00-0034974,NYG
00-0034977,NYJ
00-0034978,BAL
00-0034981,LV
00-0034982,SF
00-0034983,LV
00-0034984,GB
00-0034987,IND
00-0034988,NYG
00-0034992,MIN
00-0034993,PHI
00-0034994,MIN
00-0034996,CLE
00-0034999,GB
00-0035020,SF
00-0035021,IND
00-0035022,SEA
00-0035026,SF
00-0035040,DET
00-0035042,CLE
00-0035045,NYJ
00-0035048,CIN
00-0035062,CHI
00-0035073,DEN
00-0035076,DET
00-0035084,GB
00-0035094,SEA
00-0035099,TEN
00-0035101,HOU
00-0035112,BAL
00-0035118,LA
00-0035125,LV
00-0035126,ARI
00-0035127,LV
00-0035133,LV
00-0035135,NYJ
00-0035139,SEA
00-0035140,KC
00-0035142,SEA
00-0035144,CLE
00-0035145,DET
00-0035147,KC
00-0035150,MIN
00-0035156,DET
00-0035157,KC
00-0035164,SEA
00-0035166,SF
00-0035177,CLE
00-0035184,NO
00-0035187,NYJ
00-0035189,JAX
00-0035190,LV
00-0035192,HOU
00-0035202,NYJ
00-0035208,ATL
00-0035210,CLE
00-0035215,NO
00-0035216,PIT
00-0035217,PIT
00-0035218,LV
00-0035219,PIT
00-0035222,PIT
00-0035223,PIT
00-0035227,DEN
00-0035228,ARI
00-0035229,DET
00-0035230,BUF
00-0035231,MIA
00-0035233,PHI
00-0035234,HOU
00-0035235,ATL
00-0035236,ARI
00-0035237,JAX
00-0035238,BUF
00-0035239,TB
00-0035240,NE
00-0035241,NE
00-0035242,NO
00-0035243,PHI
00-0035244,HOU
00-0035245,HOU
00-0035246,PHI
00-0035247,DAL
00-0035248,ARI
00-0035249,BAL
00-0035250,BUF
00-0035252,NE
00-0035253,NO
00-0035254,TB
00-0035255,ATL
00-0035259,NYJ
00-0035260,CIN
00-0035261,DAL
00-0035262,LAC
00-0035263,NYG
00-0035265,ATL
00-0035266,CAR
00-0035268,JAX
00-0035269,LA
00-0035270,DET
00-0035272,MIA
00-0035273,ATL
00-0035276,NYJ
00-0035277,SEA
00-0035279,HOU
00-0035280,NE
00-0035281,CLE
00-0035286,WAS
00-0035289,PHI
00-0035290,BUF
00-0035291,CIN
00-0035292,TEN
00-0035293,CHI
00-0035294,SEA
00-0035295,CIN
00-0035298,TB
00-0035300,CAR
00-0035301,DAL
00-0035304,NYG
00-0035306,CAR
00-0035307,HOU
00-0035308,BUF
00-0035311,MIA
00-0035316,NO
00-0035327,DET
00-0035328,DET
00-0035329,LAC
00-0035330,DET
00-0035334,DET
00-0035341,CIN
00-0035342,MIA
00-0035343,ARI
00-0035345,NYG
00-0035346,MIA
00-0035350,MIA
00-0035352,BUF
00-0035355,CLE
00-0035356,PHI
00-0035357,BUF
00-0035358,CLE
00-0035359,NYG
00-0035363,BUF
00-0035370,DET
00-0035373,HOU
00-0035375,JAX
00-0035378,JAX
00-0035382,BUF
00-0035383,PHI
00-0035384,PHI
00-0035386,PHI
00-0035390,ATL
00-0035393,IND
00-0035399,CIN
00-0035402,NO
00-0035404,CLE
00-0035406,NO
00-0035407,NYG
00-0035408,BAL
00-0035409,NO
00-0035412,NO
00-0035413,DAL
00-0035414,LAC
00-0035422,BAL
00-0035423,WAS
00-0035428,LV
00-0035432,LAC
00-0035437,LV
00-0035444,WAS
00-0035448,DEN
00-0035455,NO
00-0035457,JAX
00-0035480,GB
00-0035500,ARI
00-0035507,NYJ
00-0035510,NYJ
00-0035513,TEN
00-0035518,NO
00-0035519,BAL
00-0035521,TEN
00-0035525,PIT
00-0035526,GB
00-0035527,ARI
00-0035530,IND
00-0035531,DET
00-0035532,ARI
00-0035533,MIN
00-0035535,NYG
00-0035537,NYJ
00-0035538,LAC
00-0035541,ARI
00-0035542,LAC
00-0035544,DET
00-0035547,KC
00-0035549,NYJ
00-0035562,CHI
00-0035567,DET
00-0035572,ATL
00-0035573,LA
00-0035588,MIN
00-0035591,LA
00-0035593,GB
00-0035594,SEA
00-0035600,NYJ
00-0035602,NYG
00-0035603,LA
00-0035607,LA
00-0035609,LA
00-0035617,LA
00-0035621,CHI
00-0035624,NE
00-0035625,KC
00-0035628,CLE
00-0035629,CIN
00-0035630,ATL
00-0035631,CIN
00-0035632,TEN
00-0035633,DET
00-0035636,SEA
00-0035637,IND
00-0035638,CLE
00-0035639,IND
00-0035640,SEA
00-0035642,JAX
00-0035643,TEN
00-0035644,DEN
00-0035645,NE
00-0035646,CLE
00-0035647,WAS
00-0035649,TEN
00-0035650,PIT
00-0035651,BAL
00-0035654,NE
00-0035655,DET
00-0035656,KC
00-0035657,NE
00-0035659,WAS
00-0035662,BAL
00-0035663,LA
00-0035664,LA
00-0035665,LA
00-0035666,LA
00-0035667,LA
00-0035668,LA
