player_id,team_start
00-0032395,DET
00-0032399,PIT
00-0032401,SF
00-0032412,PIT
00-0032415,ATL
00-0032416,CLE
00-0032424,DET
00-0032434,SF
00-0032437,MIN
00-0032442,PIT
00-0032445,CIN
00-0032463,DET
00-0032464,DET
00-0032497,BUF
00-0032521,CIN
00-0032543,NE
00-0032569,DEN
00-0032574,BAL
00-0032580,NE
00-0032667,JAX
00-0032671,LAC
00-0032688,MIA
00-0032701,SF
00-0032726,HOU
00-0032753,IND
00-0032759,CIN
00-0032762,KC
00-0032763,BUF
00-0032764,BAL
00-0032768,LV
00-0032774,KC
00-0032775,LA
00-0032803,NYJ
00-0032889,CAR
00-0032891,TEN
00-0032892,DAL
00-0032918,MIN
00-0032933,ATL
00-0032939,CIN
00-0032942,WAS
00-0032943,DEN
00-0032950,KC
00-0032954,PIT
00-0032965,BAL
00-0032971,ATL
00-0033009,TEN
00-0033010,WAS
00-0033011,NO
00-0033038,HOU
00-0033040,MIA
00-0033045,DAL
00-0033046,MIN
00-0033051,ATL
00-0033055,MIA
00-0033057,CLE
00-0033063,NO
00-0033064,IND
00-0033066,CHI
00-0033072,SF
00-0033073,MIA
00-0033077,DAL
00-0033082,NO
00-0033084,MIA
00-0033090,NE
00-0033093,MIN
00-0033103,SEA
00-0033106,DET
00-0033109,SF
00-0033110,LA
00-0033119,NE
00-0033120,GB
00-0033123,BAL
00-0033131,SF
00-0033132,CHI
00-0033156,LAC
00-0033217,IND
00-0033221,TEN
00-0033246,MIN
00-0033251,ARI
00-0033260,NYJ
00-0033269,IND
00-0033280,SF
00-0033281,BAL
00-0033282,BUF
00-0033283,SEA
00-0033288,SF
00-0033290,NYG
00-0033292,SF
00-0033293,MIN
00-0033294,NYJ
00-0033297,DEN
00-0033302,CHI
00-0033303,KC
00-0033307,NE
00-0033319,MIN
00-0033336,GB
00-0033347,BAL
00-0033357,NO
00-0033375,DET
00-0033376,BAL
00-0033381,LV
00-0033393,IND
00-0033400,NYG
00-0033439,SEA
00-0033445,BUF
00-0033455,KC
00-0033460,PHI
00-0033461,NE
00-0033463,DAL
00-0033503,BAL
00-0033512,PIT
00-0033523,WAS
00-0033524,ATL
00-0033526,KC
00-0033536,NYJ
00-0033537,CLE
00-0033538,DEN
00-0033540,NYJ
00-0033546,CLE
00-0033547,DEN
00-0033548,TEN
00-0033549,MIA
00-0033551,BUF
00-0033553,ARI
00-0033555,BUF
00-0033557,DET
00-0033563,DAL
00-0033566,HOU
00-0033570,MIA
00-0033571,BUF
00-0033576,SF
00-0033579,CAR
00-0033582,JAX
00-0033589,CAR
00-0033591,WAS
00-0033595,DET
00-0033598,BUF
00-0033662,DAL
00-0033697,WAS
00-0033699,WAS
00-0033702,ATL
00-0033729,PIT
00-0033746,SF
00-0033752,ATL
00-0033770,TEN
00-0033782,CHI
00-0033783,LA
00-0033784,BAL
00-0033787,PHI
00-0033793,TEN
00-0033831,WAS
00-0033854,HOU
00-0033857,KC
00-0033858,MIA
00-0033860,NE
00-0033862,WAS
00-0033863,DET
00-0033868,CLE
00-0033869,BUF
00-0033870,NYJ
00-0033872,TEN
00-0033873,KC
00-0033874,NO
00-0033875,NYJ
00-0033876,HOU
00-0033877,DAL
00-0033878,NYG
00-0033880,CAR
00-0033881,JAX
00-0033883,NE
00-0033884,LA
00-0033885,CLE
00-0033886,PIT
00-0033889,JAX
00-0033890,ARI
00-0033891,ARI
00-0033892,MIA
00-0033893,DAL
00-0033894,BAL
00-0033895,CHI
00-0033897,HOU
00-0033901,CLE
00-0033902,NO
00-0033904,BUF
00-0033905,PIT
00-0033906,NO
00-0033907,BUF
00-0033908,LA
00-0033913,BAL
00-0033914,DET
00-0033918,MIN
00-0033921,TB
00-0033923,KC
00-0033925,CLE
00-0033926,MIN
00-0033927,LA
00-0033928,DAL
00-0033929,PIT
00-0033930,PIT
00-0033935,CIN
00-0033941,SEA
00-0033943,DEN
00-0033947,NE
00-0033948,NO
00-0033949,SF
00-0033952,IND
00-0033955,WAS
00-0033964,DET
00-0033995,CLE
00-0034051,PIT
00-0034054,MIA
00-0034067,CHI
00-0034073,ATL
00-0034091,SF
00-0034096,DET
00-0034114,CHI
00-0034115,MIA
00-0034116,NO
00-0034125,NO
00-0034145,IND
00-0034158,MIN
00-0034159,LAC
00-0034160,SEA
00-0034161,LV
00-0034162,LAC
00-0034163,CHI
00-0034173,CAR
00-0034177,MIA
00-0034184,LAC
00-0034198,DAL
00-0034203,LA
00-0034208,CAR
00-0034234,LAC
00-0034248,MIA
00-0034251,NE
00-0034261,CAR
00-0034263,CHI
00-0034264,NYJ
00-0034270,NYJ
00-0034272,BUF
00-0034275,HOU
00-0034277,PIT
00-0034278,DEN
00-0034281,LAC
00-0034285,MIA
00-0034296,DET
00-0034302,WAS
00-0034320,ATL
00-0034333,WAS
00-0034337,NYG
00-0034342,IND
00-0034344,DET
00-0034345,DET
00-0034346,ARI
00-0034348,DEN
00-0034350,SEA
00-0034351,PHI
00-0034352,SEA
00-0034353,BAL
00-0034355,HOU
00-0034356,PIT
00-0034357,NYJ
00-0034359,IND
00-0034360,ATL
00-0034361,KC
00-0034364,CLE
00-0034365,CAR
00-0034368,CAR
00-0034371,MIA
00-0034373,WAS
00-0034374,TB
00-0034375,ARI
00-0034376,BUF
00-0034377,PHI
00-0034381,PHI
00-0034382,CAR
00-0034383,HOU
00-0034384,NYJ
00-0034385,NE
00-0034386,KC
00-0034387,ARI
00-0034391,MIA
00-0034397,HOU
00-0034399,CLE
00-0034401,BUF
00-0034407,ATL
00-0034413,JAX
00-0034417,CHI
00-0034418,NO
00-0034419,MIA
00-0034424,NYG
00-0034429,PHI
00-0034431,IND
00-0034437,JAX
00-0034445,PHI
00-0034446,CIN
00-0034450,NYG
00-0034461,NYJ
00-0034465,WAS
00-0034473,ARI
00-0034485,CHI
00-0034487,MIN
00-0034488,TB
00-0034490,DET
00-0034495,ARI
00-0034514,DEN
00-0034521,NYJ
00-0034527,TB
00-0034540,CLE
00-0034571,WAS
00-0034573,SF
00-0034577,PIT
00-0034612,ATL
00-0034613,CIN
00-0034623,ARI
00-0034639,CLE
00-0034646,MIN
00-0034668,NYG
00-0034673,CHI
00-0034675,ATL
00-0034677,ARI
00-0034678,CIN
00-0034720,LV
00-0034721,CLE
00-0034723,CAR
00-0034728,GB
00-0034746,CLE
00-0034752,CIN
00-0034753,BAL
00-0034754,PHI
00-0034756,JAX
00-0034759,LV
00-0034760,NO
00-0034771,TEN
00-0034773,TB
00-0034775,JAX
00-0034777,LAC
00-0034778,DET
00-0034779,IND
00-0034780,SF
00-0034782,MIN
00-0034787,BAL
00-0034789,PIT
00-0034790,LAC
00-0034791,CLE
00-0034794,MIA
00-0034796,BAL
00-0034797,SEA
00-0034798,MIA
00-0034800,CIN
00-0034801,ATL
00-0034803,LA
00-0034805,DEN
00-0034807,CLE
00-0034808,BAL
00-0034810,TEN
00-0034815,SF
00-0034818,KC
00-0034825,TEN
00-0034827,CHI
00-0034828,TEN
00-0034829,CIN
00-0034830,LAC
00-0034833,MIA
00-0034834,CIN
00-0034836,IND
00-0034837,TEN
00-0034842,IND
00-0034843,ATL
00-0034844,PHI
00-0034847,DEN
00-0034854,ATL
00-0034855,TB
00-0034856,CLE
00-0034857,BUF
00-0034858,PIT
00-0034860,NO
00-0034869,MIN
00-0034874,BAL
00-0034902,NYJ
00-0034928,HOU
00-0034941,SF
00-0034951,PHI
00-0034959,GB
00-0034960,LV
00-0034966,HOU
00-0034967,GB
00-0034968,JAX
00-0034972,LV
00-0034973,LV
00-0034974,SEA
00-0034975,BAL
00-0034978,DEN
00-0034981,NO
00-0034982,SF
00-0034987,IND
00-0034989,TB
00-0034990,BAL
00-0034992,NYG
00-0034993,LV
00-0034994,NO
00-0034999,NYG
00-0035000,MIA
00-0035003,ARI
00-0035020,SF
00-0035021,IND
00-0035026,SF
00-0035042,NYG
00-0035062,LAC
00-0035073,CAR
00-0035084,CAR
00-0035098,ATL
00-0035099,CHI
00-0035100,CIN
00-0035112,BAL
00-0035118,GB
00-0035125,MIA
00-0035127,LV
00-0035133,GB
00-0035139,SEA
00-0035140,KC
00-0035142,NO
00-0035144,ARI
00-0035145,WAS
00-0035149,WAS
00-0035150,HOU
00-0035156,DET
00-0035157,DAL
00-0035164,TB
00-0035166,HOU
00-0035189,SF
00-0035190,LV
00-0035192,NE
00-0035202,HOU
00-0035208,WAS
00-0035215,BAL
00-0035216,CAR
00-0035227,DEN
00-0035228,ARI
00-0035229,MIN
00-0035230,BUF
00-0035231,LV
00-0035234,HOU
00-0035235,ATL
00-0035236,MIN
00-0035237,KC
00-0035238,CIN
00-0035239,ARI
00-0035240,NE
00-0035242,NO
00-0035243,CAR
00-0035244,CAR
00-0035248,DEN
00-0035249,MIN
00-0035250,NYG
00-0035253,PHI
00-0035254,TB
00-0035255,NYJ
00-0035258,ARI
00-0035261,TEN
00-0035262,KC
00-0035264,DEN
00-0035266,NE
00-0035269,IND
00-0035270,DAL
00-0035272,MIN
00-0035276,MIN
00-0035277,CAR
00-0035278,CHI
00-0035279,KC
00-0035280,MIA
00-0035289,LV
00-0035291,CIN
00-0035292,MIA
00-0035295,TEN
00-0035298,PIT
00-0035301,DAL
00-0035311,MIN
00-0035316,ATL
00-0035330,JAX
00-0035341,CIN
00-0035346,MIA
00-0035352,SEA
00-0035357,BUF
00-0035358,TB
00-0035363,NE
00-0035378,JAX
00-0035386,CHI
00-0035402,NO
00-0035406,DEN
00-0035408,BAL
00-0035409,CAR
00-0035413,TEN
00-0035437,NO
00-0035500,ARI
00-0035525,CLE
00-0035526,GB
00-0035535,NYG
00-0035537,BUF
00-0035542,DAL
00-0035544,DET
00-0035547,KC
00-0035567,DET
00-0035588,MIN
00-0035594,CHI
00-0035602,LV
00-0035617,LA
00-0035625,CLE
00-0035628,JAX
00-0035629,ARI
00-0035630,ATL
00-0035631,CIN
00-0035632,TEN
00-0035633,GB
00-0035636,ARI
00-0035637,SF
00-0035639,PHI
00-0035640,SEA
00-0035642,JAX
00-0035643,TEN
00-0035644,SEA
00-0035646,NE
00-0035647,CHI
00-0035649,CHI
00-0035655,NO
00-0035656,NO
00-0035659,WAS
00-0035662,KC
00-0035663,BUF
00-0035665,IND
00-0035667,TB
00-0035668,BUF
00-0035669,CAR
00-0035672,DEN
00-0035674,MIN
00-0035676,PHI
00-0035678,SEA
00-0035679,BUF
00-0035680,NYJ
00-0035681,BUF
00-0035683,NYG
00-0035685,DET
00-0035687,NYG
00-0035688,LAC
00-0035689,BUF
00-0035692,WAS
00-0035693,NO
00-0035696,NYG
00-0035697,CIN
00-0035698,DAL
00-0035699,TB
00-0035700,GB
00-0035704,NYG
00-0035705,ARI
00-0035707,HOU
00-0035708,NE
00-0035710,NYG
00-0035713,NYG
00-0035717,SF
00-0035718,NYJ
00-0035719,SF
00-0035726,NYG
00-0035757,LV
00-0035763,DEN
00-0035795,PIT
00-0035806,NE
00-0035821,PIT
00-0035827,JAX
00-0035829,SF
00-0035841,MIA
00-0035857,CHI
00-0035859,ARI
00-0035860,ARI
00-0035889,HOU
00-0035890,KC
00-0035891,SEA
00-0035895,CIN
00-0035900,KC
00-0035903,JAX
00-0035910,CAR
00-0035924,PIT
00-0035933,LA
00-0035942,LA
00-0035944,MIN
00-0035946,SEA
00-0035961,ARI
00-0035973,SF
00-0035976,CAR
00-0035984,KC
00-0035992,ARI
00-0035993,MIA
00-0036010,PIT
00-0036011,WAS
00-0036036,DAL
00-0036037,CAR
00-0036040,NO
00-0036045,CAR
00-0036081,BAL
00-0036087,HOU
00-0036096,HOU
00-0036105,NE
00-0036124,DET
00-0036130,BAL
00-0036132,TB
00-0036133,CLE
00-0036139,DAL
00-0036151,PHI
00-0036157,DEN
00-0036158,LAC
00-0036159,NE
00-0036162,BUF
00-0036165,NYG
00-0036166,CAR
00-0036171,MIA
00-0036176,TEN
00-0036181,LAC
00-0036182,TEN
00-0036183,LV
00-0036187,BUF
00-0036192,BUF
00-0036193,NE
00-0036195,SF
00-0036196,JAX
00-0036198,NE
00-0036199,CIN
00-0036212,MIA
00-0036213,IND
00-0036215,IND
00-0036217,MIA
00-0036220,CAR
00-0036221,DEN
00-0036222,PHI
00-0036223,IND
00-0036224,MIN
00-0036231,NE
00-0036232,LV
00-0036235,LAC
00-0036236,CLE
00-0036244,LA
00-0036246,NYG
00-0036248,MIA
00-0036249,ARI
00-0036251,CIN
00-0036252,IND
00-0036253,IND
00-0036254,CHI
00-0036256,SF
00-0036259,SF
00-0036260,NYJ
00-0036261,SF
00-0036262,JAX
00-0036264,GB
00-0036266,SF
00-0036267,CLE
00-0036268,SEA
00-0036272,SF
00-0036274,HOU
00-0036275,CHI
00-0036280,BAL
00-0036282,CLE
00-0036284,PHI
00-0036285,ATL
00-0036286,LV
00-0036287,WAS
00-0036288,SF
00-0036290,CHI
00-0036292,CHI
00-0036293,WAS
00-0036294,CIN
00-0036297,CHI
00-0036298,CIN
00-0036299,DAL
00-0036300,WAS
00-0036302,NE
00-0036305,SEA
00-0036306,JAX
00-0036307,DET
00-0036309,ATL
00-0036313,PHI
00-0036321,NO
00-0036322,MIN
00-0036323,PIT
00-0036325,CAR
00-0036327,JAX
00-0036328,NE
00-0036329,NYJ
00-0036331,JAX
00-0036332,JAX
00-0036333,PIT
00-0036335,CAR
00-0036337,TEN
00-0036338,LAC
00-0036339,LA
00-0036341,ATL
00-0036343,CLE
00-0036345,NE
00-0036347,MIN
00-0036348,MIN
00-0036349,LA
00-0036351,ATL
00-0036354,ATL
00-0036355,LAC
00-0036356,NYG
00-0036358,DAL
00-0036360,NO
00-0036361,DAL
00-0036362,NO
00-0036363,BAL
00-0036366,LA
00-0036368,JAX
00-0036369,NYJ
00-0036370,TEN
00-0036371,NYJ
00-0036374,TEN
00-0036375,DET
00-0036376,WAS
00-0036378,KC
00-0036380,LAC
00-0036386,NYG
00-0036387,LAC
00-0036388,GB
00-0036389,PHI
00-0036391,TEN
00-0036394,LV
00-0036395,SEA
00-0036403,BUF
00-0036406,TB
00-0036407,CLE
00-0036408,NO
00-0036409,MIA
00-0036410,CIN
00-0036411,TB
00-0036413,CHI
00-0036414,HOU
00-0036415,PIT
00-0036416,LAC
00-0036417,CAR
00-0036418,PHI
00-0036422,DEN
00-0036425,ARI
00-0036427,LA
00-0036428,DEN
00-0036429,ATL
00-0036430,HOU
00-0036431,CAR
00-0036438,CAR
00-0036441,TEN
00-0036442,CIN
00-0036443,CLE
00-0036450,SF
00-0036463,ATL
00-0036479,IND
00-0036480,IND
00-0036483,IND
00-0036497,JAX
00-0036500,NYJ
00-0036501,NYJ
00-0036502,NYG
00-0036504,NYJ
00-0036510,NYJ
00-0036527,LV
00-0036534,DET
00-0036550,BAL
00-0036551,SF
00-0036552,NYG
00-0036553,NYG
00-0036554,HOU
00-0036555,CAR
00-0036556,HOU
00-0036561,KC
00-0036563,SF
00-0036564,SF
00-0036568,ARI
00-0036569,CLE
00-0036587,BAL
00-0036589,NYG
00-0036590,BUF
00-0036596,MIA
00-0036603,LA
00-0036604,LV
00-0036613,MIA
00-0036614,WAS
00-0036615,CAR
00-0036616,MIN
00-0036617,LAC
00-0036618,WAS
00-0036619,TEN
00-0036620,MIA
00-0036621,KC
00-0036622,GB
00-0036623,KC
00-0036624,DET
00-0036625,WAS
00-0036626,WAS
00-0036628,WAS
00-0036629,MIN
00-0036630,BAL
00-0036634,CLE
00-0036635,NYG
00-0036637,KC
00-0036638,WAS
00-0036640,BUF
00-0036642,GB
00-0036643,TB
00-0036644,IND
00-0036645,NO
00-0036646,LAC
00-0036648,LAC
00-0036653,SEA
00-0036655,JAX
00-0036658,GB
00-0036660,KC
00-0036661,DAL
00-0036670,DET
00-0036672,IND
00-0036677,GB
00-0036678,LAC
00-0036682,KC
00-0036683,DEN
00-0036695,ARI
00-0036704,JAX
00-0036705,CLE
00-0036711,LV
00-0036716,CHI
00-0036727,NO
00-0036728,SF
00-0036736,DET
00-0036741,PHI
00-0036754,DET
00-0036783,PIT
00-0036795,CHI
00-0036802,CAR
00-0036813,NE
00-0036816,NYJ
00-0036825,CAR
00-0036833,ATL
00-0036841,JAX
00-0036842,NYJ
00-0036843,PIT
00-0036849,LA
00-0036854,CIN
00-0036862,PIT
00-0036865,MIA
00-0036866,CLE
00-0036869,PIT
00-0036870,DAL
00-0036871,LV
00-0036874,DEN
00-0036875,NE
00-0036876,IND
00-0036877,CLE
00-0036878,LV
00-0036880,DET
00-0036881,CIN
00-0036883,HOU
00-0036884,NE
00-0036885,SEA
00-0036887,JAX
00-0036888,BUF
00-0036893,PIT
00-0036894,PIT
00-0036895,CLE
00-0036896,ARI
00-0036898,HOU
00-0036900,CIN
00-0036901,GB
00-0036902,CIN
00-0036903,LA
00-0036904,GB
00-0036905,CHI
00-0036906,CHI
00-0036909,ARI
00-0036912,PHI
00-0036913,CLE
00-0036914,BUF
00-0036915,CLE
00-0036916,PHI
00-0036919,PHI
00-0036920,KC
00-0036922,NYG
00-0036924,ARI
00-0036926,NO
00-0036927,NO
00-0036928,TB
00-0036930,NO
00-0036932,DAL
00-0036933,ARI
00-0036934,MIA
00-0036935,IND
00-0036937,NO
00-0036940,BAL
00-0036941,JAX
00-0036942,DAL
00-0036943,DEN
00-0036944,CAR
00-0036945,PIT
00-0036948,ATL
00-0036949,PIT
00-0036950,ATL
00-0036952,DEN
00-0036953,CHI
00-0036954,DET
00-0036955,LV
00-0036956,ARI
00-0036957,ATL
00-0036961,ATL
00-0036962,LV
00-0036963,DET
00-0036964,DET
00-0036967,TB
00-0036968,CAR
00-0036970,ATL
00-0036971,JAX
00-0036972,JAX
00-0036973,JAX
00-0036974,JAX
00-0036975,JAX
00-0036976,BUF
00-0036977,BAL
00-0036979,NYJ
00-0036980,CLE
00-0036981,NE
00-0036982,DAL
00-0036984,IND
00-0036987,BAL
00-0036988,LAC
00-0036990,LV
00-0036992,LAC
00-0036993,DET
00-0036994,TEN
00-0036995,DEN
00-0036996,CLE
00-0036997,DEN
00-0036998,MIA
00-0037000,NE
00-0037001,DEN
00-0037002,PHI
00-0037003,NYJ
00-0037004,LA
00-0037005,CAR
00-0037007,MIN
00-0037009,LAC
00-0037010,MIA
00-0037012,DAL
00-0037034,ATL
00-0037043,CAR
00-0037051,NYG
00-0037057,LA
00-0037073,PHI
00-0037074,GB
00-0037075,GB
00-0037076,GB
00-0037077,SEA
00-0037079,SEA
00-0037081,CHI
00-0037082,CHI
00-0037083,GB
00-0037085,DEN
00-0037086,PHI
00-0037088,CHI
00-0037091,GB
00-0037093,SEA
00-0037094,CHI
00-0037096,CHI
00-0037097,TB
00-0037106,CHI
00-0037109,CHI
00-0037112,SF
00-0037120,IND
00-0037129,CHI
00-0037130,PHI
00-0037132,PHI
00-0037137,SEA
00-0037141,ARI
00-0037153,TB
00-0037155,NYJ
00-0037156,NYJ
00-0037179,PIT
00-0037184,BAL
00-0037190,NYJ
00-0037191,KC
00-0037192,KC
00-0037193,KC
00-0037195,KC
00-0037196,GB
00-0037197,KC
00-0037198,KC
00-0037203,CAR
00-0037205,NE
00-0037207,KC
00-0037208,KC
00-0037216,KC
00-0037224,LAC
00-0037228,PIT
00-0037229,CAR
00-0037231,NO
00-0037235,JAX
00-0037236,DET
00-0037237,HOU
00-0037238,ATL
00-0037239,NO
00-0037240,DET
00-0037241,NO
00-0037242,BUF
00-0037243,DAL
00-0037244,JAX
00-0037246,HOU
00-0037247,PIT
00-0037248,BUF
00-0037249,DEN
00-0037250,CLE
00-0037251,CLE
00-0037252,DEN
00-0037253,NE
00-0037254,BUF
00-0037255,LV
00-0037256,TB
00-0037257,CLE
00-0037258,HOU
00-0037259,NYG
00-0037260,NYG
00-0037261,BUF
00-0037262,PHI
00-0037263,ATL
00-0037266,DAL
00-0037267,CLE
00-0037268,TB
00-0037269,NE
00-0037270,LAC
00-0037271,NO
00-0037272,KC
00-0037274,JAX
00-0037275,DAL
00-0037276,MIN
00-0037278,DEN
00-0037280,LV
00-0037281,DAL
00-0037283,NO
00-0037284,KC
00-0037287,NE
00-0037288,BUF
00-0037289,DET
00-0037291,MIN
00-0037292,IND
00-0037294,DEN
00-0037295,LAC
00-0037297,CAR
00-0037298,CAR
00-0037299,KC
00-0037300,CLE
00-0037301,MIN
00-0037304,PIT
00-0037306,GB
00-0037307,LAC
00-0037310,DET
00-0037311,TB
00-0037313,JAX
00-0037314,DET
00-0037315,MIA
00-0037316,PIT
00-0037318,BUF
00-0037319,SEA
00-0037320,LAC
00-0037323,IND
00-0037324,KC
00-0037327,MIA
00-0037330,ARI
00-0037332,CLE
00-0037336,DAL
00-0037348,MIA
00-0037353,MIA
00-0037356,TB
00-0037364,GB
00-0037380,CLE
00-0037382,PIT
00-0037383,LV
00-0037384,DEN
00-0037385,DET
00-0037387,BUF
00-0037392,IND
00-0037395,IND
00-0037404,BUF
00-0037412,CIN
00-0037413,NE
00-0037414,CIN
00-0037422,CIN
00-0037428,BUF
00-0037429,CAR
00-0037431,BUF
00-0037447,NYG
00-0037450,LV
00-0037451,PIT
00-0037456,HOU
00-0037457,HOU
00-0037459,HOU
00-0037461,PHI
00-0037468,NYG
00-0037475,LAC
00-0037487,CAR
00-0037491,TB
00-0037493,TEN
00-0037500,MIN
00-0037509,LV
00-0037512,LV
00-0037516,LV
00-0037517,LV
00-0037524,TEN
00-0037525,SF
00-0037526,NYJ
00-0037527,IND
00-0037539,DEN
00-0037542,MIN
00-0037544,NO
00-0037545,NO
00-0037547,GB
00-0037549,TEN
00-0037557,LA
00-0037560,CAR
00-0037561,DAL
00-0037569,KC
00-0037578,DAL
00-0037587,ATL
00-0037591,TEN
00-0037593,TEN
00-0037594,TEN
00-0037596,TEN
00-0037602,SF
00-0037603,CAR
00-0037607,TEN
00-0037609,PIT
00-0037611,NYG
00-0037612,NYG
00-0037613,HOU
00-0037614,HOU
00-0037615,PHI
00-0037616,IND
00-0037617,LAC
00-0037627,TB
00-0037633,LA
00-0037639,BAL
00-0037654,LAC
00-0037661,BUF
00-0037662,TB
00-0037663,NYJ
00-0037664,IND
00-0037666,DAL
00-0037667,DET
00-0037692,DAL
00-0037708,DET
00-0037711,NE
00-0037740,NYJ
00-0037741,PHI
00-0037742,TEN
00-0037743,CIN
00-0037744,ARI
00-0037745,CHI
00-0037746,WAS
00-0037752,CIN
00-0037753,CIN
00-0037754,TEN
00-0037756,BAL
00-0037757,IND
00-0037758,NYG
00-0037759,PIT
00-0037799,DEN
00-0037801,DAL
00-0037804,CIN
00-0037805,NYJ
00-0037807,NYG
00-0037808,ATL
00-0037809,TEN
00-0037810,ATL
00-0037811,JAX
00-0037812,SEA
00-0037813,MIA
00-0037815,CLE
00-0037816,GB
00-0037817,GB
00-0037818,LAC
00-0037819,KC
00-0037821,SEA
00-0037822,MIN
00-0037823,HOU
00-0037825,BAL
00-0037827,PHI
00-0037830,IND
00-0037831,SF
00-0037832,SF
00-0037834,SF
00-0037835,TB
00-0037837,PIT
00-0037838,BAL
00-0037839,LA
00-0037840,LA
00-0037841,LA
00-0037843,CHI
00-0037844,HOU
00-0037845,LA
00-0038038,BAL
00-0038039,LV
00-0038040,LV
00-0038041,DAL
00-0038042,TB
00-0038043,KC
00-0038046,BAL
00-0038090,KC
00-0038092,MIA
00-0038093,MIA
00-0038094,BAL
00-0038095,CIN
00-0038096,DET
00-0038097,WAS
00-0038098,CLE
00-0038099,WAS
00-0038100,WAS
00-0038101,MIN
00-0038102,PHI
00-0038103,NE
00-0038104,NE
00-0038105,DEN
00-0038106,DEN
00-0038107,NYJ
00-0038108,CLE
00-0038111,CHI
00-0038112,PHI
00-0038114,NYJ
00-0038115,NYG
00-0038116,ATL
00-0038117,NYG
00-0038118,BAL
00-0038119,BAL
00-0038120,NYJ
00-0038121,NO
00-0038122,LV
00-0038123,NYG
00-0038124,GB
00-0038125,TEN
00-0038127,TB
00-0038128,GB
00-0038129,TB
00-0038130,DAL
00-0038131,MIN
00-0038133,SEA
00-0038134,SEA
00-0038135,CHI
00-0038136,SEA
00-0038142,BAL
00-0038348,DAL
00-0038359,LA
00-0038381,LV
00-0038383,BAL
00-0038386,PHI
00-0038387,GB
00-0038390,CHI
00-0038393,GB
00-0038394,IND
00-0038395,CHI
00-0038396,NYG
00-0038398,GB
00-0038400,PHI
00-0038401,NYJ
00-0038402,SF
00-0038403,NYG
00-0038404,NE
00-0038407,IND
