player_id,player_display_name,position,recent_team,games,targets,receptions,receiving_yards,receiving_tds,receiving_air_yards,target_share
00-0034791,Nick Chubb,RB,HOU,15,20,13,67,0,15,0.0361663652802893
00-0034798,Durham Smythe,TE,CHI,7,6,4,25,0,24,0.0112781954887218
00-0034827,DJ Moore,WR,CHI,17,85,50,682,6,988,0.159774436090226
00-0034829,Mike Gesicki,TE,CIN,12,42,28,307,2,418,0.0690789473684211
00-0034837,Calvin Ridley,WR,TEN,7,36,17,303,0,453,0.0679245283018868
00-0034844,Saquon Barkley,RB,PHI,16,50,37,273,2,31,0.107758620689655
00-0034854,KhaDarel Hodge,WR,ATL,8,10,3,31,0,150,0.0192678227360308
00-0034860,Dante Pettis,WR,NO,8,11,9,127,0,105,0.0194690265486726
00-0034867,Malik Turner,WR,SF,2,1,0,0,0,-5,0.0018181818181818
00-0034928,Steven Sims,WR,ARI,3,1,0,0,0,2,0.0016207455429497
00-0034959,Andrew Beck,FB,NYJ,11,9,6,45,2,38,0.0190677966101695
00-0034960,Jakobi Meyers,WR,JAX,16,110,75,835,3,1008,0.222672064777328
00-0034975,Justice Hill,RB,BAL,10,27,21,169,1,-6,0.0663390663390663
00-0034981,Foster Moreau,TE,NO,7,10,7,59,0,10,0.0176991150442478
00-0034983,Hunter Renfrow,WR,CAR,6,26,15,89,2,194,0.0541666666666667
00-0035021,Ashton Dulin,WR,IND,12,10,5,106,0,158,0.0188679245283019
00-0035125,Alec Ingold,FB,MIA,9,11,8,52,0,41,0.0238095238095238
00-0035140,Mecole Hardman,WR,BUF,2,1,0,0,0,46,0.0020876826722338
00-0035208,Olamide Zaccheaus,WR,CHI,14,65,39,313,2,462,0.12218045112782
00-0035229,T.J. Hockenson,TE,MIN,15,66,51,438,3,329,0.141025641025641
00-0035238,Cody Ford,OT,CIN,1,1,1,21,0,4,0.0016447368421052
00-0035243,Miles Sanders,RB,DAL,4,8,8,30,0,-14,0.0131795716639209
00-0035249,Josh Oliver,TE,MIN,12,19,15,160,4,64,0.0405982905982906
00-0035250,Devin Singletary,RB,NYG,17,19,18,151,0,-12,0.0377733598409543
00-0035261,Tony Pollard,RB,TEN,17,41,33,206,0,12,0.0773584905660377
00-0035291,Trayveon Williams,RB,CLE,6,9,8,55,0,-34,0.0165441176470588
00-0035298,Scott Miller,WR,PIT,5,14,9,62,0,74,0.0268199233716475
00-0035359,David Sills,WR,ATL,12,36,18,191,2,404,0.069364161849711
00-0035406,Lil'Jordan Humphrey,WR,DEN,7,25,13,156,1,277,0.0497017892644135
00-0035500,Greg Dortch,WR,ARI,12,33,29,206,3,58,0.053484602917342
00-0035535,Darius Slayton,WR,NYG,14,63,37,538,1,843,0.125248508946322
00-0035537,Ty Johnson,RB,BUF,17,33,24,263,2,-39,0.0688935281837161
00-0035544,Tom Kennedy,WR,DET,6,4,4,36,0,32,0.0072727272727272
00-0035602,Alex Bachman,WR,LV,11,3,2,12,0,14,0.0060728744939271
00-0035631,Drew Sample,TE,CIN,12,20,15,106,1,-7,0.0328947368421053
00-0035640,DK Metcalf,WR,PIT,15,99,59,850,6,1044,0.189655172413793
00-0035643,Jeffery Simmons,DT,TEN,15,1,1,1,1,1,0.0018867924528301
00-0035644,Noah Fant,TE,CIN,13,41,34,288,3,137,0.0674342105263158
00-0035645,Gunner Olszewski,WR,NYG,16,13,10,145,1,130,0.025844930417495
00-0035659,Terry McLaurin,WR,WAS,10,60,38,582,3,839,0.138888888888889
00-0035662,Marquise Brown,WR,KC,16,74,49,587,5,836,0.134790528233151
00-0035676,A.J. Brown,WR,PHI,15,121,78,1003,7,1425,0.260775862068966
00-0035685,David Montgomery,RB,DET,17,29,24,192,0,12,0.0527272727272727
00-0035689,Dawson Knox,TE,BUF,16,49,36,417,4,329,0.102296450939457
00-0035700,Josh Jacobs,RB,GB,15,44,36,282,1,-39,0.0956521739130435
00-0035719,Deebo Samuel Sr.,WR,WAS,16,99,72,727,5,527,0.229166666666667
00-0035876,Andre Baccellia,WR,ARI,4,4,2,8,0,7,0.006482982171799
00-0035891,Cody White,WR,SEA,8,4,3,90,1,39,0.0087912087912087
00-0035956,Giovanni Ricci,TE,DET,2,1,0,0,0,3,0.0018181818181818
00-0036040,Juwan Johnson,TE,NO,17,102,77,889,3,773,0.180530973451327
00-0036133,James Proche,WR,TEN,6,12,6,65,0,175,0.0226415094339623
00-0036139,Rico Dowdle,RB,CAR,17,50,39,297,1,-52,0.104166666666667
00-0036158,J.K. Dobbins,RB,DEN,10,14,11,37,0,-30,0.023972602739726
00-0036165,Isaiah Hodgins,WR,NYG,6,19,10,115,1,207,0.0377733598409543
00-0036176,Mason Kinsey,WR,TEN,6,4,2,48,0,92,0.0075471698113207
00-0036182,Nick Westbrook-Ikhine,WR,MIA,13,20,11,89,0,110,0.0432900432900433
00-0036187,Reggie Gilliam,RB,BUF,11,2,2,24,0,22,0.0041753653444676
00-0036196,Gabe Davis,WR,BUF,6,18,12,129,1,159,0.0375782881002088
00-0036223,Jonathan Taylor,RB,IND,17,55,46,378,2,-45,0.10377358490566
00-0036232,Harrison Bryant,TE,HOU,5,6,2,7,0,58,0.0108499095840868
00-0036244,Colby Parkinson,TE,LA,14,56,43,408,8,248,0.0963855421686747
00-0036252,Michael Pittman,WR,IND,17,111,80,784,7,907,0.209433962264151
00-0036259,Jauan Jennings,WR,SF,15,90,55,643,9,905,0.163636363636364
00-0036265,AJ Dillon,RB,PHI,6,3,3,21,0,12,0.0064655172413793
00-0036275,D'Andre Swift,RB,CHI,16,48,34,299,1,-25,0.0902255639097744
00-0036290,Cole Kmet,TE,CHI,16,48,30,347,2,421,0.0902255639097744
00-0036309,Darnell Mooney,WR,ATL,15,72,32,443,1,1019,0.138728323699422
00-0036322,Justin Jefferson,WR,MIN,17,141,84,1048,2,1438,0.301282051282051
00-0036328,Antonio Gibson,RB,NE,5,3,2,6,0,-6,0.0062240663900414
00-0036331,Devin Duvernay,WR,CHI,17,5,2,26,0,75,0.0093984962406015
00-0036332,Josiah Deguara,TE,ARI,7,5,3,21,1,23,0.0081037277147487
00-0036358,CeeDee Lamb,WR,DAL,13,117,75,1077,3,1403,0.192751235584844
00-0036360,Clyde Edwards-Helaire,RB,KC,2,2,2,9,0,-4,0.0036429872495446
00-0036406,Tristan Wirfs,OT,TB,4,1,1,2,1,1,0.0018484288354898
00-0036407,Jerry Jeudy,WR,CLE,17,106,50,602,2,1288,0.203065134099617
00-0036410,Tee Higgins,WR,CIN,15,98,59,846,11,1314,0.161184210526316
00-0036414,Cam Akers,RB,SEA,4,1,0,0,0,-6,0.0021367521367521
00-0036415,Van Jefferson,WR,TEN,14,52,29,350,1,623,0.0981132075471698
00-0036422,Adam Trautman,TE,DEN,13,23,20,195,1,106,0.0393835616438356
00-0036423,Albert Okwuegbunam,TE,LV,1,6,5,36,0,18,0.0121457489878543
00-0036425,DeeJay Dallas,RB,JAX,5,1,0,0,0,-1,0.0020833333333333
00-0036427,Tyler Johnson,WR,NYJ,9,18,12,197,1,210,0.038135593220339
00-0036429,Charlie Woerner,TE,ATL,7,9,8,48,0,12,0.0173410404624277
00-0036497,Tim Jones,WR,JAX,2,1,1,15,0,4,0.0018281535648994
00-0036534,Shane Zylstra,TE,DET,1,5,3,20,0,37,0.009090909090909
00-0036550,Rashod Bateman,WR,BAL,13,38,19,224,2,468,0.0933660933660934
00-0036554,Nico Collins,WR,HOU,15,120,71,1117,6,1529,0.216998191681736
00-0036555,Chuba Hubbard,RB,CAR,15,39,30,223,3,-40,0.08125
00-0036567,Elijah Mitchell,RB,KC,1,1,0,0,0,16,0.0018214936247723
00-0036590,Quintin Morris,TE,JAX,11,9,6,55,1,45,0.0164533820840951
00-0036613,Jaylen Waddle,WR,MIA,16,100,64,910,6,1306,0.216450216450216
00-0036620,Dee Eskridge,WR,MIA,11,7,4,62,0,98,0.0151515151515152
00-0036626,Dyami Brown,WR,JAX,11,37,20,227,1,518,0.0676416819012797
00-0036628,John Bates,TE,WAS,10,16,11,103,1,48,0.037037037037037
00-0036630,Tylan Wallace,WR,BAL,11,8,4,45,1,107,0.0196560196560197
00-0036637,Noah Gray,TE,KC,14,37,21,178,0,239,0.0673952641165756
00-0036727,Adam Prentice,FB,DEN,13,8,6,53,0,9,0.0136986301369863
00-0036741,Jack Stoll,TE,NO,9,11,6,46,1,34,0.0194690265486726
00-0036754,Brock Wright,TE,DET,8,22,14,108,2,22,0.04
00-0036755,Jaret Patterson,RB,LAC,6,4,3,8,0,-1,0.0073529411764705
00-0036841,Austin Trammell,WR,JAX,6,10,3,46,0,130,0.0182815356489945
00-0036842,Kene Nwangwu,RB,NYJ,10,1,0,0,0,-6,0.0021186440677966
00-0036849,Tutu Atwell,WR,LA,8,15,6,192,1,302,0.0258175559380379
00-0036862,Ben Skowronek,WR,PIT,16,6,4,69,1,61,0.0114942528735632
00-0036875,Rhamondre Stevenson,RB,NE,14,37,32,345,2,159,0.0767634854771784
00-0036876,Kylen Granson,TE,PHI,12,9,7,40,0,68,0.0193965517241379
00-0036887,Luke Farrell,TE,SF,13,14,11,85,2,41,0.0254545454545455
00-0036893,Najee Harris,RB,LAC,3,3,3,25,0,10,0.0055147058823529
00-0036894,Pat Freiermuth,TE,PIT,15,54,41,486,4,323,0.103448275862069
00-0036900,Ja'Marr Chase,WR,CIN,16,185,125,1412,8,1570,0.304276315789474
00-0036906,Khalil Herbert,RB,NYJ,5,4,1,4,0,-13,0.0084745762711864
00-0036912,DeVonta Smith,WR,PHI,17,113,77,1008,4,1355,0.243534482758621
00-0036919,Kenny Gainwell,RB,PIT,17,85,73,486,3,-17,0.162835249042146
00-0036924,Michael Carter,RB,ARI,13,45,33,267,0,75,0.0729335494327391
00-0036945,Justin Fields,QB,NYJ,9,1,0,0,0,6,0.0021186440677966
00-0036959,Michael Bandy,WR,DEN,4,4,4,50,1,24,0.0068493150684931
00-0036963,Amon-Ra St. Brown,WR,DET,17,172,117,1401,11,1390,0.312727272727273
00-0036970,Kyle Pitts,TE,ATL,17,118,88,928,5,869,0.227360308285164
00-0036973,Travis Etienne,RB,JAX,17,52,36,292,6,-76,0.0950639853747715
00-0036980,Elijah Moore,WR,BUF,9,17,9,112,0,142,0.035490605427975
00-0036988,Josh Palmer,WR,BUF,12,37,22,303,0,424,0.0772442588726514
00-0036997,Javonte Williams,RB,DAL,16,51,35,137,2,-67,0.0840197693574959
00-0037004,Hunter Long,TE,JAX,7,17,12,85,2,66,0.0310786106032907
00-0037005,Tommy Tremble,TE,CAR,15,37,27,249,2,163,0.0770833333333333
00-0037015,Sal Cannella,TE,CLE,2,5,2,11,0,55,0.0095785440613026
00-0037085,Tyler Badie,RB,DEN,16,31,19,141,0,-44,0.0530821917808219
00-0037086,Grant Calcaterra,TE,PHI,9,13,9,76,1,85,0.0280172413793103
00-0037091,Bo Melton,WR,GB,13,13,4,107,1,222,0.0282608695652174
00-0037093,Dareke Young,WR,SEA,8,3,2,48,0,57,0.0065934065934065
00-0037098,Samori Toure,WR,NO,1,3,1,3,0,30,0.0053097345132743
00-0037112,Jake Tonges,TE,SF,10,46,34,293,5,233,0.0836363636363636
00-0037120,Tyler Goodson,RB,IND,10,3,2,8,0,-3,0.0056603773584905
00-0037132,Britain Covey,WR,PHI,6,4,2,20,0,8,0.0086206896551724
00-0037157,Bam Knight,RB,ARI,12,31,22,160,1,37,0.0502431118314425
00-0037197,Isiah Pacheco,RB,KC,13,26,19,101,1,-27,0.0473588342440802
00-0037228,Jaylen Warren,RB,PIT,16,45,40,333,2,-113,0.0862068965517242
00-0037231,Kevin Austin Jr.,WR,NO,5,23,13,140,1,191,0.0407079646017699
00-0037238,Drake London,WR,ATL,12,112,68,919,7,1221,0.215799614643545
00-0037239,Chris Olave,WR,NO,16,156,100,1163,9,1841,0.276106194690265
00-0037240,Jameson Williams,WR,DET,17,102,65,1117,7,1289,0.185454545454545
00-0037241,Trevor Penning,OT,LAC,5,1,0,0,0,5,0.0017699115044247
00-0037247,George Pickens,WR,DAL,17,137,93,1429,9,1547,0.225700164744646
00-0037248,James Cook,RB,BUF,17,40,33,291,2,56,0.0835073068893528
00-0037252,Greg Dulcich,TE,MIA,9,33,26,335,1,155,0.0714285714285714
00-0037256,Rachaad White,RB,TB,17,45,40,218,0,-102,0.0831792975970425
00-0037258,Dameon Pierce,RB,KC,5,1,0,0,0,-4,0.0018083182640144
00-0037261,Khalil Shakir,WR,BUF,16,95,72,719,4,349,0.198329853862213
00-0037263,Tyler Allgeier,RB,ATL,17,16,14,96,0,-26,0.0308285163776493
00-0037267,Jerome Ford,RB,CLE,13,32,26,103,0,-49,0.0613026819923372
00-0037276,Ty Chandler,RB,MIN,3,4,3,11,0,-20,0.0085470085470085
00-0037282,James Mitchell,TE,CAR,2,3,3,28,0,7,0.00625
00-0037291,Jalen Nailor,WR,MIN,17,53,29,444,4,656,0.113247863247863
00-0037292,Andrew Ogletree,TE,IND,11,6,4,27,1,42,0.0113207547169811
00-0037304,Connor Heyward,FB,PIT,14,4,3,21,1,26,0.0076628352490421
00-0037306,John FitzPatrick,TE,GB,11,15,12,72,1,24,0.0326086956521739
00-0037329,Brittain Brown,RB,CHI,2,1,0,0,0,4,0.0018796992481203
00-0037340,Zaire Mitchell-Paden,TE,NO,3,3,2,17,0,13,0.0073710073710073
00-0037348,Tanner Conner,TE,MIA,8,15,9,91,0,119,0.0324675324675325
00-0037475,Stone Smartt,TE,NYJ,6,9,7,52,0,42,0.0190677966101695
00-0037487,Deven Thompkins,WR,ATL,7,3,3,27,0,7,0.0057803468208092
00-0037524,Tay Martin,WR,WAS,2,2,2,23,0,18,0.0046296296296296
00-0037525,Jordan Mason,RB,MIN,16,16,14,51,0,-52,0.0341880341880342
00-0037539,Lucas Krull,TE,DEN,2,4,2,15,0,20,0.0068493150684931
00-0037545,Rashid Shaheed,WR,SEA,18,92,59,687,2,1053,0.16283185840708
00-0037563,Malik Davis,RB,DAL,10,5,2,16,0,18,0.0082372322899505
00-0037594,Julius Chestnut,RB,TEN,16,2,0,0,0,22,0.0037735849056603
00-0037614,John Metchie III,WR,NYJ,13,48,33,274,2,268,0.103448275862069
00-0037617,Hassan Haskins,RB,LAC,11,4,4,13,0,-3,0.0073529411764705
00-0037654,Tucker Fisk,TE,LAC,4,4,2,19,0,22,0.0073529411764705
00-0037664,Alec Pierce,WR,IND,15,84,47,1003,6,1593,0.158490566037736
00-0037666,Jalen Tolbert,WR,DAL,12,34,18,203,1,408,0.0560131795716639
00-0037740,Garrett Wilson,WR,NYJ,7,59,36,395,4,535,0.125
00-0037741,Jahan Dotson,WR,PHI,15,36,18,262,1,555,0.0775862068965517
00-0037742,Treylon Burks,WR,WAS,8,22,10,130,1,296,0.0509259259259259
00-0037744,Trey McBride,TE,ARI,17,169,126,1239,11,1126,0.273905996758509
00-0037746,Brian Robinson,RB,SF,17,12,8,25,0,0,0.0218181818181818
00-0037755,Jelani Woods,TE,NYJ,2,3,1,4,0,6,0.0063559322033898
00-0037757,Bernhard Raimann,OT,IND,7,1,0,0,0,2,0.0018867924528301
00-0037801,KaVontae Turpin,WR,DAL,15,38,26,396,2,339,0.0626029654036244
00-0037805,Jeremy Ruckert,TE,NYJ,14,29,23,179,1,102,0.0614406779661017
00-0037809,Chig Okonkwo,TE,TEN,17,79,56,560,2,366,0.149056603773585
00-0037816,Romeo Doubs,WR,GB,16,85,55,724,6,1085,0.184782608695652
00-0037837,Calvin Austin III,WR,PIT,14,55,31,372,3,605,0.10536398467433
00-0037838,Isaiah Likely,TE,BAL,12,36,27,307,1,287,0.0884520884520885
00-0037840,Kyren Williams,RB,LA,17,50,36,281,3,125,0.0860585197934596
00-0038040,Zamir White,RB,LV,5,6,4,24,0,-3,0.0121457489878543
00-0038041,Jake Ferguson,TE,DAL,17,102,82,600,8,475,0.168039538714992
00-0038046,Charlie Kolar,TE,BAL,13,15,10,142,2,106,0.0368550368550369
00-0038090,Skyy Moore,WR,SF,17,7,5,87,0,110,0.0127272727272727
00-0038104,Tyquan Thornton,WR,KC,12,37,19,438,3,995,0.0673952641165756
00-0038115,Daniel Bellinger,TE,NYG,13,26,19,286,2,244,0.0516898608349901
00-0038117,Wan'Dale Robinson,WR,NYG,16,140,92,1014,4,1187,0.278330019880716
00-0038120,Breece Hall,RB,NYJ,16,48,36,350,1,14,0.101694915254237
00-0038124,Christian Watson,WR,GB,10,55,35,611,6,977,0.119565217391304
00-0038129,Cade Otton,TE,TB,15,81,59,572,1,419,0.149722735674677
00-0038134,Kenneth Walker III,RB,SEA,17,36,31,282,0,-41,0.0791208791208791
00-0038359,Xavier Smith,WR,LA,16,24,18,303,0,405,0.0413080895008606
00-0038393,Dontayvion Wicks,WR,GB,13,46,30,332,2,517,0.1
00-0038394,Will Mallory,TE,IND,1,1,1,16,0,16,0.0018867924528301
00-0038397,Evan Hull,RB,NO,6,1,1,6,0,-4,0.0017699115044247
00-0038440,Zavier Scott,RB,MIN,11,16,14,98,1,17,0.0341880341880342
00-0038454,Keaton Mitchell,RB,BAL,13,12,9,63,0,-28,0.0294840294840295
00-0038465,Malik Heath,WR,GB,7,7,6,86,0,65,0.0152173913043478
00-0038488,Brady Russell,RB,SEA,10,1,0,0,0,0,0.0021978021978022
00-0038492,Jason Brownlee,WR,KC,3,1,0,0,0,9,0.0018214936247723
00-0038496,Xavier Gipson,WR,PHI,6,2,2,6,0,-9,0.0042372881355932
00-0038519,Nikko Remigio,WR,KC,14,1,1,21,0,18,0.0018214936247723
00-0038542,Bijan Robinson,RB,ATL,17,103,79,820,4,101,0.198458574181118
00-0038543,Jaxon Smith-Njigba,WR,SEA,17,163,119,1793,10,1833,0.358241758241758
00-0038544,Quentin Johnston,WR,LAC,13,84,51,735,8,989,0.154411764705882
00-0038547,Luke Schoonmaker,TE,DAL,14,23,14,132,0,165,0.0378912685337727
00-0038551,Kendre Miller,RB,NO,7,5,5,30,0,-5,0.0088495575221238
00-0038555,Tank Bigsby,RB,PHI,15,4,3,32,0,-6,0.0073126142595978
00-0038558,Darnell Washington,TE,PIT,13,43,31,364,1,242,0.0823754789272031
00-0038559,Michael Wilson,WR,ARI,17,126,78,1006,7,1502,0.204213938411669
00-0038563,Tre Tucker,WR,LV,17,92,57,696,5,935,0.186234817813765
00-0038573,Derius Davis,WR,LAC,11,3,2,10,0,33,0.0055147058823529
00-0038576,Charlie Jones,WR,CIN,14,1,0,0,0,42,0.0016447368421052
00-0038589,Josh Whyle,TE,GB,6,6,5,36,1,23,0.0130434782608696
00-0038597,Chase Brown,RB,CIN,17,88,69,437,5,46,0.144736842105263
00-0038606,Parker Washington,WR,JAX,16,95,58,847,5,1187,0.173674588665448
00-0038608,Kayshon Boutte,WR,NE,14,46,33,551,6,781,0.0954356846473029
00-0038609,Luke Wypler,C,CLE,5,1,0,0,0,1,0.0019157088122605
00-0038611,Chris Rodriguez Jr.,RB,WAS,12,4,3,30,0,16,0.0092592592592592
00-0038614,Scott Matlock,DT,LAC,4,4,4,12,1,0,0.0073529411764705
00-0038618,Xavier Hutchinson,WR,HOU,16,57,35,428,3,584,0.103074141048825
00-0038619,Andrei Iosivas,WR,CIN,15,58,33,435,2,606,0.0953947368421053
00-0038621,DeMario Douglas,WR,NE,16,46,31,447,3,445,0.0954356846473029
00-0038640,Jalen Brooks,WR,ARI,5,6,3,51,0,68,0.0098846787479406
00-0038643,Brayden Willis,TE,SF,6,1,0,0,0,2,0.0018181818181818
00-0038645,Spencer Anderson,G,PIT,4,1,1,4,0,0,0.0019157088122605
00-0038647,Ronnie Bell,WR,NO,2,4,2,23,1,78,0.0070796460176991
00-0038679,Tyrell Shavers,WR,BUF,11,23,15,245,1,298,0.0480167014613779
00-0038685,Chris Brooks,RB,GB,17,17,13,91,0,6,0.0369565217391304
00-0038705,Emari Demercado,RB,ARI,12,20,13,101,1,12,0.0324149108589951
00-0038710,Blake Whiteheart,TE,CLE,9,6,2,4,0,43,0.0114942528735632
00-0038720,Julian Hill,TE,MIA,11,20,15,140,0,66,0.0432900432900433
00-0038728,Jared Wayne,WR,HOU,1,2,2,20,0,17,0.0036166365280289
00-0038738,Hunter Luepke,RB,DAL,14,15,13,109,1,-3,0.0247116968698517
00-0038752,Jake Bobo,WR,SEA,5,2,2,20,0,14,0.0043956043956044
00-0038783,Nate Adkins,TE,DEN,6,11,6,48,1,35,0.0188356164383562
00-0038794,Jaleel McLaughlin,RB,DEN,8,6,4,27,0,-23,0.0102739726027397
00-0038797,Emanuel Wilson,RB,GB,17,17,15,99,0,-32,0.0369565217391304
00-0038809,Ben Sims,TE,MIN,3,6,3,30,0,73,0.0128205128205128
00-0038824,Ryan Miller,WR,TB,9,4,2,34,1,70,0.0073937153419593
00-0038839,Mitchell Tinsley,WR,CIN,8,24,8,116,2,354,0.0394736842105263
