player_id,player_display_name,position,recent_team,games,targets,receptions,receiving_yards,receiving_tds,receiving_air_yards,target_share
00-0034272,Marquez Valdes-Scantling,WR,NO,13,44,19,411,4,765,0.0888888888888889
00-0034348,Courtland Sutton,WR,DEN,16,135,81,1081,8,1787,0.245901639344262
00-0034351,Dallas Goedert,TE,PHI,10,52,42,496,2,343,0.124401913875598
00-0034353,Anthony Miller,WR,BAL,1,1,1,16,0,15,0.0021881838074398
00-0034364,Jordan Akins,TE,CLE,16,58,40,390,2,349,0.0914826498422713
00-0034365,Ian Thomas,TE,CAR,3,6,3,7,0,24,0.0115830115830116
00-0034383,Dalton Schultz,TE,HOU,17,85,53,532,2,684,0.155393053016453
00-0034386,Justin Watson,WR,KC,15,32,22,289,2,486,0.0559440559440559
00-0034407,Ray-Ray McCloud,WR,ATL,17,87,62,686,1,589,0.161410018552876
00-0034418,Cedrick Wilson Jr.,WR,NO,13,27,20,211,1,196,0.0522243713733075
00-0034419,Braxton Berrios,WR,MIA,6,4,0,0,0,26,0.0070422535211267
00-0034487,Trent Sherfield,WR,MIN,13,9,8,83,1,54,0.0174081237911025
00-0034521,Allen Lazard,WR,NYJ,12,60,37,530,6,664,0.101867572156197
00-0034571,Trent Scott,OT,WAS,2,1,1,1,1,1,0.0019841269841269
00-0034613,Tanner Hudson,TE,CIN,9,23,19,154,1,98,0.0366242038216561
00-0034646,Brandon Powell,WR,MIN,16,10,7,71,0,102,0.0193423597678917
00-0034753,Mark Andrews,TE,BAL,17,69,55,673,11,731,0.150984682713348
00-0034775,Christian Kirk,WR,JAX,8,47,27,379,1,644,0.0900383141762452
00-0034777,DJ Chark,WR,LAC,4,10,4,31,1,115,0.0203665987780041
00-0034791,Nick Chubb,RB,CLE,8,11,5,31,1,-5,0.0173501577287066
00-0034798,Durham Smythe,TE,MIA,14,17,9,53,0,94,0.0299295774647887
00-0034827,DJ Moore,WR,CHI,17,140,98,966,6,1049,0.266159695817491
00-0034829,Mike Gesicki,TE,CIN,16,83,65,665,2,615,0.132165605095541
00-0034830,Hayden Hurst,TE,LAC,7,13,8,73,0,62,0.0264765784114053
00-0034834,Sam Hubbard,DE,CIN,13,1,1,2,1,2,0.001592356687898
00-0034837,Calvin Ridley,WR,TEN,17,120,64,1017,4,1883,0.236686390532544
00-0034844,Saquon Barkley,RB,PHI,16,43,33,278,2,98,0.102870813397129
00-0034854,KhaDarel Hodge,WR,ATL,11,12,7,131,1,126,0.0222634508348794
00-0034860,Dante Pettis,WR,NO,8,28,12,120,1,282,0.0541586073500967
00-0034959,Andrew Beck,FB,HOU,2,2,0,0,0,21,0.0043103448275862
00-0034960,Jakobi Meyers,WR,LV,15,129,87,1027,4,1281,0.217905405405405
00-0034972,Alexander Mattison,RB,LV,14,48,36,294,1,-4,0.0810810810810811
00-0034975,Justice Hill,RB,BAL,15,51,42,383,3,-34,0.111597374179431
00-0034981,Foster Moreau,TE,NO,16,43,32,413,5,397,0.0831721470019342
00-0035021,Ashton Dulin,WR,IND,13,8,2,67,1,154,0.016260162601626
00-0035125,Alec Ingold,FB,MIA,10,12,11,96,0,15,0.0211267605633803
00-0035140,Mecole Hardman,WR,KC,12,14,12,90,0,-14,0.0244755244755245
00-0035208,Olamide Zaccheaus,WR,WAS,16,64,45,506,3,406,0.126984126984127
00-0035216,Diontae Johnson,WR,HOU,11,67,33,375,3,731,0.129343629343629
00-0035229,T.J. Hockenson,TE,MIN,10,62,41,455,0,520,0.119922630560928
00-0035243,Miles Sanders,RB,CAR,11,30,24,148,1,41,0.0579150579150579
00-0035249,Josh Oliver,TE,MIN,12,28,22,258,3,218,0.0541586073500967
00-0035250,Devin Singletary,RB,NYG,15,24,21,119,0,-68,0.0433212996389892
00-0035261,Tony Pollard,RB,TEN,16,57,41,238,0,8,0.112426035502959
00-0035298,Scott Miller,WR,PIT,6,9,5,69,0,106,0.0195652173913044
00-0035311,Myles Gaskin,RB,MIN,4,1,1,11,0,-2,0.0019342359767891
00-0035341,Trenton Irwin,WR,CIN,6,10,3,15,0,62,0.0159235668789809
00-0035406,Lil'Jordan Humphrey,WR,DEN,14,45,31,293,1,293,0.0819672131147541
00-0035500,Greg Dortch,WR,ARI,17,50,37,342,3,207,0.0956022944550669
00-0035535,Darius Slayton,WR,NYG,16,71,39,573,2,928,0.128158844765343
00-0035537,Ty Johnson,RB,BUF,17,25,18,284,3,204,0.0505050505050505
00-0035544,Tom Kennedy,WR,DET,3,1,0,0,0,11,0.0019157088122605
00-0035547,Joseph Fortson,TE,KC,3,3,1,5,0,4,0.0052447552447552
00-0035567,Craig Reynolds,RB,DET,8,5,3,40,0,-10,0.0095785440613026
00-0035594,Travis Homer,RB,CHI,8,3,3,11,0,1,0.0057034220532319
00-0035602,Alex Bachman,WR,LV,5,3,3,31,0,21,0.0050675675675675
00-0035628,D'Ernest Johnson,RB,JAX,12,19,12,96,0,7,0.0363984674329502
00-0035631,Drew Sample,TE,CIN,11,22,20,109,1,34,0.035031847133758
00-0035639,Parris Campbell,WR,PHI,4,8,6,30,1,34,0.0191387559808612
00-0035640,DK Metcalf,WR,SEA,15,108,66,992,5,1481,0.189806678383128
00-0035644,Noah Fant,TE,SEA,14,64,48,500,1,339,0.112478031634446
00-0035659,Terry McLaurin,WR,WAS,17,117,82,1096,13,1561,0.232142857142857
00-0035662,Marquise Brown,WR,KC,2,15,9,91,0,123,0.0262237762237762
00-0035676,A.J. Brown,WR,PHI,13,97,67,1079,7,1168,0.232057416267943
00-0035685,David Montgomery,RB,DET,14,38,36,341,0,-18,0.0727969348659004
00-0035689,Dawson Knox,TE,BUF,14,33,22,311,1,316,0.0666666666666667
00-0035700,Josh Jacobs,RB,GB,17,43,36,342,1,-41,0.0926724137931035
00-0035719,Deebo Samuel Sr.,WR,SF,15,81,51,670,3,551,0.157894736842105
00-0035795,James Pierre,CB,PIT,9,1,0,0,0,14,0.0021739130434782
00-0035806,JaMycal Hasty,RB,NE,12,12,10,59,1,-2,0.024
00-0035891,Cody White,WR,SEA,2,3,2,44,0,40,0.0052724077328646
00-0035973,Patrick Taylor,RB,SF,7,11,3,25,0,39,0.0214424951267057
00-0035976,Dan Chisena,WR,CAR,4,4,3,37,0,30,0.0077220077220077
00-0036037,Sam Franklin Jr.,SAF,CAR,8,1,0,0,0,11,0.0019305019305019
00-0036040,Juwan Johnson,TE,NO,15,66,50,548,3,547,0.127659574468085
00-0036096,J.J. Taylor,RB,HOU,3,3,2,0,0,-6,0.0054844606946983
00-0036133,James Proche,WR,CLE,9,3,3,21,0,17,0.0047318611987381
00-0036139,Rico Dowdle,RB,DAL,16,49,39,249,3,1,0.0787781350482315
00-0036158,J.K. Dobbins,RB,LAC,13,38,32,153,0,-44,0.0773930753564155
00-0036165,Isaiah Hodgins,WR,NYG,2,2,2,12,0,11,0.0036101083032491
00-0036176,Mason Kinsey,WR,TEN,6,2,2,17,0,17,0.0039447731755424
00-0036182,Nick Westbrook-Ikhine,WR,TEN,14,60,32,497,9,700,0.118343195266272
00-0036183,Kristian Wilkerson,WR,LV,1,3,2,18,1,16,0.0050675675675675
00-0036196,Gabe Davis,WR,JAX,10,42,20,239,2,565,0.0804597701149425
00-0036223,Jonathan Taylor,RB,IND,14,31,18,136,1,-10,0.0630081300813008
00-0036232,Harrison Bryant,TE,LV,6,12,9,86,0,41,0.0202702702702703
00-0036244,Colby Parkinson,TE,LA,16,49,30,294,1,263,0.0905730129390018
00-0036251,Zack Moss,RB,CIN,8,27,23,187,1,3,0.0429936305732484
00-0036252,Michael Pittman,WR,IND,16,111,69,808,3,1234,0.225609756097561
00-0036254,Collin Johnson,WR,CHI,6,2,1,6,0,16,0.0038022813688212
00-0036259,Jauan Jennings,WR,SF,15,113,77,975,6,1119,0.220272904483431
00-0036261,Brandon Aiyuk,WR,SF,7,47,25,374,0,556,0.0916179337231969
00-0036268,Laviska Shenault Jr.,WR,SEA,10,5,5,36,0,-10,0.0087873462214411
00-0036275,D'Andre Swift,RB,CHI,17,52,42,386,0,2,0.0988593155893536
00-0036290,Cole Kmet,TE,CHI,16,55,47,474,4,393,0.104562737642586
00-0036309,Darnell Mooney,WR,ATL,16,106,64,992,5,1294,0.196660482374768
00-0036322,Justin Jefferson,WR,MIN,17,154,103,1533,10,1682,0.297872340425532
00-0036328,Antonio Gibson,RB,NE,17,29,23,206,0,53,0.058
00-0036331,Devin Duvernay,WR,JAX,13,16,11,79,0,183,0.0306513409961686
00-0036332,Josiah Deguara,TE,JAX,7,3,3,14,0,2,0.0057471264367816
00-0036345,K.J. Osborn,WR,WAS,7,18,7,57,1,107,0.036
00-0036358,CeeDee Lamb,WR,DAL,15,152,101,1194,6,1190,0.244372990353698
00-0036360,Clyde Edwards-Helaire,RB,NO,2,5,3,24,0,-4,0.0096711798839458
00-0036387,Jalen Reagor,WR,LAC,7,12,7,100,0,123,0.0244399185336049
00-0036407,Jerry Jeudy,WR,CLE,17,145,90,1229,4,1611,0.228706624605678
00-0036410,Tee Higgins,WR,CIN,12,109,73,911,10,1067,0.173566878980892
00-0036414,Cam Akers,RB,MIN,16,18,14,68,3,-27,0.0329067641681901
00-0036415,Van Jefferson,WR,PIT,15,40,24,276,2,465,0.0869565217391304
00-0036422,Adam Trautman,TE,DEN,13,22,13,188,2,125,0.0400728597449909
00-0036425,DeeJay Dallas,RB,ARI,16,3,3,11,1,-9,0.005736137667304
00-0036427,Tyler Johnson,WR,LA,11,41,26,291,1,229,0.0757855822550832
00-0036429,Charlie Woerner,TE,ATL,12,12,7,46,0,35,0.0222634508348794
00-0036438,Stephen Sullivan,TE,CAR,1,1,0,0,0,16,0.0019305019305019
00-0036463,Chris Blair,WR,ATL,2,2,1,17,0,37,0.0037105751391465
00-0036497,Tim Jones,WR,JAX,8,5,3,41,0,40,0.0095785440613026
00-0036510,Kenny Yeboah,TE,NYJ,7,8,5,47,1,37,0.0135823429541596
00-0036527,DJ Turner,WR,LV,12,29,16,158,1,255,0.0489864864864865
00-0036534,Shane Zylstra,TE,DET,2,1,1,22,0,9,0.0019157088122605
00-0036550,Rashod Bateman,WR,BAL,16,72,45,756,9,973,0.157549234135667
00-0036554,Nico Collins,WR,HOU,12,99,68,1006,7,1083,0.180987202925046
00-0036555,Chuba Hubbard,RB,CAR,15,54,43,171,1,-65,0.104247104247104
00-0036556,Brevin Jordan,TE,HOU,2,3,2,7,0,1,0.0054844606946983
00-0036590,Quintin Morris,TE,BUF,10,8,5,36,1,74,0.0161616161616162
00-0036613,Jaylen Waddle,WR,MIA,15,83,58,744,2,827,0.14612676056338
00-0036620,Dee Eskridge,WR,MIA,5,3,3,44,0,15,0.005281690140845
00-0036626,Dyami Brown,WR,WAS,15,40,30,308,1,293,0.0793650793650794
00-0036628,John Bates,TE,WAS,13,13,8,84,0,63,0.0257936507936508
00-0036630,Tylan Wallace,WR,BAL,12,12,11,193,1,74,0.0262582056892779
00-0036637,Noah Gray,TE,KC,16,49,40,437,5,309,0.0856643356643357
00-0036640,Zach Davidson,TE,BUF,2,2,1,5,0,10,0.004040404040404
00-0036646,Simi Fehoko,WR,LAC,6,16,6,106,0,236,0.0325865580448065
00-0036670,Jermar Jefferson,RB,DET,2,1,1,10,0,0,0.0019157088122605
00-0036727,Adam Prentice,FB,NO,9,4,0,0,0,4,0.0077369439071566
00-0036741,Jack Stoll,TE,PHI,5,3,2,10,0,12,0.0071770334928229
00-0036754,Brock Wright,TE,DET,11,16,13,100,2,81,0.0306513409961686
00-0036825,Feleipe Franks,TE,CAR,9,3,1,12,0,49,0.0057915057915057
00-0036841,Austin Trammell,WR,JAX,1,3,2,40,0,44,0.0057471264367816
00-0036849,Tutu Atwell,WR,LA,15,62,42,562,0,741,0.11460258780037
00-0036862,Ben Skowronek,WR,PIT,9,5,5,69,0,40,0.0108695652173913
00-0036875,Rhamondre Stevenson,RB,NE,15,41,33,168,1,-41,0.082
00-0036876,Kylen Granson,TE,IND,16,31,14,182,0,352,0.0630081300813008
00-0036877,Jaelon Darden,WR,SEA,11,1,1,6,0,-3,0.001577287066246
00-0036887,Luke Farrell,TE,JAX,12,17,12,67,0,82,0.0325670498084291
00-0036893,Najee Harris,RB,PIT,17,48,36,283,0,-70,0.104347826086957
00-0036894,Pat Freiermuth,TE,PIT,17,78,65,653,7,477,0.169565217391304
00-0036900,Ja'Marr Chase,WR,CIN,17,175,127,1708,17,1526,0.278662420382166
00-0036906,Khalil Herbert,RB,CIN,11,11,10,25,0,-23,0.0209125475285171
00-0036912,DeVonta Smith,WR,PHI,13,89,68,833,8,809,0.212918660287081
00-0036913,Kadarius Toney,WR,CLE,3,1,0,0,0,-5,0.001577287066246
00-0036919,Kenny Gainwell,RB,PHI,17,22,16,116,0,23,0.0526315789473684
00-0036924,Michael Carter,RB,ARI,3,11,11,57,0,-16,0.0210325047801147
00-0036955,Terrace Marshall Jr.,WR,LV,5,6,3,41,0,52,0.0101351351351351
00-0036963,Amon-Ra St. Brown,WR,DET,17,141,115,1263,12,1081,0.270114942528736
00-0036970,Kyle Pitts,TE,ATL,17,74,47,602,4,623,0.137291280148423
00-0036973,Travis Etienne,RB,JAX,15,52,39,254,0,4,0.0996168582375479
00-0036980,Elijah Moore,WR,CLE,17,102,61,538,1,950,0.160883280757098
00-0036984,Trey Sermon,RB,IND,15,19,16,99,0,6,0.0386178861788618
00-0036988,Josh Palmer,WR,LAC,15,65,39,584,1,991,0.132382892057026
00-0036990,Divine Deablo,LB,LV,13,1,1,34,0,4,0.0016891891891891
00-0036997,Javonte Williams,RB,DEN,17,70,52,346,0,-29,0.127504553734062
00-0037004,Hunter Long,TE,LA,11,9,7,60,0,31,0.0166358595194085
00-0037005,Tommy Tremble,TE,CAR,10,32,23,234,2,182,0.0617760617760618
00-0037085,Tyler Badie,RB,DEN,3,3,3,-2,0,-6,0.0054644808743169
00-0037086,Grant Calcaterra,TE,PHI,15,30,24,298,1,220,0.0717703349282297
00-0037091,Bo Melton,WR,GB,13,17,8,91,0,303,0.0366379310344828
00-0037093,Dareke Young,WR,SEA,7,1,0,0,0,9,0.0017574692442882
00-0037120,Tyler Goodson,RB,IND,14,15,11,61,1,19,0.0304878048780488
00-0037132,Britain Covey,WR,PHI,5,8,7,34,0,9,0.0191387559808612
00-0037156,Irvin Charles,WR,NYJ,8,1,0,0,0,3,0.0016977928692699
00-0037197,Isiah Pacheco,RB,KC,7,16,12,79,0,-22,0.027972027972028
00-0037207,Mike Caliendo,G,KC,1,1,1,5,0,2,0.0017482517482517
00-0037216,Justyn Ross,WR,KC,1,1,0,0,0,10,0.0017482517482517
00-0037228,Jaylen Warren,RB,PIT,15,47,38,310,0,-4,0.102173913043478
00-0037231,Kevin Austin Jr.,WR,NO,8,22,11,151,0,259,0.0425531914893617
00-0037238,Drake London,WR,ATL,17,158,100,1271,9,1723,0.293135435992579
00-0037239,Chris Olave,WR,NO,8,44,32,400,1,455,0.0851063829787234
00-0037240,Jameson Williams,WR,DET,15,91,58,1001,7,1037,0.174329501915709
00-0037243,Tyler Smith,OT,DAL,4,1,1,0,0,-6,0.0016077170418006
00-0037247,George Pickens,WR,PIT,14,103,59,900,3,1411,0.223913043478261
00-0037248,James Cook,RB,BUF,16,38,32,258,2,37,0.0767676767676768
00-0037252,Greg Dulcich,TE,NYG,4,12,5,28,0,71,0.0218579234972678
00-0037253,Marcus Jones,CB,NE,14,1,1,18,0,-7,0.002
00-0037256,Rachaad White,RB,TB,15,57,51,393,6,-109,0.101243339253996
00-0037257,David Bell,WR,CLE,1,3,3,27,0,19,0.0047318611987381
00-0037258,Dameon Pierce,RB,HOU,10,4,2,2,0,-5,0.0073126142595978
00-0037261,Khalil Shakir,WR,BUF,15,100,76,821,4,548,0.202020202020202
00-0037263,Tyler Allgeier,RB,ATL,17,13,13,88,0,-5,0.0241187384044527
00-0037267,Jerome Ford,RB,CLE,14,43,37,225,0,-15,0.0678233438485804
00-0037276,Ty Chandler,RB,MIN,14,6,6,42,0,-11,0.011605415860735
00-0037287,Vederian Lowe,OT,NE,8,1,1,4,1,4,0.002
00-0037291,Jalen Nailor,WR,MIN,15,42,28,414,6,487,0.0812379110251451
00-0037292,Andrew Ogletree,TE,IND,12,14,9,109,1,150,0.0284552845528455
00-0037300,Mike Woods,WR,CLE,5,17,7,65,0,187,0.026813880126183
00-0037304,Connor Heyward,FB,PIT,12,8,6,40,1,67,0.0173913043478261
00-0037306,John FitzPatrick,TE,GB,1,1,1,2,0,2,0.0021551724137931
00-0037348,Tanner Conner,TE,MIA,4,4,3,16,0,46,0.0070422535211267
00-0037382,Brandon Johnson,WR,PIT,1,1,1,9,0,5,0.0021739130434782
00-0037422,Kendric Pryor,WR,CIN,1,1,1,9,0,9,0.001592356687898
00-0037475,Stone Smartt,TE,LAC,9,19,16,208,0,192,0.0386965376782077
00-0037487,Deven Thompkins,WR,CAR,5,4,4,20,0,-8,0.0077220077220077
00-0037509,Sincere McCormick,RB,LV,4,7,6,29,0,3,0.0118243243243243
00-0037524,Tay Martin,WR,TEN,1,2,1,49,1,63,0.0039447731755424
00-0037525,Jordan Mason,RB,SF,12,14,11,91,0,52,0.0272904483430799
00-0037539,Lucas Krull,TE,DEN,10,23,19,152,0,118,0.0418943533697632
00-0037545,Rashid Shaheed,WR,NO,6,41,20,349,3,721,0.0793036750483559
00-0037557,Ronnie Rivers,RB,LA,6,6,5,34,0,-26,0.011090573012939
00-0037569,Peyton Hendershot,TE,KC,5,5,5,51,0,19,0.0087412587412587
00-0037578,Juanyeh Thomas,SAF,DAL,9,1,1,4,0,4,0.0016077170418006
00-0037594,Julius Chestnut,RB,TEN,12,3,2,11,0,1,0.0059171597633136
00-0037614,John Metchie III,WR,HOU,10,37,24,254,1,333,0.0676416819012797
00-0037617,Hassan Haskins,RB,LAC,12,3,3,49,1,7,0.0061099796334012
00-0037654,Tucker Fisk,TE,LAC,7,8,7,39,0,20,0.0162932790224033
00-0037664,Alec Pierce,WR,IND,16,69,37,824,7,1500,0.140243902439024
00-0037666,Jalen Tolbert,WR,DAL,17,79,49,610,7,906,0.127009646302251
00-0037740,Garrett Wilson,WR,NYJ,17,154,101,1104,7,1408,0.261460101867572
00-0037741,Jahan Dotson,WR,PHI,14,33,19,216,0,327,0.0789473684210526
00-0037742,Treylon Burks,WR,TEN,5,8,4,34,0,135,0.0157790927021696
00-0037744,Trey McBride,TE,ARI,16,147,111,1146,2,902,0.281070745697897
00-0037745,Velus Jones Jr.,WR,CAR,2,1,1,8,0,-5,0.0019011406844106
00-0037746,Brian Robinson,RB,WAS,14,25,20,159,0,-23,0.0496031746031746
00-0037801,KaVontae Turpin,WR,DAL,17,52,31,420,2,439,0.0836012861736334
00-0037805,Jeremy Ruckert,TE,NYJ,14,28,18,105,0,96,0.0475382003395586
00-0037809,Chig Okonkwo,TE,TEN,16,70,52,479,2,415,0.138067061143984
00-0037816,Romeo Doubs,WR,GB,13,72,46,601,4,886,0.155172413793103
00-0037837,Calvin Austin III,WR,PIT,17,58,36,548,4,718,0.126086956521739
00-0037838,Isaiah Likely,TE,BAL,15,58,42,477,6,467,0.12691466083151
00-0037840,Kyren Williams,RB,LA,16,40,34,182,2,-32,0.0739371534195934
00-0038040,Zamir White,RB,LV,8,8,6,30,0,-25,0.0135135135135135
00-0038041,Jake Ferguson,TE,DAL,14,86,59,494,0,360,0.138263665594855
00-0038046,Charlie Kolar,TE,BAL,10,11,9,131,1,66,0.0240700218818381
00-0038090,Skyy Moore,WR,KC,3,3,0,0,0,18,0.0052447552447552
00-0038092,Erik Ezukanma,WR,MIA,1,2,0,0,0,59,0.0035211267605633
00-0038098,Pierre Strong,RB,CLE,13,22,14,104,0,6,0.0347003154574132
00-0038104,Tyquan Thornton,WR,NE,4,8,4,47,0,126,0.016
00-0038115,Daniel Bellinger,TE,NYG,12,17,14,125,0,69,0.0306859205776173
00-0038117,Wan'Dale Robinson,WR,NYG,17,140,93,699,3,656,0.252707581227437
