player_id,team_start
00-0022531,SEA
00-0023459,NYJ
00-0023853,ARI
00-0024243,CHI
00-0025565,TEN
00-0025580,NYG
00-0026027,CAR
00-0026158,CLE
00-0026166,NYJ
00-0026190,ATL
00-0026293,NE
00-0026498,LA
00-0026625,LV
00-0026858,NYG
00-0027114,NYJ
00-0027224,HOU
00-0027557,TEN
00-0027696,NO
00-0027723,NYJ
00-0027857,SF
00-0027862,DET
00-0027865,PHI
00-0027867,NO
00-0027872,DEN
00-0027881,HOU
00-0027885,BUF
00-0027940,BUF
00-0027943,PIT
00-0027944,PHI
00-0027947,DAL
00-0027948,KC
00-0027962,NO
00-0027969,PIT
00-0027973,CAR
00-0028002,NYJ
00-0028008,CAR
00-0028118,NYG
00-0028129,PHI
00-0028171,NE
00-0028292,SEA
00-0028394,DET
00-0028845,LAC
00-0028872,CAR
00-0028899,CLE
00-0028924,SF
00-0028986,HOU
00-0029008,CLE
00-0029193,DET
00-0029239,LV
00-0029249,MIA
00-0029255,SEA
00-0029263,DEN
00-0029285,BUF
00-0029293,DET
00-0029316,ARI
00-0029421,NYG
00-0029530,MIA
00-0029542,DAL
00-0029562,TB
00-0029592,BAL
00-0029597,BAL
00-0029604,MIN
00-0029606,MIN
00-0029607,NO
00-0029621,NYJ
00-0029653,PHI
00-0029685,LV
00-0029692,DAL
00-0029701,TEN
00-0029714,MIN
00-0029764,NE
00-0029822,JAX
00-0029890,DEN
00-0029892,SF
00-0030035,CAR
00-0030061,ARI
00-0030062,PHI
00-0030063,DAL
00-0030067,MIA
00-0030068,CLE
00-0030070,LV
00-0030090,BUF
00-0030092,BUF
00-0030097,MIN
00-0030098,CLE
00-0030114,BUF
00-0030140,WAS
00-0030142,PIT
00-0030279,LAC
00-0030332,LA
00-0030383,CHI
00-0030386,TB
00-0030411,SF
00-0030431,HOU
00-0030459,NO
00-0030500,LAC
00-0030506,KC
00-0030513,BUF
00-0030533,JAX
00-0030561,PHI
00-0030564,TEN
00-0030565,SEA
00-0030578,ATL
00-0030585,NYG
00-0030615,KC
00-0030663,SF
00-0030694,NO
00-0030725,WAS
00-0030757,KC
00-0030792,CAR
00-0030869,WAS
00-0030874,ARI
00-0030946,SF
00-0030957,NYG
00-0030968,ATL
00-0031040,LAC
00-0031054,BUF
00-0031067,DEN
00-0031095,WAS
00-0031101,TB
00-0031136,PIT
00-0031142,TB
00-0031156,BAL
00-0031177,BAL
00-0031203,CHI
00-0031235,BAL
00-0031236,DAL
00-0031237,DET
00-0031254,TEN
00-0031256,MIN
00-0031260,WAS
00-0031270,CLE
00-0031279,ATL
00-0031280,NO
00-0031288,CIN
00-0031296,NYJ
00-0031298,HOU
00-0031330,BAL
00-0031345,LV
00-0031357,DAL
00-0031360,BAL
00-0031364,BAL
00-0031367,CAR
00-0031372,PHI
00-0031376,KC
00-0031381,LV
00-0031388,LA
00-0031402,DAL
00-0031404,NE
00-0031408,TB
00-0031411,DAL
00-0031426,CLE
00-0031428,PIT
00-0031484,DEN
00-0031492,SEA
00-0031500,WAS
00-0031503,NO
00-0031544,CLE
00-0031547,NE
00-0031549,BAL
00-0031550,CAR
00-0031554,LAC
00-0031555,PIT
00-0031557,BUF
00-0031565,MIN
00-0031576,CLE
00-0031580,HOU
00-0031581,NYG
00-0031583,ATL
00-0031584,NYJ
00-0031585,ATL
00-0031587,NYG
00-0031588,BUF
00-0031595,DEN
00-0031596,WAS
00-0031608,SEA
00-0031610,NYG
00-0031687,MIA
00-0031740,HOU
00-0031763,LV
00-0031785,CAR
00-0031795,CAR
00-0031800,ATL
00-0031852,NE
00-0031868,ATL
00-0031870,LAC
00-0031898,DEN
00-0031911,PHI
00-0031933,NYG
00-0031935,GB
00-0031936,BUF
00-0031938,DAL
00-0031941,WAS
00-0031957,NYG
00-0032052,DAL
00-0032053,JAX
00-0032062,KC
00-0032065,ATL
00-0032071,NE
00-0032103,HOU
00-0032104,LV
00-0032107,JAX
00-0032109,PIT
00-0032127,PIT
00-0032128,SF
00-0032129,MIN
00-0032132,NO
00-0032134,NYJ
00-0032141,ARI
00-0032144,BAL
00-0032145,NO
00-0032146,ATL
00-0032150,HOU
00-0032151,SF
00-0032156,NYJ
00-0032162,SF
00-0032164,SF
00-0032165,LV
00-0032195,BAL
00-0032197,DEN
00-0032200,NE
00-0032203,NO
00-0032208,DEN
00-0032210,DEN
00-0032211,SEA
00-0032214,MIA
00-0032217,KC
00-0032222,ARI
00-0032228,NE
00-0032234,NYJ
00-0032242,LA
00-0032265,SEA
00-0032268,PHI
00-0032366,BUF
00-0032378,IND
00-0032379,MIA
00-0032380,HOU
00-0032381,DET
00-0032382,PIT
00-0032383,IND
00-0032385,NYG
00-0032387,SEA
00-0032388,CAR
00-0032391,KC
00-0032392,LV
00-0032394,LAC
00-0032395,DET
00-0032398,TEN
00-0032399,PIT
00-0032401,GB
00-0032402,HOU
00-0032408,PIT
00-0032412,MIN
00-0032415,NE
00-0032416,NYJ
00-0032424,CIN
00-0032432,NYJ
00-0032436,CLE
00-0032437,CAR
00-0032442,PIT
00-0032445,CIN
00-0032450,DEN
00-0032454,DAL
00-0032463,TEN
00-0032464,DET
00-0032466,HOU
00-0032496,CAR
00-0032497,BUF
00-0032521,CIN
00-0032543,LAC
00-0032569,DEN
00-0032574,BAL
00-0032580,NE
00-0032655,DET
00-0032667,JAX
00-0032671,LAC
00-0032677,HOU
00-0032688,MIA
00-0032701,SF
00-0032725,LAC
00-0032726,HOU
00-0032753,IND
00-0032759,HOU
00-0032762,KC
00-0032763,LAC
00-0032764,TEN
00-0032765,NO
00-0032768,CHI
00-0032774,KC
00-0032775,LA
00-0032790,HOU
00-0032803,NE
00-0032889,NYG
00-0032890,PHI
00-0032891,BAL
00-0032892,MIN
00-0032918,MIN
00-0032933,ARI
00-0032939,CAR
00-0032942,BAL
00-0032943,DEN
00-0032950,LA
00-0032951,BAL
00-0032954,PIT
00-0032965,BAL
00-0032968,PIT
00-0032971,DEN
00-0032975,WAS
00-0033009,CIN
00-0033010,MIN
00-0033011,NYJ
00-0033038,HOU
00-0033040,MIA
00-0033045,NE
00-0033046,NYG
00-0033050,MIA
00-0033051,ATL
00-0033052,LV
00-0033055,MIA
00-0033063,NO
00-0033064,JAX
00-0033066,CHI
00-0033072,BUF
00-0033073,MIA
00-0033077,DAL
00-0033082,CHI
00-0033084,WAS
00-0033090,NE
00-0033093,MIN
00-0033096,BUF
00-0033103,SEA
00-0033106,DET
00-0033109,SF
00-0033110,LA
00-0033118,BAL
00-0033119,WAS
00-0033120,GB
00-0033123,CHI
00-0033131,HOU
00-0033132,TEN
00-0033156,LAC
00-0033196,TB
00-0033217,IND
00-0033221,TEN
00-0033246,MIN
00-0033251,ARI
00-0033258,DET
00-0033260,NYJ
00-0033269,IND
00-0033275,CLE
00-0033280,SF
00-0033281,BAL
00-0033282,WAS
00-0033284,CAR
00-0033288,SF
00-0033290,LV
00-0033292,CHI
00-0033293,GB
00-0033296,WAS
00-0033297,DEN
00-0033300,NE
00-0033303,KC
00-0033307,NE
00-0033308,NYG
00-0033319,MIN
00-0033336,GB
00-0033347,CIN
00-0033357,NO
00-0033376,BAL
00-0033381,LV
00-0033393,IND
00-0033400,CLE
00-0033439,NE
00-0033445,PHI
00-0033463,NYJ
00-0033466,IND
00-0033503,BAL
00-0033511,NYG
00-0033512,PIT
00-0033523,WAS
00-0033526,DEN
00-0033536,LAC
00-0033537,CLE
00-0033538,DEN
00-0033543,CIN
00-0033546,CLE
00-0033547,PHI
00-0033548,CIN
00-0033549,MIA
00-0033551,GB
00-0033553,ARI
00-0033555,ATL
00-0033557,DET
00-0033563,ARI
00-0033566,PIT
00-0033570,CLE
00-0033571,BUF
00-0033572,JAX
00-0033576,HOU
00-0033579,CAR
00-0033582,JAX
00-0033588,LV
00-0033589,TB
00-0033591,HOU
00-0033595,TB
00-0033598,ATL
00-0033659,TEN
00-0033662,DAL
00-0033676,ARI
00-0033697,LAC
00-0033699,LAC
00-0033702,ATL
00-0033716,NE
00-0033729,HOU
00-0033752,ATL
00-0033757,CHI
00-0033765,CHI
00-0033770,NYJ
00-0033782,CHI
00-0033783,LA
00-0033784,CHI
00-0033787,PHI
00-0033792,GB
00-0033793,TEN
00-0033831,WAS
00-0033854,HOU
00-0033856,BUF
00-0033857,NE
00-0033858,ATL
00-0033860,NE
00-0033863,DET
00-0033868,CLE
00-0033869,PIT
00-0033870,NYJ
00-0033872,SEA
00-0033873,KC
00-0033874,NO
00-0033875,PHI
00-0033876,PHI
00-0033877,DAL
00-0033878,NYG
00-0033880,DET
00-0033881,JAX
00-0033883,NE
00-0033884,BUF
00-0033885,CLE
00-0033886,PIT
00-0033888,NO
00-0033889,JAX
00-0033890,ARI
00-0033891,JAX
00-0033892,NO
00-0033893,NYJ
00-0033894,BAL
00-0033895,LAC
00-0033897,CIN
00-0033898,PHI
00-0033901,CLE
00-0033902,NO
00-0033904,BUF
00-0033905,PIT
00-0033906,NO
00-0033907,JAX
00-0033908,LA
00-0033910,CHI
00-0033913,CAR
00-0033914,DET
00-0033918,DEN
00-0033921,TB
00-0033923,CLE
00-0033925,CHI
00-0033926,HOU
00-0033927,LA
00-0033928,DAL
00-0033929,PIT
00-0033930,DET
00-0033935,CIN
00-0033936,JAX
00-0033940,TEN
00-0033941,JAX
00-0033943,DET
00-0033945,IND
00-0033947,NE
00-0033948,NO
00-0033949,ARI
00-0033952,IND
00-0033955,SF
00-0033958,CHI
00-0033963,NYJ
00-0033995,CLE
00-0034051,PIT
00-0034054,MIA
00-0034067,DET
00-0034071,WAS
00-0034073,SF
00-0034084,DET
00-0034091,SF
00-0034112,MIN
00-0034114,LA
00-0034115,MIA
00-0034116,NO
00-0034125,BUF
00-0034145,IND
00-0034158,MIN
00-0034159,SEA
00-0034160,SEA
00-0034161,LV
00-0034162,LAC
00-0034163,IND
00-0034171,DET
00-0034173,CAR
00-0034177,NYJ
00-0034184,BAL
00-0034185,DEN
00-0034193,TEN
00-0034198,DAL
00-0034203,JAX
00-0034208,HOU
00-0034234,BUF
00-0034248,MIA
00-0034251,NE
00-0034261,CAR
00-0034264,NYJ
00-0034270,NYJ
00-0034272,KC
00-0034274,MIA
00-0034275,JAX
00-0034277,MIA
00-0034278,DEN
00-0034279,CHI
00-0034281,CAR
00-0034285,MIA
00-0034286,KC
00-0034296,DEN
00-0034297,WAS
00-0034302,CAR
00-0034310,NYJ
00-0034317,NO
00-0034320,PHI
00-0034333,WAS
00-0034337,CHI
00-0034342,IND
00-0034344,MIN
00-0034345,DET
00-0034346,ARI
00-0034347,PIT
00-0034348,DEN
00-0034350,SEA
00-0034351,PHI
00-0034352,MIA
00-0034355,HOU
00-0034356,CAR
00-0034357,SF
00-0034359,IND
00-0034360,ATL
00-0034361,KC
00-0034363,TB
00-0034364,CLE
00-0034365,CAR
00-0034368,DEN
00-0034371,MIA
00-0034373,DAL
00-0034374,NYJ
00-0034375,ARI
00-0034376,BUF
00-0034377,PHI
00-0034381,PHI
00-0034382,CAR
00-0034383,HOU
00-0034384,NYJ
00-0034385,NE
00-0034386,KC
00-0034387,LV
00-0034391,BUF
00-0034397,BUF
00-0034399,CLE
00-0034401,MIA
00-0034407,SF
00-0034413,JAX
00-0034414,PHI
00-0034417,SF
00-0034418,MIA
00-0034419,MIA
00-0034424,CLE
00-0034429,PHI
00-0034430,ATL
00-0034431,IND
00-0034433,NYJ
00-0034436,LAC
00-0034437,JAX
00-0034438,ATL
00-0034445,WAS
00-0034446,CIN
00-0034450,MIN
00-0034461,NYJ
00-0034465,WAS
00-0034468,PIT
00-0034473,ARI
00-0034485,GB
00-0034487,BUF
00-0034488,HOU
00-0034490,ARI
00-0034495,SEA
00-0034496,WAS
00-0034500,ATL
00-0034514,PIT
00-0034515,TB
00-0034516,JAX
00-0034521,NYJ
00-0034527,TB
00-0034540,IND
00-0034545,LV
00-0034571,WAS
00-0034573,SF
00-0034575,TB
00-0034577,BUF
00-0034587,WAS
00-0034591,LAC
00-0034613,CIN
00-0034614,PIT
00-0034623,ARI
00-0034639,CLE
00-0034646,MIN
00-0034657,KC
00-0034668,TB
00-0034673,CHI
00-0034674,DAL
00-0034675,ATL
00-0034677,CHI
00-0034678,CIN
00-0034681,TB
00-0034720,LV
00-0034721,CLE
00-0034723,CAR
00-0034726,GB
00-0034728,GB
00-0034743,DAL
00-0034745,DET
00-0034746,CLE
00-0034750,PHI
00-0034752,CIN
00-0034753,BAL
00-0034754,SF
00-0034756,ATL
00-0034759,LV
00-0034760,NO
00-0034764,DAL
00-0034768,PIT
00-0034769,CHI
00-0034771,PIT
00-0034773,TB
00-0034775,JAX
00-0034777,CAR
00-0034778,TB
00-0034779,IND
00-0034780,NO
00-0034782,MIN
00-0034785,PIT
00-0034787,NE
00-0034789,PIT
00-0034790,LAC
00-0034791,CLE
00-0034794,MIA
00-0034796,BAL
00-0034797,MIA
00-0034798,MIA
00-0034800,CIN
00-0034801,ARI
00-0034803,LA
00-0034805,NYJ
00-0034807,CLE
00-0034810,LAC
00-0034815,SF
00-0034817,HOU
00-0034818,KC
00-0034825,TEN
00-0034827,CHI
00-0034828,TEN
00-0034829,NE
00-0034830,CAR
00-0034831,CHI
00-0034832,MIA
00-0034833,MIA
00-0034834,CIN
00-0034835,DAL
00-0034836,IND
00-0034837,JAX
00-0034838,LA
00-0034842,IND
00-0034843,ATL
00-0034844,NYG
00-0034846,IND
00-0034847,DEN
00-0034854,ATL
00-0034855,TB
00-0034856,CLE
00-0034857,BUF
00-0034858,PHI
00-0034869,SF
00-0034874,BAL
00-0034902,NYJ
00-0034903,JAX
00-0034928,HOU
00-0034929,DEN
00-0034941,SF
00-0034954,LV
00-0034955,LA
00-0034957,NE
00-0034959,HOU
00-0034960,LV
00-0034966,HOU
00-0034967,GB
00-0034968,GB
00-0034970,CIN
00-0034972,MIN
00-0034973,LV
00-0034974,SEA
00-0034975,BAL
00-0034978,DEN
00-0034981,NO
00-0034982,SF
00-0034983,LV
00-0034987,IND
00-0034990,HOU
00-0034992,PIT
00-0034993,LV
00-0034999,NO
00-0035020,SF
00-0035026,SF
00-0035042,NYG
00-0035045,IND
00-0035062,BAL
00-0035073,DEN
00-0035076,LV
00-0035084,GB
00-0035098,ATL
00-0035099,CHI
00-0035100,CIN
00-0035112,BAL
00-0035117,MIA
00-0035120,LAC
00-0035125,MIA
00-0035127,LV
00-0035133,GB
00-0035140,NYJ
00-0035141,SEA
00-0035142,NO
00-0035144,NE
00-0035145,NYJ
00-0035150,ARI
00-0035156,DET
00-0035164,SEA
00-0035166,TEN
00-0035184,DET
00-0035189,CAR
00-0035190,LV
00-0035192,WAS
00-0035202,BAL
00-0035208,PHI
00-0035215,BUF
00-0035216,PIT
00-0035219,DET
00-0035227,DEN
00-0035228,ARI
00-0035229,MIN
00-0035230,BUF
00-0035231,MIA
00-0035233,TEN
00-0035234,HOU
00-0035235,ATL
00-0035236,MIN
00-0035237,KC
00-0035239,TEN
00-0035240,NE
00-0035241,CHI
00-0035242,NO
00-0035243,CAR
00-0035244,NO
00-0035248,DEN
00-0035249,MIN
00-0035250,HOU
00-0035253,DET
00-0035254,TB
00-0035255,SF
00-0035258,ARI
00-0035259,TEN
00-0035261,DAL
00-0035262,KC
00-0035264,DEN
00-0035265,DET
00-0035269,IND
00-0035272,MIA
00-0035276,HOU
00-0035277,SEA
00-0035279,KC
00-0035280,MIA
00-0035282,LAC
00-0035286,PIT
00-0035289,IND
00-0035291,CIN
00-0035292,MIA
00-0035298,ATL
00-0035301,DAL
00-0035316,ATL
00-0035328,DET
00-0035329,LAC
00-0035330,DET
00-0035334,ARI
00-0035341,CIN
00-0035343,ARI
00-0035346,MIA
00-0035352,BUF
00-0035355,JAX
00-0035357,BUF
00-0035358,TB
00-0035365,NYJ
00-0035378,JAX
00-0035384,PHI
00-0035386,CHI
00-0035399,CIN
00-0035402,NO
00-0035406,DEN
00-0035409,CAR
00-0035413,TEN
00-0035414,LAC
00-0035437,LV
00-0035444,CLE
00-0035455,ATL
00-0035480,NYJ
00-0035500,ARI
00-0035507,NO
00-0035525,SEA
00-0035526,GB
00-0035527,BUF
00-0035531,SF
00-0035535,NYG
00-0035537,BUF
00-0035541,HOU
00-0035562,LV
00-0035567,DET
00-0035572,ATL
00-0035588,MIN
00-0035591,GB
00-0035593,IND
00-0035594,CHI
00-0035607,LA
00-0035617,LA
00-0035625,CLE
00-0035628,JAX
00-0035629,CIN
00-0035630,ATL
00-0035631,CIN
00-0035632,TEN
00-0035633,GB
00-0035636,ARI
00-0035637,BAL
00-0035639,NYG
00-0035640,SEA
00-0035642,JAX
00-0035643,TEN
00-0035644,SEA
00-0035645,PIT
00-0035646,CLE
00-0035647,WAS
00-0035649,CHI
00-0035654,MIA
00-0035655,DET
00-0035656,NO
00-0035657,BUF
00-0035659,WAS
00-0035662,ARI
00-0035663,BUF
00-0035664,LA
00-0035665,LV
00-0035667,TB
00-0035668,BUF
00-0035669,CIN
00-0035672,WAS
00-0035674,LV
00-0035676,PHI
00-0035678,SEA
00-0035679,BUF
00-0035680,NYJ
00-0035681,KC
00-0035683,NYG
00-0035685,DET
00-0035686,HOU
00-0035687,NYG
00-0035688,LAC
00-0035689,BUF
00-0035692,SF
00-0035693,NO
00-0035696,LA
00-0035697,CIN
00-0035698,DAL
00-0035699,TB
00-0035700,LV
00-0035702,MIN
00-0035703,PIT
00-0035704,SEA
00-0035705,ARI
00-0035707,TB
00-0035708,NYG
00-0035710,NYG
00-0035713,CAR
00-0035715,WAS
00-0035717,SF
00-0035718,NYJ
00-0035719,SF
00-0035726,LV
00-0035743,CAR
00-0035757,LV
00-0035763,NO
00-0035764,CAR
00-0035771,CIN
00-0035783,LV
00-0035795,PIT
00-0035806,JAX
00-0035827,JAX
00-0035831,GB
00-0035841,DET
00-0035853,ARI
00-0035859,ARI
00-0035860,NO
00-0035862,DEN
00-0035876,ARI
00-0035889,KC
00-0035890,KC
00-0035895,CIN
00-0035903,ATL
00-0035910,MIN
00-0035924,TEN
00-0035928,ARI
00-0035933,LA
00-0035934,MIN
00-0035942,LA
00-0035944,LA
00-0035946,SEA
00-0035956,CAR
00-0035961,ARI
00-0035973,GB
00-0035976,ARI
00-0035984,LAC
00-0035993,BAL
00-0035995,HOU
00-0036002,PIT
00-0036011,ARI
00-0036013,PHI
00-0036020,MIA
00-0036032,DAL
00-0036036,DAL
00-0036037,CAR
00-0036040,NO
00-0036043,WAS
00-0036045,TB
00-0036050,WAS
00-0036081,BAL
00-0036082,ATL
00-0036087,NE
00-0036090,WAS
00-0036105,TB
00-0036114,CLE
00-0036124,DET
00-0036130,BAL
00-0036132,NYG
00-0036133,CLE
00-0036139,DAL
00-0036145,NYG
00-0036147,TEN
00-0036151,NYJ
00-0036157,GB
00-0036158,BAL
00-0036159,NE
00-0036162,BUF
00-0036165,NYG
00-0036166,BUF
00-0036171,TEN
00-0036176,TEN
00-0036181,TEN
00-0036182,TEN
00-0036187,BUF
00-0036192,BUF
00-0036193,NE
00-0036195,HOU
00-0036196,BUF
00-0036198,NE
00-0036199,BAL
00-0036204,ATL
00-0036212,MIA
00-0036213,MIA
00-0036214,NYG
00-0036217,MIA
00-0036220,CAR
00-0036221,MIA
00-0036223,IND
00-0036224,HOU
00-0036231,NE
00-0036232,CLE
00-0036233,CLE
00-0036235,JAX
00-0036236,CLE
00-0036237,LA
00-0036241,NYJ
00-0036244,SEA
