player_id,team_start
00-0022942,IND
00-0023459,PIT
00-0023853,BUF
00-0024243,DEN
00-0025565,NYJ
00-0026158,CLE
00-0026190,ARI
00-0026300,WAS
00-0026498,LA
00-0026858,NYG
00-0027114,SF
00-0027224,SF
00-0027857,SF
00-0027865,PHI
00-0027867,TB
00-0027940,WAS
00-0027962,NO
00-0027969,PIT
00-0027973,CAR
00-0028118,NYJ
00-0028292,WAS
00-0028394,LA
00-0028845,LAC
00-0028872,TEN
00-0028946,ARI
00-0029008,PHI
00-0029255,WAS
00-0029263,NYG
00-0029316,ARI
00-0029562,TB
00-0029592,TEN
00-0029604,ATL
00-0029606,MIN
00-0029607,NO
00-0029685,NYG
00-0029692,DAL
00-0029714,MIN
00-0029822,GB
00-0029892,SF
00-0029963,DET
00-0030035,MIN
00-0030061,WAS
00-0030062,PIT
00-0030070,BAL
00-0030092,CAR
00-0030114,BUF
00-0030140,WAS
00-0030279,LAC
00-0030294,LAC
00-0030506,KC
00-0030561,PHI
00-0030564,BAL
00-0030565,LV
00-0030615,KC
00-0030725,CLE
00-0030757,CIN
00-0031040,LAC
00-0031054,BUF
00-0031079,ARI
00-0031136,PIT
00-0031156,WAS
00-0031177,BAL
00-0031203,CHI
00-0031236,NO
00-0031237,TB
00-0031254,HOU
00-0031270,CLE
00-0031279,ATL
00-0031330,NE
00-0031345,LA
00-0031357,DAL
00-0031360,BAL
00-0031364,DAL
00-0031381,LA
00-0031408,TB
00-0031411,SEA
00-0031426,CLE
00-0031484,NYG
00-0031492,SEA
00-0031503,NYG
00-0031550,BUF
00-0031551,WAS
00-0031554,SF
00-0031557,BUF
00-0031565,HOU
00-0031576,PHI
00-0031583,CHI
00-0031588,NE
00-0031608,TEN
00-0031610,MIA
00-0031622,LAC
00-0031687,LV
00-0031740,NYG
00-0031763,CLE
00-0031898,DEN
00-0031933,SEA
00-0031935,WAS
00-0031957,NYG
00-0032052,DAL
00-0032065,ATL
00-0032071,HOU
00-0032103,LAC
00-0032104,IND
00-0032146,LAC
00-0032164,JAX
00-0032203,PIT
00-0032211,TEN
00-0032222,LA
00-0032228,MIA
00-0032234,HOU
00-0032242,LA
00-0032265,HOU
00-0032268,WAS
00-0032378,IND
00-0032379,SF
00-0032380,WAS
00-0032381,DET
00-0032383,MIN
00-0032385,TB
00-0032387,SEA
00-0032388,TB
00-0032391,CHI
00-0032392,NE
00-0032395,DET
00-0032398,WAS
00-0032399,PIT
00-0032415,MIA
00-0032424,DET
00-0032434,TEN
00-0032442,LV
00-0032445,CIN
00-0032464,DET
00-0032497,BUF
00-0032521,IND
00-0032569,DEN
00-0032580,WAS
00-0032667,NYG
00-0032688,WAS
00-0032701,SF
00-0032726,HOU
00-0032753,IND
00-0032759,HOU
00-0032762,KC
00-0032763,JAX
00-0032764,BAL
00-0032775,SF
00-0032803,HOU
00-0032889,CAR
00-0032918,MIN
00-0032933,WAS
00-0032943,TB
00-0032950,MIN
00-0032951,IND
00-0032965,BAL
00-0033010,WAS
00-0033038,JAX
00-0033040,MIA
00-0033046,TEN
00-0033050,IND
00-0033051,ATL
00-0033055,PIT
00-0033057,CLE
00-0033063,NO
00-0033064,TB
00-0033066,CHI
00-0033072,ATL
00-0033073,JAX
00-0033077,DAL
00-0033090,NE
00-0033093,NO
00-0033106,DET
00-0033109,MIN
00-0033110,LA
00-0033119,ARI
00-0033120,DAL
00-0033131,CLE
00-0033132,CHI
00-0033156,BUF
00-0033217,IND
00-0033246,JAX
00-0033260,NYJ
00-0033269,IND
00-0033280,SF
00-0033281,BAL
00-0033282,BUF
00-0033284,CAR
00-0033288,SF
00-0033290,NYG
00-0033293,MIN
00-0033294,PIT
00-0033297,DEN
00-0033303,KC
00-0033307,SF
00-0033319,JAX
00-0033336,MIN
00-0033347,BAL
00-0033357,NO
00-0033375,JAX
00-0033376,BAL
00-0033381,LV
00-0033393,IND
00-0033400,ARI
00-0033439,ARI
00-0033455,DET
00-0033463,BAL
00-0033503,DET
00-0033523,MIN
00-0033526,CIN
00-0033538,DEN
00-0033546,ARI
00-0033547,DET
00-0033548,BAL
00-0033551,MIA
00-0033553,ARI
00-0033555,NE
00-0033557,CHI
00-0033571,BUF
00-0033572,ATL
00-0033576,SEA
00-0033579,TEN
00-0033589,CAR
00-0033591,WAS
00-0033595,DET
00-0033662,BAL
00-0033676,ATL
00-0033697,NO
00-0033699,WAS
00-0033702,ATL
00-0033729,BUF
00-0033757,KC
00-0033782,WAS
00-0033783,LA
00-0033787,PHI
00-0033831,WAS
00-0033854,HOU
00-0033857,KC
00-0033858,PIT
00-0033860,NO
00-0033862,ATL
00-0033863,DET
00-0033868,CLE
00-0033869,BUF
00-0033870,DAL
00-0033872,LV
00-0033873,KC
00-0033874,WAS
00-0033875,TB
00-0033876,HOU
00-0033877,DAL
00-0033878,PHI
00-0033881,DEN
00-0033883,PIT
00-0033884,BUF
00-0033885,CLE
00-0033886,PIT
00-0033889,HOU
00-0033890,ARI
00-0033891,ARI
00-0033892,LAC
00-0033894,LAC
00-0033901,CLE
00-0033902,CHI
00-0033904,BUF
00-0033905,BUF
00-0033906,NO
00-0033907,JAX
00-0033908,SEA
00-0033913,IND
00-0033914,DET
00-0033918,MIN
00-0033921,TB
00-0033923,KC
00-0033926,SEA
00-0033928,JAX
00-0033935,CIN
00-0033941,CLE
00-0033943,NYJ
00-0033945,IND
00-0033947,WAS
00-0033949,NE
00-0033952,IND
00-0033955,WAS
00-0033964,DET
00-0034051,PIT
00-0034054,WAS
00-0034067,CHI
00-0034073,DET
00-0034084,IND
00-0034091,IND
00-0034112,NYG
00-0034114,LA
00-0034116,TB
00-0034145,IND
00-0034158,MIN
00-0034159,LAC
00-0034160,SEA
00-0034161,LV
00-0034162,LAC
00-0034163,WAS
00-0034173,SF
00-0034198,DAL
00-0034203,LA
00-0034234,LA
00-0034248,MIA
00-0034251,PIT
00-0034261,CAR
00-0034264,WAS
00-0034270,LAC
00-0034272,SF
00-0034274,PHI
00-0034275,HOU
00-0034277,PIT
00-0034278,HOU
00-0034281,LAC
00-0034285,MIA
00-0034302,WAS
00-0034320,ATL
00-0034333,WAS
00-0034342,IND
00-0034344,DET
00-0034346,ARI
00-0034348,DEN
00-0034350,SEA
00-0034351,PHI
00-0034355,HOU
00-0034356,LAC
00-0034357,NYJ
00-0034359,IND
00-0034361,NO
00-0034365,LV
00-0034367,LAC
00-0034371,LAC
00-0034373,WAS
00-0034375,TEN
00-0034376,BUF
00-0034377,DET
00-0034381,ARI
00-0034383,HOU
00-0034384,DET
00-0034386,HOU
00-0034387,ARI
00-0034391,SF
00-0034397,HOU
00-0034399,CLE
00-0034407,ATL
00-0034413,JAX
00-0034418,MIA
00-0034419,HOU
00-0034429,PHI
00-0034431,IND
00-0034437,JAX
00-0034446,CIN
00-0034465,WAS
00-0034473,JAX
00-0034485,CHI
00-0034487,DEN
00-0034488,MIN
00-0034495,ARI
00-0034521,NYJ
00-0034571,WAS
00-0034573,IND
00-0034577,DET
00-0034613,CIN
00-0034639,ATL
00-0034657,JAX
00-0034668,NYG
00-0034673,CHI
00-0034675,ATL
00-0034678,LV
00-0034681,WAS
00-0034720,NE
00-0034721,CLE
00-0034728,BAL
00-0034746,CLE
00-0034752,CIN
00-0034753,BAL
00-0034754,CIN
00-0034760,NO
00-0034771,PIT
00-0034773,TB
00-0034775,HOU
00-0034778,NE
00-0034779,ATL
00-0034780,NO
00-0034782,NYJ
00-0034787,NYG
00-0034789,MIA
00-0034790,LAC
00-0034791,HOU
00-0034792,MIA
00-0034796,BAL
00-0034797,CLE
00-0034798,CHI
