game_id,season_type,week,posteam,kick_distance,punt_blocked,punt_inside_twenty,punt_attempt,punter_player_id,punter_player_name
2025_01_ARI_NO,REG,1,ARI,60.0,0.0,0.0,1.0,00-0035859,B.Gillikin
2025_01_ARI_NO,REG,1,NO,47.0,0.0,0.0,1.0,00-0040654,K.Kroeger
2025_01_ARI_NO,REG,1,NO,50.0,0.0,1.0,1.0,00-0040654,K.Kroeger
2025_01_ARI_NO,REG,1,ARI,34.0,0.0,0.0,1.0,00-0035859,B.Gillikin
2025_01_ARI_NO,REG,1,NO,54.0,0.0,1.0,1.0,00-0040654,K.Kroeger
2025_01_ARI_NO,REG,1,ARI,42.0,0.0,1.0,1.0,00-0035859,B.Gillikin
2025_01_ARI_NO,REG,1,NO,51.0,0.0,0.0,1.0,00-0040654,K.Kroeger
2025_01_ARI_NO,REG,1,ARI,52.0,0.0,0.0,1.0,00-0035859,B.Gillikin
2025_01_BAL_BUF,REG,1,BUF,43.0,0.0,1.0,1.0,00-0038626,B.Robbins
2025_01_BAL_BUF,REG,1,BUF,48.0,0.0,0.0,1.0,00-0038626,B.Robbins
2025_01_BAL_BUF,REG,1,BAL,51.0,0.0,1.0,1.0,00-0038094,J.Stout
2025_01_BAL_BUF,REG,1,BUF,39.0,0.0,0.0,1.0,00-0038626,B.Robbins
2025_01_BAL_BUF,REG,1,BUF,28.0,0.0,0.0,1.0,00-0038626,B.Robbins
2025_01_BAL_BUF,REG,1,BAL,59.0,0.0,0.0,1.0,00-0038094,J.Stout
2025_01_BAL_BUF,REG,1,BAL,42.0,0.0,0.0,1.0,00-0038094,J.Stout
2025_01_CAR_JAX,REG,1,JAX,57.0,0.0,1.0,1.0,00-0034437,L.Cooke
2025_01_CAR_JAX,REG,1,CAR,30.0,0.0,1.0,1.0,00-0030092,S.Martin
2025_01_CAR_JAX,REG,1,JAX,54.0,0.0,0.0,1.0,00-0034437,L.Cooke
2025_01_CAR_JAX,REG,1,CAR,56.0,0.0,1.0,1.0,00-0030092,S.Martin
2025_01_CIN_CLE,REG,1,CIN,42.0,0.0,0.0,1.0,00-0039323,R.Rehkow
2025_01_CIN_CLE,REG,1,CLE,55.0,0.0,0.0,1.0,00-0034721,C.Bojorquez
2025_01_CIN_CLE,REG,1,CIN,62.0,0.0,0.0,1.0,00-0039323,R.Rehkow
2025_01_CIN_CLE,REG,1,CIN,60.0,0.0,0.0,1.0,00-0039323,R.Rehkow
2025_01_CIN_CLE,REG,1,CLE,42.0,0.0,0.0,1.0,00-0034721,C.Bojorquez
2025_01_CIN_CLE,REG,1,CIN,54.0,0.0,0.0,1.0,00-0039323,R.Rehkow
2025_01_CIN_CLE,REG,1,CIN,49.0,0.0,0.0,1.0,00-0039323,R.Rehkow
2025_01_CIN_CLE,REG,1,CIN,49.0,0.0,1.0,1.0,00-0039323,R.Rehkow
2025_01_DAL_PHI,REG,1,PHI,51.0,0.0,0.0,1.0,00-0036313,B.Mann
2025_01_DAL_PHI,REG,1,DAL,38.0,0.0,1.0,1.0,00-0029692,B.Anger
2025_01_DAL_PHI,REG,1,PHI,44.0,0.0,1.0,1.0,00-0036313,B.Mann
2025_01_DAL_PHI,REG,1,DAL,49.0,0.0,0.0,1.0,00-0029692,B.Anger
2025_01_DAL_PHI,REG,1,PHI,51.0,0.0,1.0,1.0,00-0036313,B.Mann
2025_01_DET_GB,REG,1,DET,43.0,0.0,0.0,1.0,00-0035156,J.Fox
2025_01_DET_GB,REG,1,GB,65.0,0.0,1.0,1.0,00-0037547,D.Whelan
2025_01_DET_GB,REG,1,GB,61.0,0.0,0.0,1.0,00-0037547,D.Whelan
2025_01_DET_GB,REG,1,DET,44.0,0.0,0.0,1.0,00-0035156,J.Fox
2025_01_DET_GB,REG,1,GB,38.0,0.0,1.0,1.0,00-0037547,D.Whelan
2025_01_DET_GB,REG,1,DET,55.0,0.0,0.0,1.0,00-0035156,J.Fox
2025_01_HOU_LA,REG,1,HOU,61.0,0.0,0.0,1.0,00-0035889,T.Townsend
2025_01_HOU_LA,REG,1,LAR,41.0,0.0,1.0,1.0,00-0039059,E.Evans
2025_01_HOU_LA,REG,1,LAR,50.0,0.0,0.0,1.0,00-0039059,E.Evans
2025_01_HOU_LA,REG,1,HOU,54.0,0.0,0.0,1.0,00-0035889,T.Townsend
2025_01_HOU_LA,REG,1,LAR,49.0,0.0,0.0,1.0,00-0039059,E.Evans
2025_01_HOU_LA,REG,1,LAR,46.0,0.0,0.0,1.0,00-0039059,E.Evans
2025_01_HOU_LA,REG,1,HOU,37.0,0.0,1.0,1.0,00-0035889,T.Townsend
2025_01_HOU_LA,REG,1,LAR,34.0,0.0,1.0,1.0,00-0039059,E.Evans
2025_01_HOU_LA,REG,1,HOU,56.0,0.0,0.0,1.0,00-0035889,T.Townsend
2025_01_KC_LAC,REG,1,KC,40.0,0.0,0.0,1.0,00-0037284,M.Araiza
2025_01_KC_LAC,REG,1,KC,40.0,0.0,1.0,1.0,00-0037284,M.Araiza
2025_01_KC_LAC,REG,1,LAC,56.0,0.0,0.0,1.0,00-0034162,J.Scott
2025_01_KC_LAC,REG,1,KC,36.0,0.0,0.0,1.0,00-0037284,M.Araiza
2025_01_KC_LAC,REG,1,LAC,50.0,0.0,0.0,1.0,00-0034162,J.Scott
2025_01_LV_NE,REG,1,NE,46.0,0.0,1.0,1.0,00-0038610,B.Baringer
2025_01_LV_NE,REG,1,LV,55.0,0.0,0.0,1.0,00-0035190,A.Cole
2025_01_LV_NE,REG,1,LV,39.0,0.0,0.0,1.0,00-0035190,A.Cole
2025_01_LV_NE,REG,1,LV,56.0,0.0,0.0,1.0,00-0035190,A.Cole
2025_01_LV_NE,REG,1,NE,39.0,0.0,0.0,1.0,00-0038610,B.Baringer
2025_01_LV_NE,REG,1,NE,41.0,0.0,0.0,1.0,00-0038610,B.Baringer
2025_01_LV_NE,REG,1,LV,60.0,0.0,0.0,1.0,00-0035190,A.Cole
2025_01_LV_NE,REG,1,NE,59.0,0.0,0.0,1.0,00-0038610,B.Baringer
2025_01_LV_NE,REG,1,NE,38.0,0.0,1.0,1.0,00-0038610,B.Baringer
2025_01_LV_NE,REG,1,NE,21.0,0.0,0.0,1.0,00-0038610,B.Baringer
2025_01_LV_NE,REG,1,LV,39.0,0.0,0.0,1.0,00-0035190,A.Cole
2025_01_MIA_IND,REG,1,MIA,42.0,0.0,1.0,1.0,00-0035280,J.Bailey
2025_01_MIN_CHI,REG,1,MIN,51.0,0.0,0.0,1.0,00-0037500,R.Wright
2025_01_MIN_CHI,REG,1,MIN,54.0,0.0,0.0,1.0,00-0037500,R.Wright
2025_01_MIN_CHI,REG,1,CHI,39.0,0.0,1.0,1.0,00-0039745,T.Taylor
2025_01_MIN_CHI,REG,1,MIN,31.0,0.0,0.0,1.0,00-0037500,R.Wright
2025_01_MIN_CHI,REG,1,CHI,48.0,0.0,0.0,1.0,00-0039745,T.Taylor
2025_01_MIN_CHI,REG,1,MIN,51.0,0.0,0.0,1.0,00-0037500,R.Wright
2025_01_MIN_CHI,REG,1,CHI,47.0,0.0,0.0,1.0,00-0039745,T.Taylor
2025_01_MIN_CHI,REG,1,MIN,52.0,0.0,0.0,1.0,00-0037500,R.Wright
2025_01_MIN_CHI,REG,1,CHI,51.0,0.0,0.0,1.0,00-0039745,T.Taylor
2025_01_MIN_CHI,REG,1,MIN,45.0,0.0,0.0,1.0,00-0037500,R.Wright
2025_01_MIN_CHI,REG,1,CHI,56.0,0.0,0.0,1.0,00-0039745,T.Taylor
2025_01_MIN_CHI,REG,1,CHI,25.0,0.0,0.0,1.0,00-0039745,T.Taylor
2025_01_MIN_CHI,REG,1,MIN,49.0,0.0,0.0,1.0,00-0037500,R.Wright
2025_01_NYG_WAS,REG,1,WAS,52.0,0.0,0.0,1.0,00-0030140,T.Way
