game_id,season_type,week,posteam,kick_distance,punt_blocked,punt_inside_twenty,punt_attempt,punter_player_id,punter_player_name
2023_01_ARI_WAS,REG,1,WAS,42.0,0.0,1.0,1.0,00-0030140,T.Way
2023_01_ARI_WAS,REG,1,ARI,51.0,0.0,1.0,1.0,00-0036539,N.Cooney
2023_01_ARI_WAS,REG,1,ARI,34.0,0.0,0.0,1.0,00-0036539,N.Cooney
2023_01_ARI_WAS,REG,1,WAS,33.0,0.0,1.0,1.0,00-0030140,T.Way
2023_01_ARI_WAS,REG,1,ARI,56.0,0.0,1.0,1.0,00-0036539,N.Cooney
2023_01_ARI_WAS,REG,1,WAS,58.0,0.0,0.0,1.0,00-0030140,T.Way
2023_01_ARI_WAS,REG,1,ARI,41.0,0.0,0.0,1.0,00-0036539,N.Cooney
2023_01_ARI_WAS,REG,1,WAS,41.0,0.0,0.0,1.0,00-0030140,T.Way
2023_01_ARI_WAS,REG,1,ARI,53.0,0.0,0.0,1.0,00-0036539,N.Cooney
2023_01_ARI_WAS,REG,1,WAS,59.0,0.0,0.0,1.0,00-0030140,T.Way
2023_01_ARI_WAS,REG,1,WAS,33.0,0.0,1.0,1.0,00-0030140,T.Way
2023_01_BUF_NYJ,REG,1,BUF,46.0,0.0,1.0,1.0,00-0030092,S.Martin
2023_01_BUF_NYJ,REG,1,NYJ,31.0,0.0,0.0,1.0,00-0027114,T.Morstead
2023_01_BUF_NYJ,REG,1,NYJ,39.0,0.0,0.0,1.0,00-0027114,T.Morstead
2023_01_BUF_NYJ,REG,1,NYJ,50.0,0.0,1.0,1.0,00-0027114,T.Morstead
2023_01_BUF_NYJ,REG,1,BUF,53.0,0.0,0.0,1.0,00-0030092,S.Martin
2023_01_BUF_NYJ,REG,1,NYJ,54.0,0.0,1.0,1.0,00-0027114,T.Morstead
2023_01_BUF_NYJ,REG,1,BUF,42.0,0.0,0.0,1.0,00-0030092,S.Martin
2023_01_CAR_ATL,REG,1,ATL,31.0,0.0,0.0,1.0,00-0032065,B.Pinion
2023_01_CAR_ATL,REG,1,ATL,38.0,0.0,1.0,1.0,00-0032065,B.Pinion
2023_01_CAR_ATL,REG,1,CAR,53.0,0.0,1.0,1.0,00-0028872,J.Hekker
2023_01_CAR_ATL,REG,1,ATL,51.0,0.0,0.0,1.0,00-0032065,B.Pinion
2023_01_CAR_ATL,REG,1,ATL,58.0,0.0,1.0,1.0,00-0032065,B.Pinion
2023_01_CAR_ATL,REG,1,CAR,55.0,0.0,0.0,1.0,00-0028872,J.Hekker
2023_01_CAR_ATL,REG,1,ATL,60.0,0.0,0.0,1.0,00-0032065,B.Pinion
2023_01_CAR_ATL,REG,1,CAR,36.0,0.0,0.0,1.0,00-0028872,J.Hekker
2023_01_CAR_ATL,REG,1,ATL,55.0,0.0,1.0,1.0,00-0032065,B.Pinion
2023_01_CAR_ATL,REG,1,CAR,53.0,0.0,0.0,1.0,00-0028872,J.Hekker
2023_01_CAR_ATL,REG,1,CAR,69.0,0.0,0.0,1.0,00-0028872,J.Hekker
2023_01_CAR_ATL,REG,1,ATL,44.0,0.0,0.0,1.0,00-0032065,B.Pinion
2023_01_CIN_CLE,REG,1,CIN,35.0,0.0,1.0,1.0,00-0038626,B.Robbins
2023_01_CIN_CLE,REG,1,CLE,66.0,0.0,1.0,1.0,00-0034721,C.Bojorquez
2023_01_CIN_CLE,REG,1,CIN,45.0,0.0,0.0,1.0,00-0038626,B.Robbins
2023_01_CIN_CLE,REG,1,CIN,41.0,0.0,0.0,1.0,00-0038626,B.Robbins
2023_01_CIN_CLE,REG,1,CIN,37.0,0.0,0.0,1.0,00-0038626,B.Robbins
2023_01_CIN_CLE,REG,1,CLE,36.0,0.0,0.0,1.0,00-0034721,C.Bojorquez
2023_01_CIN_CLE,REG,1,CIN,38.0,0.0,0.0,1.0,00-0038626,B.Robbins
2023_01_CIN_CLE,REG,1,CLE,56.0,0.0,1.0,1.0,00-0034721,C.Bojorquez
2023_01_CIN_CLE,REG,1,CIN,54.0,0.0,0.0,1.0,00-0038626,B.Robbins
2023_01_CIN_CLE,REG,1,CLE,33.0,0.0,0.0,1.0,00-0034721,C.Bojorquez
2023_01_CIN_CLE,REG,1,CIN,44.0,0.0,0.0,1.0,00-0038626,B.Robbins
2023_01_CIN_CLE,REG,1,CLE,30.0,0.0,0.0,1.0,00-0034721,C.Bojorquez
2023_01_CIN_CLE,REG,1,CIN,22.0,0.0,0.0,1.0,00-0038626,B.Robbins
2023_01_CIN_CLE,REG,1,CIN,52.0,0.0,0.0,1.0,00-0038626,B.Robbins
2023_01_CIN_CLE,REG,1,CLE,57.0,0.0,0.0,1.0,00-0034721,C.Bojorquez
2023_01_CIN_CLE,REG,1,CIN,41.0,0.0,1.0,1.0,00-0038626,B.Robbins
2023_01_CIN_CLE,REG,1,CLE,53.0,0.0,1.0,1.0,00-0034721,C.Bojorquez
2023_01_DAL_NYG,REG,1,NYG,59.0,0.0,0.0,1.0,00-0035042,J.Gillan
2023_01_DAL_NYG,REG,1,NYG,62.0,0.0,0.0,1.0,00-0035042,J.Gillan
2023_01_DAL_NYG,REG,1,DAL,48.0,0.0,0.0,1.0,00-0029692,B.Anger
2023_01_DAL_NYG,REG,1,NYG,39.0,0.0,0.0,1.0,00-0035042,J.Gillan
2023_01_DAL_NYG,REG,1,DAL,56.0,0.0,0.0,1.0,00-0029692,B.Anger
2023_01_DAL_NYG,REG,1,DAL,42.0,0.0,1.0,1.0,00-0029692,B.Anger
2023_01_DET_KC,REG,1,DET,61.0,0.0,1.0,1.0,00-0035156,J.Fox
2023_01_DET_KC,REG,1,KC,53.0,0.0,1.0,1.0,00-0035889,T.Townsend
2023_01_DET_KC,REG,1,KC,47.0,0.0,0.0,1.0,00-0035889,T.Townsend
2023_01_DET_KC,REG,1,DET,40.0,0.0,1.0,1.0,00-0035156,J.Fox
2023_01_DET_KC,REG,1,KC,54.0,0.0,1.0,1.0,00-0035889,T.Townsend
2023_01_DET_KC,REG,1,DET,47.0,0.0,0.0,1.0,00-0035156,J.Fox
2023_01_DET_KC,REG,1,KC,58.0,0.0,1.0,1.0,00-0035889,T.Townsend
2023_01_DET_KC,REG,1,DET,30.0,0.0,1.0,1.0,00-0035156,J.Fox
2023_01_DET_KC,REG,1,DET,44.0,0.0,0.0,1.0,00-0035156,J.Fox
2023_01_DET_KC,REG,1,KC,35.0,0.0,0.0,1.0,00-0035889,T.Townsend
2023_01_GB_CHI,REG,1,GB,42.0,0.0,0.0,1.0,00-0037547,D.Whelan
2023_01_GB_CHI,REG,1,GB,68.0,0.0,0.0,1.0,00-0037547,D.Whelan
2023_01_GB_CHI,REG,1,CHI,53.0,0.0,0.0,1.0,00-0037097,T.Gill
2023_01_GB_CHI,REG,1,GB,42.0,0.0,1.0,1.0,00-0037547,D.Whelan
2023_01_GB_CHI,REG,1,CHI,51.0,0.0,0.0,1.0,00-0037097,T.Gill
2023_01_GB_CHI,REG,1,CHI,54.0,0.0,0.0,1.0,00-0037097,T.Gill
2023_01_GB_CHI,REG,1,GB,41.0,0.0,0.0,1.0,00-0037547,D.Whelan
2023_01_GB_CHI,REG,1,CHI,54.0,0.0,1.0,1.0,00-0037097,T.Gill
2023_01_GB_CHI,REG,1,GB,56.0,0.0,0.0,1.0,00-0037547,D.Whelan
2023_01_HOU_BAL,REG,1,BAL,67.0,0.0,0.0,1.0,00-0038094,J.Stout
2023_01_HOU_BAL,REG,1,HOU,39.0,0.0,0.0,1.0,00-0038490,T.Zentner
2023_01_HOU_BAL,REG,1,HOU,41.0,0.0,0.0,1.0,00-0038490,T.Zentner
2023_01_HOU_BAL,REG,1,BAL,50.0,0.0,1.0,1.0,00-0038094,J.Stout
2023_01_HOU_BAL,REG,1,BAL,49.0,0.0,1.0,1.0,00-0038094,J.Stout
2023_01_HOU_BAL,REG,1,HOU,48.0,0.0,0.0,1.0,00-0038490,T.Zentner
2023_01_HOU_BAL,REG,1,HOU,48.0,0.0,0.0,1.0,00-0038490,T.Zentner
2023_01_HOU_BAL,REG,1,BAL,43.0,0.0,0.0,1.0,00-0038094,J.Stout
2023_01_HOU_BAL,REG,1,BAL,40.0,0.0,1.0,1.0,00-0038094,J.Stout
2023_01_JAX_IND,REG,1,IND,38.0,0.0,0.0,1.0,00-0033269,R.Sanchez
2023_01_JAX_IND,REG,1,JAX,51.0,0.0,1.0,1.0,00-0034437,L.Cooke
2023_01_JAX_IND,REG,1,IND,46.0,0.0,0.0,1.0,00-0033269,R.Sanchez
