game_id,season_type,week,posteam,kick_distance,punt_blocked,punt_inside_twenty,punt_attempt,punter_player_id,punter_player_name
2022_01_BAL_NYJ,REG,1,NYJ,45.0,0.0,0.0,1.0,00-0036313,B.Mann
2022_01_BAL_NYJ,REG,1,BAL,40.0,0.0,1.0,1.0,00-0038094,J.Stout
2022_01_BAL_NYJ,REG,1,NYJ,48.0,0.0,0.0,1.0,00-0036313,B.Mann
2022_01_BAL_NYJ,REG,1,BAL,48.0,0.0,1.0,1.0,00-0038094,J.Stout
2022_01_BAL_NYJ,REG,1,NYJ,50.0,0.0,1.0,1.0,00-0036313,B.Mann
2022_01_BAL_NYJ,REG,1,BAL,56.0,0.0,0.0,1.0,00-0038094,J.Stout
2022_01_BAL_NYJ,REG,1,BAL,40.0,0.0,1.0,1.0,00-0038094,J.Stout
2022_01_BAL_NYJ,REG,1,NYJ,41.0,0.0,0.0,1.0,00-0036313,B.Mann
2022_01_BAL_NYJ,REG,1,BAL,64.0,0.0,0.0,1.0,00-0038094,J.Stout
2022_01_BAL_NYJ,REG,1,NYJ,20.0,0.0,0.0,1.0,00-0036313,B.Mann
2022_01_BAL_NYJ,REG,1,NYJ,49.0,0.0,1.0,1.0,00-0036313,B.Mann
2022_01_BAL_NYJ,REG,1,BAL,43.0,0.0,0.0,1.0,00-0038094,J.Stout
2022_01_BUF_LA,REG,1,LAR,36.0,0.0,1.0,1.0,00-0032943,R.Dixon
2022_01_BUF_LA,REG,1,LAR,57.0,0.0,0.0,1.0,00-0032943,R.Dixon
2022_01_BUF_LA,REG,1,LAR,48.0,0.0,0.0,1.0,00-0032943,R.Dixon
2022_01_BUF_LA,REG,1,LAR,39.0,0.0,1.0,1.0,00-0032943,R.Dixon
2022_01_CLE_CAR,REG,1,CAR,44.0,0.0,0.0,1.0,00-0028872,J.Hekker
2022_01_CLE_CAR,REG,1,CAR,39.0,0.0,0.0,1.0,00-0028872,J.Hekker
2022_01_CLE_CAR,REG,1,CLE,36.0,0.0,1.0,1.0,00-0034721,C.Bojorquez
2022_01_CLE_CAR,REG,1,CAR,48.0,0.0,0.0,1.0,00-0028872,J.Hekker
2022_01_CLE_CAR,REG,1,CLE,46.0,0.0,1.0,1.0,00-0034721,C.Bojorquez
2022_01_CLE_CAR,REG,1,CAR,58.0,0.0,0.0,1.0,00-0028872,J.Hekker
2022_01_CLE_CAR,REG,1,CAR,61.0,0.0,0.0,1.0,00-0028872,J.Hekker
2022_01_CLE_CAR,REG,1,CLE,49.0,0.0,0.0,1.0,00-0034721,C.Bojorquez
2022_01_CLE_CAR,REG,1,CLE,56.0,0.0,0.0,1.0,00-0034721,C.Bojorquez
2022_01_DEN_SEA,REG,1,DEN,36.0,0.0,1.0,1.0,00-0035821,C.Waitman
2022_01_DEN_SEA,REG,1,SEA,47.0,0.0,0.0,1.0,00-0034160,M.Dickson
2022_01_DEN_SEA,REG,1,SEA,54.0,0.0,0.0,1.0,00-0034160,M.Dickson
2022_01_GB_MIN,REG,1,GB,47.0,0.0,1.0,1.0,00-0031079,P.O'Donnell
2022_01_GB_MIN,REG,1,MIN,56.0,0.0,0.0,1.0,00-0037500,R.Wright
2022_01_GB_MIN,REG,1,GB,33.0,0.0,1.0,1.0,00-0031079,P.O'Donnell
2022_01_GB_MIN,REG,1,MIN,45.0,0.0,0.0,1.0,00-0037500,R.Wright
2022_01_GB_MIN,REG,1,GB,53.0,0.0,0.0,1.0,00-0031079,P.O'Donnell
2022_01_GB_MIN,REG,1,MIN,53.0,0.0,1.0,1.0,00-0037500,R.Wright
2022_01_GB_MIN,REG,1,MIN,38.0,0.0,1.0,1.0,00-0037500,R.Wright
2022_01_GB_MIN,REG,1,GB,46.0,0.0,1.0,1.0,00-0031079,P.O'Donnell
2022_01_GB_MIN,REG,1,MIN,40.0,0.0,1.0,1.0,00-0037500,R.Wright
2022_01_IND_HOU,REG,1,IND,44.0,0.0,0.0,1.0,00-0033400,M.Haack
2022_01_IND_HOU,REG,1,HOU,44.0,0.0,0.0,1.0,00-0033729,C.Johnston
2022_01_IND_HOU,REG,1,HOU,49.0,0.0,0.0,1.0,00-0033729,C.Johnston
2022_01_IND_HOU,REG,1,IND,28.0,0.0,1.0,1.0,00-0033400,M.Haack
2022_01_IND_HOU,REG,1,IND,70.0,0.0,1.0,1.0,00-0033400,M.Haack
2022_01_IND_HOU,REG,1,HOU,37.0,0.0,1.0,1.0,00-0033729,C.Johnston
2022_01_IND_HOU,REG,1,HOU,49.0,0.0,0.0,1.0,00-0033729,C.Johnston
2022_01_IND_HOU,REG,1,HOU,44.0,0.0,1.0,1.0,00-0033729,C.Johnston
2022_01_IND_HOU,REG,1,IND,37.0,0.0,1.0,1.0,00-0033400,M.Haack
2022_01_IND_HOU,REG,1,HOU,52.0,0.0,0.0,1.0,00-0033729,C.Johnston
2022_01_IND_HOU,REG,1,HOU,43.0,0.0,1.0,1.0,00-0033729,C.Johnston
2022_01_JAX_WAS,REG,1,JAX,61.0,0.0,0.0,1.0,00-0034437,L.Cooke
2022_01_JAX_WAS,REG,1,JAX,51.0,0.0,0.0,1.0,00-0034437,L.Cooke
2022_01_JAX_WAS,REG,1,WAS,42.0,0.0,0.0,1.0,00-0030140,T.Way
2022_01_JAX_WAS,REG,1,WAS,48.0,0.0,0.0,1.0,00-0030140,T.Way
2022_01_JAX_WAS,REG,1,WAS,57.0,0.0,0.0,1.0,00-0030140,T.Way
2022_01_JAX_WAS,REG,1,JAX,38.0,0.0,1.0,1.0,00-0034437,L.Cooke
2022_01_KC_ARI,REG,1,ARI,52.0,0.0,0.0,1.0,00-0022824,A.Lee
2022_01_KC_ARI,REG,1,ARI,57.0,0.0,0.0,1.0,00-0022824,A.Lee
2022_01_KC_ARI,REG,1,KC,58.0,0.0,0.0,1.0,00-0035889,T.Townsend
2022_01_KC_ARI,REG,1,ARI,41.0,0.0,0.0,1.0,00-0022824,A.Lee
2022_01_KC_ARI,REG,1,ARI,54.0,0.0,0.0,1.0,00-0022824,A.Lee
2022_01_KC_ARI,REG,1,ARI,51.0,0.0,0.0,1.0,00-0022824,A.Lee
2022_01_KC_ARI,REG,1,KC,50.0,0.0,0.0,1.0,00-0035889,T.Townsend
2022_01_LV_LAC,REG,1,LAC,49.0,0.0,1.0,1.0,00-0034162,J.Scott
2022_01_LV_LAC,REG,1,LV,56.0,0.0,0.0,1.0,00-0035190,A.Cole
2022_01_LV_LAC,REG,1,LV,50.0,0.0,1.0,1.0,00-0035190,A.Cole
2022_01_LV_LAC,REG,1,LAC,51.0,0.0,0.0,1.0,00-0034162,J.Scott
2022_01_LV_LAC,REG,1,LAC,49.0,0.0,0.0,1.0,00-0034162,J.Scott
2022_01_LV_LAC,REG,1,LAC,47.0,0.0,0.0,1.0,00-0034162,J.Scott
2022_01_NE_MIA,REG,1,NE,34.0,0.0,1.0,1.0,00-0035280,J.Bailey
2022_01_NE_MIA,REG,1,MIA,34.0,0.0,1.0,1.0,00-0027114,T.Morstead
2022_01_NE_MIA,REG,1,NE,36.0,0.0,1.0,1.0,00-0035280,J.Bailey
2022_01_NE_MIA,REG,1,MIA,58.0,0.0,1.0,1.0,00-0027114,T.Morstead
2022_01_NE_MIA,REG,1,NE,48.0,0.0,1.0,1.0,00-0035280,J.Bailey
2022_01_NE_MIA,REG,1,MIA,50.0,0.0,0.0,1.0,00-0027114,T.Morstead
2022_01_NE_MIA,REG,1,MIA,41.0,0.0,1.0,1.0,00-0027114,T.Morstead
2022_01_NO_ATL,REG,1,NO,58.0,0.0,0.0,1.0,00-0035859,B.Gillikin
2022_01_NO_ATL,REG,1,ATL,51.0,0.0,0.0,1.0,00-0032065,B.Pinion
2022_01_NO_ATL,REG,1,NO,47.0,0.0,0.0,1.0,00-0035859,B.Gillikin
2022_01_NO_ATL,REG,1,ATL,51.0,0.0,0.0,1.0,00-0032065,B.Pinion
2022_01_NO_ATL,REG,1,NO,52.0,0.0,1.0,1.0,00-0035859,B.Gillikin
2022_01_NO_ATL,REG,1,NO,56.0,0.0,0.0,1.0,00-0035859,B.Gillikin
2022_01_NO_ATL,REG,1,NO,59.0,0.0,0.0,1.0,00-0035859,B.Gillikin
2022_01_NO_ATL,REG,1,ATL,41.0,0.0,1.0,1.0,00-0032065,B.Pinion
2022_01_NO_ATL,REG,1,ATL,37.0,0.0,1.0,1.0,00-0032065,B.Pinion
2022_01_NYG_TEN,REG,1,NYG,60.0,0.0,0.0,1.0,00-0035042,J.Gillan
2022_01_NYG_TEN,REG,1,NYG,46.0,0.0,1.0,1.0,00-0035042,J.Gillan
2022_01_NYG_TEN,REG,1,TEN,54.0,0.0,0.0,1.0,00-0037607,R.Stonehouse
2022_01_NYG_TEN,REG,1,NYG,47.0,0.0,1.0,1.0,00-0035042,J.Gillan
2022_01_NYG_TEN,REG,1,NYG,44.0,0.0,1.0,1.0,00-0035042,J.Gillan
2022_01_NYG_TEN,REG,1,TEN,38.0,0.0,1.0,1.0,00-0037607,R.Stonehouse
2022_01_NYG_TEN,REG,1,TEN,62.0,0.0,1.0,1.0,00-0037607,R.Stonehouse
2022_01_NYG_TEN,REG,1,TEN,64.0,0.0,0.0,1.0,00-0037607,R.Stonehouse
2022_01_NYG_TEN,REG,1,NYG,69.0,0.0,1.0,1.0,00-0035042,J.Gillan
2022_01_NYG_TEN,REG,1,TEN,66.0,0.0,1.0,1.0,00-0037607,R.Stonehouse
2022_01_NYG_TEN,REG,1,NYG,43.0,0.0,1.0,1.0,00-0035042,J.Gillan
2022_01_NYG_TEN,REG,1,TEN,58.0,0.0,0.0,1.0,00-0037607,R.Stonehouse
2022_01_PHI_DET,REG,1,DET,37.0,0.0,1.0,1.0,00-0035156,J.Fox
2022_01_PHI_DET,REG,1,DET,54.0,0.0,0.0,1.0,00-0035156,J.Fox
2022_01_PHI_DET,REG,1,PHI,46.0,0.0,0.0,1.0,00-0036013,A.Siposs
2022_01_PHI_DET,REG,1,DET,46.0,0.0,0.0,1.0,00-0035156,J.Fox
