player_id,player_display_name,position,recent_team,games,carries,rushing_yards,rushing_tds,rushing_first_downs,receptions,receiving_yards,receiving_tds
00-0030496,Le'Veon Bell,RB,TB,8,39,101,2,9,5,30,1
00-0030506,Travis Kelce,TE,KC,16,2,3,1,1,92,1125,9
00-0030513,Latavius Murray,RB,BAL,14,119,501,6,36,10,75,0
00-0030520,Mike Glennon,QB,NYG,6,7,33,1,2,0,0,0
00-0030525,Tavon Austin,WR,JAX,11,3,21,0,1,24,213,1
00-0030565,Geno Smith,QB,SEA,4,9,42,1,3,0,0,0
00-0030578,Cordarrelle Patterson,RB,ATL,16,153,618,6,29,52,548,5
00-0030669,Albert Wilson,WR,MIA,10,4,17,0,1,25,213,0
00-0030874,Damien Williams,RB,CHI,12,40,164,2,11,16,103,1
00-0030968,Keith Smith,FB,ATL,13,9,31,0,3,9,56,0
00-0031045,Carlos Hyde,RB,JAX,11,72,253,1,14,12,65,0
00-0031062,James White,RB,NE,3,10,38,1,4,12,94,0
00-0031235,Odell Beckham Jr.,WR,LA,14,2,14,0,1,44,537,5
00-0031236,Brandin Cooks,WR,HOU,16,2,21,0,1,90,1037,6
00-0031237,Teddy Bridgewater,QB,DEN,14,30,106,2,16,0,0,0
00-0031280,Derek Carr,QB,LV,17,40,108,0,9,0,0,0
00-0031285,Devonta Freeman,RB,BAL,16,133,576,5,31,34,190,1
00-0031345,Jimmy Garoppolo,QB,SF,15,38,51,3,15,0,0,0
00-0031363,Michael Palardy,P,MIA,17,1,1,0,0,0,0,0
00-0031376,Jerick McKinnon,RB,KC,9,12,62,0,2,13,107,1
00-0031382,Jarvis Landry,WR,CLE,12,6,40,2,4,52,570,2
00-0031387,Eric Ebron,TE,PIT,8,1,1,1,1,12,84,1
00-0031408,Mike Evans,WR,TB,16,1,10,0,1,74,1035,14
00-0031503,Jameis Winston,QB,NO,7,32,166,1,17,0,0,0
00-0031549,Nelson Agholor,WR,NE,14,3,11,0,0,37,473,3
00-0031595,Michael Burton,FB,KC,10,8,26,1,8,3,31,0
00-0031687,Raheem Mostert,RB,SF,1,2,20,0,1,0,0,0
00-0031763,DeAndre Carter,WR,WAS,17,10,89,0,4,24,296,3
00-0031800,Taylor Heinicke,QB,WAS,16,60,313,1,20,1,-2,0
00-0031806,Malcolm Brown,RB,MIA,6,33,125,1,6,3,10,0
00-0032054,Breshad Perriman,WR,TB,5,1,-3,0,0,11,167,1
00-0032058,Tevin Coleman,RB,NYJ,11,84,356,0,19,11,49,0
00-0032062,Blake Bell,TE,KC,11,4,10,0,4,9,87,0
00-0032063,Mike Davis,RB,ATL,17,138,503,3,21,44,259,1
00-0032104,Ameer Abdullah,RB,CAR,17,51,166,0,8,38,289,1
00-0032128,Chris Conley,WR,HOU,14,1,3,0,1,22,323,2
00-0032144,Melvin Gordon,RB,DEN,16,203,918,8,48,28,213,2
00-0032156,Trevor Siemian,QB,NO,6,9,20,1,2,0,0,0
00-0032187,David Johnson,RB,HOU,13,67,228,0,7,32,225,1
00-0032200,Ty Montgomery,WR,NO,14,15,44,0,2,16,95,0
00-0032208,Phillip Dorsett,WR,HOU,5,1,0,0,0,7,110,0
00-0032211,Tyler Lockett,WR,SEA,16,2,9,0,0,73,1175,8
00-0032245,Sean Mannion,QB,MIN,1,2,14,0,2,0,0,0
00-0032257,Duke Johnson,RB,MIA,5,71,330,3,18,4,41,0
00-0032268,Marcus Mariota,QB,LV,7,13,87,1,6,0,0,0
00-0032355,Chester Rogers,WR,TEN,16,1,9,0,0,30,301,1
00-0032385,Sterling Shepard,WR,NYG,7,1,-9,0,0,36,366,1
00-0032426,Alex Collins,RB,SEA,11,108,411,2,22,9,87,0
00-0032434,Brandon Allen,QB,CIN,5,7,-1,0,1,0,0,0
00-0032450,Dwayne Washington,RB,NO,8,4,16,0,0,2,12,0
00-0032464,Kalif Raymond,WR,DET,16,4,28,0,2,48,576,4
00-0032602,J.D. McKissic,RB,WAS,11,48,212,2,14,43,397,2
00-0032688,Robbie Chosen,WR,CAR,17,3,36,0,1,53,519,5
00-0032741,Peyton Barber,RB,LV,9,55,212,2,12,10,67,0
00-0032764,Derrick Henry,RB,TEN,8,219,937,10,49,18,154,0
00-0032780,Jordan Howard,RB,PHI,7,86,406,3,24,2,19,0
00-0032782,Wendell Smallwood,RB,WAS,2,5,25,0,2,4,22,0
00-0032791,Jakeem Grant,WR,CHI,15,5,33,0,2,11,132,2
00-0032807,Clayton Fejedelem,DB,MIA,7,1,0,0,0,0,0,0
00-0032813,Elijhaa Penny,FB,NYG,13,24,99,1,9,9,30,1
00-0032897,Derek Watt,FB,PIT,11,1,1,0,1,3,15,0
00-0032918,C.J. Ham,FB,MIN,15,7,34,0,3,17,125,0
00-0032950,Carson Wentz,QB,IND,17,57,215,1,21,0,0,0
00-0032956,Andy Janovich,FB,CLE,6,2,0,1,1,3,9,0
00-0032972,Devontae Booker,RB,NYG,16,145,593,2,31,40,268,1
00-0032975,Jonathan Williams,RB,WAS,5,17,79,1,7,4,28,0
00-0032980,Marcus Johnson,WR,TEN,7,2,-2,0,1,9,160,0
00-0033009,Tyler Boyd,WR,CIN,16,2,22,0,1,67,828,5
00-0033025,Jalen Richard,RB,LV,9,9,40,0,3,12,72,0
00-0033040,Tyreek Hill,WR,KC,17,9,96,0,4,111,1239,9
00-0033045,Ezekiel Elliott,RB,DAL,17,237,1002,10,55,47,287,2
00-0033077,Dak Prescott,QB,DAL,16,48,146,1,7,0,0,0
00-0033106,Jared Goff,QB,DET,14,17,87,0,4,0,0,0
00-0033111,Pharoh Cooper,WR,NYG,8,1,3,0,0,4,33,0
00-0033118,Kenyan Drake,RB,LV,12,63,254,2,15,30,291,1
00-0033119,Jacoby Brissett,QB,MIA,10,19,70,1,9,0,0,0
00-0033215,Cyril Grayson,WR,TB,3,1,14,0,1,10,212,2
00-0033251,Zach Pascal,WR,IND,16,2,21,0,0,38,384,3
00-0033275,PJ Walker,QB,CAR,5,7,13,0,2,0,0,0
00-0033280,Christian McCaffrey,RB,CAR,7,99,442,1,20,37,343,1
00-0033282,Curtis Samuel,WR,WAS,5,4,11,0,0,6,27,0
00-0033288,George Kittle,TE,SF,14,3,20,0,0,71,910,6
00-0033293,Aaron Jones,RB,GB,15,171,799,4,37,52,391,6
00-0033296,Alex Armah,RB,WAS,9,5,21,0,4,1,1,1
00-0033307,Kendrick Bourne,WR,NE,17,12,125,0,7,55,800,5
00-0033308,Matt Breida,RB,BUF,7,26,125,1,5,7,72,2
00-0033357,Taysom Hill,TE,NO,12,70,374,5,26,4,52,0
00-0033367,C.J. Board,WR,NYG,6,1,6,0,0,4,51,0
00-0033376,Patrick Ricard,RB,BAL,8,2,4,0,2,8,63,1
00-0033460,John Ross,WR,NYG,9,1,16,0,1,11,224,1
00-0033466,Isaiah McKenzie,WR,BUF,15,9,47,1,4,20,178,1
00-0033526,Samaje Perine,RB,CIN,15,55,246,1,11,27,196,1
00-0033550,Davis Webb,QB,BUF,1,2,-3,0,0,0,0,0
00-0033553,James Conner,RB,ARI,15,202,752,15,53,37,375,3
00-0033572,Jamal Agnew,WR,JAX,10,7,111,1,3,24,229,1
00-0033594,Chris Carson,RB,SEA,4,54,232,3,11,6,29,0
00-0033662,Cooper Rush,QB,DAL,4,9,-8,0,0,0,0,0
00-0033699,Austin Ekeler,RB,LAC,16,206,911,12,53,70,647,8
00-0033725,Corey Clement,RB,DAL,11,33,140,0,7,6,29,1
00-0033854,Dare Ogunbowale,RB,JAX,13,43,137,1,5,13,114,1
00-0033856,Leonard Fournette,RB,TB,14,180,812,8,45,69,454,2
00-0033857,JuJu Smith-Schuster,WR,PIT,5,3,9,1,1,15,129,0
00-0033858,Jonnu Smith,TE,NE,16,9,40,0,2,28,294,1
00-0033869,Mitchell Trubisky,QB,BUF,5,13,24,1,3,0,0,0
00-0033873,Patrick Mahomes,QB,KC,17,66,381,2,25,0,0,0
00-0033881,Evan Engram,TE,NYG,15,1,-3,0,0,46,408,3
00-0033885,David Njoku,TE,CLE,15,1,1,0,0,36,475,4
00-0033891,Zay Jones,WR,LV,15,2,3,0,0,47,546,1
00-0033893,Dalvin Cook,RB,MIN,13,249,1159,6,57,34,224,0
00-0033895,Gerald Everett,TE,SEA,15,3,20,0,2,48,478,4
00-0033897,Joe Mixon,RB,CIN,16,292,1205,13,60,42,314,3
00-0033906,Alvin Kamara,RB,NO,13,240,898,4,42,47,439,5
00-0033908,Cooper Kupp,WR,LA,17,4,18,0,1,145,1947,16
00-0033921,Chris Godwin Jr.,WR,TB,14,4,21,1,4,98,1103,5
00-0033923,Kareem Hunt,RB,CLE,8,78,386,5,22,22,174,0
00-0033925,D'Onta Foreman,RB,TEN,9,133,566,3,22,9,123,0
00-0033936,C.J. Beathard,QB,JAX,2,1,2,0,0,0,0,0
00-0033948,Jamaal Williams,RB,DET,13,153,601,3,42,26,157,0
00-0033950,Wayne Gallman,RB,MIN,7,28,104,0,5,1,21,0
00-0033951,Marlon Mack,RB,IND,5,28,101,0,6,2,8,0
00-0033955,Jeremy McNichols,RB,TEN,13,41,156,0,6,28,240,1
00-0033958,Nathan Peterman,QB,LV,1,2,2,0,1,0,0,0
00-0034104,Cam Sims,WR,WAS,12,1,7,0,0,15,211,2
00-0034109,Phillip Lindsay,RB,MIA,14,88,249,1,11,4,45,1
00-0034115,Jeff Wilson,RB,SF,8,79,294,2,19,7,31,0
00-0034131,Kurt Benkert,QB,GB,1,2,-1,0,0,0,0,0
00-0034164,Trenton Cannon,RB,SF,10,3,4,0,0,0,0,0
00-0034171,Jason Cabinda,FB,DET,9,3,23,0,2,4,16,1
00-0034177,Tim Boyle,QB,DET,4,2,13,0,1,0,0,0
00-0034208,Mike Boone,RB,DEN,3,4,35,0,2,2,22,0
00-0034253,Dontrell Hilliard,RB,TEN,8,56,350,2,15,19,87,0
00-0034278,Tremon Smith,CB,HOU,15,1,7,0,0,0,0,0
00-0034279,Equanimeous St. Brown,WR,GB,12,3,14,0,2,9,98,0
00-0034301,Darrel Williams,RB,KC,17,144,558,6,40,47,452,2
00-0034311,Johnny Stanton,RB,CLE,3,3,5,0,2,2,7,1
00-0034331,Jaylen Samuels,RB,HOU,3,5,9,0,0,3,14,0
00-0034364,Jordan Akins,TE,HOU,12,1,3,0,1,24,214,0
00-0034367,Nyheim Hines,RB,IND,17,56,276,2,15,40,310,1
00-0034378,Ito Smith,RB,DAL,1,1,4,1,1,0,0,0
00-0034401,Mike White,QB,NYJ,4,5,-1,0,2,0,0,0
00-0034407,Ray-Ray McCloud,WR,PIT,16,2,15,0,0,39,277,0
00-0034414,Boston Scott,RB,PHI,11,87,373,7,24,13,83,0
00-0034418,Cedrick Wilson Jr.,WR,DAL,14,2,11,0,1,45,602,6
00-0034419,Braxton Berrios,WR,NYJ,16,7,40,2,3,46,431,2
00-0034438,Logan Woodside,QB,TEN,4,6,-6,0,0,0,0,0
00-0034440,Justin Jackson,RB,LAC,14,68,364,2,18,22,178,0
00-0034449,Buddy Howell,RB,LA,5,5,11,0,0,0,0,0
00-0034496,Sean Chandler,DB,CAR,12,1,14,0,1,0,0,0
00-0034521,Allen Lazard,WR,GB,14,3,32,0,2,40,513,8
00-0034577,Kyle Allen,QB,WAS,2,2,11,0,1,0,0,0
00-0034578,Reggie Bonnafon,RB,CAR,1,1,4,0,0,2,12,0
00-0034597,Ryan Nall,RB,CHI,5,1,4,0,0,1,4,0
00-0034614,Godwin Igwebuike,RB,DET,15,18,118,1,7,7,60,0
00-0034652,Cameron Batson,WR,TEN,4,2,15,0,1,2,15,1
00-0034676,James Washington,WR,PIT,15,2,13,0,1,24,285,2
00-0034681,Chase Edmonds,RB,ARI,12,116,592,2,32,43,311,0
00-0034726,Dallin Leavitt,DB,LV,14,2,6,0,2,0,0,0
00-0034750,Rashaad Penny,RB,SEA,10,119,749,6,28,6,48,0
00-0034753,Mark Andrews,TE,BAL,17,1,0,0,0,107,1361,9
00-0034771,Mason Rudolph,QB,PIT,2,5,53,0,3,0,0,0
00-0034775,Christian Kirk,WR,ARI,17,1,11,0,1,77,982,5
00-0034791,Nick Chubb,RB,CLE,14,228,1259,8,61,20,174,1
00-0034796,Lamar Jackson,QB,BAL,12,133,767,2,48,0,0,0
00-0034798,Durham Smythe,TE,MIA,16,2,3,0,2,34,357,0
00-0034799,Kalen Ballage,RB,PIT,8,12,36,0,2,2,8,0
00-0034808,John Kelly,RB,CLE,1,2,13,0,1,0,0,0
00-0034816,Ronald Jones,RB,TB,15,101,428,4,25,10,64,0
00-0034827,DJ Moore,WR,CAR,17,8,48,0,4,93,1157,4
00-0034838,Royce Freeman,RB,HOU,12,56,169,0,8,10,77,0
00-0034844,Saquon Barkley,RB,NYG,13,162,593,2,27,41,263,2
00-0034845,Sony Michel,RB,LA,17,208,845,4,49,21,128,1
00-0034855,Baker Mayfield,QB,CLE,14,37,134,1,12,0,11,0
00-0034857,Josh Allen,QB,BUF,17,122,763,6,54,0,0,0
00-0034869,Sam Darnold,QB,CAR,12,48,222,5,21,0,0,0
00-0034899,John Wolford,QB,LA,2,2,-1,0,0,0,0,0
00-0034960,Jakobi Meyers,WR,NE,16,1,9,0,0,83,866,2
00-0034972,Alexander Mattison,RB,MIN,16,134,491,3,28,32,228,1
00-0034983,Hunter Renfrow,WR,LV,17,3,3,0,0,103,1038,9
00-0035021,Ashton Dulin,WR,IND,16,3,32,0,1,13,173,2
00-0035040,David Blough,QB,DET,1,1,6,0,0,0,0,0
00-0035042,Jamie Gillan,P,CLE,12,1,0,0,0,0,0,0
00-0035099,Khari Blasingame,FB,TEN,5,3,6,0,1,2,4,0
00-0035125,Alec Ingold,FB,LV,7,2,1,0,1,10,85,1
00-0035140,Mecole Hardman,WR,KC,17,8,46,0,2,59,693,2
00-0035184,Devine Ozigbo,RB,NO,1,1,-3,0,0,1,7,0
00-0035187,Austin Walter,RB,NYJ,4,26,101,1,5,2,9,0
00-0035208,Olamide Zaccheaus,WR,ATL,15,1,2,0,1,31,406,3
00-0035215,Deonte Harty,WR,NO,13,5,41,0,1,36,570,3
00-0035216,Diontae Johnson,WR,PIT,16,5,53,0,2,107,1161,8
00-0035217,Benny Snell,RB,PIT,16,36,98,0,2,2,13,0
00-0035228,Kyler Murray,QB,ARI,14,88,423,5,25,0,7,0
00-0035243,Miles Sanders,RB,PHI,12,137,754,0,33,26,158,0
00-0035250,Devin Singletary,RB,BUF,17,188,870,7,44,40,228,1
00-0035261,Tony Pollard,RB,DAL,15,130,719,2,35,39,337,0
00-0035268,Ryquell Armstead,RB,JAX,2,15,80,0,3,3,16,0
00-0035273,Qadree Ollison,RB,ATL,6,21,105,1,7,4,12,0
00-0035289,Gardner Minshew,QB,PHI,3,9,21,0,2,0,0,0
00-0035291,Trayveon Williams,RB,CIN,4,15,51,0,4,1,4,0
00-0035298,Scott Miller,WR,TB,6,2,43,1,2,5,38,0
00-0035311,Myles Gaskin,RB,MIA,17,173,612,3,25,49,234,4
00-0035327,C.J. Moore,DB,DET,11,1,28,0,1,0,0,0
00-0035342,Patrick Laird,RB,MIA,3,1,4,0,0,3,17,0
00-0035350,Preston Williams,WR,MIA,6,1,7,0,0,6,71,0
00-0035378,Andrew Wingard,SAF,JAX,15,1,4,0,1,0,0,0
00-0035399,Stanley Morgan,WR,CIN,11,1,3,0,0,2,11,0
00-0035414,Jalen Guyton,WR,LAC,16,7,34,0,2,31,448,3
00-0035448,Damarea Crockett,RB,DEN,1,3,7,0,0,0,0,0
00-0035500,Greg Dortch,WR,ARI,5,1,24,0,1,3,15,0
00-0035510,Jeff Smith,WR,NYJ,9,1,-1,0,0,8,113,0
00-0035535,Darius Slayton,WR,NYG,13,1,-13,0,0,26,339,2
00-0035537,Ty Johnson,RB,NYJ,15,61,238,2,13,34,372,2
00-0035567,Craig Reynolds,RB,DET,5,55,230,0,11,7,52,0
00-0035594,Travis Homer,RB,SEA,14,21,177,1,7,16,161,0
00-0035602,Alex Bachman,WR,NYG,2,1,-3,0,0,0,0,0
00-0035628,D'Ernest Johnson,RB,CLE,13,100,534,3,24,19,137,0
00-0035640,DK Metcalf,WR,SEA,17,1,6,0,0,75,967,12
00-0035645,Gunner Olszewski,WR,NE,16,1,9,0,0,2,31,0
00-0035657,Damien Harris,RB,NE,15,202,929,15,55,18,132,0
00-0035659,Terry McLaurin,WR,WAS,17,1,12,0,1,77,1053,5
00-0035662,Marquise Brown,WR,BAL,16,1,5,0,1,91,1008,6
00-0035664,Darrell Henderson,RB,LA,12,149,688,5,39,29,176,3
00-0035676,A.J. Brown,WR,TEN,13,2,10,0,1,63,869,5
00-0035685,David Montgomery,RB,CHI,13,225,849,7,55,42,301,0
00-0035700,Josh Jacobs,RB,LV,15,217,872,9,45,54,348,0
00-0035704,Drew Lock,QB,DEN,6,10,53,2,5,1,1,0
00-0035710,Daniel Jones,QB,NYG,11,62,298,2,16,1,16,0
00-0035715,Derrick Gore,RB,KC,8,51,256,2,12,8,105,0
00-0035719,Deebo Samuel Sr.,WR,SF,16,59,365,8,21,77,1405,6
00-0035752,Chris Streveler,QB,ARI,2,3,6,0,0,0,0,0
00-0035760,Jacques Patrick,RB,SF,1,2,12,0,1,0,0,0
00-0035806,JaMycal Hasty,RB,SF,11,16,68,1,6,23,157,0
00-0035831,James Robinson,RB,JAX,14,164,767,8,41,31,222,0
00-0035835,Nathan Cottrell,RB,JAX,3,1,3,0,0,0,0,0
00-0035860,Tony Jones,RB,NO,10,54,142,0,7,5,29,0
00-0035883,Maurice Ffrench,WR,LAC,2,1,3,0,0,0,0,0
00-0035908,Gabe Nabers,FB,LAC,7,3,8,0,1,3,17,0
00-0035924,Jonathan Ward,RB,ARI,9,9,33,0,3,3,34,0
00-0035973,Patrick Taylor,RB,GB,5,23,89,1,5,2,3,0
00-0035993,Tyler Huntley,QB,BAL,7,47,294,2,22,0,0,0
00-0036020,Salvon Ahmed,RB,MIA,11,54,149,0,8,12,117,0
00-0036069,Scottie Phillips,RB,HOU,2,6,13,0,1,2,9,0
00-0036096,J.J. Taylor,RB,NE,5,19,37,2,3,4,8,0
00-0036187,Reggie Gilliam,RB,BUF,8,3,3,0,0,3,23,0
00-0036197,Jake Fromm,QB,NYG,3,8,65,0,4,0,0,0
00-0036212,Tua Tagovailoa,QB,MIA,13,42,128,3,13,0,0,0
00-0036223,Jonathan Taylor,RB,IND,17,332,1811,18,107,40,360,2
00-0036247,Freddie Swain,WR,SEA,17,5,32,0,2,25,343,4
00-0036251,Zack Moss,RB,BUF,13,96,345,4,22,23,197,1
00-0036252,Michael Pittman,WR,IND,17,5,44,0,1,88,1082,6
00-0036261,Brandon Aiyuk,WR,SF,17,5,17,0,0,56,826,5
00-0036264,Jordan Love,QB,GB,6,12,27,0,1,0,0,0
00-0036265,AJ Dillon,RB,GB,17,187,803,5,50,34,313,2
00-0036268,Laviska Shenault Jr.,WR,JAX,16,11,41,0,2,63,619,0
00-0036269,La'Mical Perine,RB,NYJ,2,8,31,0,1,0,0,0
00-0036271,Quez Watkins,WR,PHI,17,1,3,0,0,43,647,1
00-0036275,D'Andre Swift,RB,DET,13,151,617,5,28,62,452,2
00-0036278,Jason Huntley,RB,PHI,1,13,51,0,2,0,0,0
00-0036290,Cole Kmet,TE,CHI,17,1,0,0,0,60,612,0
00-0036297,Darrynton Evans,RB,TEN,1,2,7,0,0,2,11,0
00-0036309,Darnell Mooney,WR,CHI,17,6,32,1,2,81,1055,4
00-0036313,Braden Mann,P,NYJ,10,1,4,0,0,0,0,0
00-0036322,Justin Jefferson,WR,MIN,17,6,14,0,1,108,1616,10
00-0036326,Chase Claypool,WR,PIT,15,14,96,0,7,59,860,2
00-0036328,Antonio Gibson,RB,WAS,16,258,1037,7,65,42,294,3
00-0036331,Devin Duvernay,WR,BAL,16,7,50,0,3,33,272,2
00-0036336,Anthony McFarland,RB,PIT,2,3,3,0,0,1,11,0
00-0036345,K.J. Osborn,WR,MIN,17,1,10,0,1,50,655,7
00-0036355,Justin Herbert,QB,LAC,17,63,302,3,28,0,0,0
00-0036357,Henry Ruggs III,WR,LV,7,3,16,0,0,24,469,2
00-0036358,CeeDee Lamb,WR,DAL,16,9,76,0,4,79,1102,6
00-0036360,Clyde Edwards-Helaire,RB,KC,10,119,517,4,21,19,129,2
00-0036365,Bryan Edwards,WR,LV,16,1,0,0,0,34,571,3
00-0036370,Joshua Kelley,RB,LAC,8,33,102,0,5,5,38,0
00-0036383,Eno Benjamin,RB,ARI,8,34,118,1,4,6,42,0
00-0036387,Jalen Reagor,WR,PHI,17,10,32,0,3,33,299,2
00-0036389,Jalen Hurts,QB,PHI,15,139,784,10,56,0,0,0
00-0036407,Jerry Jeudy,WR,DEN,10,2,3,0,0,38,467,0
00-0036414,Cam Akers,RB,LA,1,5,3,0,0,3,10,0
00-0036415,Van Jefferson,WR,LA,17,2,20,0,1,50,802,6
00-0036425,DeeJay Dallas,RB,SEA,17,33,138,2,10,21,133,0
00-0036442,Joe Burrow,QB,CIN,16,40,118,2,14,0,0,0
00-0036450,Ke'Shawn Vaughn,RB,TB,6,36,180,2,9,4,26,0
00-0036457,Ty'Son Williams,RB,BAL,7,35,185,1,8,9,84,0
00-0036493,Deon Jackson,RB,IND,3,13,31,1,2,0,0,0
00-0036523,Trey Ragas,RB,LV,1,1,9,0,1,2,6,0
00-0036555,Chuba Hubbard,RB,CAR,16,172,612,5,36,25,174,1
00-0036567,Elijah Mitchell,RB,SF,11,207,963,5,47,19,137,1
00-0036569,Gary Brightwell,RB,NYG,7,1,4,0,0,1,6,0
00-0036572,Shi Smith,WR,CAR,5,1,-3,0,0,6,104,0
00-0036582,Nate McCrary,RB,BAL,1,1,-1,0,0,0,0,0
00-0036613,Jaylen Waddle,WR,MIA,16,2,3,1,1,104,1015,6
00-0036620,Dee Eskridge,WR,SEA,8,4,59,0,2,10,64,1
00-0036626,Dyami Brown,WR,WAS,10,1,-4,0,0,12,165,0
00-0036650,Larry Rountree III,RB,LAC,9,36,87,1,5,1,-1,0
00-0036654,Demetric Felton,RB,CLE,15,7,24,0,0,18,181,2
00-0036669,Kylin Hill,RB,GB,8,10,24,0,1,1,5,0
00-0036670,Jermar Jefferson,RB,DET,4,15,74,2,4,4,23,0
00-0036671,Dax Milne,WR,WAS,9,1,1,0,0,9,83,0
00-0036698,Mekhi Sargent,RB,JAX,4,5,11,0,1,0,0,0
00-0036727,Adam Prentice,FB,NO,5,3,5,0,2,3,16,0
00-0036755,Jaret Patterson,RB,WAS,15,68,266,2,15,10,73,0
00-0036768,JaQuan Hardy,RB,DAL,2,4,29,1,1,0,0,0
00-0036825,Feleipe Franks,TE,ATL,4,3,6,0,0,0,0,0
00-0036842,Kene Nwangwu,RB,MIN,9,13,61,0,3,4,9,0
00-0036857,Chris Evans,RB,CIN,9,17,77,0,3,15,151,2
00-0036860,Jake Funk,RB,LA,5,2,5,0,0,0,0,0
00-0036875,Rhamondre Stevenson,RB,NE,12,133,606,5,33,14,123,0
00-0036877,Jaelon Darden,WR,TB,9,1,11,0,1,6,43,0
00-0036879,Sam Ehlinger,QB,IND,3,3,9,0,1,0,0,0
00-0036893,Najee Harris,RB,PIT,17,307,1200,7,62,74,467,3
00-0036898,Davis Mills,QB,HOU,13,18,44,0,5,0,0,0
00-0036900,Ja'Marr Chase,WR,CIN,17,7,21,0,2,81,1455,13
00-0036906,Khalil Herbert,RB,CHI,16,103,433,2,24,14,96,0
00-0036913,Kadarius Toney,WR,NYG,9,3,6,0,0,39,420,0
00-0036919,Kenny Gainwell,RB,PHI,16,68,291,5,19,33,253,1
00-0036924,Michael Carter,RB,NYJ,14,147,639,4,29,36,325,0
00-0036929,Ian Book,QB,NO,1,3,6,0,1,0,0,0
00-0036936,Rondale Moore,WR,ARI,14,18,76,0,2,54,435,1
00-0036945,Justin Fields,QB,CHI,12,72,420,2,22,0,0,0
00-0036963,Amon-Ra St. Brown,WR,DET,16,7,61,1,2,90,912,5
00-0036971,Trevor Lawrence,QB,JAX,17,73,334,2,22,0,0,0
00-0036972,Mac Jones,QB,NE,17,44,129,0,22,0,0,0
00-0036980,Elijah Moore,WR,NYJ,11,5,54,1,3,43,538,5
00-0036984,Trey Sermon,RB,SF,6,41,167,1,9,3,26,0
00-0036988,Josh Palmer,WR,LAC,15,1,6,0,0,33,353,4
00-0036991,Amari Rodgers,WR,GB,16,1,11,0,1,4,45,0
00-0036997,Javonte Williams,RB,DEN,17,203,903,4,52,43,316,3
00-0036999,Anthony Schwartz,WR,CLE,13,6,39,0,4,10,135,1
00-0037005,Tommy Tremble,TE,CAR,15,3,11,1,1,20,180,1
00-0037012,Trey Lance,QB,SF,6,38,168,1,8,0,0,0
