player_id,player_display_name,position,recent_team,games,carries,rushing_yards,rushing_tds,rushing_first_downs,receptions,receiving_yards,receiving_tds
00-0032918,C.J. Ham,FB,MIN,9,1,7,0,0,7,25,0
00-0032950,Carson Wentz,QB,LA,1,17,56,1,4,0,0,0
00-0032975,Jonathan Williams,RB,WAS,1,1,-2,0,0,0,0,0
00-0033009,Tyler Boyd,WR,CIN,17,2,11,0,1,67,667,2
00-0033040,Tyreek Hill,WR,MIA,16,6,15,0,2,119,1799,13
00-0033045,Ezekiel Elliott,RB,NE,17,184,642,3,33,51,313,2
00-0033077,Dak Prescott,QB,DAL,17,55,242,2,21,0,0,0
00-0033106,Jared Goff,QB,DET,17,32,21,2,5,0,0,0
00-0033118,Kenyan Drake,RB,GB,2,2,0,0,0,2,31,0
00-0033119,Jacoby Brissett,QB,WAS,2,3,19,0,0,0,0,0
00-0033275,PJ Walker,QB,CLE,5,13,30,0,3,0,0,0
00-0033280,Christian McCaffrey,RB,SF,16,272,1459,14,83,67,564,7
00-0033282,Curtis Samuel,WR,WAS,16,7,39,1,4,62,613,4
00-0033288,George Kittle,TE,SF,16,1,2,0,1,65,1020,6
00-0033292,Trent Taylor,WR,CHI,15,1,-2,0,0,0,0,0
00-0033293,Aaron Jones,RB,GB,11,142,656,2,34,30,233,1
00-0033307,Kendrick Bourne,WR,NE,8,1,4,0,1,37,406,4
00-0033308,Matt Breida,RB,NYG,15,55,151,1,7,17,88,0
00-0033319,Nick Mullens,QB,MIN,5,10,25,0,4,0,0,0
00-0033357,Taysom Hill,TE,NO,16,81,401,4,26,33,291,2
00-0033466,Isaiah McKenzie,WR,IND,13,3,14,0,0,11,82,0
00-0033526,Samaje Perine,RB,DEN,17,53,238,1,14,50,455,0
00-0033536,Mike Williams,WR,LAC,3,1,3,0,0,19,249,1
00-0033537,Deshaun Watson,QB,CLE,6,26,142,1,10,0,0,0
00-0033553,James Conner,RB,ARI,13,208,1040,7,57,27,165,2
00-0033557,Jalen Reeves-Maybin,LB,DET,13,2,3,0,1,0,0,0
00-0033572,Jamal Agnew,WR,JAX,11,4,-2,0,0,14,225,1
00-0033591,Noah Brown,WR,HOU,10,1,-1,0,0,33,567,2
00-0033662,Cooper Rush,QB,DAL,7,12,-5,0,1,0,0,0
00-0033699,Austin Ekeler,RB,LAC,14,179,628,5,34,51,436,1
00-0033729,Cameron Johnston,P,HOU,13,1,-23,0,0,0,0,0
00-0033854,Dare Ogunbowale,RB,HOU,9,8,35,0,2,2,18,0
00-0033856,Leonard Fournette,RB,BUF,2,12,40,0,2,0,0,0
00-0033858,Jonnu Smith,TE,ATL,17,1,0,0,0,50,582,3
00-0033869,Mitchell Trubisky,QB,PIT,5,16,54,2,6,0,0,0
00-0033873,Patrick Mahomes,QB,KC,16,75,389,0,27,0,0,0
00-0033893,Dalvin Cook,RB,NYJ,14,67,214,0,10,15,78,0
00-0033895,Gerald Everett,TE,LAC,15,3,10,0,0,51,411,3
00-0033897,Joe Mixon,RB,CIN,17,257,1034,9,59,52,376,3
00-0033906,Alvin Kamara,RB,NO,13,180,694,5,42,75,466,1
00-0033908,Cooper Kupp,WR,LA,12,1,-3,0,0,59,737,5
00-0033921,Chris Godwin Jr.,WR,TB,17,4,38,1,3,83,1024,2
00-0033923,Kareem Hunt,RB,CLE,15,135,411,9,38,15,84,0
00-0033925,D'Onta Foreman,RB,CHI,9,109,425,4,24,11,77,1
00-0033936,C.J. Beathard,QB,JAX,6,8,35,0,2,0,0,0
00-0033948,Jamaal Williams,RB,NO,13,106,306,1,19,18,62,0
00-0033949,Joshua Dobbs,QB,MIN,13,77,421,6,31,0,0,0
00-0033958,Nathan Peterman,QB,CHI,1,2,-4,0,0,0,0,0
00-0034115,Jeff Wilson,RB,MIA,9,41,188,0,8,14,85,0
00-0034171,Jason Cabinda,FB,DET,3,1,0,0,0,0,0,0
00-0034177,Tim Boyle,QB,NYJ,3,4,5,0,3,0,0,0
00-0034184,Gus Edwards,RB,BAL,17,198,810,13,49,12,180,0
00-0034208,Mike Boone,RB,HOU,9,5,23,0,2,7,40,0
00-0034270,Tyler Conklin,TE,NYJ,17,1,0,0,0,61,621,0
00-0034351,Dallas Goedert,TE,PHI,14,1,1,0,0,59,592,3
00-0034401,Mike White,QB,MIA,6,8,-9,0,0,0,0,0
00-0034407,Ray-Ray McCloud,WR,SF,12,3,30,0,2,12,135,0
00-0034414,Boston Scott,RB,PHI,12,20,86,0,5,4,52,0
00-0034419,Braxton Berrios,WR,MIA,16,1,11,0,1,27,238,1
00-0034433,Nick Bawden,RB,NYJ,6,2,4,1,1,3,21,0
00-0034438,Logan Woodside,QB,ATL,1,1,6,0,0,0,0,0
00-0034490,Ezekiel Turner,LB,ARI,10,1,2,0,1,0,0,0
00-0034577,Kyle Allen,QB,BUF,6,13,-13,0,0,0,0,0
00-0034646,Brandon Powell,WR,MIN,17,5,17,0,1,29,324,1
00-0034681,Chase Edmonds,RB,TB,13,49,176,0,8,14,81,0
00-0034750,Rashaad Penny,RB,PHI,3,11,33,0,1,1,5,0
00-0034753,Mark Andrews,TE,BAL,10,1,0,0,0,45,544,6
00-0034771,Mason Rudolph,QB,PIT,4,10,8,0,4,0,0,0
00-0034775,Christian Kirk,WR,JAX,12,1,6,0,0,57,787,3
00-0034791,Nick Chubb,RB,CLE,2,28,170,0,8,4,21,0
00-0034796,Lamar Jackson,QB,BAL,16,148,821,5,48,0,0,0
00-0034827,DJ Moore,WR,CHI,17,4,21,1,1,96,1364,8
00-0034837,Calvin Ridley,WR,JAX,17,9,23,0,3,76,1016,8
00-0034838,Royce Freeman,RB,LA,11,77,319,2,17,1,13,0
00-0034844,Saquon Barkley,RB,NYG,14,247,962,6,51,41,280,4
00-0034854,KhaDarel Hodge,WR,ATL,14,1,0,0,0,14,232,0
00-0034855,Baker Mayfield,QB,TB,17,62,163,1,16,0,0,0
00-0034857,Josh Allen,QB,BUF,17,111,524,15,57,0,0,0
00-0034869,Sam Darnold,QB,SF,10,21,15,1,3,0,0,0
00-0034928,Steven Sims,WR,HOU,3,1,1,0,0,3,25,0
00-0034955,Brett Rypien,QB,LA,2,3,19,0,1,0,0,0
00-0034959,Andrew Beck,FB,HOU,12,5,3,1,2,11,55,2
00-0034960,Jakobi Meyers,WR,LV,16,4,24,2,3,71,807,8
00-0034972,Alexander Mattison,RB,MIN,16,180,700,0,28,30,192,3
00-0034975,Justice Hill,RB,BAL,16,84,387,3,18,28,206,1
00-0035099,Khari Blasingame,FB,CHI,8,8,26,0,0,3,2,0
00-0035100,Jake Browning,QB,CIN,9,27,127,3,12,1,-7,0
00-0035125,Alec Ingold,FB,MIA,11,2,0,0,0,13,119,0
00-0035133,Keisean Nixon,DB,GB,17,1,11,0,1,0,0,0
00-0035140,Mecole Hardman,WR,KC,7,1,3,0,0,15,124,0
00-0035184,Devine Ozigbo,RB,DET,1,3,5,0,1,1,8,0
00-0035215,Deonte Harty,WR,BUF,16,4,0,0,0,15,150,1
00-0035228,Kyler Murray,QB,ARI,8,44,244,3,15,0,0,0
00-0035243,Miles Sanders,RB,CAR,16,129,432,1,24,27,154,0
00-0035250,Devin Singletary,RB,HOU,17,216,898,4,41,30,193,0
00-0035261,Tony Pollard,RB,DAL,17,252,1005,6,56,55,311,0
00-0035264,Jarrett Stidham,QB,DEN,2,9,8,0,1,0,0,0
00-0035282,Easton Stick,QB,LAC,5,27,144,1,11,0,0,0
00-0035289,Gardner Minshew,QB,IND,16,34,100,3,7,0,0,0
00-0035291,Trayveon Williams,RB,CIN,16,15,69,0,2,7,10,0
00-0035500,Greg Dortch,WR,ARI,16,1,5,0,0,24,280,2
00-0035537,Ty Johnson,RB,BUF,9,30,132,0,8,7,62,1
00-0035567,Craig Reynolds,RB,DET,12,41,179,1,11,5,47,0
00-0035628,D'Ernest Johnson,RB,JAX,16,41,108,0,5,10,140,0
00-0035632,Amani Hooker,SAF,TEN,13,1,2,0,1,0,0,0
00-0035657,Damien Harris,RB,BUF,6,23,94,1,9,2,16,0
00-0035662,Marquise Brown,WR,ARI,13,2,23,0,1,51,574,4
00-0035664,Darrell Henderson,RB,LA,4,46,112,2,5,10,103,0
00-0035685,David Montgomery,RB,DET,14,219,1015,13,59,16,117,0
00-0035700,Josh Jacobs,RB,LV,13,233,805,6,34,37,296,0
00-0035704,Drew Lock,QB,SEA,4,5,14,0,1,0,0,0
00-0035710,Daniel Jones,QB,NYG,6,40,206,1,15,0,0,0
00-0035715,Derrick Gore,RB,WAS,3,3,26,0,1,0,0,0
00-0035719,Deebo Samuel Sr.,WR,SF,15,37,225,5,13,60,892,7
00-0035831,James Robinson,RB,GB,1,1,2,0,0,1,-2,0
00-0035859,Blake Gillikin,P,ARI,12,1,10,0,1,0,0,0
00-0035860,Tony Jones,RB,ARI,6,26,95,2,7,7,37,0
00-0035924,Jonathan Ward,RB,TEN,2,3,11,0,1,0,0,0
00-0035973,Patrick Taylor,RB,GB,11,32,141,0,7,11,49,0
00-0035993,Tyler Huntley,QB,BAL,5,15,55,0,3,0,0,0
00-0036020,Salvon Ahmed,RB,MIA,7,22,61,1,3,16,88,1
00-0036139,Rico Dowdle,RB,DAL,16,89,361,2,17,17,144,2
00-0036158,J.K. Dobbins,RB,BAL,1,8,22,1,1,2,15,0
00-0036196,Gabe Davis,WR,BUF,16,1,-2,0,0,45,746,7
00-0036212,Tua Tagovailoa,QB,MIA,17,35,74,0,5,0,0,0
00-0036223,Jonathan Taylor,RB,IND,10,169,741,7,42,19,153,1
00-0036232,Harrison Bryant,TE,CLE,14,5,8,0,4,13,81,3
00-0036251,Zack Moss,RB,IND,14,183,794,5,43,27,192,2
00-0036264,Jordan Love,QB,GB,17,50,247,4,16,0,0,0
00-0036265,AJ Dillon,RB,GB,15,178,613,2,32,22,223,0
00-0036268,Laviska Shenault Jr.,WR,CAR,8,12,55,0,3,10,60,0
00-0036269,La'Mical Perine,RB,KC,2,22,77,0,3,3,33,0
00-0036275,D'Andre Swift,RB,PHI,16,229,1049,5,50,39,214,1
00-0036290,Cole Kmet,TE,CHI,16,3,2,0,2,73,719,6
00-0036297,Darrynton Evans,RB,MIA,6,32,121,1,10,7,49,0
00-0036309,Darnell Mooney,WR,CHI,14,2,5,0,0,31,414,1
00-0036322,Justin Jefferson,WR,MIN,10,1,-12,0,0,68,1074,5
00-0036328,Antonio Gibson,RB,WAS,16,65,265,1,13,48,389,2
00-0036329,Ashtyn Davis,SAF,NYJ,16,2,3,0,1,0,0,0
00-0036331,Devin Duvernay,WR,BAL,13,4,15,0,0,4,18,0
00-0036355,Justin Herbert,QB,LAC,13,52,228,3,16,1,10,0
00-0036358,CeeDee Lamb,WR,DAL,17,14,113,2,6,135,1749,12
00-0036360,Clyde Edwards-Helaire,RB,KC,15,70,223,1,12,17,188,1
00-0036364,Lynn Bowden,WR,NO,8,5,32,0,3,11,83,0
00-0036370,Joshua Kelley,RB,LAC,17,107,405,2,21,8,32,0
00-0036387,Jalen Reagor,WR,NE,9,1,17,0,1,7,138,0
00-0036389,Jalen Hurts,QB,PHI,17,157,605,15,68,0,0,0
00-0036414,Cam Akers,RB,MIN,7,60,167,2,12,11,70,0
00-0036415,Van Jefferson,WR,ATL,14,1,4,0,0,20,209,0
00-0036425,DeeJay Dallas,RB,SEA,17,10,36,0,2,6,26,0
00-0036442,Joe Burrow,QB,CIN,10,31,88,0,9,0,0,0
00-0036450,Ke'Shawn Vaughn,RB,TB,5,24,42,0,0,2,2,0
00-0036493,Deon Jackson,RB,NYG,2,14,16,0,1,5,14,0
00-0036550,Rashod Bateman,WR,BAL,15,1,18,0,1,32,367,1
00-0036554,Nico Collins,WR,HOU,15,1,7,0,0,80,1297,8
00-0036555,Chuba Hubbard,RB,CAR,17,238,902,5,59,39,233,0
00-0036567,Elijah Mitchell,RB,SF,11,75,281,2,14,6,14,0
00-0036569,Gary Brightwell,RB,NYG,4,9,19,0,0,5,47,0
00-0036613,Jaylen Waddle,WR,MIA,14,3,12,0,1,72,1014,4
00-0036620,Dee Eskridge,WR,SEA,4,2,5,0,1,0,0,0
00-0036626,Dyami Brown,WR,WAS,16,1,0,0,0,12,168,1
00-0036635,Ihmir Smith-Marsette,WR,CAR,17,8,74,1,4,8,51,0
00-0036637,Noah Gray,TE,KC,16,1,1,0,0,28,305,2
00-0036648,Nick Niemann,LB,LAC,11,1,0,0,0,0,0,0
00-0036727,Adam Prentice,FB,NO,6,2,12,0,1,2,12,0
00-0036842,Kene Nwangwu,RB,MIN,8,5,13,0,0,0,0,0
00-0036849,Tutu Atwell,WR,LA,14,5,31,0,2,39,483,3
00-0036857,Chris Evans,RB,CIN,3,2,12,0,0,1,-1,0
00-0036860,Jake Funk,RB,IND,1,2,10,0,0,1,12,0
00-0036862,Ben Skowronek,WR,LA,13,2,9,0,1,8,66,1
00-0036875,Rhamondre Stevenson,RB,NE,12,156,619,4,36,38,238,0
00-0036876,Kylen Granson,TE,IND,15,1,2,0,1,30,368,1
00-0036893,Najee Harris,RB,PIT,17,255,1035,8,51,29,170,0
00-0036898,Davis Mills,QB,HOU,5,2,9,0,0,0,0,0
00-0036900,Ja'Marr Chase,WR,CIN,16,3,-6,0,0,100,1216,7
00-0036906,Khalil Herbert,RB,CHI,12,132,611,2,25,20,134,1
00-0036913,Kadarius Toney,WR,KC,13,11,31,0,2,27,169,1
00-0036919,Kenny Gainwell,RB,PHI,16,84,364,2,19,30,183,0
00-0036924,Michael Carter,RB,ARI,15,30,187,0,9,24,101,1
00-0036928,Kyle Trask,QB,TB,2,1,-1,0,0,0,0,0
00-0036936,Rondale Moore,WR,ARI,17,28,178,1,5,40,352,1
00-0036945,Justin Fields,QB,CHI,13,124,657,4,43,0,0,0
00-0036963,Amon-Ra St. Brown,WR,DET,16,4,24,0,2,119,1515,10
00-0036970,Kyle Pitts,TE,ATL,17,1,-4,0,0,53,667,3
00-0036971,Trevor Lawrence,QB,JAX,16,70,339,4,23,0,0,0
00-0036972,Mac Jones,QB,NE,11,26,96,0,11,0,0,0
00-0036973,Travis Etienne,RB,JAX,17,267,1008,11,53,58,476,1
00-0036980,Elijah Moore,WR,CLE,16,9,11,0,2,59,640,2
00-0036984,Trey Sermon,RB,IND,8,35,160,0,7,3,13,0
00-0036988,Josh Palmer,WR,LAC,10,1,6,0,0,38,581,2
00-0036997,Javonte Williams,RB,DEN,16,217,774,3,41,47,228,2
00-0037013,Zach Wilson,QB,NYJ,12,36,211,0,7,0,0,0
00-0037077,Sam Howell,QB,WAS,17,48,263,5,19,1,4,0
00-0037091,Bo Melton,WR,GB,4,3,21,0,2,16,218,1
00-0037120,Tyler Goodson,RB,IND,6,13,87,0,4,6,34,0
00-0037157,Bam Knight,RB,DET,2,3,13,0,0,1,8,0
00-0037197,Isiah Pacheco,RB,KC,14,205,935,7,53,44,244,2
00-0037228,Jaylen Warren,RB,PIT,17,149,784,4,36,61,370,0
00-0037240,Jameson Williams,WR,DET,12,3,29,1,1,24,354,2
00-0037247,George Pickens,WR,PIT,17,3,18,0,2,63,1140,5
00-0037248,James Cook,RB,BUF,17,237,1122,2,53,44,445,4
00-0037256,Rachaad White,RB,TB,17,272,990,6,46,64,549,3
00-0037258,Dameon Pierce,RB,HOU,14,145,416,2,14,13,101,0
00-0037261,Khalil Shakir,WR,BUF,16,1,10,0,1,39,611,2
00-0037263,Tyler Allgeier,RB,ATL,17,186,683,4,39,18,193,1
00-0037267,Jerome Ford,RB,CLE,17,204,813,4,33,44,319,5
00-0037276,Ty Chandler,RB,MIN,16,102,461,3,20,21,159,0
00-0037286,Kevin Harris,RB,NE,4,16,65,1,2,3,58,0
00-0037299,Keaontay Ingram,RB,ARI,7,35,74,0,4,4,26,0
00-0037304,Connor Heyward,FB,PIT,14,1,0,0,0,23,167,0
00-0037410,Jashaun Corbin,RB,NYG,3,1,1,0,1,3,12,0
00-0037429,Raheem Blackshear,RB,CAR,9,14,46,0,1,6,45,0
00-0037487,Deven Thompkins,WR,TB,17,8,56,0,4,17,83,1
00-0037525,Jordan Mason,RB,SF,16,40,206,3,13,3,31,0
00-0037545,Rashid Shaheed,WR,NO,15,7,37,0,1,46,719,5
00-0037557,Ronnie Rivers,RB,LA,9,32,129,0,4,5,22,0
00-0037569,Peyton Hendershot,TE,DAL,8,1,0,0,0,4,38,0
00-0037607,Ryan Stonehouse,P,TEN,12,1,-11,0,0,0,0,0
00-0037614,John Metchie III,WR,HOU,14,1,4,0,0,16,158,0
00-0037740,Garrett Wilson,WR,NYJ,17,4,0,0,1,95,1042,3
00-0037742,Treylon Burks,WR,TEN,9,5,18,0,0,16,221,0
00-0037745,Velus Jones Jr.,WR,CHI,13,8,51,0,4,4,20,0
00-0037746,Brian Robinson,RB,WAS,15,178,733,5,47,36,368,4
00-0037801,KaVontae Turpin,WR,DAL,16,11,110,1,5,12,127,3
00-0037809,Chig Okonkwo,TE,TEN,17,2,6,0,1,54,528,1
00-0037827,Tyrion Davis-Price,RB,SF,1,6,21,0,1,0,0,0
00-0037834,Brock Purdy,QB,SF,16,39,144,2,15,0,0,0
00-0037837,Calvin Austin III,WR,PIT,16,11,57,1,4,17,180,1
00-0037840,Kyren Williams,RB,LA,12,228,1144,12,62,32,206,3
00-0038040,Zamir White,RB,LV,13,104,451,1,19,15,98,0
00-0038045,Isaiah Spiller,RB,LAC,9,37,96,0,1,6,34,0
00-0038090,Skyy Moore,WR,KC,13,3,23,0,1,21,244,1
00-0038092,Erik Ezukanma,WR,MIA,2,5,22,0,1,0,0,0
00-0038098,Pierre Strong,RB,CLE,16,63,291,1,10,5,47,0
00-0038102,Kenny Pickett,QB,PIT,12,42,54,1,12,0,0,0
00-0038104,Tyquan Thornton,WR,NE,9,3,51,0,1,13,91,0
00-0038108,Bailey Zappe,QB,NE,10,17,83,1,6,0,0,0
00-0038117,Wan'Dale Robinson,WR,NYG,15,9,87,1,4,60,525,1
00-0038120,Breece Hall,RB,NYJ,17,223,994,5,40,76,591,4
00-0038122,Desmond Ridder,QB,ATL,15,53,193,5,18,1,-6,0
00-0038124,Christian Watson,WR,GB,9,4,11,0,1,28,422,5
00-0038128,Malik Willis,QB,TEN,2,5,21,0,1,0,0,0
00-0038134,Kenneth Walker III,RB,SEA,15,219,905,8,46,29,259,1
00-0038389,Israel Abanikanda,RB,NYJ,6,22,70,0,3,7,43,0
00-0038391,Sean Clifford,QB,GB,2,3,-2,0,0,0,0,0
00-0038393,Dontayvion Wicks,WR,GB,15,1,1,0,0,39,581,4
00-0038396,Eric Gray,RB,NYG,10,17,48,0,2,6,22,0
00-0038397,Evan Hull,RB,IND,1,1,1,0,0,1,6,0
00-0038416,Tyson Bagent,QB,CHI,5,23,109,2,11,0,0,0
00-0038454,Keaton Mitchell,RB,BAL,7,47,396,2,19,9,93,0
00-0038476,Tommy DeVito,QB,NYG,9,36,195,1,7,0,0,0
00-0038490,Ty Zentner,P,TEN,9,1,0,0,0,0,0,0
00-0038496,Xavier Gipson,WR,NYJ,17,8,68,1,4,21,229,0
00-0038542,Bijan Robinson,RB,ATL,17,214,976,4,50,58,487,4
00-0038544,Quentin Johnston,WR,LAC,17,3,9,0,0,38,431,2
00-0038551,Kendre Miller,RB,NO,7,41,156,1,10,10,117,0
00-0038555,Tank Bigsby,RB,JAX,13,50,132,2,12,1,6,0
00-0038563,Tre Tucker,WR,LV,13,10,77,0,4,19,331,2
00-0038573,Derius Davis,WR,LAC,17,14,101,0,5,15,66,0
00-0038576,Charlie Jones,WR,CIN,11,2,13,0,1,7,64,0
00-0038579,Aidan O'Connell,QB,LV,11,17,11,1,7,0,0,0
00-0038582,Clayton Tune,QB,ARI,6,8,30,1,3,0,0,0
00-0038583,Dorian Thompson-Robinson,QB,CLE,7,14,65,0,4,0,0,0
00-0038597,Chase Brown,RB,CIN,12,44,179,0,6,14,156,1
00-0038598,Jaren Hall,QB,MIN,3,6,14,0,0,0,0,0
00-0038611,Chris Rodriguez Jr.,RB,WAS,9,51,247,2,14,2,12,0
00-0038618,Xavier Hutchinson,WR,HOU,12,5,49,0,3,8,90,0
00-0038621,DeMario Douglas,WR,NE,14,8,41,0,2,49,561,0
00-0038622,Deuce Vaughn,RB,DAL,6,23,40,0,1,7,40,0
00-0038685,Chris Brooks,RB,MIA,3,19,106,0,2,0,0,0
00-0038705,Emari Demercado,RB,ARI,11,58,284,2,12,21,119,0
00-0038738,Hunter Luepke,RB,DAL,10,6,19,1,5,3,18,0
00-0038752,Jake Bobo,WR,SEA,14,1,3,1,1,19,196,2
00-0038794,Jaleel McLaughlin,RB,DEN,17,76,410,1,16,31,160,2
00-0038797,Emanuel Wilson,RB,GB,5,14,85,0,2,4,23,0
00-0038821,Rakim Jarrett,WR,TB,7,1,0,0,0,4,60,0
00-0038862,Elijah Dotson,RB,LAC,1,4,6,0,0,2,13,0
00-0038941,Tyler Scott,WR,CHI,13,7,41,0,2,17,168,0
00-0038951,Sean Tucker,RB,TB,3,15,23,0,1,2,9,0
00-0038976,Marvin Mims Jr.,WR,DEN,16,9,30,0,2,22,377,1
00-0038977,Tank Dell,WR,HOU,10,11,51,0,3,47,709,7
00-0038979,Cedric Tillman,WR,CLE,11,1,8,0,0,21,224,0
00-0038994,Jordan Addison,WR,MIN,17,1,2,0,0,70,911,10
00-0039021,Roschon Johnson,RB,CHI,15,81,352,2,16,34,209,0
00-0039032,Tyjae Spears,RB,TEN,17,100,453,2,24,52,385,1
00-0039040,De'Von Achane,RB,MIA,11,103,800,8,30,27,197,3
00-0039052,Trey Palmer,WR,TB,17,3,22,0,1,39,385,3
00-0039064,Zay Flowers,WR,BAL,16,8,56,1,1,77,858,5
00-0039065,Sam LaPorta,TE,DET,17,1,4,0,0,86,889,10
00-0039067,Rashee Rice,WR,KC,16,1,-3,0,0,79,938,7
00-0039075,Puka Nacua,WR,LA,17,12,89,0,5,105,1486,6
00-0039136,Zach Evans,RB,LA,4,9,19,0,0,0,0,0
00-0039139,Jahmyr Gibbs,RB,DET,15,182,945,10,42,52,316,1
00-0039146,Jayden Reed,WR,GB,16,11,119,2,6,64,793,8
00-0039150,Bryce Young,QB,CAR,16,39,253,0,18,0,0,0
00-0039152,Will Levis,QB,TEN,9,25,57,1,7,0,0,0
00-0039163,C.J. Stroud,QB,HOU,15,39,167,3,17,1,0,0
00-0039164,Anthony Richardson,QB,IND,4,25,136,4,8,0,0,0
00-0039165,Zach Charbonnet,RB,SEA,16,108,462,1,32,33,209,0
