player_id,player_display_name,position,recent_team,games,carries,rushing_yards,rushing_tds,rushing_first_downs,receptions,receiving_yards,receiving_tds
00-0032897,Derek Watt,FB,PIT,12,9,21,1,8,5,11,1
00-0032918,C.J. Ham,FB,MIN,11,4,7,2,3,10,86,0
00-0032950,Carson Wentz,QB,WAS,8,22,86,1,4,0,0,0
00-0032975,Jonathan Williams,RB,WAS,9,37,152,0,6,7,40,0
00-0033040,Tyreek Hill,WR,MIA,17,7,32,1,3,119,1710,7
00-0033045,Ezekiel Elliott,RB,DAL,15,231,876,12,52,17,92,0
00-0033077,Dak Prescott,QB,DAL,12,45,182,1,19,0,0,0
00-0033106,Jared Goff,QB,DET,17,29,73,0,5,1,5,0
00-0033111,Pharoh Cooper,WR,ARI,5,4,15,0,0,2,6,0
00-0033118,Kenyan Drake,RB,BAL,12,109,482,4,21,17,89,1
00-0033119,Jacoby Brissett,QB,CLE,14,49,243,2,28,0,0,0
00-0033251,Zach Pascal,WR,PHI,15,1,0,0,0,15,150,1
00-0033275,PJ Walker,QB,CAR,6,6,39,0,3,0,0,0
00-0033280,Christian McCaffrey,RB,SF,17,244,1139,8,59,85,741,5
00-0033282,Curtis Samuel,WR,WAS,17,38,187,1,11,64,656,4
00-0033292,Trent Taylor,WR,CIN,16,4,15,0,0,6,62,0
00-0033293,Aaron Jones,RB,GB,17,213,1121,2,54,59,395,5
00-0033307,Kendrick Bourne,WR,NE,16,6,39,0,2,35,434,1
00-0033308,Matt Breida,RB,NYG,17,54,220,1,13,20,118,0
00-0033319,Nick Mullens,QB,MIN,4,4,8,0,1,0,0,0
00-0033357,Taysom Hill,TE,NO,16,96,575,7,34,9,77,2
00-0033376,Patrick Ricard,RB,BAL,13,7,16,0,5,11,74,0
00-0033466,Isaiah McKenzie,WR,BUF,15,9,55,1,3,42,423,4
00-0033526,Samaje Perine,RB,CIN,16,95,394,2,19,38,287,4
00-0033537,Deshaun Watson,QB,CLE,6,36,175,1,10,0,0,0
00-0033550,Davis Webb,QB,NYG,1,6,41,1,2,0,0,0
00-0033553,James Conner,RB,ARI,13,183,782,7,48,46,300,1
00-0033555,Mack Hollins,WR,LV,17,4,40,0,2,57,690,4
00-0033572,Jamal Agnew,WR,JAX,15,12,86,0,6,23,187,3
00-0033662,Cooper Rush,QB,DAL,8,9,6,0,1,0,0,0
00-0033699,Austin Ekeler,RB,LAC,17,204,915,13,46,107,722,5
00-0033725,Corey Clement,RB,ARI,5,15,55,1,6,5,54,0
00-0033854,Dare Ogunbowale,RB,HOU,15,42,123,1,10,20,104,0
00-0033856,Leonard Fournette,RB,TB,16,189,668,3,39,73,523,3
00-0033858,Jonnu Smith,TE,NE,12,1,5,0,1,27,245,0
00-0033869,Mitchell Trubisky,QB,PIT,7,19,38,2,7,0,0,0
00-0033873,Patrick Mahomes,QB,KC,17,61,358,4,25,1,6,0
00-0033881,Evan Engram,TE,JAX,17,2,13,0,1,73,766,4
00-0033885,David Njoku,TE,CLE,14,2,-8,0,0,58,628,4
00-0033891,Zay Jones,WR,JAX,16,4,18,0,1,82,823,5
00-0033893,Dalvin Cook,RB,MIN,17,264,1173,8,50,39,295,2
00-0033895,Gerald Everett,TE,LAC,15,1,0,0,0,58,555,4
00-0033897,Joe Mixon,RB,CIN,14,210,814,7,47,60,441,2
00-0033906,Alvin Kamara,RB,NO,15,223,897,2,40,57,490,2
00-0033908,Cooper Kupp,WR,LA,9,9,52,1,4,75,812,6
00-0033921,Chris Godwin Jr.,WR,TB,15,3,5,0,0,104,1023,3
00-0033923,Kareem Hunt,RB,CLE,17,123,468,3,30,35,210,1
00-0033925,D'Onta Foreman,RB,CAR,16,203,914,5,45,5,26,0
00-0033936,C.J. Beathard,QB,JAX,4,4,-4,0,0,0,0,0
00-0033948,Jamaal Williams,RB,DET,17,262,1066,17,65,12,73,0
00-0033949,Joshua Dobbs,QB,TEN,2,8,44,0,4,0,0,0
00-0033951,Marlon Mack,RB,DEN,7,16,84,1,4,8,99,1
00-0033958,Nathan Peterman,QB,CHI,3,2,7,0,0,0,0,0
00-0034109,Phillip Lindsay,RB,IND,3,15,49,0,1,6,19,0
00-0034115,Jeff Wilson,RB,MIA,16,176,860,5,44,22,185,1
00-0034160,Michael Dickson,P,SEA,16,2,-18,0,0,0,0,0
00-0034171,Jason Cabinda,FB,DET,6,1,4,0,1,1,5,0
00-0034177,Tim Boyle,QB,CHI,1,2,-2,0,0,0,0,0
00-0034184,Gus Edwards,RB,BAL,9,87,433,3,30,0,0,0
00-0034208,Mike Boone,RB,DEN,8,24,102,0,6,9,96,0
00-0034253,Dontrell Hilliard,RB,TEN,12,22,145,0,4,21,177,4
00-0034270,Tyler Conklin,TE,NYJ,17,2,3,0,2,58,552,3
00-0034272,Marquez Valdes-Scantling,WR,KC,17,1,-3,0,0,42,687,2
00-0034279,Equanimeous St. Brown,WR,CHI,16,6,54,0,2,21,323,1
00-0034286,Richie James,WR,NYG,16,2,6,0,0,57,569,4
00-0034301,Darrel Williams,RB,ARI,5,21,102,1,8,4,9,0
00-0034335,Marcus Allen,LB,PIT,10,1,4,0,1,0,0,0
00-0034348,Courtland Sutton,WR,DEN,15,1,5,0,0,64,829,2
00-0034355,M.J. Stewart,SAF,HOU,14,1,3,0,1,0,0,0
00-0034367,Nyheim Hines,RB,BUF,16,24,33,1,2,30,241,1
00-0034400,Jordan Wilkins,RB,IND,4,13,58,0,2,6,29,0
00-0034401,Mike White,QB,NYJ,4,6,9,1,3,0,0,0
00-0034407,Ray-Ray McCloud,WR,SF,17,4,78,1,1,14,243,1
00-0034414,Boston Scott,RB,PHI,15,54,217,3,12,5,15,0
00-0034418,Cedrick Wilson Jr.,WR,MIA,13,1,8,0,0,12,136,0
00-0034419,Braxton Berrios,WR,NYJ,17,9,91,2,5,18,145,0
00-0034440,Justin Jackson,RB,DET,15,42,170,1,8,12,101,1
00-0034496,Sean Chandler,DB,CAR,9,1,2,0,1,0,0,0
00-0034521,Allen Lazard,WR,GB,15,2,0,0,0,60,788,6
00-0034577,Kyle Allen,QB,HOU,2,6,13,0,2,0,0,0
00-0034578,Reggie Bonnafon,RB,WAS,1,3,8,0,0,0,0,0
00-0034614,Godwin Igwebuike,RB,SEA,5,3,4,0,0,1,3,0
00-0034646,Brandon Powell,WR,LA,17,17,80,0,6,24,156,0
00-0034681,Chase Edmonds,RB,DEN,13,68,245,2,8,16,157,1
00-0034726,Dallin Leavitt,DB,GB,9,1,0,0,0,0,0,0
00-0034750,Rashaad Penny,RB,SEA,5,57,346,2,15,4,16,0
00-0034753,Mark Andrews,TE,BAL,15,3,8,0,3,73,847,5
00-0034775,Christian Kirk,WR,JAX,17,5,11,0,0,84,1108,8
00-0034791,Nick Chubb,RB,CLE,17,302,1525,12,69,27,239,1
00-0034796,Lamar Jackson,QB,BAL,12,112,764,3,47,0,0,0
00-0034798,Durham Smythe,TE,MIA,13,2,1,1,1,15,129,1
00-0034816,Ronald Jones,RB,KC,5,17,70,1,4,1,22,0
00-0034827,DJ Moore,WR,CAR,17,10,53,0,3,63,888,7
00-0034838,Royce Freeman,RB,HOU,4,41,117,0,7,6,33,0
00-0034844,Saquon Barkley,RB,NYG,16,295,1312,10,62,57,338,0
00-0034845,Sony Michel,RB,LAC,10,36,106,0,8,9,53,0
00-0034855,Baker Mayfield,QB,LA,12,31,89,1,7,0,0,0
00-0034857,Josh Allen,QB,BUF,16,124,762,7,55,0,0,0
00-0034860,Dante Pettis,WR,CHI,17,2,37,0,2,19,245,3
00-0034869,Sam Darnold,QB,CAR,6,26,106,2,10,0,0,0
00-0034899,John Wolford,QB,LA,2,8,32,0,2,0,0,0
00-0034928,Steven Sims,WR,PIT,12,13,70,0,5,14,104,0
00-0034955,Brett Rypien,QB,DEN,4,6,7,0,2,0,0,0
00-0034959,Andrew Beck,FB,DEN,9,2,0,0,0,5,69,0
00-0034960,Jakobi Meyers,WR,NE,14,2,-11,0,2,67,804,6
00-0034972,Alexander Mattison,RB,MIN,17,74,283,5,21,15,91,1
00-0034975,Justice Hill,RB,BAL,15,49,262,0,15,12,58,0
00-0035021,Ashton Dulin,WR,IND,10,2,8,0,1,15,207,1
00-0035040,David Blough,QB,ARI,2,4,5,0,0,0,0,0
00-0035042,Jamie Gillan,P,NYG,17,2,-3,0,0,0,0,0
00-0035125,Alec Ingold,FB,MIA,12,6,8,1,5,15,105,1
00-0035140,Mecole Hardman,WR,KC,8,4,31,2,3,25,297,4
00-0035146,Trace McSorley,QB,ARI,5,15,61,0,3,0,0,0
00-0035184,Devine Ozigbo,RB,DEN,3,3,4,0,0,1,3,0
00-0035208,Olamide Zaccheaus,WR,ATL,16,2,7,0,1,40,533,3
00-0035216,Diontae Johnson,WR,PIT,17,7,25,0,1,86,882,0
00-0035217,Benny Snell,RB,PIT,9,20,90,1,6,2,17,0
00-0035228,Kyler Murray,QB,ARI,11,67,418,3,23,0,0,0
00-0035243,Miles Sanders,RB,PHI,17,259,1269,11,62,20,78,0
00-0035250,Devin Singletary,RB,BUF,16,177,819,5,42,38,280,1
00-0035261,Tony Pollard,RB,DAL,16,193,1007,9,46,39,371,3
00-0035264,Jarrett Stidham,QB,LV,3,14,84,0,7,0,0,0
00-0035289,Gardner Minshew,QB,PHI,5,7,3,1,1,0,0,0
00-0035291,Trayveon Williams,RB,CIN,7,6,30,0,1,2,30,0
00-0035298,Scott Miller,WR,TB,12,1,8,0,0,23,185,0
00-0035311,Myles Gaskin,RB,MIA,2,10,26,0,2,4,28,0
00-0035327,C.J. Moore,DB,DET,9,2,55,0,2,0,0,0
00-0035341,Trenton Irwin,WR,CIN,9,1,11,0,1,15,231,4
00-0035500,Greg Dortch,WR,ARI,16,7,44,0,3,52,467,2
00-0035527,Andy Isabella,WR,BAL,4,1,1,0,0,2,21,0
00-0035537,Ty Johnson,RB,NYJ,12,30,160,1,5,12,88,0
00-0035567,Craig Reynolds,RB,DET,6,23,102,0,4,9,116,0
00-0035594,Travis Homer,RB,SEA,10,19,74,0,4,16,157,1
00-0035628,D'Ernest Johnson,RB,CLE,9,4,17,0,1,3,7,0
00-0035639,Parris Campbell,WR,IND,17,5,58,0,2,63,623,3
00-0035645,Gunner Olszewski,WR,PIT,15,8,39,0,3,5,53,0
00-0035657,Damien Harris,RB,NE,11,106,462,3,23,17,97,0
00-0035659,Terry McLaurin,WR,WAS,17,7,29,0,2,77,1191,5
00-0035662,Marquise Brown,WR,ARI,12,1,1,0,0,67,709,3
00-0035664,Darrell Henderson,RB,LA,10,70,283,3,14,17,102,0
00-0035685,David Montgomery,RB,CHI,16,201,801,5,41,34,316,1
00-0035700,Josh Jacobs,RB,LV,17,340,1653,12,93,53,400,0
00-0035710,Daniel Jones,QB,NYG,16,120,708,7,57,0,0,0
00-0035719,Deebo Samuel Sr.,WR,SF,13,42,232,3,8,56,632,2
00-0035752,Chris Streveler,QB,NYJ,1,9,54,0,1,0,0,0
00-0035806,JaMycal Hasty,RB,JAX,14,46,194,2,7,20,126,1
00-0035831,James Robinson,RB,NYJ,11,110,425,3,22,11,51,2
00-0035860,Tony Jones,RB,SEA,3,10,24,0,3,5,30,0
00-0035864,Kendall Hinton,WR,DEN,11,2,13,0,1,24,311,0
00-0035924,Jonathan Ward,RB,TEN,4,5,25,0,2,2,7,0
00-0035939,Bryce Perkins,QB,LA,5,19,90,0,6,0,0,0
00-0035973,Patrick Taylor,RB,GB,6,10,31,0,2,1,17,0
00-0035993,Tyler Huntley,QB,BAL,5,43,137,1,12,0,0,0
00-0036020,Salvon Ahmed,RB,MIA,6,12,64,1,4,1,8,0
00-0036096,J.J. Taylor,RB,NE,1,10,9,0,0,1,8,0
00-0036158,J.K. Dobbins,RB,BAL,8,92,520,2,26,7,42,1
00-0036212,Tua Tagovailoa,QB,MIA,13,24,70,0,4,0,0,0
00-0036223,Jonathan Taylor,RB,IND,11,192,861,4,39,28,143,0
00-0036232,Harrison Bryant,TE,CLE,14,1,8,0,1,31,239,1
00-0036233,Donovan Peoples-Jones,WR,CLE,17,1,2,0,0,61,839,3
00-0036251,Zack Moss,RB,IND,13,93,456,1,18,11,39,0
00-0036252,Michael Pittman,WR,IND,16,3,30,0,2,99,925,4
00-0036261,Brandon Aiyuk,WR,SF,17,2,23,0,1,78,1015,8
00-0036264,Jordan Love,QB,GB,4,1,-1,0,0,0,0,0
00-0036265,AJ Dillon,RB,GB,17,186,770,7,47,28,206,0
00-0036268,Laviska Shenault Jr.,WR,CAR,13,9,65,1,1,27,272,1
00-0036271,Quez Watkins,WR,PHI,17,3,1,0,0,33,354,3
00-0036275,D'Andre Swift,RB,DET,14,99,542,5,21,48,389,3
00-0036290,Cole Kmet,TE,CHI,17,2,9,0,1,50,544,7
00-0036297,Darrynton Evans,RB,CHI,3,14,64,0,3,1,33,0
00-0036309,Darnell Mooney,WR,CHI,11,1,2,0,0,40,493,2
00-0036322,Justin Jefferson,WR,MIN,17,4,24,1,2,128,1809,8
00-0036326,Chase Claypool,WR,CHI,15,9,59,0,3,46,451,1
00-0036328,Antonio Gibson,RB,WAS,15,149,546,3,32,46,353,2
00-0036329,Ashtyn Davis,SAF,NYJ,6,1,2,0,1,0,0,0
00-0036331,Devin Duvernay,WR,BAL,14,12,84,1,7,37,407,3
00-0036336,Anthony McFarland,RB,PIT,1,6,30,0,3,2,11,0
00-0036345,K.J. Osborn,WR,MIN,17,3,6,0,2,60,650,5
00-0036355,Justin Herbert,QB,LAC,17,54,147,0,17,2,-10,0
00-0036358,CeeDee Lamb,WR,DAL,17,10,47,0,3,107,1359,9
00-0036360,Clyde Edwards-Helaire,RB,KC,10,71,302,3,15,17,151,3
00-0036370,Joshua Kelley,RB,LAC,12,69,287,2,16,14,101,0
00-0036383,Eno Benjamin,RB,NO,13,77,313,2,14,25,193,0
00-0036387,Jalen Reagor,WR,MIN,17,4,25,0,1,8,104,1
00-0036389,Jalen Hurts,QB,PHI,15,165,760,13,67,0,0,0
00-0036407,Jerry Jeudy,WR,DEN,15,4,40,0,4,67,972,6
00-0036412,KJ Hamler,WR,DEN,6,2,23,0,1,7,165,0
00-0036414,Cam Akers,RB,LA,15,188,786,7,39,13,117,0
00-0036425,DeeJay Dallas,RB,SEA,15,35,186,0,9,17,126,0
00-0036442,Joe Burrow,QB,CIN,16,75,257,5,27,0,0,0
00-0036450,Ke'Shawn Vaughn,RB,TB,6,17,53,0,3,3,19,0
00-0036493,Deon Jackson,RB,IND,12,68,236,1,13,30,209,1
00-0036527,DJ Turner,WR,LV,5,4,26,0,1,0,0,0
00-0036543,Spencer Brown,RB,CAR,2,9,43,0,1,2,10,0
00-0036555,Chuba Hubbard,RB,CAR,14,95,466,2,23,14,171,0
00-0036567,Elijah Mitchell,RB,SF,5,45,279,2,15,3,7,0
00-0036569,Gary Brightwell,RB,NYG,15,31,141,1,9,5,39,0
00-0036613,Jaylen Waddle,WR,MIA,17,3,26,0,0,75,1356,8
00-0036620,Dee Eskridge,WR,SEA,9,2,10,0,0,7,58,0
00-0036626,Dyami Brown,WR,WAS,9,1,15,0,1,5,143,2
00-0036635,Ihmir Smith-Marsette,WR,CHI,4,1,-1,0,0,1,15,0
00-0036637,Noah Gray,TE,KC,17,1,1,1,1,28,299,1
00-0036650,Larry Rountree III,RB,LAC,2,13,19,0,0,2,14,0
00-0036652,Racey McMath,WR,TEN,4,1,4,0,0,2,40,0
00-0036654,Demetric Felton,RB,CLE,6,1,-4,0,0,2,8,0
00-0036669,Kylin Hill,RB,GB,1,1,7,0,1,0,0,0
00-0036727,Adam Prentice,FB,NO,6,4,9,0,3,3,9,0
00-0036755,Jaret Patterson,RB,WAS,2,17,78,0,3,0,0,0
00-0036825,Feleipe Franks,TE,ATL,5,1,0,0,0,0,0,0
00-0036829,Caleb Huntley,RB,ATL,12,76,366,1,18,2,3,0
00-0036842,Kene Nwangwu,RB,MIN,14,9,14,0,1,2,21,0
00-0036849,Tutu Atwell,WR,LA,12,9,34,1,2,18,298,1
00-0036862,Ben Skowronek,WR,LA,14,1,17,1,1,39,376,0
00-0036875,Rhamondre Stevenson,RB,NE,17,210,1040,5,49,69,421,1
00-0036876,Kylen Granson,TE,IND,13,1,0,0,0,31,302,0
00-0036877,Jaelon Darden,WR,CLE,14,1,2,0,0,2,26,0
00-0036879,Sam Ehlinger,QB,IND,4,17,87,0,5,0,0,0
00-0036893,Najee Harris,RB,PIT,17,272,1034,7,45,41,229,3
00-0036898,Davis Mills,QB,HOU,15,32,108,2,8,0,0,0
00-0036900,Ja'Marr Chase,WR,CIN,12,5,8,0,0,87,1046,9
00-0036906,Khalil Herbert,RB,CHI,13,129,731,4,26,9,57,1
00-0036913,Kadarius Toney,WR,KC,9,7,82,1,5,16,171,2
00-0036919,Kenny Gainwell,RB,PHI,17,53,240,4,17,23,169,0
00-0036924,Michael Carter,RB,NYJ,16,114,402,3,14,41,288,0
00-0036936,Rondale Moore,WR,ARI,8,6,-5,0,1,41,414,1
00-0036945,Justin Fields,QB,CHI,15,160,1143,8,65,0,0,0
00-0036950,Avery Williams,RB,ATL,17,22,109,1,6,13,61,0
00-0036963,Amon-Ra St. Brown,WR,DET,16,9,95,0,3,106,1161,6
00-0036971,Trevor Lawrence,QB,JAX,17,62,291,5,27,0,0,0
00-0036972,Mac Jones,QB,NE,14,47,102,1,12,0,0,0
00-0036973,Travis Etienne,RB,JAX,17,220,1125,5,52,35,316,0
00-0036980,Elijah Moore,WR,NYJ,14,5,5,0,2,37,446,1
00-0036984,Trey Sermon,RB,PHI,1,2,19,0,2,0,0,0
00-0036988,Josh Palmer,WR,LAC,16,1,4,0,1,72,769,3
00-0036991,Amari Rodgers,WR,HOU,15,2,7,0,0,16,204,1
00-0036997,Javonte Williams,RB,DEN,4,47,204,0,9,16,76,0
00-0036999,Anthony Schwartz,WR,CLE,7,4,57,1,2,4,51,0
00-0037012,Trey Lance,QB,SF,2,16,67,0,7,0,0,0
00-0037013,Zach Wilson,QB,NYJ,9,28,102,1,7,1,2,1
00-0037077,Sam Howell,QB,WAS,1,5,35,1,4,0,0,0
00-0037085,Tyler Badie,RB,DEN,1,1,0,0,0,1,24,1
00-0037087,Trestan Ebner,RB,CHI,11,24,54,0,2,2,8,0
00-0037157,Bam Knight,RB,NYJ,7,85,300,1,14,13,100,0
00-0037168,Armani Rogers,TE,WAS,9,2,26,0,1,5,64,0
00-0037175,Anthony Brown,QB,BAL,2,3,-5,0,0,0,0,0
00-0037197,Isiah Pacheco,RB,KC,17,170,830,5,37,13,130,0
00-0037228,Jaylen Warren,RB,PIT,16,77,379,1,20,28,214,0
00-0037240,Jameson Williams,WR,DET,6,1,40,0,1,1,41,1
00-0037247,George Pickens,WR,PIT,17,3,24,1,2,52,801,4
00-0037248,James Cook,RB,BUF,16,89,507,2,24,21,180,1
00-0037256,Rachaad White,RB,TB,17,129,481,1,27,50,290,2
00-0037258,Dameon Pierce,RB,HOU,13,220,939,4,54,30,165,1
00-0037263,Tyler Allgeier,RB,ATL,16,210,1035,3,53,16,139,1
00-0037265,Snoop Conner,RB,JAX,5,12,42,1,2,0,0,0
00-0037267,Jerome Ford,RB,CLE,13,8,12,0,1,0,0,0
00-0037272,Montrell Washington,WR,DEN,15,5,30,0,0,4,2,0
00-0037276,Ty Chandler,RB,MIN,2,6,20,0,1,0,0,0
00-0037286,Kevin Harris,RB,NE,5,18,52,1,3,0,0,0
00-0037299,Keaontay Ingram,RB,ARI,11,27,60,1,4,4,21,0
00-0037300,Mike Woods,WR,CLE,7,1,-5,0,0,5,45,0
00-0037304,Connor Heyward,FB,PIT,15,2,27,0,2,12,151,1
00-0037327,Skylar Thompson,QB,MIA,7,14,21,0,1,0,0,0
00-0037331,Zander Horvath,RB,LAC,8,4,8,0,2,5,8,2
00-0037429,Raheem Blackshear,RB,CAR,13,23,77,3,7,10,93,0
00-0037487,Deven Thompkins,WR,TB,5,2,26,0,1,5,32,0
00-0037525,Jordan Mason,RB,SF,12,43,258,1,10,0,0,0
00-0037545,Rashid Shaheed,WR,NO,12,4,57,1,2,28,488,2
00-0037557,Ronnie Rivers,RB,LA,2,9,21,0,1,5,29,0
00-0037563,Malik Davis,RB,DAL,6,38,161,1,6,6,63,0
00-0037569,Peyton Hendershot,TE,DAL,12,1,2,1,1,11,103,2
00-0037594,Julius Chestnut,RB,TEN,6,9,12,0,1,3,41,0
00-0037617,Hassan Haskins,RB,TEN,14,25,93,0,5,11,57,0
00-0037740,Garrett Wilson,WR,NYJ,17,4,4,0,0,83,1103,4
00-0037741,Jahan Dotson,WR,WAS,12,2,-7,0,0,35,523,7
00-0037742,Treylon Burks,WR,TEN,11,4,47,0,3,33,444,1
00-0037745,Velus Jones Jr.,WR,CHI,11,9,103,1,5,7,107,1
00-0037746,Brian Robinson,RB,WAS,12,205,797,2,49,9,60,1
00-0037801,KaVontae Turpin,WR,DAL,17,3,17,0,1,1,9,0
00-0037809,Chig Okonkwo,TE,TEN,16,3,2,0,0,32,450,3
00-0037816,Romeo Doubs,WR,GB,13,1,11,0,1,42,425,3
00-0037827,Tyrion Davis-Price,RB,SF,5,34,99,0,5,0,0,0
00-0037828,Danny Gray,WR,SF,7,1,9,0,0,1,10,0
00-0037834,Brock Purdy,QB,SF,9,22,13,1,5,0,0,0
00-0037840,Kyren Williams,RB,LA,8,35,139,0,6,9,76,0
00-0038040,Zamir White,RB,LV,11,17,70,0,4,0,0,0
00-0038045,Isaiah Spiller,RB,LAC,5,18,41,0,2,3,13,0
00-0038090,Skyy Moore,WR,KC,16,3,24,0,1,22,250,0
00-0038098,Pierre Strong,RB,NE,10,10,100,1,5,7,42,0
00-0038102,Kenny Pickett,QB,PIT,13,55,237,3,23,0,0,0
00-0038104,Tyquan Thornton,WR,NE,12,3,16,1,1,22,247,2
00-0038108,Bailey Zappe,QB,NE,4,10,0,0,0,1,-6,0
00-0038115,Daniel Bellinger,TE,NYG,11,1,2,1,1,30,268,2
00-0038117,Wan'Dale Robinson,WR,NYG,6,2,-1,0,0,23,227,1
00-0038120,Breece Hall,RB,NYJ,7,80,463,4,20,19,218,1
00-0038122,Desmond Ridder,QB,ATL,4,16,64,0,4,0,0,0
00-0038124,Christian Watson,WR,GB,14,7,80,2,2,41,611,7
00-0038128,Malik Willis,QB,TEN,7,27,123,1,8,0,0,0
00-0038134,Kenneth Walker III,RB,SEA,15,228,1050,9,51,27,165,0
