year,rank,name,team,pos,pos_rank,adp
2020,54,Tyler Lockett,SEA,WR,WR17,52.1
2020,55,Courtland Sutton,DEN,WR,WR18,53.9
2020,56,Daniel Jones,NYG,QB,QB14,54.0
2020,57,Mark Andrews,BAL,TE,TE3,54.7
2020,58,DK Metcalf,SEA,WR,WR19,55.0
2020,59,A.J. Brown,TEN,WR,WR20,57.3
2020,60,T.Y. Hilton,IND,WR,WR21,57.8
2020,61,Zach Ertz,PHI,TE,TE4,59.3
2020,62,Baker Mayfield,CLE,QB,QB15,61.1
2020,63,David Montgomery,CHI,RB,RB23,62.4
2020,64,Stefon Diggs,BUF,WR,WR22,62.5
2020,65,Keenan Allen,LAC,WR,WR23,63.2
2020,66,Mark Ingram II,BAL,RB,RB24,64.3
2020,67,DJ Chark,JAX,WR,WR24,65.1
2020,68,Jared Goff,LAR,QB,QB16,65.7
2020,69,Jonathan Taylor,IND,RB,RB25,67.3
2020,70,Darren Waller,LV,TE,TE5,67.3
2020,71,Jimmy Garoppolo,SF,QB,QB17,68.6
2020,72,Terry McLaurin,WAS,WR,WR25,68.8
2020,73,Kareem Hunt,CLE,RB,RB26,70.9
2020,74,JuJu Smith-Schuster,PIT,WR,WR26,72.2
2020,75,A.J. Green,CIN,WR,WR27,74.1
2020,76,Michael Gallup,DAL,WR,WR28,74.5
2020,77,Kerryon Johnson,DET,RB,RB27,74.6
2020,78,Philip Rivers,IND,QB,QB18,75.0
2020,79,Ronald Jones,TB,RB,RB28,75.5
2020,80,Kirk Cousins,MIN,QB,QB19,79.6
2020,81,Jarvis Landry,CLE,WR,WR29,80.9
2020,82,Evan Engram,NYG,TE,TE6,82.8
2020,83,Hollywood Brown,BAL,WR,WR30,83.6
2020,84,Marlon Mack,IND,RB,RB29,83.8
2020,85,Raheem Mostert,SF,RB,RB30,83.9
2020,86,Tyler Boyd,CIN,WR,WR31,84.1
2020,87,William Fuller V,HOU,WR,WR32,84.3
2020,88,J.K. Dobbins,BAL,RB,RB31,87.0
2020,89,Ryan Tannehill,TEN,QB,QB20,87.4
2020,90,Ben Roethlisberger,PIT,QB,QB21,88.1
2020,91,Rob Gronkowski,TB,TE,TE7,88.2
2020,92,DeVante Parker,MIA,WR,WR33,89.5
2020,93,Drew Lock,DEN,QB,QB22,89.7
2020,94,Brandin Cooks,HOU,WR,WR34,91.3
2020,95,Gardner Minshew II,JAX,QB,QB23,92.2
2020,96,Phillip Lindsay,DEN,RB,RB32,94.0
2020,97,Julian Edelman,NE,WR,WR35,95.5
2020,98,Matt Breida,MIA,RB,RB33,97.6
2020,99,Hunter Henry,LAC,TE,TE8,98.3
2020,100,Deebo Samuel Sr.,SF,WR,WR36,99.4
2021,1,Christian McCaffrey,CAR,RB,RB1,1.4
2021,2,Patrick Mahomes,KC,QB,QB1,2.3
2021,3,Dalvin Cook,MIN,RB,RB2,3.3
2021,4,Alvin Kamara,NO,RB,RB3,4.4
2021,5,Josh Allen,BUF,QB,QB2,4.5
2021,6,Derrick Henry,TEN,RB,RB4,5.6
2021,7,Kyler Murray,ARI,QB,QB3,6.3
2021,8,Ezekiel Elliott,DAL,RB,RB5,8.3
2021,9,Davante Adams,GB,WR,WR1,8.8
2021,10,Lamar Jackson,BAL,QB,QB4,9.8
2021,11,Travis Kelce,KC,TE,TE1,10.4
2021,12,Aaron Jones Sr.,GB,RB,RB6,11.4
2021,13,Nick Chubb,CLE,RB,RB7,12.9
2021,14,Aaron Rodgers,GB,QB,QB5,12.9
2021,15,Tyreek Hill,KC,WR,WR2,15.2
2021,16,Austin Ekeler,LAC,RB,RB8,15.3
2021,17,Dak Prescott,DAL,QB,QB6,15.7
2021,18,Russell Wilson,SEA,QB,QB7,17.1
2021,19,Jonathan Taylor,IND,RB,RB9,17.6
2021,20,Saquon Barkley,NYG,RB,RB10,17.9
2021,21,Najee Harris,PIT,RB,RB11,19.4
2021,22,Stefon Diggs,BUF,WR,WR3,21.2
2021,23,Justin Herbert,LAC,QB,QB8,21.6
2021,24,Antonio Gibson,WAS,RB,RB12,23.2
2021,25,DeAndre Hopkins,ARI,WR,WR4,24.8
2021,26,Tom Brady,TB,QB,QB9,25.2
2021,27,Calvin Ridley,ATL,WR,WR5,26.4
2021,28,DK Metcalf,SEA,WR,WR6,27.0
2021,29,Darren Waller,LV,TE,TE2,27.3
2021,30,Clyde Edwards-Helaire,KC,RB,RB13,27.6
2021,31,Joe Mixon,CIN,RB,RB14,29.8
2021,32,Matthew Stafford,LAR,QB,QB10,30.8
2021,33,Justin Jefferson,MIN,WR,WR7,31.6
2021,34,Ryan Tannehill,TEN,QB,QB11,33.0
2021,35,A.J. Brown,TEN,WR,WR8,33.9
2021,36,David Montgomery,CHI,RB,RB15,34.4
2021,37,George Kittle,SF,TE,TE3,36.3
2021,38,Jalen Hurts,PHI,QB,QB12,36.8
2021,39,Keenan Allen,LAC,WR,WR9,37.1
2021,40,Chris Carson,SEA,RB,RB16,37.2
2021,41,CeeDee Lamb,DAL,WR,WR10,39.1
2021,42,Terry McLaurin,WAS,WR,WR11,40.7
2021,43,James Robinson,JAX,RB,RB17,41.1
2021,44,Josh Jacobs,LV,RB,RB18,43.0
2021,45,Joe Burrow,CIN,QB,QB13,43.9
2021,46,Allen Robinson II,CHI,WR,WR12,44.3
2021,47,Kyle Pitts Sr.,ATL,TE,TE4,46.3
2021,48,D'Andre Swift,DET,RB,RB19,47.1
2021,49,Mike Evans,TB,WR,WR13,47.3
2021,50,Matt Ryan,ATL,QB,QB14,48.6
2021,51,Robert Woods,LAR,WR,WR14,49.6
2021,52,Miles Sanders,PHI,RB,RB20,50.0
2021,53,Trevor Lawrence,JAX,QB,QB15,51.0
2021,54,Myles Gaskin,MIA,RB,RB21,52.0
2021,55,Amari Cooper,DAL,WR,WR15,52.7
2021,56,Darrell Henderson Jr.,LAR,RB,RB22,54.0
2021,57,Chris Godwin Jr.,TB,WR,WR16,55.7
2021,58,Baker Mayfield,CLE,QB,QB16,55.7
2021,59,Julio Jones,TEN,WR,WR17,57.7
2021,60,Mark Andrews,BAL,TE,TE5,57.7
2021,61,Mike Davis,ATL,RB,RB23,58.2
2021,62,Cooper Kupp,LAR,WR,WR18,60.0
2021,63,Diontae Johnson,PIT,WR,WR19,60.7
2021,64,T.J. Hockenson,DET,TE,TE6,60.8
2021,65,Kirk Cousins,MIN,QB,QB17,62.2
2021,66,Tyler Lockett,SEA,WR,WR20,63.7
2021,67,Javonte Williams,DEN,RB,RB24,64.4
2021,68,Damien Harris,NE,RB,RB25,65.6
2021,69,Tua Tagovailoa,MIA,QB,QB18,66.8
2021,70,Raheem Mostert,SF,RB,RB26,66.9
2021,71,Kareem Hunt,CLE,RB,RB27,67.1
2021,72,Gus Edwards,BAL,RB,RB28,68.5
2021,73,Adam Thielen,MIN,WR,WR21,68.5
2021,74,Justin Fields,CHI,QB,QB19,71.0
2021,75,Ben Roethlisberger,PIT,QB,QB20,71.9
2021,76,Brandon Aiyuk,SF,WR,WR22,72.1
2021,77,Logan Thomas,WAS,TE,TE7,75.6
2021,78,DJ Moore,CAR,WR,WR23,75.6
2021,79,Ryan Fitzpatrick,WAS,QB,QB21,75.7
2021,80,Trey Lance,SF,QB,QB22,77.1
2021,81,Michael Thomas,NO,WR,WR24,78.3
2021,82,Tee Higgins,CIN,WR,WR25,78.6
2021,83,Chase Edmonds,ARI,RB,RB29,79.4
2021,84,Jerry Jeudy,DEN,WR,WR26,82.0
2021,85,Trey Sermon,SF,RB,RB30,82.5
2021,86,Jameis Winston,NO,QB,QB23,83.9
2021,87,Odell Beckham Jr.,CLE,WR,WR27,84.1
2021,88,Chase Claypool,PIT,WR,WR28,85.1
2021,89,Antonio Brown,TB,WR,WR29,87.9
2021,90,Noah Fant,DEN,TE,TE8,88.2
2021,91,Melvin Gordon III,DEN,RB,RB31,88.7
2021,92,Derek Carr,LV,QB,QB24,89.4
2021,93,Robert Tonyan,GB,TE,TE9,91.9
2021,94,Michael Carter,NYJ,RB,RB32,92.0
2021,95,Ronald Jones,TB,RB,RB33,92.8
2021,96,DeVonta Smith,PHI,WR,WR30,94.1
2021,97,Ja'Marr Chase,CIN,WR,WR31,94.9
2021,98,Deshaun Watson,HOU,QB,QB25,95.1
2021,99,AJ Dillon,GB,RB,RB34,95.7
2021,100,Kenny Golladay,NYG,WR,WR32,95.8
2022,1,Josh Allen,BUF,QB,QB1,1.4
2022,2,Jonathan Taylor,IND,RB,RB1,2.2
2022,3,Justin Herbert,LAC,QB,QB2,2.5
2022,4,Blaine Gabbert,TB,QB,QB3,2.7
2022,5,Christian McCaffrey,CAR,RB,RB2,4.2
2022,6,Patrick Mahomes,KC,QB,QB4,4.4
2022,7,Austin Ekeler,LAC,RB,RB3,6.4
2022,8,Derrick Henry,TEN,RB,RB4,7.3
2022,9,Justin Jefferson,MIN,WR,WR1,7.8
2022,10,Lamar Jackson,BAL,QB,QB5,8.1
2022,11,Cooper Kupp,LAR,WR,WR2,9.6
2022,12,Najee Harris,PIT,RB,RB5,11.3
2022,13,Dalvin Cook,MIN,RB,RB6,11.4
2022,14,Joe Burrow,CIN,QB,QB6,12.4
2022,15,Kyler Murray,ARI,QB,QB7,13.4
2022,16,Jalen Hurts,PHI,QB,QB8,13.8
2022,17,Ja'Marr Chase,CIN,WR,WR3,14.1
2022,18,Joe Mixon,CIN,RB,RB7,15.8
2022,19,Russell Wilson,DEN,QB,QB9,18.1
2022,20,D'Andre Swift,DET,RB,RB8,18.7
2022,21,Davante Adams,LV,WR,WR4,19.8
2022,22,Alvin Kamara,NO,RB,RB9,20.0
2022,23,Stefon Diggs,BUF,WR,WR5,20.6
2022,24,Travis Kelce,KC,TE,TE1,22.4
2022,25,Aaron Jones Sr.,GB,RB,RB10,23.9
2022,26,Tom Brady,TB,QB,QB10,24.3
2022,27,Nick Chubb,CLE,RB,RB11,25.3
2022,28,CeeDee Lamb,DAL,WR,WR6,25.7
2022,29,Matthew Stafford,LAR,QB,QB11,26.5
2022,30,Saquon Barkley,NYG,RB,RB12,26.6
2022,31,Dak Prescott,DAL,QB,QB12,28.3
2022,32,Deebo Samuel Sr.,SF,WR,WR7,29.7
2022,33,Trey Lance,SF,QB,QB13,30.7
2022,34,Aaron Rodgers,GB,QB,QB14,31.9
2022,35,Leonard Fournette,TB,RB,RB13,32.8
2022,36,Javonte Williams,DEN,RB,RB14,33.1
2022,37,Mark Andrews,BAL,TE,TE2,33.8
2022,38,Tyreek Hill,MIA,WR,WR8,35.6
2022,39,Derek Carr,LV,QB,QB15,36.3
2022,40,Mike Evans,TB,WR,WR9,38.8
2022,41,Kirk Cousins,MIN,QB,QB16,39.5
2022,42,Ezekiel Elliott,DAL,RB,RB15,39.7
2022,43,James Conner,ARI,RB,RB16,41.0
2022,44,Keenan Allen,LAC,WR,WR10,41.9
2022,45,Michael Pittman Jr.,IND,WR,WR11,42.1
2022,46,Kyle Pitts Sr.,ATL,TE,TE3,42.9
2022,47,A.J. Brown,PHI,WR,WR12,44.8
2022,48,Travis Etienne Jr.,JAX,RB,RB17,45.3
2022,49,Tee Higgins,CIN,WR,WR13,47.5
2022,50,Matt Ryan,IND,QB,QB17,48.5
2022,51,David Montgomery,CHI,RB,RB18,48.8
2022,52,Tua Tagovailoa,MIA,QB,QB18,49.0
2022,53,Cam Akers,LAR,RB,RB19,52.1
2022,54,Mike Williams,LAC,WR,WR14,52.5
2022,55,J.K. Dobbins,BAL,RB,RB20,52.6
2022,56,Terry McLaurin,WAS,WR,WR15,53.2
2022,57,Trevor Lawrence,JAX,QB,QB19,53.5
2022,58,George Kittle,SF,TE,TE4,55.5
2022,59,Breece Hall,NYJ,RB,RB21,56.8
2022,60,Courtland Sutton,DEN,WR,WR16,57.0
2022,61,Elijah Mitchell,SF,RB,RB22,57.9
2022,62,Darren Waller,LV,TE,TE5,58.9
2022,63,DK Metcalf,SEA,WR,WR17,60.1
2022,64,Jameis Winston,NO,QB,QB20,61.3
2022,65,Josh Jacobs,LV,RB,RB23,62.1
2022,66,AJ Dillon,GB,RB,RB24,62.4
2022,67,Justin Fields,CHI,QB,QB21,63.0
2022,68,Diontae Johnson,PIT,WR,WR18,63.5
2022,69,Jaylen Waddle,MIA,WR,WR19,65.1
2022,70,Michael Thomas,NO,WR,WR20,66.0
2022,71,DJ Moore,CAR,WR,WR21,67.2
2022,72,Clyde Edwards-Helaire,KC,RB,RB25,68.3
2022,73,Chris Godwin Jr.,TB,WR,WR22,69.1
2022,74,Allen Robinson II,LAR,WR,WR23,69.7
2022,75,Dalton Schultz,DAL,TE,TE6,71.0
2022,76,Brandin Cooks,HOU,WR,WR24,73.4
2022,77,Miles Sanders,PHI,RB,RB26,74.1
2022,78,Adam Thielen,MIN,WR,WR25,76.3
2022,79,Rashaad Penny,SEA,RB,RB27,76.6
2022,80,Jerry Jeudy,DEN,WR,WR26,76.9
2022,81,Gabe Davis,BUF,WR,WR27,77.7
2022,82,Antonio Gibson,WAS,RB,RB28,78.0
2022,83,Ryan Tannehill,TEN,QB,QB22,78.6
2022,84,Tony Pollard,DAL,RB,RB29,80.2
2022,85,T.J. Hockenson,DET,TE,TE7,80.6
2022,86,Daniel Jones,NYG,QB,QB23,83.6
2022,87,Darnell Mooney,CHI,WR,WR29,84.5
2022,88,Chase Edmonds,MIA,RB,RB30,84.5
2022,89,Hollywood Brown,ARI,WR,WR28,84.5
2022,90,Damien Harris,NE,RB,RB31,85.2
2022,91,Amon-Ra St. Brown,DET,WR,WR30,87.1
2022,92,Kareem Hunt,CLE,RB,RB32,87.2
2022,93,Dameon Pierce,HOU,RB,RB33,88.6
2022,94,Mac Jones,NE,QB,QB24,89.4
2022,95,DeAndre Hopkins,ARI,WR,WR31,90.3
2022,96,JuJu Smith-Schuster,KC,WR,WR32,90.4
2022,97,Hunter Renfrow,LV,WR,WR33,91.6
2022,98,Devin Singletary,BUF,RB,RB34,92.5
2022,99,Rhamondre Stevenson,NE,RB,RB35,93.7
2022,100,Deshaun Watson,CLE,QB,QB25,93.9
2023,1,Patrick Mahomes,KC,QB,QB1,1.4
2023,2,Justin Jefferson,MIN,WR,WR1,1.8
2023,3,Josh Allen,BUF,QB,QB2,2.5
2023,4,Jalen Hurts,PHI,QB,QB3,3.4
2023,5,Christian McCaffrey,SF,RB,RB1,5.2
2023,6,Joe Burrow,CIN,QB,QB4,6.5
2023,7,Travis Kelce,KC,TE,TE1,6.8
2023,8,Tyreek Hill,MIA,WR,WR2,8.1
2023,9,Ja'Marr Chase,CIN,WR,WR3,8.3
2023,10,Lamar Jackson,BAL,QB,QB5,8.6
2023,11,Austin Ekeler,LAC,RB,RB2,9.0
2023,12,Justin Herbert,LAC,QB,QB6,11.3
2023,13,Justin Fields,CHI,QB,QB7,13.3
2023,14,Cooper Kupp,LAR,WR,WR4,14.3
2023,15,Nick Chubb,CLE,RB,RB3,14.4
2023,16,Bijan Robinson,ATL,RB,RB4,15.4
2023,17,Stefon Diggs,BUF,WR,WR5,17.5
2023,18,Saquon Barkley,NYG,RB,RB5,18.4
2023,19,Garrett Wilson,NYJ,WR,WR6,18.4
2023,20,Trevor Lawrence,JAX,QB,QB8,19.1
2023,21,Derrick Henry,TEN,RB,RB6,19.9
2023,22,CeeDee Lamb,DAL,WR,WR7,21.2
2023,23,A.J. Brown,PHI,WR,WR8,23.1
2023,24,Amon-Ra St. Brown,DET,WR,WR9,23.5
2023,25,Tony Pollard,DAL,RB,RB7,24.1
2023,26,Davante Adams,LV,WR,WR10,25.2
2023,27,Josh Jacobs,LV,RB,RB8,26.1
2023,28,Dak Prescott,DAL,QB,QB9,26.2
2023,29,Aaron Rodgers,NYJ,QB,QB10,28.6
2023,30,Chris Olave,NO,WR,WR11,29.9
2023,31,Najee Harris,PIT,RB,RB9,31.2
2023,32,Mark Andrews,BAL,TE,TE2,31.9
2023,33,Tua Tagovailoa,MIA,QB,QB11,32.4
2023,34,Tee Higgins,CIN,WR,WR12,33.7
2023,35,Jaylen Waddle,MIA,WR,WR13,34.2
2023,36,Travis Etienne Jr.,JAX,RB,RB10,35.1
2023,37,Kirk Cousins,MIN,QB,QB12,36.2
2023,38,Joe Mixon,CIN,RB,RB11,36.6
2023,39,Rhamondre Stevenson,NE,RB,RB12,38.4
2023,40,Deebo Samuel Sr.,SF,WR,WR14,41.3
2023,41,Aaron Jones Sr.,GB,RB,RB13,41.6
2023,42,Amari Cooper,CLE,WR,WR15,41.6
2023,43,Daniel Jones,NYG,QB,QB13,42.4
2023,44,Deshaun Watson,CLE,QB,QB14,42.9
2023,45,Keenan Allen,LAC,WR,WR16,44.0
2023,46,Kenneth Walker,SEA,RB,RB14,44.0
2023,47,DK Metcalf,SEA,WR,WR17,44.9
2023,48,Calvin Ridley,JAX,WR,WR18,45.0
2023,49,Jahmyr Gibbs,DET,RB,RB15,46.2
2023,50,T.J. Hockenson,MIN,TE,TE3,48.3
2023,51,Russell Wilson,DEN,QB,QB15,51.3
2023,52,Jared Goff,DET,QB,QB16,51.7
2023,53,Dameon Pierce,HOU,RB,RB16,53.2
2023,54,DeVonta Smith,PHI,WR,WR19,53.4
2023,55,D'Andre Swift,PHI,RB,RB17,53.5
2023,56,Javonte Williams,DEN,RB,RB18,53.8
2023,57,Anthony Richardson Sr.,IND,QB,QB17,54.8
2023,58,Breece Hall,NYJ,RB,RB19,56.3
2023,59,Miles Sanders,CAR,RB,RB20,57.1
2023,60,DJ Moore,CHI,WR,WR20,60.0
2023,61,Chris Godwin Jr.,TB,WR,WR21,60.0
2023,62,George Kittle,SF,TE,TE4,60.2
2023,63,Alexander Mattison,MIN,RB,RB21,60.7
2023,64,James Conner,ARI,RB,RB22,62.1
2023,65,J.K. Dobbins,BAL,RB,RB23,63.4
2023,66,Derek Carr,NO,QB,QB18,63.5
2023,67,Geno Smith,SEA,QB,QB19,66.5
2023,68,Cam Akers,LAR,RB,RB24,67.8
2023,69,Kyler Murray,ARI,QB,QB20,68.2
2023,70,DeAndre Hopkins,TEN,WR,WR22,68.5
2023,71,Michael Pittman Jr.,IND,WR,WR23,68.8
2023,72,Kyle Pitts Sr.,ATL,TE,TE5,69.2
2023,73,Alvin Kamara,NO,RB,RB25,71.2
2023,74,Darren Waller,NYG,TE,TE6,72.4
2023,75,Diontae Johnson,PIT,WR,WR24,73.2
2023,76,Mike Evans,TB,WR,WR25,74.0
2023,77,Dalvin Cook,NYJ,RB,RB26,74.2
2023,78,Terry McLaurin,WAS,WR,WR26,75.3
2023,79,Rachaad White,TB,RB,RB27,75.9
2023,80,David Montgomery,DET,RB,RB28,76.9
2023,81,Mike Williams,LAC,WR,WR27,76.9
2023,82,Matthew Stafford,LAR,QB,QB21,79.1
2023,83,Dallas Goedert,PHI,TE,TE7,81.4
2023,84,Isiah Pacheco,KC,RB,RB29,82.0
2023,85,James Cook III,BUF,RB,RB30,84.3
2023,86,Tyler Lockett,SEA,WR,WR28,84.9
2023,87,Jerry Jeudy,DEN,WR,WR29,85.2
2023,88,Drake London,ATL,WR,WR30,86.1
2023,89,Christian Kirk,JAX,WR,WR31,87.2
2023,90,Brandon Aiyuk,SF,WR,WR32,88.6
2023,91,Pat Freiermuth,PIT,TE,TE8,90.9
2023,92,AJ Dillon,GB,RB,RB31,91.1
2023,93,Hollywood Brown,ARI,WR,WR33,91.7
2023,94,Antonio Gibson,WAS,RB,RB32,93.8
2023,95,Christian Watson,GB,WR,WR34,95.8
2023,96,Brandin Cooks,DAL,WR,WR35,96.0
2023,97,Brian Robinson,WAS,RB,RB33,96.5
2023,98,Jamaal Williams,NO,RB,RB34,97.2
2023,99,Courtland Sutton,DEN,WR,WR36,98.0
2023,100,Rashaad Penny,PHI,RB,RB35,98.0
2024,1,Josh Allen,BUF,QB,QB1,1.6
2024,2,Jalen Hurts,PHI,QB,QB2,1.9
2024,3,Christian McCaffrey,SF,RB,RB1,2.7
2024,4,Patrick Mahomes,KC,QB,QB3,3.9
2024,5,Lamar Jackson,BAL,QB,QB4,4.2
2024,6,C.J. Stroud,HOU,QB,QB5,6.3
2024,7,Tyreek Hill,MIA,WR,WR1,6.4
2024,8,CeeDee Lamb,DAL,WR,WR2,6.6
2024,9,Anthony Richardson Sr.,IND,QB,QB6,8.7
2024,10,Joe Burrow,CIN,QB,QB7,9.6
2024,11,Breece Hall,NYJ,RB,RB2,9.6
2024,12,Bijan Robinson,ATL,RB,RB3,10.6
2024,13,Jordan Love,GB,QB,QB8,12.3
2024,14,Ja'Marr Chase,CIN,WR,WR3,13.8
2024,15,Dak Prescott,DAL,QB,QB9,14.6
2024,16,Jonathan Taylor,IND,RB,RB4,15.2
2024,17,Kyler Murray,ARI,QB,QB10,15.6
2024,18,Tua Tagovailoa,MIA,QB,QB11,16.5
2024,19,Justin Jefferson,MIN,WR,WR4,16.8
2024,20,Amon-Ra St. Brown,DET,WR,WR5,18.2
2024,21,Saquon Barkley,PHI,RB,RB5,19.5
2024,22,A.J. Brown,PHI,WR,WR6,21.3
2024,23,Justin Herbert,LAC,QB,QB12,22.2
2024,24,Jahmyr Gibbs,DET,RB,RB6,23.3
2024,25,Garrett Wilson,NYJ,WR,WR7,24.5
2024,26,Kyren Williams,LAR,RB,RB7,25.6
2024,27,Caleb Williams,CHI,QB,QB13,25.6
2024,28,Derrick Henry,BAL,RB,RB8,27.7
2024,29,Matthew Stafford,LAR,QB,QB14,28.2
2024,30,Puka Nacua,LAR,WR,WR8,28.3
2024,31,Aaron Rodgers,NYJ,QB,QB15,31.5
2024,32,Travis Etienne Jr.,JAX,RB,RB9,31.7
2024,33,Kirk Cousins,ATL,QB,QB16,32.1
2024,34,Jayden Daniels,WAS,QB,QB17,32.6
2024,35,Isiah Pacheco,KC,RB,RB10,32.8
2024,36,Drake London,ATL,WR,WR9,34.3
2024,37,Cooper Kupp,LAR,WR,WR10,34.3
2024,38,De'Von Achane,MIA,RB,RB11,36.6
2024,39,Mike Evans,TB,WR,WR11,37.0
2024,40,Brandon Aiyuk,SF,WR,WR12,39.0
2024,41,Nico Collins,HOU,WR,WR13,40.6
2024,42,Deshaun Watson,CLE,QB,QB18,41.6
2024,43,Rachaad White,TB,RB,RB12,41.6
2024,44,Marvin Harrison Jr.,ARI,WR,WR14,43.5
2024,45,Jaylen Waddle,MIA,WR,WR15,43.7
2024,46,DK Metcalf,SEA,WR,WR16,44.3
2024,47,Baker Mayfield,TB,QB,QB19,45.0
2024,48,James Cook III,BUF,RB,RB13,45.1
2024,49,Travis Kelce,KC,TE,TE1,46.0
2024,50,Kenneth Walker,SEA,RB,RB14,48.7
2024,51,Chris Olave,NO,WR,WR17,48.8
2024,52,Geno Smith,SEA,QB,QB20,50.6
2024,53,Joe Mixon,HOU,RB,RB15,52.3
2024,54,Davante Adams,LV,WR,WR18,52.7
2024,55,Stefon Diggs,HOU,WR,WR19,53.4
2024,56,Amari Cooper,CLE,WR,WR20,54.3
2024,57,Sam LaPorta,DET,TE,TE2,54.3
2024,58,DJ Moore,CHI,WR,WR21,55.8
2024,59,Will Levis,TEN,QB,QB21,56.8
2024,60,DeVonta Smith,PHI,WR,WR22,59.1
2024,61,Aaron Jones Sr.,MIN,RB,RB16,59.5
2024,62,Nick Chubb,CLE,RB,RB17,60.1
2024,63,James Conner,ARI,RB,RB18,60.9
2024,64,Malik Nabers,NYG,WR,WR23,63.3
2024,65,Najee Harris,PIT,RB,RB19,63.5
2024,66,Jared Goff,DET,QB,QB22,64.0
2024,67,Michael Pittman Jr.,IND,WR,WR24,64.7
2024,68,George Pickens,PIT,WR,WR25,65.5
2024,69,Brock Purdy,SF,QB,QB23,65.6
2024,70,D'Andre Swift,CHI,RB,RB20,66.9
2024,71,Alvin Kamara,NO,RB,RB21,67.1
2024,72,Christian Kirk,JAX,WR,WR26,68.7
2024,73,Zay Flowers,BAL,WR,WR27,70.4
2024,74,Mark Andrews,BAL,TE,TE3,71.2
2024,75,Derek Carr,NO,QB,QB24,71.8
2024,76,Zamir White,LV,RB,RB22,72.1
2024,77,Terry McLaurin,WAS,WR,WR28,73.7
2024,78,Rhamondre Stevenson,NE,RB,RB23,74.5
2024,79,Keenan Allen,CHI,WR,WR29,75.2
2024,80,George Kittle,SF,TE,TE4,77.0
2024,81,Raheem Mostert,MIA,RB,RB24,78.0
2024,82,Calvin Ridley,TEN,WR,WR30,79.4
2024,83,Rashee Rice,KC,WR,WR31,80.0
2024,84,Russell Wilson,PIT,QB,QB25,81.1
2024,85,Trevor Lawrence,JAX,QB,QB26,81.2
2024,86,Dalton Kincaid,BUF,TE,TE5,82.1
2024,87,Trey McBride,ARI,TE,TE6,83.1
2024,88,Devin Singletary,NYG,RB,RB25,83.7
2024,89,Chris Godwin Jr.,TB,WR,WR32,84.6
2024,90,Tony Pollard,TEN,RB,RB26,85.1
2024,91,Gus Edwards,LAC,RB,RB27,88.1
2024,92,Zack Moss,CIN,RB,RB28,88.6
2024,93,Josh Jacobs,GB,RB,RB29,90.0
2024,94,Xavier Worthy,KC,WR,WR33,90.3
2024,95,Christian Watson,GB,WR,WR34,92.4
2024,96,Hollywood Brown,KC,WR,WR35,93.2
2024,97,Kyle Pitts Sr.,ATL,TE,TE7,93.5
2024,98,Jaylen Warren,PIT,RB,RB30,93.7
2024,99,Jonathon Brooks,CAR,RB,RB31,94.6
2024,100,Bryce Young,CAR,QB,QB27,94.8
2025,1,Lamar Jackson,BAL,QB,QB1,1.7
2025,2,Josh Allen,BUF,QB,QB2,1.9
2025,3,Joe Burrow,CIN,QB,QB3,3.4
2025,4,Jayden Daniels,WAS,QB,QB4,4.0
2025,5,Saquon Barkley,PHI,RB,RB1,5.2
2025,6,Jalen Hurts,PHI,QB,QB5,5.7
2025,7,Bijan Robinson,ATL,RB,RB2,7.1
2025,8,Ja'Marr Chase,CIN,WR,WR1,8.2
2025,9,Derrick Henry,BAL,RB,RB3,8.6
2025,10,Patrick Mahomes,KC,QB,QB6,9.6
2025,11,Jahmyr Gibbs,DET,RB,RB4,9.7
2025,12,Baker Mayfield,TB,QB,QB7,10.4
2025,13,Jonathan Taylor,IND,RB,RB5,13.9
2025,14,Justin Jefferson,MIN,WR,WR2,14.1
2025,15,Christian McCaffrey,SF,RB,RB6,15.3
2025,16,Bo Nix,DEN,QB,QB8,15.8
2025,17,Josh Jacobs,GB,RB,RB7,15.9
2025,18,Ashton Jeanty,LV,RB,RB8,16.0
2025,19,CeeDee Lamb,DAL,WR,WR3,17.5
2025,20,Brock Purdy,SF,QB,QB9,18.0
2025,21,Kyren Williams,LAR,RB,RB9,18.9
2025,22,Nico Collins,HOU,WR,WR4,20.9
2025,23,Dak Prescott,DAL,QB,QB10,23.3
2025,24,Malik Nabers,NYG,WR,WR5,23.6
2025,25,Kyler Murray,ARI,QB,QB11,23.8
2025,26,Bucky Irving,TB,RB,RB10,24.0
2025,27,Puka Nacua,LAR,WR,WR6,26.1
2025,28,Brian Thomas Jr.,JAX,WR,WR7,26.7
2025,29,De'Von Achane,MIA,RB,RB11,28.0
2025,30,A.J. Brown,PHI,WR,WR8,28.4
2025,31,Chase Brown,CIN,RB,RB12,30.8
2025,32,Jared Goff,DET,QB,QB12,31.0
2025,33,Drake London,ATL,WR,WR9,31.5
2025,34,Caleb Williams,CHI,QB,QB13,31.9
2025,35,Amon-Ra St. Brown,DET,WR,WR10,33.3
2025,36,James Cook III,BUF,RB,RB13,34.5
2025,37,J.J. McCarthy,MIN,QB,QB14,37.4
2025,38,Drake Maye,NE,QB,QB15,40.0
2025,39,Tee Higgins,CIN,WR,WR11,40.0
2025,40,Omarion Hampton,LAC,RB,RB14,41.3
2025,41,Ladd McConkey,LAC,WR,WR12,41.3
2025,42,Mike Evans,TB,WR,WR13,41.4
2025,43,Justin Fields,NYJ,QB,QB16,42.2
