year,player_id,player,team,team_start,traded,position,games,carries,rushing_yards,rushing_tds,rushing_first_downs,receptions,receiving_yards,receiving_tds,rush_rec_yards,rush_rec_tds
2025,00-0036825,Feleipe Franks,ATL,ATL,,TE,10,2,4,0,2,0,0,0,4,0
2025,00-0039364,Sione Vaki,DET,DET,,RB,8,1,4,0,0,0,0,0,4,0
2025,00-0040673,Jalen Milroe,SEA,SEA,,QB,3,3,4,0,0,0,0,0,4,0
2025,00-0033376,Patrick Ricard,BAL,BAL,,RB,5,1,3,0,1,1,8,0,11,0
2025,00-0035631,Drew Sample,CIN,CIN,,TE,12,1,3,0,0,15,106,1,109,1
2025,00-0037323,Rodney Thomas,IND,IND,,SAF,11,1,3,0,1,0,0,0,3,0
2025,00-0037512,Isaiah Pola-Mao,LV,LV,,SAF,17,1,3,0,0,0,0,0,3,0
2025,00-0038124,Christian Watson,GB,GB,,WR,10,1,3,0,0,35,611,6,614,6
2025,00-0038891,Shedrick Jackson,LV,LV,,WR,3,1,3,0,0,4,56,1,59,1
2025,00-0038996,Tucker Kraft,GB,GB,,TE,8,1,3,0,0,32,489,6,492,6
2025,00-0039359,Cade Stover,HOU,HOU,,TE,6,4,3,0,2,12,76,0,79,0
2025,00-0040131,Kyle Williams,NE,NE,,WR,14,2,3,0,0,10,209,3,212,3
2025,00-0040259,Gage Larvadain,CLE,CLE,,WR,13,1,3,0,0,7,71,0,74,0
2025,00-0034270,Tyler Conklin,LAC,LAC,,TE,6,1,2,0,1,7,101,0,103,0
2025,00-0035289,Gardner Minshew,KC,KC,,QB,4,6,2,0,0,0,0,0,2,0
2025,00-0036358,CeeDee Lamb,DAL,DAL,,WR,13,1,2,0,0,75,1077,3,1079,3
2025,00-0039266,Kendall Milton,CIN,CIN,,RB,1,2,2,0,0,0,0,0,2,0
2025,00-0039338,Brock Bowers,LV,LV,,TE,12,2,2,0,0,64,680,7,682,7
2025,00-0026498,Matthew Stafford,LAR,LAR,,QB,17,29,1,0,0,0,0,0,1,0
2025,00-0030506,Travis Kelce,KC,KC,,TE,17,1,1,0,0,76,851,5,852,5
2025,00-0037013,Zach Wilson,MIA,MIA,,QB,4,3,1,0,0,0,0,0,1,0
2025,00-0038041,Jake Ferguson,DAL,DAL,,TE,17,1,1,0,0,82,600,8,601,8
2025,00-0038911,Malik Cunningham,DET,DET,,WR,1,1,1,0,0,0,0,0,1,0
2025,00-0039855,Jalen McMillan,TB,TB,,WR,4,1,1,0,0,12,178,0,179,0
2025,00-0040187,Mitchell Evans,CAR,CAR,,TE,14,1,1,0,1,19,171,2,172,2
2025,00-0035229,T.J. Hockenson,MIN,MIN,,TE,15,1,0,0,0,51,438,3,438,3
2025,00-0036672,Grant Stuard,DET,DET,,LB,14,1,0,0,0,0,0,0,0,0
2025,00-0038606,Parker Washington,JAX,JAX,,WR,16,7,0,0,1,58,847,5,847,5
2025,00-0039342,Xavier Legette,CAR,CAR,,WR,15,1,0,0,0,35,363,3,363,3
2025,00-0040476,Ulysses Bentley IV,IND,IND,,RB,1,1,0,0,0,0,0,0,0,0
2025,00-0040718,Travis Hunter,JAX,JAX,,CB,7,1,0,0,0,28,298,1,298,1
2025,00-0040737,Terrance Ferguson,LAR,LAR,,TE,11,1,0,0,0,11,231,3,231,3
2025,00-0022942,Philip Rivers,IND,IND,,QB,3,2,-1,0,0,0,0,0,-1,0
2025,00-0035264,Jarrett Stidham,DEN,DEN,,QB,1,1,-1,0,0,0,0,0,-1,0
2025,00-0038658,Adrian Martinez,SF,SF,,QB,1,1,-1,0,0,0,0,0,-1,0
2025,00-0039164,Anthony Richardson,IND,IND,,QB,2,4,-1,0,1,1,9,0,8,0
2025,00-0027973,Andy Dalton,CAR,CAR,,QB,4,5,-2,0,0,0,0,0,-2,0
2025,00-0034367,Nyheim Hines,NO,LAC,yes,RB,4,2,-2,0,0,0,0,0,-2,0
2025,00-0035594,Travis Homer,CHI,CHI,,RB,8,1,-2,0,0,0,0,0,-2,0
2025,00-0038997,Josh Downs,IND,IND,,WR,16,2,-2,0,0,58,566,4,564,4
2025,00-0039916,Ricky Pearsall,SF,SF,,WR,9,2,-2,0,0,36,528,0,526,0
2025,00-0040126,Colston Loveland,CHI,CHI,,TE,16,1,-2,0,0,58,713,6,711,6
2025,00-0029892,Kyle Juszczyk,SF,SF,,FB,16,2,-3,0,0,24,213,2,210,2
2025,00-0033288,George Kittle,SF,SF,,TE,11,1,-3,0,0,57,628,7,625,7
2025,00-0034577,Kyle Allen,DET,DET,,QB,2,3,-3,0,0,0,0,0,-3,0
2025,00-0037239,Chris Olave,NO,NO,,WR,16,1,-3,0,0,100,1163,9,1160,9
2025,00-0033662,Cooper Rush,BAL,BAL,,QB,4,4,-4,0,0,0,0,0,-4,0
2025,00-0039890,Adonai Mitchell,NYJ,IND,yes,WR,16,1,-4,0,0,33,453,2,449,2
2025,00-0033949,Joshua Dobbs,NE,NE,,QB,4,10,-5,0,0,0,0,0,-5,0
2025,00-0035704,Drew Lock,SEA,SEA,,QB,3,6,-5,0,0,0,0,0,-5,0
2025,00-0037614,John Metchie III,NYJ,PHI,yes,WR,13,3,-5,0,0,33,274,2,269,2
2025,00-0037252,Greg Dulcich,MIA,MIA,,TE,9,1,-7,0,0,26,335,1,328,1
2025,00-0033319,Nick Mullens,JAX,JAX,,QB,4,12,-8,0,0,0,0,0,-8,0
2025,00-0031345,Jimmy Garoppolo,LAR,LAR,,QB,3,9,-10,0,0,0,0,0,-10,0
2025,00-0035042,Jamie Gillan,NYG,NYG,,P,16,1,-13,0,0,0,0,0,-13,0
2025,00-0036313,Braden Mann,PHI,PHI,,P,17,1,-34,0,0,0,0,0,-34,0
