year,player_id,player,team,team_start,traded,position,games,carries,rushing_yards,rushing_tds,rushing_first_downs,receptions,receiving_yards,receiving_tds,rush_rec_yards,rush_rec_tds
2024,00-0038416,Tyson Bagent,CHI,CHI,,QB,4,6,-7,0,0,0,0,0,-7,0
2025,00-0037248,James Cook,BUF,BUF,,RB,17,309,1621,12,68,33,291,2,1912,14
2025,00-0032764,Derrick Henry,BAL,BAL,,RB,17,307,1595,16,79,15,150,0,1745,16
2025,00-0036223,Jonathan Taylor,IND,IND,,RB,17,323,1585,18,84,46,378,2,1963,20
2025,00-0038542,Bijan Robinson,ATL,ATL,,RB,17,287,1478,7,63,79,820,4,2298,11
2025,00-0039040,De'Von Achane,MIA,MIA,,RB,16,238,1350,8,56,67,488,4,1838,12
2025,00-0037840,Kyren Williams,LAR,LAR,,RB,17,259,1252,10,74,36,281,3,1533,13
2025,00-0039139,Jahmyr Gibbs,DET,DET,,RB,17,243,1223,13,56,77,616,5,1839,18
2025,00-0033280,Christian McCaffrey,SF,SF,,RB,17,311,1202,10,71,102,924,7,2126,17
2025,00-0036997,Javonte Williams,DAL,DAL,,RB,16,252,1201,11,67,35,137,2,1338,13
2025,00-0034844,Saquon Barkley,PHI,PHI,,RB,16,280,1140,7,48,37,273,2,1413,9
2025,00-0036973,Travis Etienne,JAX,JAX,,RB,17,260,1107,7,48,36,292,6,1399,13
2025,00-0036275,D'Andre Swift,CHI,CHI,,RB,16,223,1087,9,62,34,299,1,1386,10
2025,00-0035261,Tony Pollard,TEN,TEN,,RB,17,242,1082,5,48,33,206,0,1288,5
2025,00-0036139,Rico Dowdle,CAR,CAR,,RB,17,236,1076,6,51,39,297,1,1373,7
2025,00-0038120,Breece Hall,NYJ,NYJ,,RB,16,243,1065,4,57,36,350,1,1415,5
2025,00-0038134,Kenneth Walker III,SEA,SEA,,RB,17,221,1027,5,46,31,282,0,1309,5
2025,00-0038597,Chase Brown,CIN,CIN,,RB,17,232,1019,6,52,69,437,5,1456,11
2025,00-0040122,Ashton Jeanty,LV,LV,,RB,17,266,975,5,44,55,346,5,1321,10
2025,00-0037228,Jaylen Warren,PIT,PIT,,RB,16,211,958,6,52,40,333,2,1291,8
2025,00-0035700,Josh Jacobs,GB,GB,,RB,15,234,929,13,55,36,282,1,1211,14
2025,00-0040734,TreVeyon Henderson,NE,NE,,RB,17,180,911,9,45,35,221,1,1132,10
2025,00-0040784,Quinshon Judkins,CLE,CLE,,RB,14,230,827,7,50,26,171,0,998,7
2025,00-0040242,Jacory Croskey-Merritt,WAS,WAS,,RB,17,175,805,8,41,9,68,0,873,8
2025,00-0040236,Kyle Monangai,CHI,CHI,,RB,17,169,783,5,40,18,164,0,947,5
2025,00-0036158,J.K. Dobbins,DEN,DEN,,RB,10,153,772,4,37,11,37,0,809,4
2025,00-0037525,Jordan Mason,MIN,MIN,,RB,16,159,758,6,45,14,51,0,809,6
2025,00-0039738,Blake Corum,LAR,LAR,,RB,17,145,746,6,44,8,36,0,782,6
2025,00-0039384,Tyrone Tracy Jr.,NYG,NYG,,RB,15,176,740,2,39,36,288,2,1028,4
2025,00-0039165,Zach Charbonnet,SEA,SEA,,RB,16,184,730,12,48,20,144,0,874,12
2025,00-0035685,David Montgomery,DET,DET,,RB,17,158,716,8,41,24,192,0,908,8
2025,00-0040583,Woody Marks,HOU,HOU,,RB,16,196,703,2,39,24,208,3,911,5
2025,00-0039391,Kimani Vidal,LAC,LAC,,RB,13,155,643,3,32,16,136,1,779,4
2025,00-0033923,Kareem Hunt,KC,KC,,RB,17,163,611,8,55,18,143,1,754,9
2025,00-0036875,Rhamondre Stevenson,NE,NE,,RB,14,130,603,7,29,32,345,2,948,9
2025,00-0039361,Bucky Irving,TB,TB,,RB,10,173,588,1,27,30,277,3,865,4
2025,00-0034857,Josh Allen,BUF,BUF,,QB,16,112,579,14,46,0,0,0,579,14
2025,00-0037256,Rachaad White,TB,TB,,RB,17,132,572,4,37,40,218,0,790,4
2025,00-0033293,Aaron Jones,MIN,MIN,,RB,12,132,548,2,28,28,199,1,747,3
2025,00-0040666,Omarion Hampton,LAC,LAC,,RB,9,124,545,4,31,32,192,1,737,5
2025,00-0040730,RJ Harvey,DEN,DEN,,RB,17,146,540,7,28,47,356,5,896,12
2025,00-0036919,Kenny Gainwell,PIT,PIT,,RB,17,114,537,5,34,73,486,3,1023,8
2025,00-0037263,Tyler Allgeier,ATL,ATL,,RB,17,143,514,8,36,14,96,0,610,8
2025,00-0036555,Chuba Hubbard,CAR,CAR,,RB,15,134,511,1,31,30,223,3,734,4
2025,00-0034791,Nick Chubb,HOU,HOU,,RB,15,122,506,3,20,13,67,0,573,3
2025,00-0038611,Chris Rodriguez Jr.,WAS,WAS,,RB,12,112,500,6,32,3,30,0,530,6
2025,00-0036355,Justin Herbert,LAC,LAC,,QB,16,83,498,2,34,0,0,0,498,2
2025,00-0038797,Emanuel Wilson,GB,GB,,RB,17,125,496,3,32,15,99,0,595,3
2025,00-0040691,Jaxson Dart,NYG,NYG,,QB,14,86,487,9,38,0,0,0,487,9
2025,00-0033906,Alvin Kamara,NO,NO,,RB,11,131,471,1,21,33,186,0,657,1
2025,00-0037197,Isiah Pacheco,KC,KC,,RB,13,118,462,1,27,19,101,1,563,2
2025,00-0039851,Drake Maye,NE,NE,,QB,17,103,450,4,38,1,2,0,452,4
2025,00-0035250,Devin Singletary,NYG,NYG,,RB,17,119,437,5,27,18,151,0,588,5
2025,00-0033873,Patrick Mahomes,KC,KC,,QB,14,64,422,5,27,1,-10,0,412,5
2025,00-0036389,Jalen Hurts,PHI,PHI,,QB,16,105,421,8,40,0,0,0,421,8
2025,00-0040715,Cam Skattebo,NYG,NYG,,RB,8,101,410,5,27,24,207,2,617,7
2025,00-0037746,Brian Robinson,SF,SF,,RB,17,92,400,2,20,8,25,0,425,2
2025,00-0039918,Caleb Williams,CHI,CHI,,QB,17,77,388,3,28,2,22,1,410,4
2025,00-0036945,Justin Fields,NYJ,NYJ,,QB,9,71,383,4,26,0,0,0,383,4
2025,00-0033526,Samaje Perine,CIN,CIN,,RB,15,84,382,3,32,17,87,0,469,3
2025,00-0034855,Baker Mayfield,TB,TB,,QB,17,55,382,1,27,0,0,0,382,1
2025,00-0036971,Trevor Lawrence,JAX,JAX,,QB,17,82,359,9,40,0,0,0,359,9
2025,00-0038555,Tank Bigsby,PHI,JAX,yes,RB,15,63,356,2,18,3,32,0,388,2
2025,00-0039732,Bo Nix,DEN,DEN,,QB,17,83,356,5,25,0,0,0,356,5
2025,00-0034796,Lamar Jackson,BAL,BAL,,QB,13,67,349,2,24,0,0,0,349,2
2025,00-0038454,Keaton Mitchell,BAL,BAL,,RB,13,59,341,1,16,9,63,0,404,1
2025,00-0036924,Michael Carter,ARI,ARI,,RB,13,92,333,1,19,33,267,0,600,1
2025,00-0038951,Sean Tucker,TB,TB,,RB,17,86,320,7,22,8,34,1,354,8
2025,00-0038705,Emari Demercado,ARI,ARI,,RB,12,44,312,0,9,13,101,1,413,1
2025,00-0040719,Bhayshul Tuten,JAX,JAX,,RB,15,83,307,5,23,10,79,2,386,7
2025,00-0032268,Marcus Mariota,WAS,WAS,,QB,10,50,297,1,12,0,0,0,297,1
2025,00-0039874,Jaylen Wright,MIA,MIA,,RB,9,70,288,2,17,5,44,0,332,2
2025,00-0039032,Tyjae Spears,TEN,TEN,,RB,13,72,283,2,16,45,264,0,547,2
2025,00-0039910,Jayden Daniels,WAS,WAS,,QB,7,58,278,2,14,0,0,0,278,2
2025,00-0039875,Ray Davis,BUF,BUF,,RB,17,58,275,0,15,10,86,2,361,2
2025,00-0037157,Bam Knight,ARI,ARI,,RB,12,82,269,4,21,22,160,1,429,5
2025,00-0037563,Malik Davis,DAL,DAL,,RB,10,52,250,2,11,2,16,0,266,2
2025,00-0039798,Isaiah Davis,NYJ,NYJ,,RB,16,43,236,1,7,21,186,0,422,1
2025,00-0033955,Jeremy McNichols,WAS,WAS,,RB,16,44,221,1,13,25,196,0,417,1
2025,00-0039150,Bryce Young,CAR,CAR,,QB,16,54,216,2,16,0,0,0,216,2
2025,00-0039163,C.J. Stroud,HOU,HOU,,QB,14,48,209,1,18,0,0,0,209,1
2025,00-0040202,Devin Neal,NO,NO,,RB,9,57,206,2,11,17,104,0,310,2
2025,00-0035537,Ty Johnson,BUF,BUF,,RB,17,50,200,3,13,24,263,2,463,5
2025,00-0036264,Jordan Love,GB,GB,,QB,15,47,199,0,14,0,0,0,199,0
2025,00-0040198,Ollie Gordon II,MIA,MIA,,RB,17,70,199,3,21,7,32,1,231,4
2025,00-0039373,Audric Estimé,NO,NO,,RB,5,46,198,1,12,12,103,0,301,1
2025,00-0038551,Kendre Miller,NO,NO,,RB,7,47,193,1,9,5,30,0,223,1
2025,00-0039405,Jawhar Jordan,HOU,HOU,,RB,4,43,193,0,8,7,34,0,227,0
2025,00-0038794,Jaleel McLaughlin,DEN,DEN,,RB,8,37,187,1,8,4,27,0,214,1
2025,00-0040743,Tyler Shough,NO,NO,,QB,11,45,186,3,11,0,0,0,186,3
2025,00-0039923,J.J. McCarthy,MIN,MIN,,QB,10,37,181,4,12,0,0,0,181,4
2025,00-0033077,Dak Prescott,DAL,DAL,,QB,17,53,177,2,15,0,0,0,177,2
2025,00-0040162,Dylan Sampson,CLE,CLE,,RB,15,65,175,0,12,33,271,2,446,2
2025,00-0035228,Kyler Murray,ARI,ARI,,QB,5,29,173,1,10,0,0,0,173,1
2025,00-0040668,Shedeur Sanders,CLE,CLE,,QB,8,21,169,1,7,0,0,0,169,1
2025,00-0033119,Jacoby Brissett,ARI,ARI,,QB,14,38,168,1,16,0,0,0,168,1
2025,00-0039376,Spencer Rattler,NO,NO,,QB,9,31,167,0,17,1,0,0,167,0
2025,00-0035710,Daniel Jones,IND,IND,,QB,13,45,164,5,19,0,0,0,164,5
2025,00-0039921,Trey Benson,ARI,ARI,,RB,4,29,160,0,4,13,64,0,224,0
2025,00-0036755,Jaret Patterson,LAC,LAC,,RB,6,41,159,1,7,3,8,0,167,1
2025,00-0040676,Cam Ward,TEN,TEN,,QB,17,39,159,2,15,0,0,0,159,2
2025,00-0035993,Tyler Huntley,BAL,BAL,,QB,5,24,151,0,11,0,0,0,151,0
2025,00-0040078,Brashard Smith,KC,KC,,RB,17,44,151,0,5,25,172,1,323,1
2025,00-0037834,Brock Purdy,SF,SF,,QB,9,33,147,3,16,0,0,0,147,3
2025,00-0028118,Tyrod Taylor,NYJ,NYJ,,QB,6,27,143,1,10,0,0,0,143,1
2025,00-0040586,Jaydon Blue,DAL,DAL,,RB,5,38,129,1,7,1,5,0,134,1
2025,00-0039920,Malachi Corley,CLE,CLE,,WR,12,13,127,0,6,11,79,0,206,0
2025,00-0038128,Malik Willis,GB,GB,,QB,4,22,123,2,9,0,0,0,123,2
2025,00-0035243,Miles Sanders,DAL,DAL,,RB,4,20,117,1,5,8,30,0,147,1
2025,00-0033357,Taysom Hill,NO,NO,,TE,13,52,114,1,16,11,91,0,205,1
2025,00-0038440,Zavier Scott,MIN,MIN,,RB,11,32,114,0,6,14,98,1,212,1
2025,00-0039880,Malik Washington,MIA,MIA,,WR,17,17,110,1,5,46,317,3,427,4
2025,00-0030565,Geno Smith,LV,LV,,QB,15,41,109,0,13,0,0,0,109,0
2025,00-0029263,Russell Wilson,NYG,NYG,,QB,6,18,106,0,6,0,0,0,106,0
2025,00-0036328,Antonio Gibson,NE,NE,,RB,5,25,106,1,6,2,6,0,112,1
2025,00-0038685,Chris Brooks,GB,GB,,RB,17,27,106,0,5,13,91,0,197,0
2025,00-0039075,Puka Nacua,LAR,LAR,,WR,16,10,105,1,5,129,1715,10,1820,11
2025,00-0031687,Raheem Mostert,LV,LV,,RB,12,22,104,0,5,12,70,0,174,0
2025,00-0040179,DJ Giddens,IND,IND,,RB,5,26,96,0,5,0,0,0,96,0
2025,00-0033553,James Conner,ARI,ARI,,RB,3,32,95,1,7,8,38,1,133,2
2025,00-0034869,Sam Darnold,SEA,SEA,,QB,17,35,95,0,10,0,0,0,95,0
2025,00-0040238,LeQuint Allen Jr.,JAX,JAX,,RB,16,23,94,0,5,10,54,0,148,0
2025,00-0040644,Trevor Etienne,CAR,CAR,,RB,17,20,94,0,6,3,13,0,107,0
2025,00-0034975,Justice Hill,BAL,BAL,,RB,10,18,93,2,4,21,169,1,262,3
2025,00-0040466,Raheim Sanders,CLE,CLE,,RB,4,27,92,1,7,3,21,0,113,1
2025,00-0037801,KaVontae Turpin,DAL,DAL,,WR,15,17,89,0,3,26,396,2,485,2
2025,00-0039894,Xavier Worthy,KC,KC,,WR,14,11,87,0,4,42,532,1,619,1
2025,00-0040704,Dillon Gabriel,CLE,CLE,,QB,10,14,86,0,4,0,0,0,86,0
2025,00-0037012,Trey Lance,LAC,LAC,,QB,4,17,85,0,5,0,0,0,85,0
2025,00-0038994,Jordan Addison,MIN,MIN,,WR,14,2,81,1,2,42,610,3,691,4
2025,00-0034827,DJ Moore,CHI,CHI,,WR,17,15,79,1,5,50,682,6,761,7
2025,00-0038976,Marvin Mims Jr.,DEN,DEN,,WR,15,12,78,1,3,37,322,1,400,2
2025,00-0039603,British Brooks,HOU,HOU,,RB,8,17,78,0,5,0,0,0,78,0
2025,00-0039794,Braelon Allen,NYJ,NYJ,,RB,4,18,76,1,4,2,17,0,93,1
2025,00-0035719,Deebo Samuel Sr.,WAS,WAS,,WR,16,17,75,1,4,72,727,5,802,6
2025,00-0037267,Jerome Ford,CLE,CLE,,RB,13,24,73,0,5,26,103,0,176,0
2025,00-0039299,George Holani,SEA,SEA,,RB,10,22,73,1,5,2,15,0,88,1
2025,00-0039757,Terrell Jennings,NE,NE,,RB,6,23,73,1,8,1,9,0,82,1
2025,00-0038738,Hunter Luepke,DAL,DAL,,RB,14,16,71,0,6,13,109,1,180,1
2025,00-0033858,Jonnu Smith,PIT,PIT,,TE,17,9,70,1,3,38,222,2,292,3
2025,00-0039917,Michael Penix Jr.,ATL,ATL,,QB,9,21,70,1,5,0,0,0,70,1
2025,00-0037545,Rashid Shaheed,SEA,NO,yes,WR,18,9,69,0,3,59,687,2,756,2
2025,00-0040142,Kaleb Johnson,PIT,PIT,,RB,10,28,69,0,2,1,9,0,78,0
2025,00-0040218,Jimmy Horn Jr.,CAR,CAR,,WR,10,8,69,0,3,11,108,0,177,0
2025,00-0039064,Zay Flowers,BAL,BAL,,WR,17,10,62,1,3,86,1211,5,1273,6
2025,00-0023459,Aaron Rodgers,PIT,PIT,,QB,16,21,61,1,4,1,-9,0,52,1
2025,00-0036893,Najee Harris,LAC,LAC,,RB,3,15,61,0,3,3,25,0,86,0
2025,00-0032104,Ameer Abdullah,IND,IND,,RB,13,14,60,1,3,16,99,0,159,1
2025,00-0036265,AJ Dillon,PHI,PHI,,RB,6,12,60,0,4,3,21,0,81,0
2025,00-0036898,Davis Mills,HOU,HOU,,QB,6,13,60,1,2,0,0,0,60,1
2025,00-0036972,Mac Jones,SF,SF,,QB,11,36,60,0,11,0,0,0,60,0
2025,00-0040547,Nate Carter,ATL,ATL,,RB,2,9,60,0,3,0,0,0,60,0
2025,00-0040556,Corey Kiner,ARI,ARI,,RB,4,12,58,0,4,2,15,0,73,0
2025,00-0032950,Carson Wentz,MIN,MIN,,QB,5,11,57,0,3,0,0,0,57,0
2025,00-0026300,Josh Johnson,WAS,WAS,,QB,3,12,55,1,4,0,0,0,55,1
2025,00-0036906,Khalil Herbert,NYJ,NYJ,,RB,5,16,52,0,2,1,4,0,56,0
2025,00-0038563,Tre Tucker,LV,LV,,WR,17,11,51,0,1,57,696,5,747,5
2025,00-0039398,Joe Milton III,DAL,DAL,,QB,4,5,50,0,1,0,0,0,50,0
2025,00-0036842,Kene Nwangwu,NYJ,NYJ,,RB,10,13,49,0,2,0,0,0,49,0
2025,00-0039746,Will Shipley,PHI,PHI,,RB,14,14,49,0,4,9,56,0,105,0
2025,00-0040398,Brady Cook,NYJ,NYJ,,QB,5,13,49,0,4,0,0,0,49,0
2025,00-0040667,Matthew Golden,GB,GB,,WR,14,10,49,0,3,29,361,0,410,0
2025,00-0034753,Mark Andrews,BAL,BAL,,TE,17,10,48,1,7,48,422,5,470,6
2025,00-0038397,Evan Hull,NO,NO,,RB,6,19,48,0,2,1,6,0,54,0
2025,00-0037276,Ty Chandler,MIN,MIN,,RB,3,17,47,0,1,3,11,0,58,0
2025,00-0037617,Hassan Haskins,LAC,LAC,,RB,11,17,47,0,4,4,13,0,60,0
2025,00-0037557,Ronnie Rivers,LAR,LAR,,RB,6,9,46,0,3,0,0,0,46,0
2025,00-0033106,Jared Goff,DET,DET,,QB,17,19,45,0,5,0,0,0,45,0
2025,00-0040208,Tahj Brooks,CIN,CIN,,RB,12,16,45,0,1,1,9,0,54,0
2025,00-0035021,Ashton Dulin,IND,IND,,WR,12,3,44,0,2,5,106,0,150,0
2025,00-0036727,Adam Prentice,DEN,DEN,,FB,13,10,44,0,7,6,53,0,97,0
2025,00-0033699,Austin Ekeler,WAS,WAS,,RB,2,14,43,0,3,5,38,0,81,0
2025,00-0036212,Tua Tagovailoa,MIA,MIA,,QB,14,20,43,0,1,0,0,0,43,0
2025,00-0037304,Connor Heyward,PIT,PIT,,FB,14,15,43,2,11,3,21,1,64,3
2025,00-0036442,Joe Burrow,CIN,CIN,,QB,8,14,41,0,5,0,0,0,41,0
2025,00-0037594,Julius Chestnut,TEN,TEN,,RB,16,11,40,0,4,0,0,0,40,0
2025,00-0035100,Jake Browning,CIN,CIN,,QB,5,9,39,1,5,0,0,0,39,1
2025,00-0037329,Brittain Brown,CHI,CHI,,RB,2,5,37,1,2,0,0,0,37,1
2025,00-0040009,Savion Williams,GB,GB,,WR,12,11,37,0,1,10,78,1,115,1
2025,00-0040735,Luther Burden III,CHI,CHI,,WR,15,6,37,0,3,47,652,2,689,2
2025,00-0035291,Trayveon Williams,CLE,LAC,yes,RB,6,10,36,0,3,8,55,0,91,0
2025,00-0037258,Dameon Pierce,KC,HOU,yes,RB,5,14,36,0,1,0,0,0,36,0
2025,00-0038543,Jaxon Smith-Njigba,SEA,SEA,,WR,17,7,36,0,2,119,1793,10,1829,10
2025,00-0026158,Joe Flacco,CIN,CLE,yes,QB,13,21,35,1,9,0,0,0,35,1
2025,00-0037091,Bo Melton,GB,GB,,WR,13,5,35,0,2,4,107,1,142,1
2025,00-0039451,Isaiah Williams,NYJ,NYJ,,WR,15,3,34,0,1,26,193,0,227,0
2025,00-0037745,Velus Jones Jr.,SEA,NO,yes,WR,5,4,32,0,1,0,0,0,32,0
2025,00-0038040,Zamir White,LV,LV,,RB,5,12,32,0,1,4,24,0,56,0
2025,00-0036626,Dyami Brown,JAX,JAX,,WR,11,6,30,0,2,20,227,1,257,1
2025,00-0040782,Isaiah Bond,CLE,CLE,,WR,15,5,29,0,1,18,338,0,367,0
2025,00-0036613,Jaylen Waddle,MIA,MIA,,WR,16,2,28,0,1,64,910,6,938,6
2025,00-0039146,Jayden Reed,GB,GB,,WR,5,3,28,0,1,19,207,1,235,1
2025,00-0040206,Riley Leonard,IND,IND,,QB,5,6,27,2,4,0,-3,0,24,2
2025,00-0033854,Dare Ogunbowale,HOU,HOU,,RB,14,11,25,1,1,10,76,0,101,1
2025,00-0035208,Olamide Zaccheaus,CHI,CHI,,WR,14,4,25,0,1,39,313,2,338,2
2025,00-0035628,D'Ernest Johnson,NE,ARI,yes,RB,5,14,25,0,0,0,0,0,25,0
2025,00-0039410,Ryan Flournoy,DAL,DAL,,WR,15,4,25,0,2,40,475,4,500,4
2025,00-0036980,Elijah Moore,BUF,BUF,,WR,9,6,24,1,3,9,112,0,136,1
2025,00-0037120,Tyler Goodson,IND,IND,,RB,10,9,24,0,0,2,8,0,32,0
2025,00-0039796,Rasheen Ali,BAL,BAL,,RB,15,7,24,0,1,9,68,1,92,1
2025,00-0031503,Jameis Winston,NYG,NYG,,QB,3,7,23,1,3,1,33,1,56,2
2025,00-0037085,Tyler Badie,DEN,DEN,,RB,16,8,23,0,1,19,141,0,164,0
2025,00-0038582,Clayton Tune,GB,GB,,QB,2,5,23,0,2,0,0,0,23,0
2025,00-0038102,Kenny Pickett,LV,LV,,QB,6,5,22,0,3,0,0,0,22,0
2025,00-0038618,Xavier Hutchinson,HOU,HOU,,WR,16,3,22,0,2,35,428,3,450,3
2025,00-0040237,Tez Johnson,TB,TB,,WR,15,7,22,0,0,28,322,5,344,5
2025,00-0036425,DeeJay Dallas,JAX,CAR,yes,RB,5,3,21,0,1,0,0,0,21,0
2025,00-0038621,DeMario Douglas,NE,NE,,WR,16,7,21,0,2,31,447,3,468,3
2025,00-0039893,Brian Thomas Jr.,JAX,JAX,,WR,14,3,21,1,2,48,707,2,728,3
2025,00-0039067,Rashee Rice,KC,KC,,WR,8,5,20,1,2,53,571,5,591,6
2025,00-0040067,Jacardia Wright,SEA,SEA,,RB,1,5,20,0,1,0,0,0,20,0
2025,00-0032385,Sterling Shepard,TB,TB,,WR,13,4,19,0,1,39,371,1,390,1
2025,00-0032464,Kalif Raymond,DET,DET,,WR,15,2,19,0,1,24,289,1,308,1
2025,00-0036414,Cam Akers,SEA,MIN,yes,RB,4,5,19,0,1,0,0,0,19,0
2025,00-0040234,Quinn Ewers,MIA,MIA,,QB,4,8,19,0,1,1,-6,0,13,0
2025,00-0037324,Chris Oladokun,KC,KC,,QB,3,5,18,0,0,0,0,0,18,0
2025,00-0039623,Mason Tipton,NO,NO,,WR,8,4,18,0,2,11,76,0,94,0
2025,00-0040021,Phil Mafah,DAL,DAL,,RB,1,5,18,1,2,2,11,0,29,1
2025,00-0040705,Chimere Dike,TEN,TEN,,WR,17,11,18,0,0,48,423,4,441,4
2025,00-0039021,Roschon Johnson,CHI,CHI,,RB,6,2,17,0,1,0,0,0,17,0
2025,00-0035500,Greg Dortch,ARI,ARI,,WR,12,7,15,1,1,29,206,3,221,4
2025,00-0036554,Nico Collins,HOU,HOU,,WR,15,2,15,1,1,71,1117,6,1132,7
2025,00-0036900,Ja'Marr Chase,CIN,CIN,,WR,16,3,14,0,0,125,1412,8,1426,8
2025,00-0038619,Andrei Iosivas,CIN,CIN,,WR,15,3,14,0,0,33,435,2,449,2
2025,00-0039793,AJ Barner,SEA,SEA,,TE,17,10,14,1,9,52,519,6,533,7
2025,00-0034960,Jakobi Meyers,JAX,LV,yes,WR,16,5,13,0,1,75,835,3,848,3
2025,00-0036360,Clyde Edwards-Helaire,KC,KC,,RB,2,7,13,0,1,2,9,0,22,0
2025,00-0037291,Jalen Nailor,MIN,MIN,,WR,17,2,13,0,1,29,444,4,457,4
2025,00-0039589,Kameron Johnson,TB,TB,,WR,17,2,13,0,1,4,64,1,77,1
2025,00-0040582,Arian Smith,NYJ,NYJ,,WR,13,4,13,0,1,7,52,0,65,0
2025,00-0040663,Harold Fannin Jr.,CLE,CLE,,TE,16,7,13,1,2,72,731,6,744,7
2025,00-0033589,David Moore,CAR,CAR,,WR,3,1,12,0,1,1,5,0,17,0
2025,00-0035640,DK Metcalf,PIT,PIT,,WR,15,2,12,1,1,59,850,6,862,7
2025,00-0037240,Jameson Williams,DET,DET,,WR,17,6,12,0,0,65,1117,7,1129,7
2025,00-0039751,Jordan Whittington,LAR,LAR,,WR,15,3,12,0,0,18,171,0,183,0
2025,00-0039868,Troy Franklin,DEN,DEN,,WR,17,5,12,0,2,65,709,6,721,6
2025,00-0040138,Jaylin Noel,HOU,HOU,,WR,17,6,12,0,0,26,292,2,304,2
2025,00-0038090,Skyy Moore,SF,SF,,WR,17,2,11,0,1,5,87,0,98,0
2025,00-0038519,Nikko Remigio,KC,KC,,WR,14,1,11,0,1,1,21,0,32,0
2025,00-0038896,Jacob Saylors,DET,DET,,RB,11,2,11,0,1,0,0,0,11,0
2025,00-0040429,Josh Williams,TB,TB,,RB,2,4,11,0,0,0,0,0,11,0
2025,00-0040494,Max Brosmer,MIN,MIN,,QB,7,7,11,0,1,0,0,0,11,0
2025,00-0040534,Ke'Shawn Williams,CIN,PIT,yes,WR,11,2,10,0,0,1,5,0,15,0
2025,00-0040727,Tre Harris,LAC,LAC,,WR,16,2,10,0,0,30,324,1,334,1
2025,00-0032398,Chris Moore,WAS,WAS,,WR,10,1,9,0,0,11,207,1,216,1
2025,00-0035125,Alec Ingold,MIA,MIA,,FB,9,2,9,0,1,8,52,0,61,0
2025,00-0036963,Amon-Ra St. Brown,DET,DET,,WR,17,3,9,0,1,117,1401,11,1410,11
2025,00-0039407,Dylan Laube,LV,LV,,RB,17,7,9,0,0,3,18,0,27,0
2025,00-0040129,Emeka Egbuka,TB,TB,,WR,17,2,9,0,0,63,938,6,947,6
2025,00-0038400,Tanner McKee,PHI,PHI,,QB,4,8,8,0,1,0,0,0,8,0
2025,00-0040039,Amar Johnson,LAC,LAC,,RB,1,2,8,0,0,0,0,0,8,0
2025,00-0040128,Tyler Warren,IND,IND,,TE,17,6,8,1,3,76,817,4,825,5
2025,00-0029604,Kirk Cousins,ATL,ATL,,QB,10,14,7,1,4,0,0,0,7,1
2025,00-0033881,Evan Engram,DEN,DEN,,TE,16,1,7,0,0,50,461,1,468,1
2025,00-0036322,Justin Jefferson,MIN,MIN,,WR,17,2,7,0,0,84,1048,2,1055,2
2025,00-0038416,Tyson Bagent,CHI,CHI,,QB,2,2,7,0,0,0,0,0,7,0
2025,00-0038544,Quentin Johnston,LAC,LAC,,WR,13,2,7,0,0,51,735,8,742,8
2025,00-0038579,Aidan O'Connell,LV,LV,,QB,1,1,7,0,0,0,0,0,7,0
2025,00-0040164,Jaylin Lane,WAS,WAS,,WR,15,1,7,0,0,16,225,0,232,0
2025,00-0040205,Kalel Mullings,TEN,TEN,,RB,4,3,7,0,2,0,0,0,7,0
2025,00-0032775,Demarcus Robinson,SF,SF,,WR,14,1,6,0,0,22,276,1,282,1
2025,00-0033869,Mitchell Trubisky,BUF,BUF,,QB,4,9,6,0,0,0,0,0,6,0
2025,00-0034771,Mason Rudolph,PIT,PIT,,QB,5,7,6,0,2,0,0,0,6,0
2025,00-0035311,Myles Gaskin,SEA,SEA,,RB,1,3,6,0,0,0,0,0,6,0
2025,00-0037692,Brandon Aubrey,DAL,DAL,,K,17,1,6,0,1,0,0,0,6,0
2025,00-0038393,Dontayvion Wicks,GB,GB,,WR,13,1,6,0,0,30,332,2,338,2
2025,00-0038458,Owen Wright,TB,TB,,RB,2,3,6,0,0,0,0,0,6,0
2025,00-0032918,C.J. Ham,MIN,MIN,,FB,8,3,5,2,2,2,11,0,16,2
2025,00-0034959,Andrew Beck,NYJ,NYJ,,FB,11,1,5,0,1,6,45,2,50,2
2025,00-0036407,Jerry Jeudy,CLE,CLE,,WR,17,1,5,0,1,50,602,2,607,2
2025,00-0037261,Khalil Shakir,BUF,BUF,,WR,16,1,5,0,0,72,719,4,724,4
2025,00-0037487,Deven Thompkins,ATL,ATL,,WR,7,1,5,0,0,3,27,0,32,0
2025,00-0038117,Wan'Dale Robinson,NYG,NYG,,WR,16,3,5,0,1,92,1014,4,1019,4
2025,00-0038573,Derius Davis,LAC,LAC,,WR,11,2,5,0,0,2,10,0,15,0
2025,00-0031237,Teddy Bridgewater,TB,TB,,QB,3,3,4,0,0,0,0,0,4,0
2025,00-0031610,Darren Waller,MIA,MIA,,TE,9,1,4,0,1,24,283,6,287,6
2025,00-0033555,Mack Hollins,NE,NE,,WR,14,1,4,0,0,46,550,2,554,2
2025,00-0035567,Craig Reynolds,DET,DET,,RB,5,3,4,0,0,0,0,0,4,0
2025,00-0036187,Reggie Gilliam,BUF,BUF,,RB,11,2,4,0,1,2,24,0,28,0
2025,00-0036679,Shane Buechele,KC,KC,,QB,1,1,4,0,0,0,0,0,4,0
